custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
s_0,-74.437,4.253,800.0,False,5.0,0.4
s_1,-77.335,4.013,800.0,False,5.0,0.4
s_2,-76.5123,3.4678,164.0,False,516.8271,3.50697
s_3,-76.5651,3.4513,450.0,False,291.97695,1.10519
s_4,-76.5233,3.3561,284.0,False,470.4353,1.87119
s_5,-76.5327,3.3512,322.0,False,440.37618,1.62079
s_6,-75.627,4.509,800.0,False,5.0,0.4
s_7,-76.561,3.884,800.0,False,5.0,0.4
s_8,-75.568,5.297,800.0,False,5.0,0.4
s_9,-73.738,5.47,800.0,False,5.0,0.4
s_10,-74.593,5.067,800.0,False,5.0,0.4
s_11,-75.188,4.4319,304.0,False,455.63642,1.73104
s_12,-75.314,5.043,334.0,False,429.20744,1.55435
s_13,-75.276,2.942,320.0,False,442.1613,1.63238
s_14,-77.251,1.221,800.0,False,5.0,0.4
s_15,-75.161,5.393,800.0,False,5.0,0.4
s_16,-75.91,2.387,341.0,False,422.33904,1.5179
s_17,-77.237,1.289,1042.0,False,6.07829,0.42293
s_18,-76.596,2.459,244.0,False,493.34135,2.22607
s_19,-76.414,3.228,124.0,False,521.05737,4.8288
s_20,-75.719,5.423,800.0,False,5.0,0.4
s_21,-76.322,4.219,800.0,False,5.0,0.4
s_22,-76.208,4.574,556.0,False,166.24591,0.86766
s_23,-75.12,5.032,800.0,False,5.0,0.4
s_24,-73.639,4.174,800.0,False,5.0,0.4
s_25,-75.53,5.079,697.0,False,64.68093,0.66997
s_26,-75.29,5.326,661.0,False,83.2677,0.71187
s_27,-75.493,5.055,330.0,False,433.01662,1.57592
s_28,-75.489,5.058,330.0,False,433.01662,1.57592
s_29,-76.5295,3.3723,273.0,False,477.60712,1.95769
s_30,-76.5526,3.4089,235.0,False,497.33812,2.32387
s_31,-76.5769,3.3942,343.0,False,420.33031,1.50778
s_32,-76.5467,3.4296,543.0,False,179.74849,0.89146
s_33,-76.5354,3.4226,148.0,False,518.93658,3.94398
s_34,-76.5402,3.467,911.0,False,14.34109,0.4932
s_35,-76.4965,3.466,157.0,False,517.82836,3.68642
s_36,-76.4616,3.4315,122.0,False,521.18755,4.91947
s_37,-76.4691,3.3855,134.0,False,520.30641,4.41881
