# 19950117_M6.9_Kobe median gmf, Stations:None, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,BooreEtAl2014,ChiouYoungs2014,ZhaoEtAl2016Asc
t_0,130.80826000000002,31.11051,0.0002657177,0.00064909674,0.00063865486
t_1,130.71842000000004,31.11051,0.0002517057,0.000616488,0.00060808216
t_10,131.16758,31.41766,0.00043491746,0.001033021,0.0012847007
t_100,131.52691,32.18112,0.0015712831,0.0033368068,0.002254099
t_1000,132.91930000000002,33.50187,0.006229689,0.012045187,0.012178946
t_1001,133.00913000000003,33.53931,0.0069097914,0.013194395,0.013382817
t_1002,132.96420999999998,33.53931,0.006654128,0.012762202,0.012928377
t_1003,132.91930000000002,33.53931,0.006406976,0.012341894,0.012488101
t_1004,132.91930000000002,33.57674,0.0065858713,0.012639574,0.012799026
t_1005,133.00913000000003,33.57674,0.0071108933,0.013525089,0.013730622
t_1006,132.96420999999998,33.57674,0.0068437923,0.013075926,0.013257196
t_1007,133.00913000000003,33.61416,0.010804268,0.019366095,0.018793643
t_1008,133.14387,33.53931,0.0077286055,0.014560491,0.014832275
t_1009,133.09896000000003,33.53931,0.007446935,0.0140937995,0.014334609
t_101,131.16758,32.18112,0.0007335864,0.0016962232,0.0015987273
t_1010,133.09896000000003,33.57674,0.0076730563,0.014461615,0.014723894
t_1011,133.05404,33.57674,0.0073872237,0.013986925,0.014219367
t_1012,133.14387,33.57674,0.007968388,0.014948788,0.015244187
t_1013,133.05404,33.61416,0.0076027256,0.014336968,0.014589952
t_1014,133.14387,33.61416,0.008211313,0.015338921,0.015660074
t_1015,133.09896000000003,33.61416,0.007901854,0.014831073,0.01511645
t_1016,133.14387,33.65155,0.008456823,0.015730284,0.01607895
t_1017,133.09896000000003,33.65155,0.008132792,0.015201465,0.015511334
t_1018,133.41337,33.35192,0.00938486,0.017221596,0.020570708
t_1019,133.32353999999998,33.35192,0.008794488,0.016275266,0.019387389
t_102,131.61674,32.18112,0.0010356461,0.0023369894,0.0028111031
t_1020,133.36845,33.35192,0.009086731,0.016745089,0.01997381
t_1021,133.41337,33.38943,0.009730769,0.017771015,0.021261612
t_1022,133.32353999999998,33.38943,0.00781526,0.014703172,0.014994367
t_1023,133.36845,33.38943,0.009415275,0.017270021,0.020631488
t_1024,133.45829000000003,33.38943,0.010052508,0.018278882,0.021902813
t_1025,133.32353999999998,33.42693,0.008089992,0.015151573,0.015473793
t_1026,133.45829000000003,33.42693,0.008950451,0.016538687,0.016968304
t_1027,133.5032,33.42693,0.0107745845,0.019407893,0.023337012
t_1028,133.54812000000004,33.42693,0.011128406,0.019955933,0.024037562
t_1029,133.54812000000004,33.4644,0.011556403,0.020614425,0.02488307
t_103,130.71842000000004,32.10506,0.0005838067,0.001354239,0.0015347177
t_1030,133.5032,33.4644,0.013609984,0.023697862,0.024140509
t_1031,133.54812000000004,33.50187,0.014656913,0.025251899,0.025751961
t_1032,133.86253,33.50187,0.01719598,0.028942674,0.03155659
t_1033,133.63795,33.4644,0.012327457,0.021789249,0.026401725
t_1034,133.59303,33.4644,0.01193888,0.021199008,0.025637113
t_1035,133.59303,33.50187,0.012404191,0.021905307,0.026552455
t_1036,133.72778,33.50187,0.013664625,0.023793615,0.029022556
t_1037,133.41337,33.42693,0.008657401,0.016069133,0.016460462
t_1038,133.36845,33.42693,0.011452626,0.020430582,0.02130474
t_1039,133.32353999999998,33.4644,0.008371059,0.015607482,0.015963094
t_104,131.07775000000004,32.10506,0.0006540909,0.0015230086,0.0014417454
t_1040,133.45829000000003,33.4644,0.009281278,0.017065328,0.017540246
t_1041,133.41337,33.4644,0.00897084,0.016571218,0.017003562
t_1042,133.36845,33.4644,0.013187239,0.023036294,0.02199278
t_1043,133.45829000000003,33.50187,0.014180565,0.024535552,0.024192797
t_1044,133.36845,33.50187,0.008971288,0.016571913,0.017004315
t_1045,133.32353999999998,33.50187,0.008658448,0.016070776,0.016462235
t_1046,133.41337,33.50187,0.02190575,0.035104655,0.021618206
t_1047,133.63795,33.50187,0.012818323,0.02252968,0.027365524
t_1048,133.68286,33.50187,0.013238699,0.023159472,0.028189335
t_1049,133.59303,33.53931,0.016614474,0.028088326,0.02749284
t_105,130.80826000000002,32.10506,0.00062194536,0.00143748,0.0016248644
t_1050,133.72778,33.53931,0.026431805,0.041231785,0.027785642
t_1051,133.63795,33.53931,0.020881582,0.03397905,0.024003346
t_1052,133.68286,33.53931,0.02182778,0.0352658,0.0247461
t_1053,133.68286,33.57674,0.02140245,0.034733284,0.02565795
t_1054,133.63795,33.57674,0.018524457,0.030796574,0.029377487
t_1055,133.59303,33.57674,0.0266158,0.041382305,0.02624962
t_1056,133.72778,33.57674,0.016779255,0.028346239,0.031261172
t_1057,133.7727,33.53931,0.012617631,0.022198923,0.023244543
t_1058,133.86253,33.53931,0.013421724,0.023394154,0.024605457
t_1059,133.81761,33.53931,0.013018293,0.022796297,0.02392322
t_106,130.98792000000003,32.10506,0.00061474444,0.0014365229,0.0013631657
t_1060,133.7727,33.57674,0.013148526,0.022989564,0.024143435
t_1061,133.86253,33.57674,0.01401293,0.024263775,0.025603112
t_1062,133.81761,33.57674,0.013578799,0.023625823,0.024870623
t_1063,133.81761,33.61416,0.01416041,0.024479464,0.025851518
t_1064,133.86253,33.61416,0.014627695,0.025160393,0.026638208
