# 19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:Walker_et_al_2003
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
t_0,58.90646,29.92972,0.005753348,0.0038934974,0.00699135
t_1,59.08613,29.92972,0.0035930285,0.0028110922,0.0041706613
t_10,59.44545,29.92972,0.0035482014,0.0026945225,0.0041998914
t_100,58.00815,29.92972,0.005713998,0.004090964,0.006780108
t_1000,56.39118,30.163,0.006029482,0.0044234293,0.0070184013
t_1001,56.30135,30.163,0.007599967,0.0051182494,0.009094461
t_1002,56.48101,30.163,0.0052828025,0.004077134,0.006016746
t_1003,56.57084,30.24064,0.009484123,0.006152873,0.011370273
t_1004,56.39118,30.24064,0.008502683,0.0056619393,0.010153155
t_1005,56.30135,30.24064,0.008209214,0.0054962393,0.009801831
t_1006,56.48101,30.24064,0.008695062,0.0057813646,0.010374929
t_1007,56.84034,30.163,0.009211536,0.0059844577,0.011057488
t_1008,56.75051,30.163,0.008333817,0.005585752,0.009936918
t_1009,56.66067,30.24064,0.009180777,0.006055398,0.010953605
t_101,58.27764,29.92972,0.006698622,0.004488005,0.008107207
t_1010,56.75051,30.24064,0.008226675,0.005662961,0.009703277
t_1011,56.84034,30.24064,0.006855797,0.0050393012,0.00789401
t_1012,56.84034,30.31821,0.009437477,0.006362155,0.011136308
t_1013,56.75051,30.31821,0.0074855452,0.00543881,0.008626804
t_1014,56.66067,30.31821,0.006766526,0.0050613787,0.007705117
t_1015,56.84034,30.39573,0.006747523,0.0052270335,0.0075655277
t_1016,56.66067,30.39573,0.008303328,0.0059268717,0.009599532
t_1017,56.93017,30.163,0.009169224,0.0059855743,0.010987838
t_1018,57.10983,30.163,0.009568567,0.006181832,0.011485126
t_1019,57.02,30.24064,0.009804029,0.0064127296,0.011688444
t_102,58.18781,29.92972,0.0063868365,0.004369801,0.0076846546
t_1020,56.93017,30.24064,0.00981011,0.0063980287,0.011709478
t_1021,57.10983,30.24064,0.010110455,0.0065558073,0.0120734805
t_1022,57.02,30.31821,0.010803132,0.006991312,0.012854196
t_1023,56.93017,30.31821,0.010828607,0.0069822255,0.0129024
t_1024,57.10983,30.31821,0.010287941,0.0067871623,0.012182652
t_1025,57.02,30.39573,0.011517169,0.007463509,0.013635872
t_1026,56.93017,30.39573,0.0117338365,0.007532055,0.013930372
t_1027,56.57084,30.31821,0.009215989,0.0061750636,0.010920647
t_1028,56.30135,30.31821,0.009020985,0.005970288,0.010759716
t_1029,56.48101,30.31821,0.009715462,0.0063523357,0.011591566
t_103,58.09798,29.92972,0.0040579843,0.003258267,0.004627186
t_1030,56.39118,30.31821,0.009844409,0.006364878,0.011790724
t_1031,56.48101,30.39573,0.009765918,0.0065178997,0.011547781
t_1032,56.30135,30.39573,0.010448929,0.0067133815,0.012498916
t_1033,56.39118,30.39573,0.010051355,0.0065953312,0.011947956
t_1034,56.57084,30.39573,0.007477439,0.005499306,0.008547599
t_1035,56.39118,30.47318,0.010432253,0.0069098957,0.012321155
