# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:USGS, Rupture:Vahidifard_et_al_2017, Max_dist:150km
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_100,56.76213,33.70142,0.3597232,0.3023739,0.38362917
m_101,56.78848,33.73223,0.34604007,0.28993854,0.37040386
m_102,56.8821,33.8282,0.2746192,0.238231,0.30290112
m_103,56.982,33.02844,0.2850509,0.25955838,0.29514262
m_104,56.91933,33.01659,0.32015365,0.25813392,0.3498915
m_105,56.67772,33.71564,0.29921478,0.2508388,0.32382408
m_106,56.64834,33.6564,0.31001073,0.2537157,0.33570835
m_107,56.64823,33.29858,0.31179032,0.25198758,0.3407832
m_108,56.61398,33.45853,0.3064704,0.25818506,0.32899544
m_109,57.12946,33.77962,0.21059036,0.21252285,0.23576406
m_110,57.42479,33.37796,0.36321738,0.33099878,0.40883264
m_111,57.51184,33.30213,0.39263782,0.38926527,0.40346682
m_112,57.20219,33.75948,0.21745943,0.20813912,0.24585427
m_113,57.39298,33.42891,0.30892256,0.29203066,0.35111785
m_114,57.51631,33.32464,0.3774754,0.36195737,0.40164807
m_115,57.12085,33.80806,0.20827936,0.20470089,0.2332002
m_116,57.23418,33.75,0.19367014,0.19541454,0.21933824
m_117,57.23585,33.79858,0.2024792,0.18666926,0.22948779
m_118,56.50162,33.74171,0.21757214,0.18671301,0.24063751
m_119,57.24463,33.80687,0.2092228,0.18659557,0.24100812
m_120,57.25041,33.79621,0.19765732,0.18288983,0.22339824
m_121,57.56518,33.17773,0.33420008,0.30221158,0.38575277
m_122,57.27236,33.82109,0.19802089,0.17480567,0.22583744
m_123,57.31641,33.57109,0.25047952,0.24766606,0.29728192
m_124,57.35271,33.54502,0.29439414,0.2620129,0.3520195
m_125,57.29044,33.62559,0.27577895,0.24877438,0.3252517
m_126,57.226,33.87559,0.18828161,0.16996041,0.21455652
m_127,57.30781,33.6019,0.28102675,0.25285134,0.33282986
m_128,57.19543,33.88033,0.18899691,0.17288472,0.21480174
m_129,57.22609,33.89692,0.18299885,0.16549732,0.20826006
m_130,57.38926,33.5782,0.28769588,0.24783404,0.352936
m_131,57.37917,33.60308,0.28362277,0.2424039,0.34865546
m_132,57.40678,33.58768,0.28423122,0.24232164,0.34924924
m_133,57.35636,33.71564,0.21904178,0.19555265,0.2561753
m_134,57.35787,33.7263,0.2113065,0.18969779,0.24530907
m_135,57.17524,33.92536,0.19084734,0.17050032,0.22021475
m_136,57.37377,33.70024,0.23252167,0.20245184,0.2756389
m_137,57.22044,33.93839,0.18479794,0.1634957,0.21200192
m_138,57.37512,33.67417,0.2461006,0.21372451,0.29530835
m_139,57.56476,33.08175,0.3141337,0.27978492,0.36485088
m_140,57.20883,33.94668,0.1866131,0.16455959,0.21492958
m_141,57.55585,33.04147,0.27670398,0.2668949,0.32123983
m_142,57.6157,33.07583,0.32880914,0.2759046,0.40737018
m_143,57.02965,33.93365,0.22552373,0.1901371,0.26261285
m_144,56.75227,33.77962,0.29685205,0.24604425,0.32136893
m_145,56.87949,33.8981,0.21670207,0.19444077,0.23997204
m_146,56.52131,33.58057,0.25896436,0.21712473,0.28281698
m_147,56.78944,33.95379,0.20013864,0.1759265,0.22576015
m_148,56.51661,33.50592,0.26642254,0.22121868,0.29099256
m_149,56.51101,33.55569,0.26309592,0.2174816,0.2881946
m_150,56.51053,33.44668,0.2618822,0.21865873,0.2852947
