# 19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:Hartzell_And_Mendoza_1991
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
t_0,60.97259,36.39073,0.0012878554,0.0013472531,0.0019292649
t_1,61.06242,36.39073,0.0012241408,0.0012864062,0.0018336354
t_10,55.40303,36.24597,0.0035901328,0.0035466787,0.0052421587
t_100,53.24708,36.39073,0.0010157655,0.0011409227,0.0014821683
t_1000,58.81663,35.73719,0.0077388356,0.006890113,0.0113097215
t_1001,58.54714,35.73719,0.009515717,0.008210535,0.013873063
t_1002,58.4573,35.73719,0.009866168,0.008514957,0.014341904
t_1003,58.36747,35.73719,0.0059607844,0.0062208306,0.0081807105
t_1004,58.7268,35.73719,0.008877157,0.0076369145,0.013026883
t_1005,58.90646,35.73719,0.005070039,0.0051472946,0.0071108155
t_1006,58.36747,35.81007,0.009839836,0.0084084,0.014365649
t_1007,58.18781,35.81007,0.010411223,0.008912927,0.015120474
t_1008,58.4573,35.81007,0.009661012,0.00821125,0.014156108
t_1009,58.63697,35.81007,0.005150392,0.005321021,0.0071668215
t_101,53.06741,36.39073,0.00093193864,0.0010519947,0.0013623312
t_1010,58.27764,35.81007,0.0100573525,0.008624586,0.014636761
t_1011,58.54714,35.81007,0.0054529915,0.0055914605,0.007580688
t_1012,58.81663,35.81007,0.008268345,0.007047497,0.012244396
t_1013,58.7268,35.81007,0.007943315,0.0069633042,0.01166263
t_1014,58.90646,35.81007,0.0076097883,0.006586643,0.011265451
t_1015,58.18781,35.88289,0.009992701,0.008472743,0.014618621
t_1016,58.63697,35.88289,0.004877891,0.005027589,0.006817841
t_1017,58.7268,35.88289,0.0078091817,0.0067470227,0.011548353
t_1018,58.81663,35.88289,0.0077892514,0.0066476637,0.011578791
t_1019,58.27764,35.88289,0.009895532,0.008335078,0.014526893
t_102,53.15724,36.39073,0.00094647304,0.001075573,0.001376702
t_1020,58.54714,35.88289,0.0058769197,0.0057417685,0.008336781
