# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:GEM, Rupture:Niazi_And_Kanamori_1981, Max_dist:150km
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
m_100,56.76213,33.70142,0.19885676,0.23313068,0.25576872,0.30439666
m_101,56.78848,33.73223,0.19912443,0.23405984,0.25260696,0.30559862
m_102,56.8821,33.8282,0.17395037,0.18496655,0.22196524,0.2743788
m_103,56.982,33.02844,0.083390415,0.08448281,0.13555387,0.15198855
m_104,56.91933,33.01659,0.0936476,0.106798075,0.13998182,0.17324197
m_105,56.67772,33.71564,0.14102772,0.16330221,0.19643411,0.23168793
m_106,56.64834,33.6564,0.13760568,0.17123377,0.19337483,0.22847973
m_107,56.64823,33.29858,0.09227146,0.1079123,0.1404518,0.16388053
m_108,56.61398,33.45853,0.103070624,0.115419395,0.15807761,0.19050631
m_109,57.12946,33.77962,0.24660291,0.19562136,0.23238859,0.24961708
m_110,57.42479,33.37796,0.49443454,0.47816914,0.32466266,0.40306395
m_111,57.51184,33.30213,0.44269863,0.4298039,0.3868509,0.39580306
m_112,57.20219,33.75948,0.33875713,0.25934774,0.22404082,0.23214117
m_113,57.39298,33.42891,0.51829046,0.43790433,0.28647047,0.29767016
m_114,57.51631,33.32464,0.45692992,0.44734597,0.353779,0.382087
m_115,57.12085,33.80806,0.21222463,0.17846952,0.21912944,0.23283714
m_116,57.23418,33.75,0.35651103,0.25871605,0.20759615,0.22181953
m_117,57.23585,33.79858,0.27799115,0.23028742,0.19316594,0.24452324
m_118,56.50162,33.74171,0.08407211,0.095807165,0.13181786,0.15552671
m_119,57.24463,33.80687,0.27438423,0.24201027,0.19085044,0.23419839
m_120,57.25041,33.79621,0.286073,0.23442034,0.18829566,0.23761389
m_121,57.56518,33.17773,0.54012454,0.47469684,0.2956229,0.36181495
m_122,57.27236,33.82109,0.25026292,0.2305476,0.17590764,0.20991239
