# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:GEM, Rupture:Hartzell_And_Mendoza_1991, Max_dist:150km
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
m_100,56.76213,33.70142,0.36204243,0.3629708,0.35610008,0.47403678
m_101,56.78848,33.73223,0.4246224,0.41194314,0.39814088,0.5545298
m_102,56.8821,33.8282,0.4507932,0.3859854,0.42392585,0.5198277
m_103,56.982,33.02844,0.10680845,0.10270047,0.12504338,0.16617534
m_104,56.91933,33.01659,0.11258299,0.12475675,0.122068055,0.17941134
m_105,56.67772,33.71564,0.24621153,0.2505238,0.25092497,0.333398
m_106,56.64834,33.6564,0.19631784,0.22724338,0.21119916,0.28765547
m_107,56.64823,33.29858,0.10244504,0.11906578,0.11428777,0.15691604
m_108,56.61398,33.45853,0.1175316,0.1289082,0.1332958,0.18668276
m_109,57.12946,33.77962,0.5232372,0.4040748,0.82133263,0.34122676
m_110,57.42479,33.37796,0.4918543,0.47682282,0.5082675,0.44465807
m_111,57.51184,33.30213,0.44287437,0.42962185,0.4446731,0.40095937
m_112,57.20219,33.75948,0.5204935,0.41775915,0.69719565,0.2878064
m_113,57.39298,33.42891,0.510813,0.43374002,0.6207125,0.34869233
m_114,57.51631,33.32464,0.4574914,0.4479155,0.44834098,0.39294574
m_115,57.12085,33.80806,0.539969,0.4231755,0.8044436,0.3323886
m_116,57.23418,33.75,0.4661583,0.36288035,0.6537717,0.26737803
m_117,57.23585,33.79858,0.49047458,0.41879007,0.5621483,0.30193406
m_118,56.50162,33.74171,0.12350517,0.13495705,0.13491262,0.19295721
m_119,57.24463,33.80687,0.4779821,0.43755016,0.5063661,0.28822264
m_120,57.25041,33.79621,0.47697794,0.4077427,0.53794336,0.28898773
m_121,57.56518,33.17773,0.5443323,0.47856352,0.624665,0.44028708
m_122,57.27236,33.82109,0.42529505,0.40586323,0.42353207,0.25315005
m_123,57.31641,33.57109,0.506736,0.39581177,0.72382206,0.3233206
m_124,57.35271,33.54502,0.5627591,0.48030105,0.6678984,0.31541342
m_125,57.29044,33.62559,0.55819994,0.46763298,0.6987554,0.30743095
m_126,57.226,33.87559,0.4832789,0.4309428,0.4955191,0.27772394
m_127,57.30781,33.6019,0.55986506,0.4686023,0.6964196,0.31065947
m_128,57.19543,33.88033,0.51266664,0.43886778,0.5624465,0.3054725
m_129,57.22609,33.89692,0.48540267,0.430754,0.4868713,0.27300125
m_130,57.38926,33.5782,0.557149,0.5064988,0.5790494,0.35225368
m_131,57.37917,33.60308,0.54722935,0.50681233,0.55875003,0.3417189
m_132,57.40678,33.58768,0.5474068,0.5085542,0.5435392,0.33632702
m_133,57.35636,33.71564,0.47154352,0.42674673,0.4711605,0.26770368
m_134,57.35787,33.7263,0.45641157,0.41187912,0.43530682,0.2575779
m_135,57.17524,33.92536,0.4655182,0.38891423,0.43011826,0.30542043
m_136,57.37377,33.70024,0.4731821,0.4432004,0.44375297,0.27124998
m_137,57.22044,33.93839,0.45004186,0.39339182,0.3893051,0.26980603
m_138,57.37512,33.67417,0.50297934,0.46499914,0.4960751,0.29175958
m_139,57.56476,33.08175,0.45644942,0.3497769,0.45943633,0.36959383
m_140,57.20883,33.94668,0.433858,0.37361768,0.37658933,0.27490118
m_141,57.55585,33.04147,0.3216708,0.23467332,0.33874997,0.34740862
m_142,57.6157,33.07583,0.39638448,0.33430636,0.36268103,0.40396
m_143,57.02965,33.93365,0.3184442,0.2962285,0.30154967,0.34727225
m_144,56.75227,33.77962,0.33170867,0.3277426,0.3202123,0.4393674
m_145,56.87949,33.8981,0.2662047,0.23172185,0.2703256,0.36346427
m_146,56.52131,33.58057,0.11697947,0.13079815,0.12984696,0.18129115
m_147,56.78944,33.95379,0.17301652,0.17341875,0.1805444,0.25954047
m_148,56.51661,33.50592,0.10396666,0.11872001,0.116761245,0.16147818
m_149,56.51101,33.55569,0.11250827,0.1292922,0.1247014,0.17111333
m_150,56.51053,33.44668,0.09195391,0.10455347,0.105071016,0.14705372
m_151,56.54383,33.7346,0.14258862,0.15401548,0.15313669,0.21631266
m_152,56.49898,33.47038,0.091683306,0.10346125,0.105105214,0.14839478
m_153,56.49634,33.53199,0.10081269,0.113483876,0.11403709,0.16048293
m_154,57.55984,33.2891,0.4775762,0.459985,0.46965376,0.3815148
m_155,56.54567,33.1564,0.071817055,0.08568157,0.082680754,0.10896907
m_156,57.57446,33.30095,0.47356927,0.46463433,0.45049962,0.36994776
m_157,56.52525,33.81635,0.12931104,0.14183833,0.13933466,0.19860166
m_158,56.64235,33.95261,0.13526088,0.1464197,0.14414592,0.2072943
m_159,56.55906,33.88744,0.110335596,0.11115058,0.1270361,0.1570025
m_160,57.27682,33.84242,0.4186013,0.38874793,0.39681572,0.23892762
m_161,57.30009,33.83412,0.37892666,0.34704426,0.33945018,0.21996157
m_162,57.31018,33.81043,0.39346024,0.3550394,0.36218998,0.22372995
m_163,57.3088,33.8282,0.3717347,0.32862833,0.33161238,0.21462026
m_164,57.30595,33.8436,0.3533321,0.31692234,0.30912045,0.21025096
m_165,57.32485,33.83531,0.31534088,0.28017706,0.27409652,0.1960139
m_166,57.26256,33.91114,0.4023761,0.35311142,0.34301722,0.23921736
m_167,57.26409,33.92773,0.38730276,0.33386558,0.32593566,0.23808692
m_169,57.30934,33.95261,0.26458132,0.22837023,0.23133047,0.20787497
m_170,57.39844,33.68009,0.48397416,0.44147578,0.43294728,0.27571464
m_171,57.22638,33.96327,0.38646972,0.3277482,0.3305703,0.2596101
m_172,57.23669,33.99052,0.3169361,0.27473703,0.27784973,0.24733204
m_173,57.33286,34.00237,0.20648524,0.1944304,0.19174257,0.20439458
m_174,57.23676,34.00592,0.28958023,0.2523952,0.25896308,0.24301115
m_175,57.24991,34.01659,0.26575667,0.2347147,0.24060003,0.23578148
m_176,57.68586,33.13389,0.45397237,0.40314028,0.4004616,0.36734322
m_177,57.21358,34.03318,0.24623385,0.23895442,0.23129104,0.24226077
m_178,57.68432,33.11374,0.40273803,0.35998738,0.35993838,0.3626185
m_179,57.67988,33.09716,0.36950964,0.3327935,0.33422002,0.3587044
m_18,56.94566,33.37678,0.2995314,0.3036236,0.2962778,0.39761558
m_180,57.68108,33.0391,0.26342094,0.2603127,0.24973096,0.32328272
m_181,57.71474,33.07701,0.29911834,0.28145376,0.27870154,0.3213444
m_182,57.69131,33.04858,0.26946044,0.26487753,0.25494084,0.32293668
m_183,57.7308,33.08649,0.3024668,0.2839056,0.28120178,0.3157145
m_184,56.98187,33.99763,0.2094806,0.21156552,0.20875414,0.27160215
m_185,57.66635,33.00118,0.23091228,0.22333127,0.22231144,0.3004522
m_186,57.6795,33.01185,0.2347554,0.22302218,0.22650419,0.30038178
m_187,57.69412,33.02488,0.24176052,0.22809449,0.23284717,0.30071968
m_188,56.99069,34.01659,0.19572447,0.19786195,0.19691642,0.2565943
m_189,56.95565,33.99763,0.19774672,0.19526602,0.19938374,0.2668965
m_19,56.94342,33.52962,0.70850915,0.67678404,0.71632576,0.72356075
m_190,56.9309,33.99882,0.18915458,0.19040297,0.19153073,0.26070386
m_191,56.93247,34.02488,0.17295183,0.1827504,0.17671004,0.2399489
m_192,56.81734,34.00592,0.15296412,0.16219115,0.15973258,0.22720765
m_193,56.56649,33.92299,0.10077672,0.100412875,0.11857853,0.15045768
m_194,56.62645,33.97986,0.11427928,0.121013366,0.1266163,0.18925373
m_195,56.4436,33.79502,0.10941869,0.12827097,0.119674064,0.16503705
m_196,56.511,33.88863,0.09867767,0.10212749,0.11436656,0.14077505
m_20,57.01041,33.53081,0.8251326,0.81931746,0.7726915,0.9551555
m_21,56.95018,33.41232,0.35693637,0.3524952,0.35013866,0.4521163
m_22,56.92031,33.57346,0.8815749,0.904532,0.9019249,0.8608515
m_23,56.9503,33.43839,0.40873447,0.39518225,0.40075716,0.49600676
m_24,56.9277,33.59953,0.9567412,0.97965497,0.961022,0.94279236
m_25,56.93572,33.43483,0.37649885,0.36923268,0.37427655,0.46417564
m_26,56.9329,33.45498,0.3902217,0.396533,0.38730308,0.5005271
m_27,57.11243,33.21445,0.34075966,0.3157843,0.30794358,0.45862672
m_28,56.9489,33.45261,0.43811175,0.422495,0.43006,0.5208176
m_29,57.22252,33.08057,0.34604275,0.33452213,0.30880293,0.49427012
m_30,56.91287,33.53791,0.6170282,0.6205995,0.6256206,0.67312974
m_31,57.32361,33.21801,0.52440155,0.5253902,0.5591687,0.6922971
m_32,57.11293,33.66351,0.6838584,0.5990996,0.95464194,0.5717357
m_33,56.89685,33.53791,0.54844826,0.5545288,0.56159425,0.6243416
m_34,57.19183,33.38863,0.6083477,0.57975084,0.6946484,0.72932965
