# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:USGS, Rupture:Vahidifard_et_al_2017
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_100,56.76213,33.70142,0.3064754,0.26752865,0.3154478
m_101,56.78848,33.73223,0.2955665,0.25644845,0.30546495
m_102,56.8821,33.8282,0.21914437,0.20410177,0.23201711
m_103,56.982,33.02844,0.21593526,0.2145835,0.21310611
m_104,56.91933,33.01659,0.2493917,0.21645913,0.2579217
m_105,56.67772,33.71564,0.24167956,0.21554117,0.25078294
m_106,56.64834,33.6564,0.25985438,0.22094998,0.27054283
m_107,56.64823,33.29858,0.24643657,0.2129948,0.25573573
m_108,56.61398,33.45853,0.24012133,0.21838875,0.246002
m_109,57.12946,33.77962,0.16873196,0.18309504,0.18245965
m_110,57.42479,33.37796,0.3267173,0.30779922,0.35985005
m_111,57.51184,33.30213,0.3792487,0.38147426,0.3883882
m_112,57.20219,33.75948,0.17592679,0.18085799,0.19268829
m_113,57.39298,33.42891,0.26037285,0.26048183,0.28815722
m_114,57.51631,33.32464,0.35625032,0.348345,0.37517935
m_115,57.12085,33.80806,0.16616106,0.17590486,0.17959054
m_116,57.23418,33.75,0.15746689,0.17004248,0.1726735
m_117,57.23585,33.79858,0.16657846,0.16407332,0.18309142
m_118,56.50162,33.74171,0.16843574,0.15631458,0.17769918
m_119,57.24463,33.80687,0.17513691,0.16529696,0.1952534
m_120,57.25041,33.79621,0.16340889,0.16130392,0.17927326
m_121,57.56518,33.17773,0.2795139,0.26839048,0.31317723
m_122,57.27236,33.82109,0.17019518,0.1570847,0.18837687
m_123,57.31641,33.57109,0.20088254,0.21317592,0.229954
m_124,57.35271,33.54502,0.23752114,0.2270734,0.27434018
m_125,57.29044,33.62559,0.2217533,0.2154017,0.2530636
m_126,57.226,33.87559,0.15576766,0.1495192,0.1716724
m_127,57.30781,33.6019,0.22560568,0.21865539,0.25844562
m_128,57.19543,33.88033,0.15333264,0.15034322,0.16833697
m_129,57.22609,33.89692,0.15088126,0.14526121,0.16599222
m_130,57.38926,33.5782,0.23472267,0.21554126,0.2767792
m_131,57.37917,33.60308,0.23269357,0.21130428,0.27479276
m_132,57.40678,33.58768,0.2332134,0.21115458,0.27519932
m_133,57.35636,33.71564,0.18309636,0.17320128,0.2072319
m_134,57.35787,33.7263,0.17751361,0.16862006,0.1996625
m_135,57.17524,33.92536,0.15382437,0.14723748,0.17085248
m_136,57.37377,33.70024,0.19533029,0.17931321,0.22355963
m_137,57.22044,33.93839,0.15191995,0.14280127,0.1681947
m_138,57.37512,33.67417,0.20413023,0.18783897,0.23606646
m_139,57.56476,33.08175,0.24775222,0.23888355,0.2774109
m_140,57.20883,33.94668,0.15252498,0.14312872,0.16935502
m_141,57.55585,33.04147,0.21554875,0.22487651,0.23982519
m_142,57.6157,33.07583,0.26278177,0.23624033,0.31097603
m_143,57.02965,33.93365,0.18100534,0.16251044,0.202374
m_144,56.75227,33.77962,0.24420357,0.21295269,0.25418097
m_145,56.87949,33.8981,0.16808575,0.16375715,0.17833161
m_146,56.52131,33.58057,0.20252798,0.18291126,0.2109347
m_147,56.78944,33.95379,0.1546787,0.14731547,0.16660412
m_148,56.51661,33.50592,0.20854789,0.18631545,0.2170257
m_149,56.51101,33.55569,0.20711774,0.18358392,0.21636763
m_150,56.51053,33.44668,0.2033725,0.18342334,0.21092248
m_151,56.54383,33.7346,0.18244028,0.16702606,0.1917326
m_152,56.49898,33.47038,0.19713035,0.17945407,0.20430902
m_153,56.49634,33.53199,0.19564593,0.17788139,0.20348552
m_154,57.55984,33.2891,0.33152378,0.31917766,0.3558116
m_155,56.54567,33.1564,0.1968058,0.17139946,0.20623924
m_156,57.57446,33.30095,0.32170776,0.30091554,0.34916127
m_157,56.52525,33.81635,0.16170634,0.14984375,0.17195769
m_158,56.64235,33.95261,0.1480655,0.13853551,0.15917133
