# 19780916_M7.3_Tabas median gmf, Stations:None, gmlt:USGS, Rupture:Walker_et_al_2003
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
t_0,60.97259,36.39073,0.0021408687,0.0016657623,0.0025694994
t_1,61.06242,36.39073,0.002043652,0.0015967003,0.0024531283
t_10,55.40303,36.24597,0.0047781016,0.003566283,0.0055941334
t_100,53.24708,36.39073,0.0013343975,0.0011457818,0.0015561256
t_1000,58.81663,35.73719,0.011354193,0.0075556054,0.013345018
t_1001,58.54714,35.73719,0.013541905,0.008744693,0.015921278
t_1002,58.4573,35.73719,0.013899853,0.008978849,0.016308833
t_1003,58.36747,35.73719,0.008338618,0.006496676,0.009235185
t_1004,58.7268,35.73719,0.012883644,0.0082937265,0.01522149
t_1005,58.90646,35.73719,0.007525407,0.005700242,0.008478146
t_1006,58.36747,35.81007,0.013709122,0.008778041,0.01616114
t_1007,58.18781,35.81007,0.014226687,0.009127385,0.01671205
t_1008,58.4573,35.81007,0.013588247,0.008654616,0.016065024
t_1009,58.63697,35.81007,0.0074121444,0.005719654,0.008299416
t_101,53.06741,36.39073,0.0012246276,0.0010576085,0.0014305493
t_1010,58.27764,35.81007,0.013878329,0.008917547,0.016321912
t_1011,58.54714,35.81007,0.007772698,0.0059535666,0.008700995
t_1012,58.81663,35.81007,0.012080058,0.0077100345,0.01438859
t_1013,58.7268,35.81007,0.01151065,0.007550542,0.013598873
t_1014,58.90646,35.81007,0.01122649,0.007271053,0.01335617
t_1015,58.18781,35.88289,0.0136568025,0.008687208,0.016149038
t_1016,58.63697,35.88289,0.007007951,0.005398569,0.00787838
t_1017,58.7268,35.88289,0.011288105,0.0073051667,0.013428973
t_1018,58.81663,35.88289,0.01135487,0.00726008,0.0135717755
t_1019,58.27764,35.88289,0.013645843,0.008624176,0.016181624
t_102,53.15724,36.39073,0.0012435275,0.0010807059,0.0014454689
t_1020,58.54714,35.88289,0.008364506,0.0061092093,0.009549866
t_1021,58.4573,35.88289,0.007609429,0.0057944893,0.008548657
t_1022,58.36747,35.88289,0.007893492,0.0059809103,0.008864646
t_1023,58.90646,35.88289,0.01066816,0.00689867,0.012743237
