# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:USGS, Rupture:Hartzell_And_Mendoza_1991, Max_dist:150km
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_100,56.76213,33.70142,0.36605048,0.35610008,0.38413087
m_101,56.78848,33.73223,0.4111915,0.39814088,0.4416784
m_102,56.8821,33.8282,0.38600042,0.42392585,0.4445188
m_103,56.982,33.02844,0.1108453,0.12504338,0.10402386
m_104,56.91933,33.01659,0.12397338,0.122068055,0.119334936
m_105,56.67772,33.71564,0.2520553,0.25092497,0.25628072
m_106,56.64834,33.6564,0.22770572,0.21119916,0.22701406
m_107,56.64823,33.29858,0.11741962,0.11428777,0.112136334
m_108,56.61398,33.45853,0.13060276,0.1332958,0.12363338
m_109,57.12946,33.77962,0.51898855,0.82133263,0.5281321
m_110,57.42479,33.37796,0.48274976,0.5082675,0.4940076
m_111,57.51184,33.30213,0.4304969,0.4446731,0.41672212
m_112,57.20219,33.75948,0.47983262,0.69719565,0.47507346
m_113,57.39298,33.42891,0.4997525,0.6207125,0.48203593
m_114,57.51631,33.32464,0.4341371,0.44834098,0.4231261
m_115,57.12085,33.80806,0.53125364,0.8044436,0.5363666
m_116,57.23418,33.75,0.40647727,0.6537717,0.40139186
m_117,57.23585,33.79858,0.41585517,0.5621483,0.42239952
m_118,56.50162,33.74171,0.13517168,0.13491262,0.12995683
m_119,57.24463,33.80687,0.39892808,0.5063661,0.4293397
m_120,57.25041,33.79621,0.3947142,0.53794336,0.40187502
m_121,57.56518,33.17773,0.5470424,0.624665,0.5408297
m_122,57.27236,33.82109,0.34017,0.42353207,0.38016334
m_123,57.31641,33.57109,0.47692767,0.72382206,0.46479458
m_124,57.35271,33.54502,0.5372958,0.6678984,0.52176225
m_125,57.29044,33.62559,0.53639823,0.6987554,0.5242578
m_126,57.226,33.87559,0.38556054,0.4955191,0.40718073
m_127,57.30781,33.6019,0.5386309,0.6964196,0.52279145
m_128,57.19543,33.88033,0.4281499,0.5624465,0.4345077
m_129,57.22609,33.89692,0.3790792,0.4868713,0.39871284
m_130,57.38926,33.5782,0.48974997,0.5790494,0.494822
m_131,57.37917,33.60308,0.47660726,0.55875003,0.49145517
m_132,57.40678,33.58768,0.46803787,0.5435392,0.47868603
m_133,57.35636,33.71564,0.36607072,0.4711605,0.38340822
m_134,57.35787,33.7263,0.34685618,0.43530682,0.364215
m_135,57.17524,33.92536,0.43506733,0.43011826,0.38512623
m_136,57.37377,33.70024,0.37084806,0.44375297,0.39512163
m_137,57.22044,33.93839,0.37176618,0.3893051,0.36145696
m_138,57.37512,33.67417,0.40573084,0.4960751,0.42396703
m_139,57.56476,33.08175,0.5639799,0.45943633,0.4219598
m_140,57.20883,33.94668,0.38318065,0.37658933,0.35257274
m_141,57.55585,33.04147,0.29260972,0.33874997,0.2874684
m_142,57.6157,33.07583,0.5230272,0.36268103,0.375987
m_143,57.02965,33.93365,0.30549988,0.30154967,0.3285595
m_144,56.75227,33.77962,0.327465,0.3202123,0.34647858
m_145,56.87949,33.8981,0.23772013,0.2703256,0.26109833
m_146,56.52131,33.58057,0.1307162,0.12984696,0.12482959
m_147,56.78944,33.95379,0.17489809,0.1805444,0.17831361
m_148,56.51661,33.50592,0.11802084,0.116761245,0.11237005
m_149,56.51101,33.55569,0.12802595,0.1247014,0.12236912
m_150,56.51053,33.44668,0.10440531,0.105071016,0.09912334
m_151,56.54383,33.7346,0.15421183,0.15313669,0.14971675
m_152,56.49898,33.47038,0.10373685,0.105105214,0.098323956
m_153,56.49634,33.53199,0.11358332,0.11403709,0.10788582
m_154,57.55984,33.2891,0.44827113,0.46965376,0.43771878
m_155,56.54567,33.1564,0.08363637,0.082680754,0.08107639
m_156,57.57446,33.30095,0.43671542,0.45049962,0.4331481
m_157,56.52525,33.81635,0.14128704,0.13933466,0.1366551
m_158,56.64235,33.95261,0.14579937,0.14414592,0.14191411
m_159,56.55906,33.88744,0.11773155,0.1270361,0.110188626
m_160,57.27682,33.84242,0.31879115,0.39681572,0.35169315
m_161,57.30009,33.83412,0.28442276,0.33945018,0.30796993
m_162,57.31018,33.81043,0.29002938,0.36218998,0.31194198
m_163,57.3088,33.8282,0.2732412,0.33161238,0.2886528
m_164,57.30595,33.8436,0.26695892,0.30912045,0.28290668
m_165,57.32485,33.83531,0.2424435,0.27409652,0.2529327
m_166,57.26256,33.91114,0.3143645,0.34301722,0.32008234
m_167,57.26409,33.92773,0.31076592,0.32593566,0.30698478
m_169,57.30934,33.95261,0.25510973,0.23133047,0.22792162
m_170,57.39844,33.68009,0.37555584,0.43294728,0.38565516
m_171,57.22638,33.96327,0.3527796,0.3305703,0.3131658
m_172,57.23669,33.99052,0.3304493,0.27784973,0.27182713
m_173,57.33286,34.00237,0.24451151,0.19174257,0.19903503
m_174,57.23676,34.00592,0.32406136,0.25896308,0.25235403
m_175,57.24991,34.01659,0.30953592,0.24060003,0.23600301
m_176,57.68586,33.13389,0.49877623,0.4004616,0.41055456
m_177,57.21358,34.03318,0.32301608,0.23129104,0.24081993
m_178,57.68432,33.11374,0.49004042,0.35993838,0.3770505
m_179,57.67988,33.09716,0.48376223,0.33422002,0.3538318
m_18,56.94566,33.37678,0.30191106,0.2962778,0.31299305
m_180,57.68108,33.0391,0.2222693,0.24973096,0.275607
m_181,57.71474,33.07701,0.36453697,0.27870154,0.29523486
m_182,57.69131,33.04858,0.24051133,0.25494084,0.27976492
m_183,57.7308,33.08649,0.4055954,0.28120178,0.2950473
m_184,56.98187,33.99763,0.19293246,0.20875414,0.2215525
m_185,57.66635,33.00118,0.2023417,0.22231144,0.23600996
m_186,57.6795,33.01185,0.19930544,0.22650419,0.23595983
m_187,57.69412,33.02488,0.19939491,0.23284717,0.24088323
m_188,56.99069,34.01659,0.18002486,0.19691642,0.20505734
m_189,56.95565,33.99763,0.18283646,0.19938374,0.20475946
m_19,56.94342,33.52962,0.6836112,0.71632576,0.6945241
m_190,56.9309,33.99882,0.18067767,0.19153073,0.19814572
m_191,56.93247,34.02488,0.17225088,0.17671004,0.18611069
m_192,56.81734,34.00592,0.15965948,0.15973258,0.16334373
m_193,56.56649,33.92299,0.10727277,0.11857853,0.09987983
m_194,56.62645,33.97986,0.1230212,0.1266163,0.11752752
m_195,56.4436,33.79502,0.1257756,0.119674064,0.12097431
m_196,56.511,33.88863,0.10706401,0.11436656,0.09999029
m_20,57.01041,33.53081,0.8080523,0.7726915,0.87832135
m_21,56.95018,33.41232,0.35135272,0.35013866,0.36629993
m_22,56.92031,33.57346,0.88426286,0.9019249,0.8817817
m_23,56.9503,33.43839,0.39558467,0.40075716,0.41232526
m_24,56.9277,33.59953,0.9577362,0.961022,0.9615943
m_25,56.93572,33.43483,0.37003428,0.37427655,0.3831852
m_26,56.9329,33.45498,0.3983678,0.38730308,0.4136447
m_27,57.11243,33.21445,0.3115811,0.30794358,0.33472374
m_28,56.9489,33.45261,0.4229872,0.43006,0.4403493
m_29,57.22252,33.08057,0.3259927,0.30880293,0.35550213
m_30,56.91287,33.53791,0.62184113,0.6256206,0.62927365
m_31,57.32361,33.21801,0.5953963,0.5591687,0.71360457
m_32,57.11293,33.66351,0.7863377,0.95464194,0.87574136
m_33,56.89685,33.53791,0.56598234,0.56159425,0.5707041
m_34,57.19183,33.38863,0.7051119,0.6946484,0.81497717
m_35,56.89389,33.52725,0.51242924,0.5018031,0.51873535
m_36,56.89861,33.60782,0.7868621,0.79207855,0.7906248
m_37,57.15146,33.1481,0.3000374,0.2855171,0.3237262
m_38,56.91103,33.45024,0.36456686,0.353045,0.37437367
m_39,56.88389,33.57227,0.64200574,0.6408941,0.6412832
m_40,57.16007,33.45261,0.755529,0.76989716,0.8880031
m_41,56.89254,33.55095,0.60375744,0.60113055,0.60584927
m_42,57.37696,33.09716,0.6921584,0.7070423,0.6945925
m_43,56.95272,33.32701,0.26369125,0.2450044,0.2734189
m_44,57.00823,33.69787,0.92366195,1.0034661,1.082642
m_45,57.17286,33.38033,0.71522313,0.6894452,0.7773947
m_46,57.034,33.26422,0.27499077,0.2548437,0.29284352
m_47,56.88531,33.5628,0.6199636,0.618612,0.6197708
m_48,57.19207,33.11137,0.3150726,0.298557,0.34229577
m_49,57.33079,33.1955,0.641197,0.65130943,0.6720372
m_50,56.98063,33.71327,0.9436885,1.0198642,1.0651869
m_51,56.91523,33.74526,0.876593,0.8744982,0.93974245
m_52,56.87313,33.77607,0.63199866,0.6474478,0.595516
m_53,57.42562,33.2346,0.5124429,0.540366,0.53900784
m_54,56.87372,33.5782,0.608156,0.60649735,0.6078271
m_55,56.89141,33.62678,0.73159015,0.7295554,0.74768656
m_56,57.25735,33.38626,0.66302,0.72986984,0.73909575
m_57,57.24278,33.38389,0.68038183,0.74270916,0.75548077
m_58,57.40016,33.07227,0.60592455,0.76360244,0.6041998
m_59,57.22688,33.41232,0.67344034,0.8062577,0.73311186
m_60,57.411,33.22156,0.5424152,0.5554325,0.6075941
m_61,57.23988,33.05332,0.32595658,0.31009626,0.35514915
m_62,57.14201,33.65284,0.73939127,0.9058445,0.81371653
m_63,57.03024,33.73697,0.81036866,0.9162724,0.9679978
m_64,57.16085,33.63033,0.62648284,0.9625963,0.6640862
m_65,56.84757,33.59242,0.51734054,0.5104604,0.52025443
m_66,56.84325,33.60308,0.5112187,0.504353,0.5163927
m_67,56.85795,33.63507,0.58323,0.5812024,0.5990685
m_68,56.82572,33.59123,0.4458202,0.4345012,0.4485937
m_69,56.82871,33.60782,0.46731156,0.45797473,0.47325543
m_70,56.85662,33.66232,0.5781565,0.5701476,0.60572827
m_71,56.81994,33.60071,0.43943098,0.42924938,0.4433324
m_72,56.94312,33.79502,0.8084517,0.7612712,0.75090146
m_73,57.11327,33.74171,0.58943963,0.91951925,0.6149161
m_74,57.09293,33.75237,0.6754267,0.77522385,0.79517406
m_75,57.15663,33.66469,0.69760525,0.86355513,0.7572472
m_76,57.27228,33.47038,0.64512116,0.7432203,0.7106782
m_77,57.51467,33.28318,0.43884328,0.45669475,0.42534676
m_78,57.30567,33.4455,0.6070106,0.719891,0.6291278
m_79,57.2088,33.60545,0.6183949,0.8760717,0.6405697
m_80,57.28256,33.48934,0.6305408,0.7362336,0.68128425
m_81,57.3015,33.49052,0.54001945,0.76882815,0.5512163
m_82,57.23922,33.56991,0.622902,0.8315368,0.6394677
m_83,57.27982,33.52962,0.5322583,0.79219544,0.5426681
m_84,57.25666,33.56161,0.5616719,0.82574075,0.57414615
m_85,57.40919,33.47275,0.51757765,0.5998688,0.5097788
m_86,56.81428,33.63863,0.44245058,0.43248466,0.45499167
m_87,56.83631,33.68128,0.5249837,0.5183982,0.5539067
m_88,56.83636,33.69313,0.52970344,0.52043295,0.5630016
m_89,56.82765,33.69905,0.49043217,0.47564852,0.5257011
m_90,56.97814,33.81043,0.72537804,0.6723232,0.7962458
m_91,56.80723,33.69194,0.44223174,0.43006968,0.4691028
m_92,56.82625,33.71209,0.5083282,0.49557826,0.5457029
m_93,56.78826,33.68365,0.39937878,0.38631028,0.4199486
m_94,56.80731,33.70972,0.46103483,0.4520802,0.4917059
m_95,57.15338,33.92062,0.38694736,0.4427381,0.30522418
m_96,56.73205,33.48341,0.22163652,0.21063985,0.21532658
m_97,56.77665,33.69313,0.38252392,0.3690738,0.4030112
m_98,56.80591,33.72393,0.4611457,0.4508752,0.4947806
m_99,56.79424,33.71919,0.42447215,0.41152117,0.45485514
s_0,56.92,33.58,0.898,0.898,0.898
s_1,57.5,33.29,0.41064,0.41064,0.41064
s_10,57.43,33.3,0.393,0.393,0.393
s_11,57.43,33.88,0.104,0.104,0.104
s_12,58.173,34.03,0.104,0.104,0.104
s_13,58.18,34.51,0.0893,0.0893,0.0893
s_14,58.45,35.3,0.013706678,0.013744417,0.016503118
s_15,59.23,33.33,0.0268,0.0268,0.0268
s_16,58.81,34.03,0.0257,0.0257,0.0257
s_168,58.18,34.52,0.1898,0.1898,0.1898
s_17,59.2,32.86,0.0184,0.0184,0.0184
s_197,57.42,33.86,0.10204,0.10204,0.10204
s_198,58.78,34.05,0.02898,0.02898,0.02898
s_199,59.23,33.32,0.02735,0.02735,0.02735
s_2,57.428,33.863,0.10709,0.10709,0.10709
s_3,58.16,34.01,0.09628,0.09628,0.09628
s_4,58.182,34.521,0.07861,0.07861,0.07861
s_5,58.45,35.23,0.018103829,0.016800527,0.022007583
s_6,59.236,33.328,0.02867,0.02867,0.02867
s_7,58.811,34.021,0.02588,0.02588,0.02588
s_8,59.21,32.87,0.01965,0.01965,0.01965
s_9,56.92,33.6,0.911,0.911,0.911
t_0,60.97259,36.39073,0.0013632519,0.0015825863,0.0017661772
t_1,61.06242,36.39073,0.0012958085,0.0015111181,0.0016786263
t_10,55.40303,36.24597,0.0038003165,0.0041659353,0.00479907
t_100,53.24708,36.39073,0.0010752641,0.0013403576,0.0013567527
t_1000,58.81663,35.73719,0.008190159,0.008087027,0.010361227
t_1001,58.54714,35.73719,0.010069167,0.009632341,0.012716022
t_1002,58.4573,35.73719,0.010439968,0.009989192,0.01314609
t_1003,58.36747,35.73719,0.0063102217,0.0073089604,0.007488634
t_1004,58.7268,35.73719,0.0093934005,0.008959575,0.011940291
t_1005,58.90646,35.73719,0.005367112,0.006047017,0.00650926
t_1006,58.36747,35.81007,0.01041146,0.009862882,0.013169635
t_1007,58.18781,35.81007,0.011015987,0.010454275,0.01386189
t_1008,58.4573,35.81007,0.010221994,0.009631147,0.012978382
t_1009,58.63697,35.81007,0.005452185,0.006251551,0.0065604234
t_101,53.06741,36.39073,0.0009865256,0.0012358815,0.0012470587
t_1010,58.27764,35.81007,0.010641755,0.010116681,0.013417705
t_1011,58.54714,35.81007,0.005772531,0.006569167,0.006939328
t_1012,58.81663,35.81007,0.008748846,0.008267619,0.011223898
t_1013,58.7268,35.81007,0.0084060235,0.008171566,0.010686546
t_1014,58.90646,35.81007,0.008052677,0.0077287448,0.010324012
t_1015,58.18781,35.88289,0.01057263,0.0099371,0.013403224
t_1016,58.63697,35.88289,0.0051636845,0.0059066704,0.0062409537
t_1017,58.7268,35.88289,0.008263574,0.00791664,0.010583633
t_1018,58.81663,35.88289,0.008242032,0.0077990275,0.010613168
t_1019,58.27764,35.88289,0.0104694655,0.009774893,0.013320364
t_102,53.15724,36.39073,0.0010019147,0.0012635961,0.001260204
t_1020,58.54714,35.88289,0.0062211263,0.0067441836,0.007632144
t_1021,58.4573,35.88289,0.0057116225,0.00645643,0.006889503
t_1022,58.36747,35.88289,0.0059804283,0.0067258156,0.007206306
t_1023,58.90646,35.88289,0.007672729,0.0073482324,0.009879068
t_1024,58.36747,35.95564,0.005312167,0.006095457,0.0064015877
t_1025,58.4573,35.95564,0.0064185746,0.0068172878,0.00796095
t_1026,58.7268,35.95564,0.007890781,0.0075294995,0.010156158
t_1027,58.81663,35.95564,0.007748621,0.0073482827,0.010011575
t_1028,58.27764,35.95564,0.0060086506,0.006657887,0.007285974
t_1029,58.63697,35.95564,0.008362952,0.007911955,0.010759085
t_103,53.42674,36.39073,0.0012715111,0.0015341995,0.0016200758
t_1030,58.18781,35.95564,0.0069967443,0.0074296715,0.008621612
t_1031,58.54714,35.95564,0.007871463,0.0077011874,0.010027065
t_1032,58.90646,35.95564,0.0072216275,0.0069324584,0.0093274275
t_1033,58.54714,36.02832,0.007989226,0.007610143,0.010281961
t_1034,58.7268,36.02832,0.0076854657,0.00725407,0.009955275
t_1035,58.81663,36.02832,0.0073812176,0.006983206,0.009577785
t_1036,58.4573,36.02832,0.008335467,0.007904972,0.010715702
t_1037,58.36747,36.02832,0.008712761,0.008216441,0.011192017
t_1038,58.27764,36.02832,0.008705853,0.008292648,0.011136484
t_1039,58.63697,36.02832,0.0077121668,0.007356256,0.009943837
t_104,53.51657,36.39073,0.0012480742,0.0015336304,0.0015749508
t_1040,58.18781,36.02832,0.008887587,0.008480126,0.011343872
t_1041,58.90646,36.02832,0.006945036,0.006632087,0.009013159
t_1042,58.18781,36.10094,0.0081687635,0.007850628,0.01045814
t_1043,58.63697,36.10094,0.007376458,0.00700307,0.009558556
t_1044,58.54714,36.10094,0.0074784746,0.0071417256,0.009658265
t_1045,58.81663,36.10094,0.00678086,0.0064848294,0.008808589
t_1046,58.36747,36.10094,0.0047928877,0.005450561,0.0058340225
t_1047,58.4573,36.10094,0.0058872234,0.0061777905,0.0074011874
t_1048,58.7268,36.10094,0.00715907,0.006793204,0.009297116
t_1049,58.27764,36.10094,0.007902803,0.0076194797,0.010127327
t_105,53.24708,36.46301,0.0010680592,0.0013207052,0.001354596
t_1050,58.90646,36.10094,0.006522684,0.006249729,0.008487492
t_1051,58.81663,36.17348,0.006300842,0.0060671046,0.008200152
t_1052,58.18781,36.17348,0.0071593975,0.0070516947,0.009154585
t_1053,58.7268,36.17348,0.006630423,0.0063393204,0.00862661
t_1054,59.08613,35.59122,0.0066963066,0.0070296046,0.008334648
t_1055,59.26579,35.59122,0.008273873,0.007796092,0.010668943
t_1056,59.53528,35.59122,0.0041177385,0.0047033727,0.005048693
t_1057,59.35562,35.59122,0.007645694,0.007284416,0.009867156
t_1058,59.62511,35.59122,0.0038088665,0.0043962677,0.004671677
t_1059,59.17596,35.59122,0.008587569,0.00812269,0.011026533
t_106,53.42674,36.46301,0.00087592873,0.0011908936,0.0010758248
t_1060,58.99629,35.59122,0.007982877,0.008016215,0.010039725
t_1061,59.44545,35.59122,0.007257292,0.0069235736,0.00939369
t_1062,59.17596,35.66424,0.0048590987,0.005511148,0.005914739
t_1063,59.62511,35.66424,0.0031878636,0.0038702092,0.0038792724
t_1064,59.35562,35.66424,0.0044010235,0.0050006765,0.0053862184
t_1065,59.53528,35.66424,0.004035784,0.004571474,0.004971969
t_1066,59.26579,35.66424,0.004550127,0.005196741,0.005545815
t_1067,59.08613,35.66424,0.004971411,0.00568817,0.0060219057
t_1068,58.99629,35.66424,0.0058049364,0.0063843974,0.0070890714
t_1069,59.44545,35.66424,0.004424928,0.0049357195,0.005466358
t_107,53.15724,36.46301,0.0009951874,0.0012454819,0.0012581577
t_1070,59.17596,35.73719,0.0045828293,0.005213863,0.005592003
t_1071,58.99629,35.73719,0.006733339,0.0069146454,0.0084794415
t_1072,59.62511,35.73719,0.003059118,0.0037127016,0.003730906
t_1073,59.08613,35.73719,0.0050936234,0.00566807,0.006236149
t_1074,59.26579,35.73719,0.0044372147,0.005024591,0.005435764
t_1075,59.53528,35.73719,0.0032390833,0.00391583,0.0039440705
t_1076,59.35562,35.73719,0.003729088,0.0044281413,0.0045340685
t_1077,59.44545,35.73719,0.0042963703,0.004769134,0.0053373543
t_1078,58.99629,35.81007,0.0058374847,0.0061818464,0.00730369
t_1079,59.53528,35.81007,0.0043462296,0.004663804,0.0055097966
t_108,53.06741,36.46301,0.0009426792,0.0011873855,0.0011907377
t_1080,59.17596,35.81007,0.004142731,0.00480265,0.005049235
t_1081,59.08613,35.81007,0.0040715844,0.004826998,0.0049289702
t_1082,59.26579,35.81007,0.003831916,0.0044995924,0.004669909
t_1083,59.62511,35.81007,0.003236986,0.003786872,0.003985117
t_1084,59.35562,35.81007,0.0034964355,0.004178641,0.004256866
t_1085,59.44545,35.81007,0.003858657,0.0043746727,0.004764919
t_1086,59.17596,35.88289,0.006371069,0.006248507,0.00822233
t_1087,58.99629,35.88289,0.007106904,0.006898607,0.009146304
t_1088,59.53528,35.88289,0.0032779283,0.0038182924,0.004039388
t_1089,59.26579,35.88289,0.0038411005,0.004425352,0.0047126748
t_109,53.33691,36.46301,0.0011802686,0.0014276927,0.0015072902
t_1090,59.08613,35.88289,0.006700422,0.0065484787,0.008632068
t_1091,59.62511,35.88289,0.0030756444,0.0036091805,0.0037920778
t_1092,59.35562,35.88289,0.0041732276,0.0046048136,0.0052169017
t_1093,59.44545,35.88289,0.0038640893,0.0043140054,0.004819943
t_1094,59.17596,35.95564,0.006639484,0.006304215,0.008661474
t_1095,58.99629,35.95564,0.0070305625,0.0067235595,0.0091111325
t_1096,59.35562,35.95564,0.005621832,0.00550538,0.007315944
t_1097,59.26579,35.95564,0.0048450762,0.0050703785,0.0061803595
t_1098,59.62511,35.95564,0.0044226875,0.0045134025,0.005737189
t_1099,59.08613,35.95564,0.00693376,0.0065732608,0.009026214
t_11,55.5827,36.24597,0.0046803644,0.004885943,0.0059966156
t_110,53.69623,36.46301,0.0011034299,0.0014335116,0.0013646256
t_1100,59.53528,35.95564,0.004989781,0.004951636,0.0065032504
t_1101,59.44545,35.95564,0.005280731,0.0052116485,0.0068755294
t_1102,59.26579,36.02832,0.0048096413,0.0049635256,0.006179359
t_1103,58.99629,36.02832,0.00637209,0.006195052,0.008253731
t_1104,59.35562,36.02832,0.0035378048,0.0039998554,0.004404022
t_1105,59.08613,36.02832,0.0060825,0.005934054,0.007890196
t_1106,59.62511,36.02832,0.0031867523,0.003586628,0.00400933
t_1107,59.17596,36.02832,0.004406471,0.0047469786,0.0055688415
t_1108,59.53528,36.02832,0.0035505036,0.0039048884,0.004498226
