# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:USGS, Rupture:Vahidifard_et_al_2017, Max_dist:50km
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_100,56.76213,33.70142,0.43287992,0.32937354,0.47043216
m_101,56.78848,33.73223,0.41654173,0.3165812,0.4545429
m_102,56.8821,33.8282,0.36383003,0.26931247,0.4101052
m_103,56.982,33.02844,0.38924873,0.29475036,0.4100788
m_104,56.91933,33.01659,0.42368665,0.2903537,0.4760627
m_105,56.67772,33.71564,0.3814781,0.27822137,0.42085266
m_106,56.64834,33.6564,0.37841374,0.27853638,0.41813013
m_107,56.64823,33.29858,0.40588146,0.28190842,0.45530385
m_108,56.61398,33.45853,0.40284175,0.28868112,0.441093
m_109,57.12946,33.77962,0.31462428,0.26108423,0.3670144
m_110,57.42479,33.37796,0.4156558,0.35125074,0.47415254
m_111,57.51184,33.30213,0.4090669,0.3951041,0.42034003
m_112,57.20219,33.75948,0.34550846,0.26704085,0.41181782
m_113,57.39298,33.42891,0.38593543,0.32187667,0.4447961
m_114,57.51631,33.32464,0.40501267,0.3727125,0.43313915
m_115,57.12085,33.80806,0.31337667,0.25221294,0.36576724
m_116,57.23418,33.75,0.31656247,0.25675967,0.3812236
m_117,57.23585,33.79858,0.3468082,0.2532943,0.4225636
m_118,56.50162,33.74171,0.29024148,0.2103962,0.32723525
m_119,57.24463,33.80687,0.3586134,0.25546587,0.4477192
m_120,57.25041,33.79621,0.34599048,0.25226817,0.4224727
m_121,57.56518,33.17773,0.40831652,0.32710776,0.47603762
m_122,57.27236,33.82109,0.3552034,0.24973767,0.44453025
m_123,57.31641,33.57109,0.3548208,0.29348996,0.43487546
m_124,57.35271,33.54502,0.40815383,0.30562726,0.5019065
m_125,57.29044,33.62559,0.40705347,0.3023294,0.49822143
m_126,57.226,33.87559,0.32492727,0.23266472,0.40089655
m_127,57.30781,33.6019,0.40793908,0.30365378,0.49968982
m_128,57.19543,33.88033,0.31398767,0.22885786,0.3814376
m_129,57.22609,33.89692,0.31533283,0.22602694,0.3882592
m_130,57.38926,33.5782,0.40576625,0.29429314,0.5184552
m_131,57.37917,33.60308,0.4072465,0.2922096,0.5245489
m_132,57.40678,33.58768,0.4022192,0.2892777,0.51653266
m_133,57.35636,33.71564,0.37519628,0.2670206,0.4755959
m_134,57.35787,33.7263,0.37099344,0.26383245,0.46932322
m_135,57.17524,33.92536,0.3036439,0.21900171,0.37181458
m_136,57.37377,33.70024,0.38336128,0.2703314,0.49059078
m_137,57.22044,33.93839,0.3059556,0.21744615,0.37667522
m_138,57.37512,33.67417,0.38932058,0.27610338,0.49921253
m_139,57.56476,33.08175,0.4098381,0.31086227,0.480935
m_140,57.20883,33.94668,0.30277935,0.21548782,0.37240252
m_141,57.55585,33.04147,0.3660477,0.29917717,0.4313346
m_142,57.6157,33.07583,0.4227512,0.30601105,0.53496146
m_143,57.02965,33.93365,0.31267908,0.22310494,0.3757748
m_144,56.75227,33.77962,0.3727112,0.2725725,0.41138732
m_145,56.87949,33.8981,0.2969079,0.22259718,0.33570564
m_146,56.52131,33.58057,0.34123632,0.24349898,0.3803408
m_147,56.78944,33.95379,0.27129132,0.20013995,0.31245717
m_148,56.51661,33.50592,0.35062304,0.24808721,0.39123002
m_149,56.51101,33.55569,0.34409326,0.24355046,0.38495016
m_150,56.51053,33.44668,0.34770334,0.24585983,0.38693595
m_151,56.54383,33.7346,0.30949345,0.22320524,0.34740448
m_152,56.49898,33.47038,0.3391783,0.24105148,0.37680334
m_153,56.49634,33.53199,0.33434117,0.2382792,0.37246674
m_154,57.55984,33.2891,0.40140635,0.35390905,0.44136393
m_155,56.54567,33.1564,0.33238956,0.23017989,0.37491196
m_156,57.57446,33.30095,0.3951554,0.33866507,0.44286057
m_157,56.52525,33.81635,0.27799883,0.20180292,0.31565127
m_158,56.64235,33.95261,0.25718585,0.18763773,0.29511857
m_159,56.55906,33.88744,0.2316682,0.17915082,0.25504556
m_160,57.27682,33.84242,0.34312302,0.24205546,0.4281679
m_161,57.30009,33.83412,0.34467927,0.24266154,0.43087217
m_162,57.31018,33.81043,0.34780025,0.24668385,0.43496585
m_163,57.3088,33.8282,0.34047055,0.2415638,0.42448226
m_164,57.30595,33.8436,0.3402018,0.23945267,0.4246004
m_165,57.32485,33.83531,0.34163043,0.24016747,0.426966
m_166,57.26256,33.91114,0.31676796,0.22376263,0.39137912
m_167,57.26409,33.92773,0.31011093,0.21932495,0.38246626
