STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE
ALF,ALFONSINE,44.502284,12.033444,seismic,INGV,C,0.033053959,0,0.06043332788817102,0,0.10901501407950726,0,0.034446041173540144,0,243,C
ANB,ANCONA 2,43.592290,13.507411,seismic,INGV,B (inferred from geology),0.007506052000000001,0,0.01960363345578736,0,0.03144605289697324,0,0.008136977791052546,0,,B (inferred from geology)
ANTF,ANTIBES,43.564400,7.123400,seismic,INGV,A (inferred from geology),0.00020387,0,0.0009040127026290601,0,0.0005283846946336754,0,0.0002198949138002543,0,,A (inferred from geology)
AQU,L AQUILA  ITALY,42.354000,13.405000,seismic,INGV,B (inferred from geology),0.0005299629999999999,0,0.0006561889435911627,0,0.0009498761511177505,0,0.001593158933521363,0,,B (inferred from geology)
ARG,ARGENTA,44.630530,11.825160,seismic,INGV,D,0.023790588,0,0.040699685292744196,0,0.0515525412383598,0,0.023575453265883277,0,170,D
ASOL,ASOLO,45.800300,11.902300,seismic,INGV,A (inferred from geology),0.019181553,0,0.044886625395247695,0,0.021760170741889,0,0.009941846772431128,0,,A (inferred from geology)
ATLO,AVT   MONTELOVESCO,43.315160,12.407260,seismic,INGV,B,0.001035034,0,0.0017249846582791048,0,0.0022868431900646196,0,0.002904097559480095,0,761,B
ATPC,POGGIO CASTELLACCIO,43.480700,12.457000,seismic,INGV,B (inferred from geology),0.0018829089999999999,0,0.0063748620230412644,0,0.005491927820542488,0,0.005118439140327783,0,,B (inferred from geology)
AUL,AULLA,44.208759,9.973070,seismic,INGV,A (inferred from geology),0.004877149,0,0.012955768400499258,0,0.013939726116687968,0,0.009216040512771188,0,,A (inferred from geology)
AUP,AUPA,46.506454,13.256343,seismic,INGV,C (inferred from geology),0.001967318,0,0.004554391466702263,0,0.0023119863639339145,0,0.0010807599353374912,0,,C (inferred from geology)
