# 20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:GEM, Rupture:IRSC
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
m_100,44.4049,33.934,0.039572794,0.07857911,0.059247117,0.057138063
m_101,44.6112,36.099,0.025816625,0.039246045,0.041643564,0.04115559
m_102,44.2996,33.5727,0.03121328,0.051426698,0.03951227,0.037204172
m_103,44.40860000000001,33.3929,0.029671604,0.047041956,0.03567481,0.03277344
m_104,44.40979999999999,33.2125,0.027080996,0.03865273,0.029900128,0.027306397
m_105,43.94229999999999,36.2753,0.026074834,0.035770968,0.030369425,0.029862246
m_106,44.30250000000001,33.2119,0.02656542,0.037087806,0.028727405,0.02610802
m_107,45.0566,37.542,0.017255701,0.013337909,0.012768852,0.0123655815
m_108,45.727900000000005,36.7285,0.02187701,0.02622561,0.025999652,0.029275538
m_109,44.05360000000002,36.2762,0.024816189,0.03350601,0.030339533,0.03190019
m_110,44.301800000000014,33.3021,0.027360843,0.03932913,0.030758379,0.028513309
m_111,46.173100000000005,36.5446,0.023799079,0.030116444,0.028412657,0.030912768
m_112,48.39589999999998,32.3751,0.01572776,0.012477654,0.012366462,0.012001317
m_113,42.9238,36.8928,0.011211604,0.006434124,0.008262243,0.008244813
m_114,44.1944,33.3015,0.026880952,0.03795209,0.029545218,0.027100073
m_115,48.071200000000005,29.1215,0.0052725454,0.00031128837,0.00071716105,0.00066664227
m_116,46.31110000000001,38.0754,0.011873369,0.005594625,0.006540533,0.0069272667
m_117,43.161100000000005,36.3559,0.0201044,0.019710654,0.017718805,0.017248519
m_118,44.41460000000001,32.4909,0.019872108,0.01802743,0.015384877,0.013802047
m_119,48.0634,29.392,0.005541902,0.0004045228,0.00087857357,0.00082145585
m_120,47.9632,29.2995,0.0054734945,0.00037925286,0.0008356611,0.0007801996
m_121,48.0368,29.2995,0.005454609,0.0003725079,0.000824109,0.0007691113
m_122,48.6361,31.2976,0.013059517,0.004298068,0.0045711207,0.0038001905
m_72,45.8167,34.4738,0.45670456,0.5454765,0.52776146,0.5369251
m_73,46.47630000000001,34.8283,0.1498041,0.14087188,0.18641683,0.16740647
m_74,45.7132,35.1057,0.119892664,0.20659764,0.23149554,0.26672354
m_75,46.043499999999995,35.1935,0.07291868,0.11509465,0.10887245,0.13742366
m_76,45.93369999999999,35.1944,0.09073331,0.16610493,0.14771596,0.18693647
m_77,46.45600000000002,33.6563,0.06020062,0.062433068,0.06857817,0.059732623
m_78,45.82569999999998,35.3755,0.067646034,0.12674049,0.1270265,0.12746146
m_79,47.7997,35.1656,0.031262033,0.04366033,0.03754062,0.03960282
m_80,46.158500000000004,35.5531,0.068599924,0.086959295,0.07880328,0.07678992
m_81,47.120599999999996,34.368,0.11879616,0.123399645,0.12185498,0.12187251
m_82,47.118300000000005,34.2779,0.055048943,0.061751064,0.06668027,0.07241099
m_83,44.3938,35.467,0.044692144,0.08894751,0.07912648,0.08550356
m_84,45.4965,35.5576,0.050303563,0.09325127,0.10876865,0.115552135
