# 20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
m_100,44.4049,33.934,0.034877475,0.06343194,0.050207116,0.04721635
m_101,44.6112,36.099,0.023161184,0.03285667,0.03646834,0.03536423
m_102,44.2996,33.5727,0.028815713,0.044061035,0.03585511,0.03312961
m_103,44.40860000000001,33.3929,0.028164608,0.04234498,0.03391975,0.030670905
m_104,44.40979999999999,33.2125,0.0260357,0.035642203,0.029143464,0.02625081
m_105,43.94229999999999,36.2753,0.023341056,0.028570531,0.025780022,0.024865877
m_106,44.30250000000001,33.2119,0.025355013,0.033596024,0.027570494,0.024702005
m_107,45.0566,37.542,0.017091418,0.013369347,0.013400847,0.012873876
m_108,45.727900000000005,36.7285,0.022988498,0.029381309,0.029858587,0.03318681
m_109,44.05360000000002,36.2762,0.022203557,0.02696523,0.025929758,0.026759578
m_110,44.301800000000014,33.3021,0.025910674,0.035179593,0.029169824,0.026628623
m_111,46.173100000000005,36.5446,0.026462212,0.03727677,0.03567112,0.03841858
m_112,48.39589999999998,32.3751,0.015247051,0.011521943,0.011824624,0.011425896
m_113,42.9238,36.8928,0.010236984,0.0051141223,0.007139574,0.0070455023
m_114,44.1944,33.3015,0.025302393,0.033389352,0.027616536,0.02493694
m_115,48.071200000000005,29.1215,0.0049531516,0.00025763124,0.00064790173,0.0006044696
m_116,46.31110000000001,38.0754,0.0123553015,0.0066404543,0.007904899,0.008355203
m_117,43.161100000000005,36.3559,0.018000837,0.015137054,0.014725921,0.014105896
m_118,44.41460000000001,32.4909,0.019453576,0.017346568,0.015645964,0.013914336
m_119,48.0634,29.392,0.005204033,0.00033484085,0.0007935597,0.00074392726
m_120,47.9632,29.2995,0.0051402193,0.0003138723,0.00075477076,0.000706716
m_121,48.0368,29.2995,0.005122717,0.00030831146,0.0007443919,0.00069677376
m_122,48.6361,31.2976,0.012303091,0.0035887207,0.0041416185,0.0034282128
m_72,45.8167,34.4738,0.45360598,0.5454478,0.5119392,0.5184556
m_73,46.47630000000001,34.8283,0.15195505,0.1424796,0.18570045,0.16554035
m_74,45.7132,35.1057,0.21485922,0.32772055,0.2780347,0.30729756
m_75,46.043499999999995,35.1935,0.13723156,0.19466749,0.14502521,0.18384114
m_76,45.93369999999999,35.1944,0.17355904,0.28534478,0.20117442,0.25709316
m_77,46.45600000000002,33.6563,0.05865282,0.0602063,0.06650754,0.05785202
