calc_id,description,cal_time,recording_stations,gmlt,rupture,gmpe,imt,max_gmv,nominal_bias_mean,nominal_bias_stdev,abs_bias
383,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:USGS, Rupture:GFZ
",369, Seismic, USGS, GFZ,ChiouYoungs2014,PGA,0.69768,-0.03,0.065,0.03
383,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:USGS, Rupture:GFZ
",369, Seismic, USGS, GFZ,AbrahamsonEtAl2014,PGA,0.69768,0.038,0.068,0.038
375,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
",340, Seismic, GEM, GCMT,ZhaoEtAl2006Asc,PGA,0.876907,0.054,0.078,0.054
377,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:GEM, Rupture:GFZ
",333, Seismic, GEM, GFZ,ZhaoEtAl2006Asc,PGA,0.6978079,0.055,0.078,0.055
375,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
",340, Seismic, GEM, GCMT,AkkarEtAlRjb2014,PGA,0.71931225,0.061,0.081,0.061
379,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:GEM, Rupture:IPGP
",331, Seismic, GEM, IPGP,ZhaoEtAl2006Asc,PGA,0.8436754,0.076,0.078,0.076
379,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:GEM, Rupture:IPGP
",331, Seismic, GEM, IPGP,AkkarEtAlRjb2014,PGA,0.717723,0.082,0.081,0.082
376,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:GEM, Rupture:IRSC
",326, Seismic, GEM, IRSC,AkkarEtAlRjb2014,PGA,0.8132674,0.089,0.081,0.089
377,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:GEM, Rupture:GFZ
",333, Seismic, GEM, GFZ,AkkarEtAlRjb2014,PGA,0.76614946,0.135,0.081,0.135
376,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:GEM, Rupture:IRSC
",326, Seismic, GEM, IRSC,ZhaoEtAl2006Asc,PGA,1.1809174,0.138,0.078,0.138
385,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:USGS, Rupture:IPGP
",353, Seismic, USGS, IPGP,ChiouYoungs2014,PGA,0.7204963,0.139,0.065,0.139
381,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT
",350, Seismic, USGS, GCMT,ChiouYoungs2014,PGA,0.7603521,0.142,0.065,0.142
374,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
",351, Seismic, GEM, USGS,AkkarEtAlRjb2014,PGA,0.7842904,0.18,0.081,0.18
380,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
",334, Seismic, USGS, USGS,AbrahamsonEtAl2014,PGA,0.69768,-0.212,0.068,0.212
380,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
",334, Seismic, USGS, USGS,ChiouYoungs2014,PGA,0.69768,-0.235,0.064,0.235
374,"20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
",351, Seismic, GEM, USGS,ZhaoEtAl2006Asc,PGA,0.7359831,0.237,0.078,0.237
