# 20171112_M7.3_SarpoleZahab median gmf, Stations:None, gmlt:GEM, Rupture:GFZ
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
t_0,43.594210000000004,32.96608,0.011222604,0.004422819,0.007455669,0.0113764
t_1,43.594210000000004,33.04142,0.012764969,0.005495402,0.00850773,0.012049017
t_10,43.594210000000004,33.71653,0.020141685,0.013855631,0.01655615,0.019768128
t_100,43.68404000000001,36.58056,0.01726271,0.010119808,0.013560784,0.017251022
t_1000,45.30100999999999,35.27124,0.08242235,0.085530706,0.13519979,0.19976325
t_1001,45.30100999999999,35.34455,0.0812782,0.09130509,0.12898088,0.17506354
t_1002,45.30100999999999,35.41779,0.07237099,0.08330739,0.116515495,0.19306688
t_1003,45.30100999999999,35.49096,0.056444164,0.062126536,0.0979087,0.13378003
t_1004,45.30100999999999,35.56407,0.06771529,0.08653555,0.105440915,0.14821908
t_1005,45.30100999999999,35.63711,0.051249657,0.05934076,0.08702327,0.1306317
t_1006,45.30100999999999,35.71009,0.046053153,0.052582707,0.07850755,0.11563819
t_1007,45.30100999999999,35.78299,0.034558248,0.035736386,0.06171168,0.08144157
t_1008,45.30100999999999,35.85584,0.031276472,0.03152559,0.054360885,0.07270145
t_1009,45.30100999999999,35.92861,0.028756835,0.028276255,0.048455562,0.065147534
t_101,43.68404000000001,36.65267,0.015546039,0.0084225815,0.012087116,0.016352352
t_1010,45.30100999999999,36.00132,0.02796595,0.027335277,0.04489463,0.058582637
t_1011,45.30100999999999,36.07396,0.024705553,0.022930874,0.038997483,0.052849147
t_1012,45.30100999999999,36.14653,0.025742121,0.024254303,0.037900284,0.047817748
t_1013,45.30100999999999,36.21904,0.021604737,0.01876414,0.031841334,0.04338208
t_1014,45.30100999999999,36.29148,0.020557014,0.017312529,0.029153403,0.039455876
t_1015,45.30100999999999,36.36385,0.027477447,0.02609657,0.033799075,0.04540432
t_1016,45.30100999999999,36.43615,0.018719599,0.014735608,0.024551956,0.032856204
t_1017,45.30100999999999,36.50839,0.022503566,0.018885713,0.026453748,0.037962936
t_1018,45.30100999999999,36.58056,0.01901543,0.014531487,0.022341926,0.027574321
t_1019,45.30100999999999,36.65267,0.016442003,0.011548608,0.019173963,0.025325794
t_102,43.77386999999999,32.96608,0.015945883,0.007905501,0.010359556,0.012588616
t_1020,45.39084,32.96608,0.023417972,0.019471288,0.0218236,0.025409803
t_1021,45.39084,33.04142,0.024147639,0.020638606,0.02325705,0.027477488
t_1022,45.39084,33.11669,0.025135996,0.0223787,0.025066437,0.029730888
t_1023,45.39084,33.1919,0.026476314,0.025046762,0.027432293,0.03218783
t_1024,45.39084,33.26704,0.027773004,0.027697572,0.029858127,0.034866802
t_1025,45.39084,33.34212,0.028558582,0.02847361,0.031443,0.037788127
t_1026,45.39084,33.41713,0.029799733,0.03060303,0.033814073,0.040974222
