STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,SOIL_TYPE,VS30,VS30_TYPE,VS30_USGS
AMT,AMATRICE,13.286176,42.63246,seismic,0.850804,0.0,B,670.0,B,1000.0
NRC,NORCIA,13.096475,42.792543,seismic,0.366772,0.0,B,498.0,B,686.0
FOC,FOLIGNO COLFIORITO,12.896506,43.0263,seismic,0.322536,0.0,C (inferred from geology),566.0,inferred_USGS,566.0
PCB,POGGIO CANCELLI  BASE DIGA,13.33799,42.558022,seismic,0.301849,0.0,B (inferred from geology),985.0,inferred_USGS,985.0
NOR,NORCIA LA CASTELLINA,13.092422,42.792442,seismic,0.2444,0.0,B,423.0,B,788.0
FEMA,MONTE FEMA,13.04976,42.9621,seismic,0.242337,0.0,A (inferred from geology),1000.0,inferred_USGS,1000.0
NCR,NOCERA UMBRA,12.784666,43.111583,seismic,0.217559,0.0,E,555.0,E,772.0
CLF,COLFIORITO,12.920428,43.036714,seismic,0.128781,0.0,D,145.0,D,151.0
TLN,TOLENTINO,13.25838,43.215904,seismic,0.116173,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
TREG,TREGNAGO,11.1606,45.523,seismic,0.108501,0.0,B,391.0,B,814.0
MSCT,MASCIONI (CAMPOTOSTO) 2,13.3509,42.526699,seismic,0.107988,0.0,B,652.0,B,918.0
CSC,CASCIA,13.01228,42.719097,seismic,0.104779,0.0,B,698.0,B,991.0
RM33,PELLESCRITTA,13.21452,42.50898,seismic,0.10036,0.0,B (inferred from geology),623.0,inferred_USGS,623.0
SPD,SELLA PEDICATE  CAMPOTOSTO,13.371038,42.515139,seismic,0.099848,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
SNO,SARNANO,13.304135,43.03717,seismic,0.090308,0.0,B (inferred from geology),559.0,inferred_USGS,559.0
GAG1,GAGLIOLE,13.067434,43.238063,seismic,0.089474,0.0,B (inferred from geology),835.0,inferred_USGS,835.0
ASP,ASCOLI PICENO,13.6479,42.848,seismic,0.086777,0.0,B,599.0,B,993.0
TERO,TERAMO,13.60393,42.62279,seismic,0.083551,0.0,A,912.0,A,999.0
MCT,MACERATA,13.418895,43.292511,seismic,0.080458,0.0,C (inferred from geology),991.0,inferred_USGS,991.0
MTRZ,MONTERENZIO,11.4248,44.3128,seismic,0.079135,0.0,B (inferred from geology),632.0,inferred_USGS,632.0
MNTV,MANTOVA,10.7897,45.1495,seismic,0.079107,0.0,C,237.0,C,233.0
FOSV,FOSSATO DI VICO,12.76117,43.29483,seismic,0.07499,0.0,B (inferred from geology),653.0,inferred_USGS,653.0
MNF,MONTE FIEGNI  FIASTRA,13.184466,43.059684,seismic,0.071656,0.0,A,1062.0,A,1000.0
MTL,MATELICA,13.008338,43.249435,seismic,0.069952,0.0,B,579.0,B,969.0
SPM,SPOLETO  MONTELUCO,12.751268,42.72324,seismic,0.065951,0.0,A (inferred from geology),782.0,inferred_USGS,782.0
AQV,L AQUILA   V. ATERNO   CENTRO VALLE,13.343888,42.377222,seismic,0.059598,0.0,B,474.0,B,820.0
VAL,VALFABBRICA,12.6017,43.159302,seismic,0.05827,0.0,B (inferred from geology),841.0,inferred_USGS,841.0
AQG,L AQUILA   V. ATERNO    COLLE GRILLI,13.337026,42.373474,seismic,0.058007,0.0,B,696.0,B,804.0
AQK,L AQUILA   V. ATERNO   AQUIL PARK ING.,13.400949,42.344967,seismic,0.057033,0.0,B,705.0,B,600.0
MDAR,MONTE DARIA,13.1427,43.1927,seismic,0.054611,0.0,A (inferred from geology),969.0,inferred_USGS,969.0
SSFR,MONTELAGO DI SASSOFERRATO,12.78225,43.43628,seismic,0.051246,0.0,C (inferred from geology),679.0,inferred_USGS,679.0
PP3,PP3,13.6095,43.37783,seismic,0.049581,0.0,C (inferred from geology),589.0,inferred_USGS,589.0
BVG,BEVAGNA,12.611065,42.932367,seismic,0.049218,0.0,C,211.0,C,230.0
SPO1,SPOLETO 2,12.7363,42.734402,seismic,0.047837,0.0,B (inferred from geology),672.0,inferred_USGS,672.0
CSA,CASTELNUOVO  ASSISI,12.590602,43.008015,seismic,0.047834,0.0,C,200.0,C,230.0
FBR,FABRIANO,12.9119,43.343601,seismic,0.046695,0.0,C (inferred from geology),609.0,inferred_USGS,609.0
MURB,MONTE URBINO,12.5246,43.263,seismic,0.045601,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
PZI1,PIZZOLI,13.3262,42.4356,seismic,0.045146,0.0,B,705.0,B,1000.0
SNG,SENIGALLIA,13.226162,43.68558,seismic,0.045115,0.0,C,258.0,C,565.0
PGG,POGGIO PICENZE,13.539446,42.322872,seismic,0.044784,0.0,B (inferred from geology),804.0,inferred_USGS,804.0
AQF,L AQUILA   V. ATERNO    FERRIERA,13.35474,42.380539,seismic,0.043385,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
SENI,SENIGALLIA,13.2331,43.7052,seismic,0.042925,0.0,C,242.0,C,522.0
ASS,ASSISI,12.604141,43.074982,seismic,0.042107,0.0,A (inferred from geology),623.0,inferred_USGS,623.0
AQA,L AQUILA   V. ATERNO    F. ATERNO,13.339298,42.37553,seismic,0.038713,0.0,B,549.0,B,820.0
TRL,TERMINILLO,12.932308,42.461314,seismic,0.038434,0.0,B,380.0,B,1000.0
FIU1,FIUMINATA,12.931604,43.188561,seismic,0.0384,0.0,A (inferred from geology),835.0,inferred_USGS,835.0
