# 20190618_M6.4_Yamagata median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,BooreEtAl2014,ChiouYoungs2014,ZhaoEtAl2016Asc
t_0,135.12865999999997,34.00089,6.6570356e-05,0.000106687956,0.00022300934
t_1,135.23639000000003,34.006,6.0428138e-05,9.887857e-05,0.0001759443
t_10,135.66758,34.02551,7.5418e-05,0.00012358782,0.00021469993
t_100,134.26783999999998,33.95663,3.507658e-05,5.7070716e-05,0.00010779409
t_1000,136.82382,36.81802,0.0017460634,0.0026640184,0.0031695229
t_1001,136.87973,36.81998,0.0023119038,0.0034090606,0.00438652
t_1002,136.99626999999998,36.73388,0.0030917875,0.004386943,0.0037440092
t_1003,137.05213000000003,36.73575,0.0032357192,0.004577044,0.0038753697
t_1004,137.108,36.73759,0.0045159585,0.006121438,0.004370505
t_1005,136.99392,36.77884,0.0024604604,0.0036108475,0.004566378
t_1006,137.04982,36.78072,0.0043794387,0.0059605497,0.0043626544
t_1007,137.10573,36.78256,0.0021428412,0.0032224928,0.0048961993
t_1008,136.99158,36.82381,0.004070528,0.005594364,0.0043475996
t_1009,137.04751,36.82568,0.002136359,0.0032133136,0.004883096
t_101,134.37534,33.96249,3.736186e-05,6.083761e-05,0.00011411073
t_1010,137.10343999999998,36.82753,0.002223239,0.003336125,0.0050583547
t_1011,136.98923000000002,36.86877,0.0021258704,0.0031984553,0.0048618848
t_1012,137.16388,36.73941,0.0044651404,0.006080038,0.004521341
t_1013,137.21976,36.7412,0.004297558,0.0058998577,0.004675931
t_1014,137.27564,36.74297,0.0038803958,0.0054177097,0.0044357767
t_1015,137.16163,36.78438,0.0022279446,0.0033427633,0.005067825
t_1016,137.21754999999996,36.78618,0.002315681,0.003466292,0.0052439957
t_1017,137.27346999999997,36.78794,0.0024059745,0.0035929407,0.0054245284
t_1018,137.15939000000003,36.82935,0.002312958,0.003462465,0.005238539
t_1019,137.21533,36.83115,0.002405502,0.003592279,0.0054235854
t_102,134.48287,33.96826,3.977171e-05,6.481073e-05,0.00012072803
t_1020,137.27128,36.83292,0.0025008838,0.0037255513,0.005613485
t_1021,137.15713,36.87433,0.002400235,0.0035849048,0.0054130754
t_1022,136.60792000000004,36.67512,0.0013965402,0.0021470708,0.003353152
t_1023,136.71952,36.6792,0.0029177137,0.0040919897,0.0033209953
t_1024,136.71702,36.72414,0.0020722952,0.0030527974,0.0037090587
t_1025,136.60279000000003,36.76501,0.0014905902,0.002284809,0.003552037
t_1026,136.71451000000002,36.76909,0.0031664204,0.004417126,0.0035241405
t_1027,136.71200999999996,36.81404,0.0016726475,0.0025495293,0.003932991
t_1028,136.59764,36.85489,0.0015881093,0.0024269123,0.0037567252
t_1029,136.70948999999996,36.85899,0.0017278469,0.0026293139,0.004047528
t_103,134.59042,33.97393,9.111898e-05,0.00013430668,0.00014422926
t_1030,136.70697,36.90393,0.0017840075,0.0027102667,0.0041636294
t_1031,136.59245999999996,36.94477,0.0016887231,0.0025727872,0.0039663916
t_1032,136.93565,36.82191,0.0026292047,0.0038228275,0.0045472085
t_1033,136.76543000000004,36.86099,0.0035225498,0.0048867,0.0038748123
t_1034,136.82137,36.86298,0.0023576408,0.003465357,0.0043579713
t_1035,136.87732,36.86493,0.0023279476,0.003438752,0.0045207576
t_1036,136.93327,36.86687,0.002472088,0.0036340212,0.0046887305
t_1037,136.76293999999996,36.90594,0.0030606643,0.004339662,0.003659127
t_1038,136.81890999999996,36.90793,0.0037374597,0.005174304,0.0041395896
t_1039,136.87489,36.90989,0.001946453,0.0029521333,0.003489101
t_104,134.26074,34.0462,6.178114e-05,9.418695e-05,0.00015266667
t_1040,136.93088,36.91182,0.0020295845,0.0030708518,0.0036205628
t_1041,136.76045,36.95089,0.0019218953,0.0029081046,0.004446946
t_1042,137.04519,36.87065,0.002214274,0.003323474,0.005040306
t_1043,137.10116,36.8725,0.0023057174,0.003452287,0.0052240267
t_1044,136.98687,36.91373,0.0021157824,0.0031934683,0.0037562347
t_1045,137.04287,36.91561,0.0022939965,0.0034358045,0.0052005243
t_1046,137.09887000000003,36.91747,0.0023902003,0.00357085,0.005393044
t_1047,136.98451,36.95869,0.0021896225,0.0032981252,0.0038719631
t_1048,137.04053999999996,36.96058,0.0027037158,0.003971714,0.005363658
t_1049,137.09657000000004,36.96244,0.0024766284,0.00369171,0.005565271
t_105,134.36834999999996,34.05207,7.3439696e-05,0.00011044914,0.00013689107
