# 20090930_M7.6_Padang median gmf, Stations:None, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,AtkinsonBoore2003SSlabCascadia,ZhaoEtAl2016SSlab
t_0,97.98054000000002,2.69259,0.026289394,0.012725734,0.007976509,0.012586637
t_1,97.80087000000003,2.69259,0.023759378,0.011815743,0.007406125,0.011935223
t_10,97.71104000000003,2.78232,0.026017886,0.010561521,0.006619977,0.011051541
t_100,99.05851999999999,2.60285,0.021142483,0.011337994,0.007106671,0.014936817
t_1000,99.59751,0.98673,0.09011336,0.124954686,0.07832178,0.08254072
t_1001,99.50767000000002,0.98673,0.10168757,0.13477036,0.08447426,0.07998837
t_1002,99.32801,0.98673,0.07917299,0.11110324,0.06963967,0.059669282
t_1003,99.23818,1.07655,0.074114576,0.0955437,0.05988693,0.066805355
t_1004,98.96868,1.07655,0.08447153,0.09590954,0.06011624,0.056074347
t_1005,99.50767000000002,1.07655,0.08134585,0.10708566,0.067121446,0.07305028
t_1006,99.14835,1.07655,0.09499085,0.10326692,0.06472786,0.0593848
t_1007,99.32801,1.07655,0.06678827,0.06405825,0.04015181,0.0545866
t_1008,99.05851999999999,1.07655,0.07491189,0.08868485,0.055587795,0.06304149
t_1009,99.41784000000001,1.07655,0.076255135,0.10305848,0.064597204,0.05623879
t_101,99.23818,2.60285,0.027254557,0.018507442,0.011600492,0.01956692
t_1010,99.59751,1.07655,0.074414834,0.11126522,0.069741204,0.059738003
t_1011,102.29245000000003,0.26813,0.057388693,0.05664665,0.035506204,0.037531916
t_1012,102.11279000000002,0.26813,0.06130153,0.06910766,0.04331678,0.043616444
t_1013,102.38227999999998,0.26813,0.0564651,0.051375084,0.032201976,0.034879997
t_1014,102.20262000000002,0.26813,0.062284946,0.06253138,0.039194763,0.0404346
t_1015,101.93313,0.26813,0.06967651,0.08469928,0.05308963,0.05094875
t_1016,102.47210999999999,0.35796,0.052292343,0.045080625,0.0282566,0.03163818
t_1017,101.93313,0.35796,0.06821127,0.08079324,0.05064132,0.049136307
t_1018,102.02296000000001,0.35796,0.06549421,0.073132135,0.04583933,0.045535345
t_1019,102.11279000000002,0.35796,0.0653289,0.066258,0.041530613,0.04224509
t_102,99.14835,2.69259,0.029053774,0.016574,0.010388606,0.018064734
t_1020,102.56195000000002,0.35796,0.05097465,0.04104403,0.025726458,0.029508637
t_1021,102.20262000000002,0.35796,0.062116437,0.06008737,0.037662853,0.039235912
t_1022,102.38227999999998,0.35796,0.05686537,0.04956278,0.031066023,0.034063827
t_1023,102.29245000000003,0.35796,0.05763592,0.05454486,0.034188796,0.036480866
t_1024,102.20262000000002,0.44779,0.061668444,0.057552315,0.036073875,0.038102064
t_1025,102.29245000000003,0.44779,0.050862376,0.052356765,0.032817297,0.038647637
t_1026,102.47210999999999,0.44779,0.053172052,0.04343897,0.02722761,0.030876184
t_1027,101.93313,0.44779,0.06518817,0.07679475,0.04813506,0.047264926
t_1028,102.02296000000001,0.44779,0.069617055,0.06970514,0.04369129,0.04403828
t_1029,102.38227999999998,0.44779,0.056064785,0.047669705,0.029879441,0.033087846
