# 19900530_Sequence_Vrancea/19900530_M6.95_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:Ganasetal2010
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,ZhaoEtAl2016SSlab
s_0,26.161,44.441,0.120363295,0.13186653,0.13435397
s_1,26.7277,45.8657,0.12899002,0.13099888,0.13310702
s_10,27.11699999999999,46.033,0.105520934,0.11637718,0.11899553
s_100,27.760999999999996,45.472,0.053280313,0.043661233,0.046585094
s_1000,31.319999999999993,47.91,0.018801613,0.011238159,0.01952031
s_1001,24.962999999999994,42.3,0.025805911,0.01496726,0.024235966
s_1003,24.63300000000001,45.368,0.01961645,0.011976832,0.020479716
s_1004,24.90700000000001,46.503,0.010420236,0.0043788324,0.009638723
s_1005,24.920999999999992,46.598,0.018126493,0.009566447,0.017292721
s_1006,24.805000000000007,46.536,0.020496361,0.01206387,0.020591883
s_1007,24.575999999999993,46.227,0.017518185,0.00908427,0.016633794
s_1008,24.598000000000013,46.297,0.010017576,0.0030503743,0.00618981
s_1009,24.53,46.137,0.0068709683,0.002604654,0.005193365
s_101,27.61699999999999,45.329,0.05098753,0.0365651,0.038548928
s_1010,28.03200000000001,44.314,0.01779137,0.0084607545,0.015769368
s_1011,24.931999999999988,46.771,0.012076513,0.0056848675,0.011710515
s_1012,24.52000000000001,46.395,0.013615877,0.006514389,0.0129652405
s_1013,24.412000000000006,46.19,0.011012406,0.0036449863,0.0070658415
s_1014,24.474999999999994,46.371,0.009881349,0.0029424962,0.006026436
s_1015,24.763000000000005,46.769,0.01938076,0.010028989,0.01643278
s_1016,24.65299999999999,46.672,0.009592797,0.0037502525,0.008588256
s_1017,24.351,46.164,0.012152567,0.0072396304,0.011125994
s_1018,24.760999999999996,46.81,0.02484943,0.014789186,0.024017408
s_1019,24.49000000000001,46.501,0.015163243,0.005198878,0.009203839
s_102,26.566000000000003,45.04,0.04669646,0.03514947,0.0395229
s_1020,24.626000000000005,46.706,0.010043558,0.0031870536,0.008357111
s_1021,24.732,46.814,0.013260128,0.006320016,0.01267489
s_1022,25.369,47.292,0.015765872,0.0058773756,0.010085561
s_1023,24.466999999999985,46.557,0.022993853,0.015281902,0.024621008
s_1024,24.257000000000005,46.118,0.00874,0.00874,0.00874
s_103,26.37700000000001,45.085,0.04316717,0.031193223,0.035981473
s_104,25.992999999999995,45.316,0.03698691,0.02681807,0.03782462
s_105,27.936000000000007,45.958,0.037606563,0.026852945,0.033614002
s_106,26.494,46.483,0.040268537,0.027587282,0.03273025
s_107,27.639999999999986,45.286,0.036620077,0.028623348,0.036215592
s_108,26.900000000000006,46.5667,0.044086985,0.029509159,0.034989998
s_109,27.990999999999985,45.79,0.16736,0.16736,0.16736
s_11,27.27000000000001,45.749,0.13055962,0.14528637,0.1326079
s_110,27.836000000000013,45.443,0.046613116,0.036185376,0.038816612
s_111,27.00999999999999,46.579,0.16367,0.16367,0.16367
s_112,27.480999999999995,45.135,0.15908,0.15908,0.15908
s_113,26.857,46.583,0.15816,0.15816,0.15816
s_114,27.62100000000001,45.218,0.12050098,0.1549391,0.15091103
s_115,27.14099999999999,44.977,0.13745864,0.13922817,0.13899626
s_116,25.71199999999999,45.617,0.155,0.155,0.155
s_117,25.938999999999993,45.233,0.15418,0.15418,0.15418
s_118,28.016999999999996,46.066,0.15122,0.15122,0.15122
s_119,27.745000000000005,45.29,0.15101837,0.16042832,0.17327188
s_12,26.771000000000015,46.25,0.108806595,0.113763236,0.10781638
s_120,27.670999999999992,46.437,0.087566175,0.11438404,0.1178457
s_121,26.860000000000014,44.928,0.14663,0.14663,0.14663
s_122,27.909999999999997,46.254,0.1451,0.1451,0.1451
s_123,25.962999999999994,45.181,0.14194,0.14194,0.14194
s_124,28.089,45.836,0.13837,0.13837,0.13837
s_125,26.236999999999995,45.021,0.13816,0.13816,0.13816
s_126,26.990999999999985,44.917,0.13633,0.13633,0.13633
s_127,25.68100000000001,45.853,0.060626514,0.0566992,0.069035485
s_128,28.067000000000007,45.65,0.052152954,0.049291886,0.06119763
s_129,27.92500000000001,45.412,0.05018529,0.038172074,0.05510421
s_13,25.73599999999999,45.119,0.11511472,0.12683746,0.1279934
s_130,27.061000000000007,46.648,0.134694,0.134694,0.134694
s_131,26.00999999999999,45.099,0.054653402,0.048334222,0.05568836
s_132,28.02199999999999,46.206,0.05352613,0.04563464,0.052434873
s_133,25.733000000000004,45.351,0.09157825,0.094797514,0.10087284
s_134,27.36699999999999,44.969,0.04323632,0.030916942,0.042219974
s_135,26.650000000000006,44.877,0.04592157,0.038220495,0.045950253
s_136,26.555000000000007,46.638,0.12878,0.12878,0.12878
s_137,25.591999999999985,45.817,0.038849007,0.030157931,0.04161002
s_138,28.180000000000007,45.8,0.03747866,0.025838906,0.036440976
s_139,26.97800000000001,46.707,0.031241752,0.020446435,0.030706426
s_14,26.762,46.25,0.12811074,0.13369828,0.117154494
s_140,28.159999999999997,46.04,0.19644043,0.2535285,0.19146766
s_141,28.170000000000016,45.64,0.17492788,0.22173294,0.20501356
s_142,27.46199999999999,46.645,0.12889253,0.16570508,0.14832512
