# 20151117_M6.5_Lefkada median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
t_0,15.091070000000002,36.9647,0.0007476945,0.0002823675,0.0019798565,0.00046190876,0.0012102977
t_1,15.171069999999986,37.02497,0.00073125697,0.0002814464,0.0018999595,0.000451754,0.0011836902
t_10,14.945269999999994,37.21728,0.00070134486,0.00026318632,0.0018689597,0.00043327498,0.0011352713
t_100,14.821550000000002,38.08939,0.00032848638,0.00019872673,0.0005429733,0.00020293145,0.0005317229
t_1000,19.72104999999999,43.35376,0.0005598608,0.00020925043,0.0014979377,0.0003458693,0.0009062501
t_1004,19.885169999999988,43.3461,0.00068237993,0.00025658865,0.0018147427,0.00042155886,0.0011045726
t_101,15.836680000000001,38.00117,0.0005707799,0.00035246948,0.0009243061,0.00035261488,0.0009239249
t_1014,18.871769999999998,43.0302,0.0007593822,0.000294714,0.0019566813,0.00046912915,0.0012292167
t_1015,18.708069999999992,43.03703,0.00066978205,0.00025709815,0.00174489,0.00041377617,0.0010841803
t_1016,18.794579999999996,43.09366,0.0005870415,0.00022368094,0.0015406663,0.00036266094,0.00095024763
t_1017,18.881190000000004,43.15023,0.00054949743,0.00020776704,0.0014532981,0.00033946708,0.0008894749
t_1018,18.717299999999994,43.15707,0.00057858427,0.00021643365,0.0015467084,0.00035743625,0.0009365579
t_102,16.074360000000013,38.05619,0.00065439125,0.00041557697,0.0010304418,0.0004042681,0.0010592671
t_1021,19.27600000000001,42.95247,0.0007768791,0.00031311729,0.0019275242,0.00047993832,0.0012575389
t_1022,19.362740000000002,43.00888,0.0007085857,0.00028303268,0.001773978,0.0004377482,0.0011469921
t_1023,19.449579999999997,43.06524,0.0007637692,0.00030224363,0.0019300436,0.00047183933,0.0012363179
t_1024,19.28586999999999,43.07255,0.000678279,0.00026617138,0.0017284442,0.0004190254,0.0010979343
t_1025,19.372720000000015,43.12891,0.0006753696,0.000262616,0.0017368479,0.00041722803,0.0010932249
t_1026,19.459659999999985,43.18522,0.0006764887,0.00026057463,0.0017562605,0.00041791936,0.0010950364
t_1027,19.29576,43.19253,0.00068191934,0.00026053237,0.0017848606,0.0004212743,0.001103827
t_1028,19.382710000000003,43.24884,0.0006332276,0.00023969289,0.001672879,0.00039119367,0.0010250094
t_1029,19.469760000000008,43.30509,0.0006326089,0.0002371747,0.0016873387,0.00039081147,0.0010240079
t_103,15.9178,38.06081,0.000564447,0.0003521875,0.00090463314,0.0003487026,0.0009136739
t_1031,19.131830000000008,43.19971,0.00065176986,0.00024681372,0.0017211522,0.00040264867,0.001055024
t_1032,18.96789000000001,43.20675,0.0005879124,0.00022051214,0.0015674465,0.00036319895,0.0009516574
t_1033,19.218709999999987,43.25609,0.0006299056,0.00023643984,0.0016781482,0.00038914144,0.0010196321
t_104,15.761230000000012,38.0653,0.000594919,0.00036470286,0.00097045756,0.0003675275,0.00096299907
t_105,15.999009999999998,38.1204,0.00063763285,0.00040194902,0.0010115105,0.00039391514,0.0010321402
t_106,15.842359999999985,38.12496,0.00057822367,0.00035810552,0.0009336427,0.0003572135,0.0009359742
t_107,15.372330000000005,38.13782,0.00036403298,0.00021378347,0.00061987963,0.00022489134,0.00058926246
t_108,15.215630000000004,38.14184,0.00038968323,0.00022482467,0.00067542866,0.00024073749,0.0006307827
t_1084,22.350529999999992,36.51025,0.000947652,0.00060365954,0.0014876666,0.0005854379,0.00153397
t_1085,22.433899999999994,36.56731,0.00095419475,0.00060808816,0.0014972953,0.00058947987,0.0015445609
t_1086,22.517349999999993,36.62432,0.0008731871,0.0005563354,0.0013704966,0.00053943525,0.0014134333
t_1087,22.36314999999999,36.63457,0.0011485522,0.00074555265,0.0017693881,0.0007095495,0.0018591684
