# 20080529_M6.32_Iceland median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,"KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.787319","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = 0.175935","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692"
s_0,-21.187000000000012,64.002,0.656432,0.656432,0.656432,0.656432,0.656432
s_1,-21.00200000000001,63.937,0.53059,0.53059,0.53059,0.53059,0.53059
s_2,-21.010999999999996,64.094,0.129728,0.129728,0.129728,0.129728,0.129728
s_3,-20.649,63.931,0.096179,0.096179,0.096179,0.096179,0.096179
s_4,-20.389999999999986,63.84,0.046861,0.046861,0.046861,0.046861,0.046861
s_5,-21.76400000000001,64.075,0.037199,0.037199,0.037199,0.037199,0.037199
s_6,-21.789999999999992,64.133,0.015196,0.015196,0.015196,0.015196,0.015196
s_7,-22.57480000000001,64.0093,0.029063266,0.023680309,0.035669863,0.02515392,0.03358019
t_0,-20.314120000000003,63.68756,0.04498476,0.03855067,0.0524927,0.042252917,0.04789323
t_1,-20.37664000000001,63.70531,0.047141194,0.04096468,0.05424898,0.044976432,0.049410153
t_10,-20.399190000000004,63.75077,0.054936975,0.04940446,0.061089043,0.05341249,0.05650497
t_100,-18.008550000000014,63.68907,0.0070741964,0.0056848433,0.008803101,0.0041622925,0.012023243
t_1000,-17.054419999999993,64.4323,0.0028837759,0.002317325,0.0035886907,0.0013615828,0.0061077173
t_1001,-17.325199999999995,64.43269,0.0032047923,0.002575288,0.003988173,0.0015987122,0.006424355
t_1002,-17.866780000000006,64.43281,0.004364246,0.0035070258,0.005430996,0.0024274986,0.007846202
t_1003,-17.59599,64.43286,0.0037994352,0.0030531357,0.0047281585,0.0020018157,0.007211307
t_1004,-17.22099,64.44156,0.003051667,0.0024522392,0.0037976196,0.0014887409,0.0062554013
t_1005,-17.49181999999999,64.44182,0.0036864376,0.0029623292,0.004587546,0.0018995261,0.007154322
t_1006,-17.762640000000005,64.44185,0.004131432,0.00331993,0.0051412922,0.0022475775,0.007594279
t_1007,-18.512380000000007,64.42279,0.007666534,0.0061611407,0.0095397495,0.00484922,0.0121206585
t_1008,-18.679129999999986,64.43133,0.007983564,0.0064162505,0.00993373,0.005204399,0.012246812
t_1009,-18.408349999999984,64.43204,0.0062727057,0.0050408747,0.0078055575,0.0038816489,0.010136629
t_101,-18.78784999999999,63.52258,0.007003937,0.005630285,0.008712727,0.00473104,0.010368784
t_1010,-18.57512,64.44063,0.0067120586,0.005394145,0.0083519695,0.0042814906,0.010522441
t_1011,-18.741929999999996,64.44913,0.008821051,0.0070894384,0.010975613,0.0057962947,0.013424254
t_1012,-18.471069999999997,64.44989,0.007784371,0.006255729,0.00968655,0.0048585357,0.012472159
t_1013,-18.637900000000002,64.45845,0.0068240543,0.0054842145,0.008491228,0.0043883715,0.010611616
t_1014,-18.533829999999995,64.46773,0.0071732886,0.0057646954,0.008926068,0.0045142127,0.01139868
t_1015,-18.700710000000015,64.47625,0.008442039,0.0067846067,0.010504369,0.005471145,0.01302616
t_1016,-18.429730000000006,64.47698,0.0065122372,0.0052333344,0.008103673,0.0040102545,0.010575198
t_1017,-17.116749999999996,64.4504,0.003014656,0.0024224971,0.0037515631,0.0014382356,0.006318958
t_1018,-17.387609999999995,64.45074,0.0032953424,0.0026480525,0.004100856,0.0016606158,0.00653931
t_1019,-17.658479999999997,64.45086,0.003950945,0.0031748875,0.004916699,0.0021022048,0.007425522
t_102,-18.952280000000002,63.53113,0.007987651,0.0064229197,0.009933578,0.005584251,0.011425448
t_1020,-17.283379999999994,64.45964,0.0031352702,0.002519421,0.003901658,0.0015451534,0.0063617756
t_1021,-17.825189999999992,64.45982,0.0040500592,0.0032545447,0.0050400235,0.0022244444,0.0073739677
t_1022,-17.554280000000006,64.45984,0.0037823971,0.0030394415,0.0047069592,0.0019683198,0.007268396
t_1023,-17.17911000000001,64.46849,0.0031072916,0.002496937,0.0038668422,0.0014976311,0.006447023
t_1024,-17.450060000000008,64.46878,0.003477202,0.0027941912,0.0043271678,0.0017697439,0.006832025
t_1025,-17.721000000000004,64.46885,0.0040098703,0.0032222408,0.0049900236,0.0021541528,0.0074642147
t_1026,-17.345799999999997,64.47769,0.003250292,0.0026118502,0.004044795,0.001617895,0.006529718
t_1027,-17.92935,64.45076,0.0044376836,0.0035660446,0.0055223745,0.0024918593,0.007902948
t_1028,-18.36699999999999,64.45913,0.007306545,0.005871617,0.0090921465,0.004461864,0.011964865
t_1029,-18.096090000000004,64.45959,0.005758043,0.0046270993,0.0071654087,0.0033359122,0.009938828
t_103,-19.178789999999992,63.55764,0.010205535,0.008213416,0.012680831,0.007501349,0.013884562
t_1030,-18.26289,64.46832,0.0055941986,0.004495493,0.006961429,0.0033423163,0.009363284
t_1031,-17.991950000000003,64.4687,0.0045833946,0.0036831421,0.005703691,0.002597548,0.008087437
t_1032,-18.158749999999998,64.47749,0.0058352933,0.00468919,0.00726152,0.0034108374,0.009983076
t_1033,-18.32561000000001,64.48619,0.006973544,0.005603959,0.008677851,0.00420197,0.011573219
t_1034,-18.05458999999999,64.48662,0.005158852,0.004145579,0.006419792,0.0029500376,0.009021496
t_1035,-18.221450000000004,64.49537,0.0060749296,0.004881775,0.007559703,0.003581607,0.0103039695
t_1036,-17.95039,64.49571,0.00464894,0.0037358028,0.0057852743,0.0026007097,0.008310287
t_1037,-17.88776999999999,64.47778,0.004255169,0.0034193706,0.0052952617,0.0023589504,0.0076756435
t_1038,-17.616780000000006,64.47784,0.0038413126,0.0030867863,0.0047802734,0.0020183958,0.0073105986
t_1039,-17.241510000000005,64.48657,0.0031302434,0.002515381,0.0038954036,0.0015238784,0.006429925
t_104,-19.240859999999998,63.57566,0.010903184,0.008779027,0.013541299,0.008142996,0.014598979
t_1040,-17.51254,64.4868,0.003569807,0.0028686072,0.004442407,0.0018346248,0.006946118
t_1041,-17.783559999999994,64.48682,0.004172213,0.0033526989,0.005192044,0.002262486,0.0076939086
t_1042,-17.408259999999984,64.49573,0.003291871,0.0026452625,0.0040965364,0.0016546852,0.0065489276
t_1043,-17.67931999999999,64.49583,0.003937984,0.003164471,0.0049005714,0.0020888282,0.0074241227
t_1044,-17.303949999999986,64.50462,0.0031208894,0.0025078647,0.0038837623,0.0015343246,0.0063480376
t_1045,-17.846159999999998,64.50477,0.0041036326,0.0032975925,0.005106695,0.002245735,0.00749857
t_1046,-17.575050000000005,64.50481,0.0036596102,0.0029407723,0.00455416,0.0018987411,0.007053488
t_1047,-18.59662,64.48555,0.007165711,0.0057586585,0.008916559,0.0045452784,0.011296869
t_1048,-18.763559999999984,64.49403,0.008969904,0.007208931,0.011161042,0.00585641,0.013738653
t_1049,-18.49251000000001,64.49481,0.0069775833,0.0056073302,0.008682682,0.0043315985,0.011239884
t_105,-18.84978000000001,63.54069,0.00825244,0.006634689,0.010264651,0.0056634783,0.012024901
t_1050,-18.659449999999993,64.50334,0.0078315865,0.0062938435,0.009745039,0.0050054137,0.012253482
t_1051,-18.555319999999995,64.51263,0.006880335,0.005529219,0.00856161,0.0043043755,0.010997882
t_1052,-18.722319999999996,64.52112,0.00750002,0.006027441,0.009332368,0.0048282007,0.011650364
t_1053,-18.451149999999984,64.52187,0.0058564977,0.0047063436,0.0072877314,0.0035860648,0.0095644025
t_1054,-18.61815999999999,64.53042,0.010779617,0.008662849,0.013413619,0.0067938133,0.01710382
t_1055,-18.51397,64.53968,0.007684504,0.006175382,0.009562422,0.0047410736,0.012455324
t_1056,-18.681039999999996,64.5482,0.008211437,0.0065990267,0.010217824,0.0052117635,0.012937597
t_1057,-19.487979999999993,64.31071,0.013707048,0.011041649,0.017015863,0.010678235,0.017594963
t_1058,-19.384289999999993,64.32029,0.012426901,0.010003456,0.01543745,0.009476895,0.016295195
t_1059,-19.55089000000001,64.3284,0.013389433,0.010788089,0.016618043,0.010502754,0.017069515
t_106,-19.014260000000007,63.54921,0.008501321,0.0068373643,0.0105702225,0.0060386746,0.011968265
t_1060,-19.447180000000003,64.33799,0.013063379,0.010517536,0.016225459,0.010034,0.01700736
t_1061,-19.510099999999994,64.35568,0.014133996,0.011381351,0.017552385,0.010928424,0.018279841
t_1062,-19.40634,64.36526,0.012392538,0.009973255,0.015398684,0.00938395,0.016365709
