STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE
ANNI,ANNIFO,43.053390,12.856630,seismic,INGV,D (inferred from geology),0.060543674000000006,0,0.09122198564121599,0,0.0342209271979513,0,0.013195529576074698,0,,D (inferred from geology)
AQA,L AQUILA   V. ATERNO    F. ATERNO,42.375530,13.339298,seismic,INGV,B,0.011370698,0,0.02531494436554339,0,0.020976068470786265,0,0.007992635821424014,0,549,B
AQI,L'AQUILA - V. ATERNO -  AQUIL PARK INT.,42.344900,13.400900,seismic,INGV,C (inferred from geology),0.008321846,0,0.011364158895737858,0,0.025042269823512542,0,0.019907648298708593,0,,C (inferred from geology)
AQK,L AQUILA   V. ATERNO   AQUIL PARK ING.,42.344967,13.400949,seismic,INGV,B,0.008286690999999999,0,0.014122965040520552,0,0.024656157577295744,0,0.017627840106172493,0,705,B
AQM,L'AQUILA - V. ATERNO -  IL MORO,42.378643,13.349262,seismic,INGV,B (inferred from geology),0.005727909000000001,0,0.014035629331716504,0,0.008664322289687432,0,0.004551962378351441,0,,B (inferred from geology)
AQP,L'AQUILA - V. ATERNO -  M. PETTINO,42.383686,13.368598,seismic,INGV,A,0.004944192,0,0.013006345666468692,0,0.019879846488936048,0,0.009008243745046506,0,836,A
AQV,L AQUILA   V. ATERNO   CENTRO VALLE,42.377222,13.343888,seismic,INGV,B,0.016341618000000002,0,0.05041899787598777,0,0.02465603438006846,0,0.00826004748877718,0,474,B
ASS,ASSISI,43.074982,12.604141,seismic,INGV,A (inferred from geology),0.025892372000000004,0,0.04289606625399648,0,0.009156835717748887,0,0.0071067287203390814,0,,A (inferred from geology)
BTT2,BORGO OTTOMILA - 2 (CELANO),41.998333,13.543056,seismic,INGV,D,0.011941397999999999,0,0.015902945422832177,0,0.0271860318927504,0,0.022086182470490323,0,90,D
BVG,BEVAGNA,42.932367,12.611065,seismic,INGV,C,0.042444283,0,0.06170665117457404,0,0.08772481824823257,0,0.069872795972942,0,211,C
CAG,CASSIGNANO,43.054444,12.828888,seismic,INGV,A (inferred from geology),0.065197937,0,0.0825611577674728,0,0.024914370470529707,0,0.017598493592890806,0,,A (inferred from geology)
CESM,CESI MONTE,43.004665,12.903332,seismic,INGV,A (inferred from geology),0.17550740099999998,0,0.3360698769158749,0,0.1529671383773315,0,0.05551509574598178,0,,A (inferred from geology)
CLC,COLFIORITO CASERMETTE,43.029388,12.891277,seismic,INGV,B (inferred from geology),0.070363762,0,0.10611652495871945,0,0.03944421640712516,0,0.013794101691058554,0,,B (inferred from geology)
CLF,COLFIORITO,43.036714,12.920428,seismic,INGV,D,0.089955597,0,0.19893652951238705,0,0.13811271948216614,0,0.20623351227946296,0,145,D
CSC,CASCIA,42.719097,13.012280,seismic,INGV,B,0.062085968000000005,0,0.20317762624768423,0,0.16046723710719513,0,0.05155101423224697,0,698,B
FHC,FORCA CANAPINE (ARQUATA TRONTO),42.761111,13.210278,seismic,INGV,B (inferred from geology),0.07364608800000001,0,0.08009557475987947,0,0.04152429850947227,0,0.025009495622449644,0,,B (inferred from geology)
GBP,GUBBIO PIANA,43.313810,12.589490,seismic,INGV,C,0.014443628,0,0.027920461179403805,0,0.029697327310753332,0,0.0225904547306771,0,224,C
LNS,LEONESSA,42.565000,12.984167,seismic,INGV,C (inferred from geology),0.043165695,0,0.08146564919583651,0,0.06679631130605083,0,0.02227182553792566,0,,C (inferred from geology)
MNF,MONTE FIEGNI  FIASTRA,43.059684,13.184466,seismic,INGV,A,0.015508281,0,0.03695139046164597,0,0.015658526390859465,0,0.008472473961257379,0,1062,A
NCB,NOCERA UMBRA BISCONTINI,43.102777,12.805277,seismic,INGV,B (inferred from geology),0.054318882000000006,0,0.06159779837351539,0,0.020558514266569215,0,0.008999197882853907,0,,B (inferred from geology)
NCM,NOCERA UMBRA SALMATA,43.149170,12.797222,seismic,INGV,B (inferred from geology),0.02222303,0,0.03908699613234911,0,0.022577198011848088,0,0.014181285970387286,0,,B (inferred from geology)
NCR2,NOCERA UMBRA 2,43.111583,12.784666,seismic,INGV,E,0.13881343100000001,0,0.07978641333103294,0,0.017442939590530167,0,0.008349377298182118,0,555,E
NOCE,NOCERA UMBRA P.I.,43.120000,12.792000,seismic,INGV,B (inferred from geology),0.036999825,0,0.03850622279488241,0,0.013867066455332288,0,0.007538204462901711,0,,B (inferred from geology)
NRC,NORCIA,42.792543,13.096475,seismic,INGV,B,0.13122142,0,0.18388329270496842,0,0.27805080993670306,0,0.14249874679328847,0,498,B
RTI,RIETI (CAB. ENEL),42.430278,12.829097,seismic,INGV,D,0.033900013,0,0.07645505422331475,0,0.07128265524617186,0,0.05990455619118153,0,170,D
SER,SERRAVALLE DI CHIENTI,43.071179,12.953137,seismic,INGV,C (inferred from geology),0.031018650000000002,0,0.07362577065594646,0,0.028335768620180793,0,0.013179723547088882,0,,C (inferred from geology)
SPM,SPOLETO  MONTELUCO,42.723240,12.751268,seismic,INGV,A (inferred from geology),0.039974777,0,0.04757177603900366,0,0.04438322719410837,0,0.01709379579098984,0,,A (inferred from geology)
