# 20050222_M6.5_Zarand median gmf, Stations:None, gmlt:GEM, Rupture:Talebian_et_al_2006
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
t_0,60.31342999999998,34.02098,0.0027041775,0.00044666688,0.00048796632,0.0007767557
t_1,60.40325999999999,34.02098,0.0028681434,0.0004732303,0.00049433345,0.00074352266
t_10,60.40325999999999,34.16976,0.0023992297,0.00033832187,0.0004015207,0.00067096594
t_100,54.11505,33.79732,0.0030538247,0.00080640515,0.00083565403,0.0013898314
t_1000,54.833709999999996,33.27317,0.0029992533,0.0012028156,0.0013869691,0.0022466045
t_1001,54.65404000000001,33.27317,0.004284659,0.0019329861,0.0017072771,0.0026488586
t_1002,54.56421,33.27317,0.004128987,0.0017896999,0.0016120657,0.0025417279
t_1003,54.47438,33.27317,0.0040339823,0.001689985,0.0015371423,0.0024364789
t_1004,54.38454999999999,33.27317,0.0039192843,0.0015813361,0.001458359,0.002307861
t_1005,54.294719999999984,33.27317,0.0037978187,0.0014727265,0.0013798592,0.0022082627
t_1006,54.92354,33.27317,0.0044441936,0.0021666924,0.0019047583,0.0029780911
t_1007,54.743870000000015,33.27317,0.004396247,0.002051056,0.0017909781,0.0027575488
t_1008,54.294719999999984,33.34825,0.0032034134,0.0011141126,0.0011679203,0.002091052
t_1009,54.56421,33.34825,0.0030563967,0.0011202401,0.0012367042,0.0023725226
t_101,53.66589999999999,33.79732,0.0030302964,0.0006954773,0.0007131581,0.0011442692
t_1010,54.743870000000015,33.34825,0.0037589786,0.0015772632,0.0015243037,0.0025681374
t_1011,54.47438,33.34825,0.0024181036,0.0007826024,0.0010127604,0.0018036109
t_1012,54.833709999999996,33.34825,0.0039667613,0.001740992,0.0016302416,0.0026674455
t_1013,54.92354,33.34825,0.0028830122,0.0011218684,0.001324348,0.0021920786
t_1014,54.65404000000001,33.34825,0.0039882925,0.0016839219,0.0015504449,0.0024697199
t_1015,54.38454999999999,33.34825,0.0033914694,0.0012404614,0.0012569308,0.0021829475
t_1016,54.294719999999984,33.42325,0.0032491037,0.001100804,0.0011343794,0.0019795692
t_1017,54.833709999999996,33.42325,0.0029848518,0.0011174076,0.0012657995,0.0019874356
t_1018,54.47438,33.42325,0.0023861965,0.00074282626,0.0009623754,0.0017037969
t_1019,54.65404000000001,33.42325,0.0027414537,0.00094836525,0.0011274277,0.0018441216
t_102,53.75573,33.79732,0.002896597,0.00066969194,0.0007113102,0.0011808204
t_1020,54.743870000000015,33.42325,0.0027358017,0.0009662196,0.0011571255,0.0019155235
t_1021,54.38454999999999,33.42325,0.0031417701,0.0010751873,0.0011405504,0.002064361
t_1022,54.92354,33.42325,0.004099051,0.0018023439,0.0016414217,0.0025999546
t_1023,54.56421,33.42325,0.0027986362,0.00095508964,0.0011124279,0.0017734721
t_1024,54.294719999999984,33.4982,0.002481713,0.0007231337,0.0008949816,0.0014841664
t_1025,54.833709999999996,33.4982,0.002748787,0.0009594084,0.0011407878,0.0018693478
t_1026,54.65404000000001,33.4982,0.002824433,0.00095647946,0.0011035732,0.0017381603
t_1027,54.38454999999999,33.4982,0.0022775936,0.0006558354,0.00086656376,0.0015461455
t_1028,54.47438,33.4982,0.0026268282,0.0008237837,0.0009897499,0.0016092482
t_1029,54.743870000000015,33.4982,0.0027300722,0.00093077915,0.0011060488,0.0018035794
t_103,53.576059999999984,33.79732,0.0029383292,0.00064518617,0.0006744966,0.0010960443
t_1030,54.92354,33.4982,0.0036004737,0.0014416348,0.0014245256,0.002442954
t_1031,54.56421,33.4982,0.0037939632,0.0014340068,0.0013358273,0.0021357252
t_1032,55.01337000000001,33.4982,0.0027559677,0.0010005976,0.0012004834,0.0020008485
t_1033,54.38454999999999,33.57308,0.0033128397,0.0010853792,0.0010936768,0.0018451362
t_1034,55.01337000000001,33.57308,0.0032716368,0.0012348412,0.0012987277,0.002371254
t_1035,54.833709999999996,33.57308,0.0028973322,0.000998739,0.0011336326,0.0017583749
t_1036,54.56421,33.57308,0.0038145864,0.001398351,0.0012868261,0.0020149539
t_1037,54.294719999999984,33.57308,0.0034810614,0.0011391536,0.0011028968,0.001772931
t_1038,54.743870000000015,33.57308,0.0030351656,0.001046119,0.0011429976,0.002143769
t_1039,54.47438,33.57308,0.0037635495,0.0013406252,0.0012393513,0.0019397468
