# 20050222_M6.5_Zarand median gmf, Stations:None, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
t_0,60.31342999999998,34.02098,0.0027376357,0.00046659168,0.00061704905,0.0008043823
t_1,60.40325999999999,34.02098,0.0029035355,0.0004945935,0.0006253182,0.0007702744
t_10,60.40325999999999,34.16976,0.0024275922,0.0003531457,0.00050739205,0.0006943748
t_100,54.11505,33.79732,0.0030053025,0.0007672814,0.0009774206,0.0013351329
t_1000,54.833709999999996,33.27317,0.002942544,0.0011451466,0.001619725,0.0021558239
t_1001,54.65404000000001,33.27317,0.0042029363,0.0018370727,0.0019904808,0.0025383842
t_1002,54.56421,33.27317,0.0040497235,0.0016994126,0.0018784286,0.002434265
t_1003,54.47438,33.27317,0.0039562206,0.0016034335,0.0017901876,0.0023321847
t_1004,54.38454999999999,33.27317,0.0038435082,0.001499214,0.0016976373,0.0022079616
t_1005,54.294719999999984,33.27317,0.003724261,0.001395258,0.0016055794,0.0021117039
t_1006,54.92354,33.27317,0.0043615988,0.0020652285,0.0022254093,0.0028599284
t_1007,54.743870000000015,33.27317,0.0043130293,0.0019510871,0.0020893712,0.002644259
t_1008,54.294719999999984,33.34825,0.0031430377,0.00105639,0.001360426,0.002001351
t_1009,54.56421,33.34825,0.00299933,0.0010646125,0.001442828,0.002274298
t_101,53.66589999999999,33.79732,0.0029818874,0.00065979373,0.0008325324,0.0010970724
t_1010,54.743870000000015,33.34825,0.003689928,0.0015017025,0.001780409,0.0024649522
t_1011,54.47438,33.34825,0.0023727196,0.0007431275,0.0011809774,0.0017279637
t_1012,54.833709999999996,33.34825,0.00389467,0.0016592481,0.0019054349,0.0025620984
t_1013,54.92354,33.34825,0.0028310416,0.0010702253,0.0015494549,0.0021071234
t_1014,54.65404000000001,33.34825,0.003914614,0.0016018272,0.0018096203,0.002368921
t_1015,54.38454999999999,33.34825,0.0033277185,0.001177046,0.001464748,0.0020903025
t_1016,54.294719999999984,33.42325,0.0031897293,0.0010446891,0.0013225571,0.0018962446
t_1017,54.833709999999996,33.42325,0.0029323264,0.0010658503,0.0014812491,0.001910689
t_1018,54.47438,33.42325,0.002342827,0.00070599094,0.0011233017,0.0016337595
t_1019,54.65404000000001,33.42325,0.0026922608,0.00090287183,0.0013175026,0.0017704424
t_102,53.75573,33.79732,0.002850222,0.00063565775,0.0008306694,0.0011325015
t_1020,54.743870000000015,33.42325,0.0026871373,0.0009207245,0.0013531303,0.0018402264
t_1021,54.38454999999999,33.42325,0.003084489,0.0010211072,0.0013304304,0.0019784437
t_1022,54.92354,33.42325,0.0040281615,0.001721137,0.0019218643,0.0025014873
t_1023,54.56421,33.42325,0.0027480633,0.0009084802,0.0012991447,0.0017015539
t_1024,54.294719999999984,33.4982,0.0024376342,0.00068682735,0.0010444958,0.0014228558
t_1025,54.833709999999996,33.4982,0.0027020725,0.0009159521,0.0013362857,0.0017987369
t_1026,54.65404000000001,33.4982,0.0027754263,0.00091140624,0.0012908295,0.0016701564
t_1027,54.38454999999999,33.4982,0.002237291,0.0006233672,0.0010118566,0.0014830271
t_1028,54.47438,33.4982,0.0025805833,0.0007836167,0.0011562946,0.001544399
t_1029,54.743870000000015,33.4982,0.0026831469,0.0008877425,0.0012946357,0.0017341927
t_103,53.576059999999984,33.79732,0.0028913983,0.0006117752,0.0007871719,0.0010505039
