# 20180618_M5.5_Osaka median gmf, Stations:None, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014,ZhaoEtAl2016SInter
t_0,130.64067999999997,31.09528,2.2498438e-05,0.00013749166,4.5364654e-06,2.9262792e-05,4.289281e-05,1.0647588e-05,3.5665253e-05
t_1,130.74383999999998,31.10362,2.8888571e-05,0.00016672394,4.8041156e-06,3.9863568e-05,5.1355197e-05,1.4270804e-05,3.800035e-05
t_10,131.1289,31.40285,3.7874244e-05,0.00017119088,6.9577386e-06,5.0904557e-05,6.729183e-05,2.057678e-05,5.7141806e-05
t_100,131.71992999999998,32.79298,0.00012697092,0.00028303376,1.3831367e-05,0.00017679563,0.00020038166,9.207086e-05,0.00014136499
t_1000,134.16052000000002,34.88516,0.0038552517,0.002365316,0.00036255358,0.0055857874,0.0051045585,0.0036569317,0.0041413317
t_1001,134.21485,34.88822,0.0041694883,0.0025172755,0.00039462352,0.006024835,0.0055314424,0.003934335,0.0045085005
t_1002,134.26918999999998,34.89125,0.004516724,0.0026844742,0.0004305443,0.006507317,0.0060062143,0.004237332,0.004919152
t_1003,134.15679,34.92992,0.0038130456,0.0023448507,0.00035827825,0.005526637,0.005047425,0.0036194269,0.0040923464
t_1004,134.21114999999998,34.93299,0.004121105,0.0024939221,0.0003896584,0.005957387,0.0054655424,0.0038918278,0.004451688
t_1005,134.26552000000004,34.93603,0.004461027,0.0026576996,0.00042474887,0.006430111,0.005929847,0.0041889683,0.004852942
t_1006,134.15305,34.97469,0.0037606084,0.0023194046,0.00035297722,0.005453088,0.004976509,0.0035727469,0.0040315967
t_1007,134.20744000000002,34.97776,0.0040610936,0.0024649347,0.00038351372,0.0058736512,0.005383891,0.0038390025,0.0043813614
t_1008,134.26184,34.9808,0.0047992156,0.0028423928,0.00064677274,0.007098884,0.0061793826,0.004559474,0.0047711493
t_1009,134.43225,34.90021,0.005805981,0.0033009213,0.0005681897,0.008276115,0.0077962303,0.0053348285,0.006486425
t_101,131.82534999999996,32.80081,0.00013839918,0.00029536334,1.4907929e-05,0.00019345482,0.00021644462,0.00010207355,0.00015316001
t_1010,134.31989,34.93904,0.004837033,0.002838171,0.00046412082,0.0069500008,0.0064469757,0.0045138067,0.005302403
t_1011,134.37428,34.94204,0.0052542733,0.0030377747,0.00050848,0.0075233695,0.0070250835,0.0048699887,0.0058078137
t_1012,134.42867,34.945,0.0057185604,0.0032592728,0.00055864966,0.008157236,0.007673536,0.005261602,0.006378134
t_1013,134.31624,34.98382,0.0065223877,0.0037323649,0.0007058563,0.010273567,0.007786833,0.006346195,0.007119493
t_1014,134.37065,34.98682,0.005161917,0.002993643,0.0004986012,0.0073967655,0.006896737,0.004791512,0.0056953505
t_1015,134.42507999999998,34.98979,0.0056110183,0.003208015,0.0005469542,0.008010792,0.007522859,0.0051713064,0.0062453067
t_1016,134.31258000000003,35.0286,0.004664064,0.0027552308,0.0004459372,0.006711227,0.00620863,0.0043648537,0.0050949235
t_1017,134.36702000000002,35.0316,0.0050539267,0.0029420063,0.00048709314,0.007248508,0.006746939,0.0046994938,0.0055642724
t_1018,134.42147,35.03458,0.0054854383,0.0031481257,0.0005333539,0.007839499,0.007347272,0.0050655566,0.0060907495
t_1019,134.64283999999998,35.00144,0.007998875,0.0043425625,0.00081675785,0.011214017,0.010932743,0.0071304757,0.009289527
t_102,130.64522999999997,31.99126,7.075432e-05,0.00029139483,9.188842e-06,0.0001118022,0.000104224615,4.1545954e-05,5.5342207e-05
t_1020,134.47593,35.03753,0.0059643113,0.0033763137,0.0005855426,0.008491052,0.008018921,0.005467067,0.006683271
t_1021,134.5304,35.04046,0.0064971694,0.0036297427,0.00064463966,0.009211022,0.0087728165,0.0059087183,0.0073523675
t_1022,134.58487000000002,35.04337,0.007748603,0.004235959,0.0011024683,0.011211666,0.010182727,0.0070613776,0.008110464
t_1023,134.63935000000004,35.04625,0.0077570877,0.004227862,0.00078850565,0.010893952,0.010581574,0.006935664,0.008972752
t_1024,134.52684999999997,35.08526,0.0063052513,0.0035385129,0.00062323216,0.008952305,0.008500508,0.005750225,0.0071102227
t_1025,134.58135,35.08817,0.008961812,0.0048529156,0.0010627569,0.01368909,0.01105198,0.008396394,0.0106945075
t_1026,134.63585999999998,35.09106,0.007490399,0.004101332,0.0007575804,0.010539878,0.0101957265,0.006720029,0.008625462
t_1027,134.52328999999997,35.13006,0.006662336,0.0037246675,0.0009295982,0.009715259,0.008686935,0.006158557,0.006849396
t_1028,134.57781999999997,35.13297,0.0066230325,0.003689549,0.00065875315,0.009380341,0.008951873,0.0060123317,0.0075118644
t_1029,134.09488999999996,35.01636,0.0034327912,0.002159771,0.00032010744,0.004991735,0.004534862,0.003278739,0.0036546206
t_103,130.74937999999997,31.99981,6.011393e-05,0.00024354944,8.742551e-06,8.951957e-05,9.3969e-05,3.5158817e-05,4.7106427e-05
