custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
s_0,22.11076,37.03918,518.0,False,439.47535,1.61505
s_1,22.1,37.033,485.0,False,273.95191,1.06713
s_2,22.43,37.08,444.0,False,299.72871,1.1223
s_3,21.4413,37.67316,473.0,False,232.53282,0.98647
m_4,22.178,37.009,900.0,False,128.32479,0.79983
m_5,22.12,37.043,364.87,False,438.56902,1.60935
m_6,22.144,37.152,714.5,False,133.42253,0.80913
m_7,22.174,37.11,900.0,False,129.16364,0.80137
m_8,22.234,37.144,636.24,False,70.39665,0.68341
m_9,22.009,37.1,332.35,False,354.48169,1.261
s_10,22.12,37.03,323.77,False,277.80189,1.07508
m_11,22.042,37.082,315.2,False,477.60712,1.95769
m_12,22.002,37.04,347.34,False,428.24189,1.54904
m_13,22.005,37.142,337.7,False,302.31289,1.12811
m_14,21.997,37.25,352.78,False,448.23398,1.67421
m_15,22.208,36.94,505.15,False,192.80546,0.91455
m_16,22.207,37.184,597.56,False,109.47165,0.76457
m_17,22.32,37.165,666.71,False,69.90274,0.68227
m_18,22.366,37.112,546.46,False,70.89383,0.68456
m_19,22.034,37.067,239.73,False,432.07232,1.57047
m_20,22.099,37.213,465.43,False,178.68565,0.88959
m_21,21.94,37.023,346.35,False,214.55038,0.95347
m_22,21.975,37.111,329.95,False,454.03112,1.7181
m_23,21.936,37.1,336.13,False,246.10074,1.01205
m_24,22.469,37.224,361.88,False,71.39429,0.6857
m_25,22.326,37.315,576.22,False,135.1563,0.81227
m_26,22.233,37.133,559.82,False,70.89383,0.68456
m_27,22.461,37.294,441.34,False,136.02966,0.81385
m_28,22.606,37.175,900.0,False,131.70603,0.80601
m_29,22.089,37.108,900.0,False,129.16364,0.80137
m_30,22.267,37.185,900.0,False,68.44047,0.67888
m_31,22.486,36.664,900.0,False,125.83404,0.79526
m_32,22.697,36.875,433.13,False,275.23425,1.06977
m_33,22.718,36.87,492.04,False,275.23425,1.06977
m_34,22.151,37.208,412.31,False,204.09495,0.93465
m_35,22.744,36.889,329.59,False,243.61281,1.00731
m_36,22.403,37.085,419.38,False,437.65721,1.60368
m_37,22.263,36.863,734.12,False,190.59121,0.91062
m_38,22.33,37.207,382.58,False,349.51564,1.24677
m_39,22.388,36.477,538.25,False,185.12163,0.90095
m_40,22.183,37.254,836.68,False,128.32479,0.79983
m_41,21.956,37.065,316.01,False,311.34948,1.1489
m_42,22.964,36.991,900.0,False,126.65999,0.79678
m_43,22.923,36.778,338.71,False,413.14229,1.47333
m_44,22.366,37.245,485.14,False,136.02966,0.81385
m_45,21.914,36.932,603.87,False,134.28726,0.8107
m_46,22.903,36.65,601.34,False,135.1563,0.81227
m_47,22.25,37.3,423.76,False,177.62678,0.88772
m_48,21.886,37.054,420.89,False,139.56632,0.82023
m_49,21.609,37.72,589.15,False,242.37218,1.00495
m_50,21.965,37.251,251.68,False,430.16771,1.55969
m_51,22.151,37.331,541.95,False,254.87376,1.02899
m_52,22.081,37.319,398.48,False,243.61281,1.00731
m_53,21.908,36.841,298.13,False,192.80546,0.91455
m_54,21.823,36.951,670.62,False,85.61116,0.71683
m_55,21.91,36.805,405.74,False,141.36057,0.82346
m_56,21.465,37.848,463.6,False,291.97695,1.10519
m_57,22.038,37.364,540.22,False,135.1563,0.81227
m_58,21.893,37.275,509.33,False,420.33031,1.50778
m_59,21.904,36.755,617.43,False,131.70603,0.80601
m_60,21.86,37.288,335.13,False,403.55426,1.43115
m_61,22.118,37.416,382.7,False,380.98135,1.34509
m_62,22.399,37.407,628.09,False,146.84688,0.83328
m_63,22.348,37.062,900.0,False,130.00679,0.80291
m_64,21.741,37.177,900.0,False,130.00679,0.80291
m_65,21.769,37.326,550.47,False,154.40265,0.84672
m_66,21.617,37.051,477.13,False,230.09832,0.98194
m_67,22.112,37.513,619.49,False,135.1563,0.81227
m_68,21.673,37.239,900.0,False,130.85426,0.80446
m_69,21.613,37.128,565.57,False,204.09495,0.93465
m_70,21.818,37.569,627.3,False,187.29804,0.90479
m_71,22.429,37.053,320.46,False,339.47667,1.21918
m_72,22.259,37.247,701.71,False,211.0356,0.94712
m_73,21.746,37.557,471.75,False,197.2782,0.92249
m_74,22.109,37.248,536.89,False,303.60477,1.13103
m_75,22.379,37.67,562.86,False,448.23398,1.67421
m_76,22.184,37.732,842.63,False,138.67567,0.81863
m_77,22.461,36.945,743.44,False,131.70603,0.80601
m_78,21.556,37.657,295.84,False,477.60712,1.95769
