# 20080529_M6.32_Iceland median gmf, Stations:None, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,"KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.787319","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = 0.175935","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692"
t_0,-20.314120000000003,63.68756,0.0516101,0.031883556,0.08354158,0.04940147,0.05391748
t_1,-20.37664000000001,63.70531,0.05481022,0.03386052,0.088721626,0.05329048,0.056373302
t_10,-20.399190000000004,63.75077,0.06694476,0.041356962,0.108363874,0.06620232,0.06769553
t_100,-18.008550000000014,63.68907,0.0074898507,0.0046270606,0.012123865,0.0045050452,0.01245223
t_1000,-17.054419999999993,64.4323,0.0030530551,0.0018861085,0.004941998,0.0014736309,0.0063252915
t_1001,-17.325199999999995,64.43269,0.0033929194,0.002096069,0.0054921387,0.0017302764,0.006653216
t_1002,-17.866780000000006,64.43281,0.004620476,0.0028544262,0.007479192,0.0026272903,0.008125788
t_1003,-17.59599,64.43286,0.00402248,0.0024849973,0.006511212,0.0021665588,0.007468223
t_1004,-17.22099,64.44156,0.0032308034,0.0019959174,0.0052297204,0.0016112542,0.00647824
t_1005,-17.49181999999999,64.44182,0.003902843,0.0024110884,0.006317555,0.002055848,0.0074091973
t_1006,-17.762640000000005,64.44185,0.0043739793,0.0027021458,0.007080186,0.002432553,0.007864863
t_1007,-18.512380000000007,64.42279,0.008117188,0.0050146156,0.013139339,0.005248685,0.012553379
t_1008,-18.679129999999986,64.43133,0.0084531875,0.0052221883,0.013683224,0.0056333547,0.012684515
t_1009,-18.408349999999984,64.43204,0.0066412785,0.004102832,0.010750277,0.004201312,0.010498287
t_101,-18.78784999999999,63.52258,0.0074191103,0.004583359,0.012009358,0.0051230206,0.010744287
t_1010,-18.57512,64.44063,0.0071066525,0.0043903296,0.011503581,0.00463422,0.010898168
t_1011,-18.741929999999996,64.44913,0.009340007,0.005770046,0.015118725,0.0062740888,0.013904129
t_1012,-18.471069999999997,64.44989,0.008241807,0.005091603,0.013341063,0.0052586757,0.012917205
t_1013,-18.637900000000002,64.45845,0.007225276,0.0044636126,0.011695597,0.004749939,0.010990586
t_1014,-18.533829999999995,64.46773,0.0075948522,0.004691928,0.012293831,0.004886021,0.011805471
t_1015,-18.700710000000015,64.47625,0.008938439,0.005521966,0.014468703,0.0059219617,0.013491423
t_1016,-18.429730000000006,64.47698,0.006894825,0.0042594676,0.011160694,0.004340472,0.010952407
t_1017,-17.116749999999996,64.4504,0.0031916185,0.00197171,0.0051662917,0.0015565921,0.006544058
t_1018,-17.387609999999995,64.45074,0.0034887858,0.0021552932,0.0056473184,0.0017972747,0.006772268
t_1019,-17.658479999999997,64.45086,0.004182887,0.002584093,0.0067708637,0.002275211,0.0076900744
t_102,-18.952280000000002,63.53113,0.008464673,0.005229284,0.013701816,0.006049324,0.011844412
t_1020,-17.283379999999994,64.45964,0.003319315,0.002050598,0.0053729946,0.0016723094,0.006588405
t_1021,-17.825189999999992,64.45982,0.004287834,0.002648927,0.0069407416,0.0024075187,0.007636708
t_1022,-17.554280000000006,64.45984,0.0040044375,0.0024738512,0.0064820065,0.002130304,0.007527339
t_1023,-17.17911000000001,64.46849,0.0032896923,0.0020322977,0.0053250445,0.0016208754,0.0066766855
t_1024,-17.450060000000008,64.46878,0.0036813223,0.0022742378,0.005958978,0.001915384,0.0070754136
t_1025,-17.721000000000004,64.46885,0.004245274,0.0026226344,0.0068718498,0.0023314357,0.007730151
t_1026,-17.345799999999997,64.47769,0.0034410895,0.0021258276,0.005570112,0.0017510375,0.006762332
t_1027,-17.92935,64.45076,0.004698232,0.0029024617,0.007605056,0.002696952,0.008184567
t_1028,-18.36699999999999,64.45913,0.0077357693,0.0047789835,0.012521935,0.0048292493,0.0123916
t_1029,-18.096090000000004,64.45959,0.0060961572,0.0037660685,0.009867886,0.0036105013,0.010293067
t_103,-19.178789999999992,63.55764,0.01082851,0.006689609,0.017528173,0.008135719,0.014412571
t_1030,-18.26289,64.46832,0.005922757,0.0036589457,0.009587201,0.0036174732,0.009697114
t_1031,-17.991950000000003,64.4687,0.0048525054,0.0029977683,0.007854778,0.0028113436,0.008375642
t_1032,-18.158749999999998,64.47749,0.0061779567,0.0038166023,0.010000295,0.0036916018,0.010338913
t_1033,-18.32561000000001,64.48619,0.007383135,0.0045611346,0.011951124,0.004547912,0.011985871
t_1034,-18.05458999999999,64.48662,0.0054617585,0.0033741512,0.008840981,0.0031928506,0.009343001
t_1035,-18.221450000000004,64.49537,0.006431679,0.003973346,0.010410996,0.0038764372,0.010671266
t_1036,-17.95039,64.49571,0.0049218847,0.0030406292,0.007967084,0.0028147572,0.008606408
t_1037,-17.88776999999999,64.47778,0.0045049894,0.002783081,0.0072922534,0.0025530972,0.007949142
t_1038,-17.616780000000006,64.47784,0.0040668137,0.0025123856,0.006582975,0.0021845023,0.007571048
t_1039,-17.241510000000005,64.48657,0.003313992,0.0020473094,0.0053643784,0.001649283,0.00665898
t_104,-19.240859999999998,63.57566,0.0115766665,0.0071518035,0.018739218,0.008837374,0.015165049
t_1040,-17.51254,64.4868,0.0037793645,0.0023348061,0.0061176796,0.001985605,0.0071935738
t_1041,-17.783559999999994,64.48682,0.0044171503,0.002728816,0.0071500675,0.0024486864,0.007968035
t_1042,-17.408259999999984,64.49573,0.00348511,0.0021530222,0.0056413678,0.0017908558,0.006782227
t_1043,-17.67931999999999,64.49583,0.0041691624,0.0025756143,0.0067486474,0.0022607322,0.007688621
t_1044,-17.303949999999986,64.50462,0.0033040894,0.0020411918,0.005348349,0.0016605891,0.0065741767
t_1045,-17.846159999999998,64.50477,0.0043445476,0.0026839634,0.0070325444,0.0024305587,0.007765742
t_1046,-17.575050000000005,64.50481,0.0038744411,0.0023935423,0.0062715807,0.0020549987,0.007304771
t_1047,-18.59662,64.48555,0.0075868634,0.004686993,0.0122809,0.0049196696,0.011700073
t_1048,-18.763559999999984,64.49403,0.009497387,0.005867272,0.015373478,0.0063390075,0.014229416
t_1049,-18.49251000000001,64.49481,0.007387536,0.004563853,0.011958248,0.004688295,0.011640838
t_105,-18.84978000000001,63.54069,0.008743086,0.005401281,0.014152485,0.006133691,0.012462569
t_1050,-18.659449999999993,64.50334,0.008291908,0.0051225536,0.0134221595,0.005417731,0.012690872
t_1051,-18.555319999999995,64.51263,0.0072845984,0.0045002606,0.011791622,0.0046588476,0.011390236
t_1052,-18.722319999999996,64.52112,0.007940878,0.0049056956,0.0128539475,0.005225942,0.012066256
t_1053,-18.451149999999984,64.52187,0.006200513,0.003830537,0.010036807,0.003881323,0.009905477
t_1054,-18.61815999999999,64.53042,0.011413021,0.007050707,0.018474326,0.00735332,0.017714048
t_1055,-18.51397,64.53968,0.008135917,0.005026186,0.0131696565,0.0051314435,0.012899518
t_1056,-18.681039999999996,64.5482,0.008693957,0.005370931,0.014072959,0.005640997,0.013399208
t_1057,-19.487979999999993,64.31071,0.014536186,0.008980128,0.02352981,0.011577748,0.018250588
t_1058,-19.384289999999993,64.32029,0.013173283,0.008138157,0.02132367,0.010270655,0.016896231
t_1059,-19.55089000000001,64.3284,0.014198545,0.008771541,0.022983268,0.011387166,0.017704027
t_106,-19.014260000000007,63.54921,0.009011698,0.0055672238,0.014587288,0.0065434417,0.012411006
t_1060,-19.447180000000003,64.33799,0.0138478065,0.008554863,0.022415526,0.010874495,0.017634084
t_1061,-19.510099999999994,64.35568,0.014982015,0.009255551,0.024251476,0.01184355,0.018952154
t_1062,-19.40634,64.36526,0.0131325675,0.008113004,0.021257764,0.0101666385,0.01696375
t_1063,-19.573059999999998,64.37336,0.01448686,0.008949655,0.023449965,0.011521712,0.018215096
t_1064,-19.469279999999998,64.38295,0.014410563,0.008902521,0.023326462,0.011227576,0.018495917
t_1065,-19.365469999999988,64.39251,0.014095383,0.00870781,0.02281628,0.010756165,0.018471252
t_1066,-19.532260000000008,64.40062,0.014480722,0.008945864,0.02344003,0.011348216,0.01847791
t_1067,-19.01024000000001,64.33104,0.011943329,0.0073783197,0.019332737,0.008656263,0.016478602
t_1068,-18.906450000000007,64.34046,0.00912052,0.0056344518,0.014763439,0.006467246,0.012862335
t_1069,-19.073039999999992,64.34881,0.011529852,0.007122882,0.018663438,0.00842628,0.015776532
t_107,-18.911750000000012,63.55878,0.0086586075,0.0053490927,0.014015739,0.006171303,0.0121484045
t_1070,-18.80261999999999,64.34985,0.009322057,0.0057589565,0.015089668,0.006466714,0.0134381605
t_1071,-18.969220000000007,64.35825,0.011581945,0.007155065,0.018747764,0.0082824025,0.016195962
t_1072,-18.865369999999984,64.36766,0.0094051985,0.0058103194,0.01522425,0.0065807775,0.013441839
t_1073,-19.032029999999992,64.37603,0.01178842,0.0072826203,0.019081986,0.008498287,0.016352337
t_1074,-18.92815999999999,64.38545,0.010251824,0.006333346,0.016594687,0.0072324337,0.014531747
t_1075,-18.82426000000001,64.39484,0.010416101,0.0064348322,0.016860604,0.0071905996,0.015088472
t_1076,-18.990980000000008,64.40322,0.010594073,0.006544779,0.017148688,0.007532654,0.014899711
t_1077,-19.094870000000014,64.39378,0.011970214,0.007394928,0.019376256,0.008695545,0.016478095
t_1078,-19.261629999999997,64.40203,0.012260018,0.0075739627,0.019845363,0.009161664,0.016406193
t_1079,-19.157749999999993,64.41152,0.010479846,0.0064742127,0.01696379,0.0076679066,0.014322967
t_108,-19.076279999999997,63.56726,0.010274683,0.0063474677,0.01663169,0.0075798365,0.013927625
t_1080,-19.32455999999999,64.41973,0.013389971,0.008272022,0.021674424,0.0100709805,0.017802767
t_1081,-19.220669999999984,64.42924,0.018029528,0.011138236,0.029184503,0.01328107,0.02447573
t_1082,-19.116739999999993,64.43871,0.012937778,0.007992667,0.020942457,0.009332531,0.017935768
t_1083,-19.283619999999985,64.44694,0.011115752,0.006867061,0.017993134,0.008239566,0.014995927
t_1084,-19.179669999999987,64.45643,0.011199707,0.0069189263,0.018129032,0.008131705,0.015425232
t_1085,-19.346599999999995,64.46462,0.011856531,0.0073246974,0.019192236,0.008839367,0.015903551
t_1086,-19.242639999999994,64.47412,0.010561769,0.0065248227,0.017096397,0.0077151265,0.014458733
t_1087,-18.88705999999999,64.41262,0.00869618,0.0053723035,0.014076557,0.006051544,0.012496568
t_1088,-19.053840000000008,64.42097,0.012621038,0.0077969925,0.020429747,0.009040701,0.017619275
t_1089,-18.783109999999994,64.42199,0.011119091,0.0068691233,0.017998537,0.00757227,0.016327227
t_109,-18.809200000000004,63.56832,0.008472077,0.0052338582,0.013713801,0.0059251627,0.012113775
t_1090,-18.949900000000014,64.43039,0.009075241,0.0056064795,0.014690147,0.0063636038,0.012942353
t_1091,-18.84593000000001,64.43978,0.009144531,0.005649285,0.014802306,0.0062762913,0.013323544
t_1092,-19.012779999999992,64.44814,0.010474391,0.0064708428,0.016954958,0.007397815,0.014830443
t_1093,-18.90879000000001,64.45755,0.010302332,0.006364548,0.016676445,0.007123514,0.014899675
t_1094,-19.07569000000001,64.46588,0.011216042,0.006929017,0.018155472,0.0079754805,0.015773293
t_1095,-18.804759999999987,64.46691,0.009441253,0.005832593,0.015282611,0.006390432,0.0139485495
t_1096,-18.971679999999992,64.4753,0.009070671,0.005603656,0.014682749,0.0063159615,0.013026849
t_1097,-19.42842999999999,64.41019,0.013215993,0.008164542,0.021392806,0.010147512,0.017212344
t_1098,-19.491420000000005,64.42786,0.012901016,0.007969957,0.020882951,0.009961442,0.016708042
t_1099,-19.387529999999998,64.43742,0.014316677,0.008844521,0.02317449,0.010832254,0.01892194
t_11,-20.29656,63.76075,0.05619607,0.034716666,0.09096491,0.05469662,0.057736624
t_110,-18.973749999999995,63.57685,0.009515568,0.005878503,0.015402905,0.006890046,0.013141571
t_1100,-19.55444,64.44551,0.01328258,0.008205678,0.021500591,0.010307891,0.017115718
t_1101,-19.45053999999999,64.45508,0.014886501,0.009196545,0.024096867,0.0113245845,0.019568745
t_1102,-19.51357999999999,64.47273,0.012188415,0.0075297276,0.01972946,0.009317217,0.0159444
t_1103,-19.409629999999993,64.48228,0.012725716,0.007861661,0.020599192,0.009537133,0.01698035
t_1104,-19.576660000000004,64.49036,0.01274284,0.007872239,0.02062691,0.0097828265,0.01659847
t_1105,-19.47269,64.49993,0.011737246,0.007251006,0.01899915,0.008837653,0.015588182
t_1106,-19.368680000000012,64.50947,0.011676573,0.0072135236,0.018900938,0.008620502,0.015816057
t_1107,-18.86762999999999,64.48468,0.011154839,0.006891208,0.018056404,0.007604915,0.016361844
t_1108,-19.03460000000001,64.49303,0.010329086,0.0063810763,0.016719753,0.007239694,0.0147368135
t_1109,-18.930540000000008,64.50243,0.010865131,0.0067122336,0.017587453,0.0074580293,0.015828725
t_111,-18.87118000000001,63.5864,0.009095015,0.005618695,0.0147221545,0.006461544,0.012801786
t_1110,-18.826449999999994,64.51179,0.011067432,0.00683721,0.017914917,0.0074389856,0.016465694
t_1111,-18.993480000000005,64.52016,0.011222988,0.0069333096,0.018166719,0.0077531054,0.01624581
t_1112,-18.889369999999985,64.52954,0.008649387,0.0053433967,0.014000814,0.0058523496,0.012783226
t_1113,-19.056460000000015,64.53787,0.009672524,0.005975467,0.015656972,0.006722011,0.013918115
t_1114,-18.78522000000001,64.53889,0.0082603255,0.005103043,0.013371037,0.005473474,0.012466119
t_1115,-18.95232999999999,64.54727,0.009366973,0.005786705,0.015162374,0.006377436,0.013757909
t_1116,-18.848160000000007,64.55663,0.0094725955,0.0058519556,0.015333346,0.006317405,0.014203627
t_1117,-19.13864000000001,64.48359,0.010458963,0.0064613116,0.016929986,0.007484392,0.014615738
t_1118,-19.30564000000001,64.4918,0.010414467,0.0064338227,0.01685796,0.0076499735,0.014177972
t_1119,-19.20161999999999,64.50129,0.008676015,0.0053598466,0.014043917,0.0062450543,0.012053256
t_112,-19.03577999999999,63.5949,0.009924386,0.006131062,0.016064662,0.0073002134,0.013491857
t_1120,-19.09756999999999,64.51074,0.009648264,0.0059604803,0.015617703,0.0068042013,0.013681108
t_1121,-19.264639999999986,64.51897,0.010301942,0.0063643074,0.016675813,0.0074554677,0.01423519
t_1122,-19.160570000000007,64.52843,0.00873936,0.0053989794,0.014146453,0.0061984058,0.012321943
t_1123,-19.32768999999999,64.53663,0.011666875,0.0072075324,0.01888524,0.008484656,0.016042603
t_1124,-19.223600000000005,64.54611,0.008623347,0.005327309,0.013958663,0.0061481353,0.012095068
t_1125,-19.11948000000001,64.55556,0.007864731,0.004858654,0.012730688,0.005495956,0.011254458
t_1126,-19.286670000000015,64.56377,0.010436521,0.006447447,0.016893657,0.0074761943,0.0145690385
t_1127,-19.53577999999999,64.51756,0.013788409,0.008518168,0.022319378,0.010425016,0.018236922
t_1128,-19.431749999999994,64.52711,0.011250191,0.0069501144,0.018210752,0.008343411,0.015169672
t_1129,-19.49485999999999,64.54473,0.0121334465,0.0074957693,0.019640481,0.009034399,0.016295552
t_113,-18.933189999999996,63.60447,0.009549228,0.0058992975,0.015457391,0.0068914127,0.013232083
t_1130,-19.390780000000007,64.55427,0.010876823,0.006719456,0.017606378,0.007944812,0.014890886
t_1131,-19.558009999999996,64.56234,0.011279968,0.00696851,0.01825895,0.008427743,0.015097479
t_1132,-19.453910000000008,64.57189,0.012075646,0.0074600615,0.019546919,0.008854529,0.016468545
t_1133,-19.34978000000001,64.58141,0.010258811,0.0063376618,0.016605997,0.007380115,0.014260373
t_1134,-19.51706999999999,64.5895,0.01251514,0.007731571,0.02025833,0.009207213,0.017011521
t_1135,-19.412919999999986,64.59903,0.009927898,0.0061332313,0.016070345,0.007168731,0.013749037
t_1136,-19.580269999999985,64.60708,0.012242064,0.007562871,0.019816302,0.009031233,0.016594427
t_1137,-19.015320000000003,64.56497,0.0084298765,0.0052077877,0.013645492,0.0057728235,0.012309891
t_1138,-18.911130000000014,64.57435,0.008782551,0.0054256613,0.014216366,0.005892784,0.013089431
t_1139,-19.07835,64.58266,0.009655781,0.005965124,0.01562987,0.006647911,0.014024573
t_114,-18.830579999999998,63.61401,0.008836317,0.0054588774,0.014303398,0.006254426,0.012484038
t_1140,-18.806909999999988,64.5837,0.009405062,0.0058102347,0.015224028,0.0061819847,0.014308541
t_1141,-18.974140000000006,64.59206,0.008527226,0.005267928,0.01380307,0.005753841,0.012637399
t_1142,-18.8699,64.60142,0.008899318,0.005497798,0.014405378,0.00588416,0.013459502
t_1143,-19.03719000000001,64.60975,0.008593654,0.0053089657,0.013910598,0.005828997,0.01266957
t_1144,-18.93293,64.61913,0.007944801,0.004908119,0.012860296,0.0052819676,0.011950066
t_1145,-18.828640000000007,64.62847,0.009279245,0.005732508,0.015020368,0.006045699,0.014242253
t_1146,-18.995990000000006,64.63681,0.008275967,0.005112706,0.013396357,0.0055301464,0.01238514
t_1147,-19.182529999999986,64.57323,0.009255679,0.00571795,0.0149822235,0.006500822,0.013177965
t_1148,-19.24561,64.59089,0.008255513,0.00510007,0.013363248,0.0058250288,0.011700114
t_1149,-19.14142000000001,64.60034,0.008531577,0.0052706157,0.013810114,0.0059028594,0.01233094
t_115,-19.13834,63.5853,0.011240668,0.006944231,0.018195335,0.008424903,0.014997516
t_1150,-19.30874,64.60853,0.008887103,0.005490252,0.014385605,0.0062964917,0.012543588
t_1151,-19.204520000000002,64.61799,0.008237777,0.005089113,0.013334539,0.0057250545,0.011853333
t_1152,-19.100269999999995,64.62742,0.0089230705,0.005512472,0.014443827,0.006081433,0.013092505
t_1153,-19.267660000000006,64.63562,0.0075254915,0.004649079,0.012181558,0.005250931,0.010785331
t_1154,-19.163389999999993,64.64507,0.007029366,0.004342584,0.011378476,0.004811591,0.010269366
t_1155,-19.330839999999995,64.65324,0.007742979,0.0047834376,0.012533606,0.0054216366,0.011058233
t_1156,-19.226550000000003,64.6627,0.007757108,0.0047921664,0.0125564765,0.0053303284,0.011288746
t_1157,-19.69525999999999,64.29145,0.018097278,0.01118009,0.029294169,0.015035667,0.021782301
t_1158,-19.75820999999999,64.30911,0.019754633,0.012203967,0.031976942,0.016514754,0.023630116
t_1159,-19.654570000000007,64.31877,0.015942732,0.00984906,0.025806595,0.013055664,0.019468235
t_116,-19.302969999999988,63.59366,0.012217966,0.007547984,0.019777292,0.009476347,0.015752766
t_1160,-19.71753000000001,64.33643,0.02174639,0.013434429,0.03520101,0.017914258,0.02639827
t_1161,-19.613830000000007,64.34607,0.015890121,0.009816558,0.025721433,0.012824454,0.01968863
t_1162,-19.78053,64.35407,0.015814086,0.009769586,0.025598353,0.013095953,0.019096382
t_1163,-19.67680999999999,64.36373,0.020722318,0.012801781,0.03354334,0.016819667,0.025530498
t_1164,-19.739830000000012,64.38137,0.014708404,0.00908652,0.023808582,0.011998508,0.01803034
t_1165,-19.636059999999986,64.39101,0.017225096,0.010641276,0.027882364,0.013774412,0.021540223
t_1166,-19.802879999999988,64.39899,0.017829059,0.011014391,0.028860005,0.014607467,0.021761157
t_1167,-20.07347999999999,64.39713,0.022967886,0.014189041,0.037178252,0.019585019,0.026935065
t_1168,-20.13664,64.41468,0.025429461,0.015709748,0.04116282,0.021716878,0.029776724
