# 20080529_M6.32_Iceland median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,"KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.787319","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = 0.175935","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692"
t_0,-20.314120000000003,63.68756,0.04831035,0.029845046,0.07820025,0.04584126,0.050912425
t_1,-20.37664000000001,63.70531,0.050765336,0.03136168,0.082174145,0.0488753,0.05272846
t_10,-20.399190000000004,63.75077,0.063844696,0.039441817,0.10334579,0.062784605,0.06492269
t_100,-18.008550000000014,63.68907,0.007851899,0.004850726,0.012709915,0.0048312494,0.012761153
t_1000,-17.054419999999993,64.4323,0.0033253774,0.0020543432,0.005382808,0.0016732661,0.006608713
t_1001,-17.325199999999995,64.43269,0.003714764,0.0022948976,0.0060131107,0.0019759778,0.0069836173
t_1002,-17.866780000000006,64.43281,0.005125289,0.003166288,0.008296336,0.0030438444,0.008630069
t_1003,-17.59599,64.43286,0.004430626,0.0027371407,0.0071718805,0.0024906914,0.007881525
t_1004,-17.22099,64.44156,0.0035310478,0.0021814017,0.005715728,0.0018366955,0.0067884414
t_1005,-17.49181999999999,64.44182,0.004289858,0.0026501776,0.0069440184,0.0023582631,0.0078035737
t_1006,-17.762640000000005,64.44185,0.0048396774,0.0029898435,0.0078340145,0.0028108254,0.008332953
t_1007,-18.512380000000007,64.42279,0.009207238,0.005688024,0.014903811,0.006229897,0.013607486
t_1008,-18.679129999999986,64.43133,0.009664516,0.00597052,0.015644008,0.006745055,0.013847607
t_1009,-18.408349999999984,64.43204,0.007502664,0.004634977,0.012144607,0.0049655447,0.011336111
t_101,-18.78784999999999,63.52258,0.0075600185,0.004670409,0.012237446,0.005278388,0.010827904
t_1010,-18.57512,64.44063,0.008087563,0.004996314,0.013091385,0.0055218623,0.011845401
t_1011,-18.741929999999996,64.44913,0.010715584,0.0066198464,0.01734538,0.0075427406,0.01522308
t_1012,-18.471069999999997,64.44989,0.009339666,0.0057698353,0.015118172,0.0062380056,0.013983535
t_1013,-18.637900000000002,64.45845,0.008249514,0.005096364,0.013353537,0.0056814966,0.011978267
t_1014,-18.533829999999995,64.46773,0.008633141,0.0053333603,0.013974517,0.005817056,0.012812517
t_1015,-18.700710000000015,64.47625,0.010238616,0.006325186,0.016573308,0.007110231,0.014743438
t_1016,-18.429730000000006,64.47698,0.00780549,0.004822056,0.012634792,0.0051453654,0.011840884
