# 20080529_M6.32_Iceland median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,"KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.787319","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = 0.175935","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692"
s_0,-21.187000000000012,64.002,0.656432,0.656432,0.656432,0.656432,0.656432
s_1,-21.00200000000001,63.937,0.53059,0.53059,0.53059,0.53059,0.53059
s_2,-21.010999999999996,64.094,0.129728,0.129728,0.129728,0.129728,0.129728
s_3,-20.649,63.931,0.096179,0.096179,0.096179,0.096179,0.096179
s_4,-20.389999999999986,63.84,0.046861,0.046861,0.046861,0.046861,0.046861
s_5,-21.76400000000001,64.075,0.037199,0.037199,0.037199,0.037199,0.037199
s_6,-21.789999999999992,64.133,0.015196,0.015196,0.015196,0.015196,0.015196
s_7,-22.57480000000001,64.0093,0.021288909,0.017345881,0.026128259,0.017751908,0.025530646
t_0,-20.314120000000003,63.68756,0.03676993,0.03151079,0.042906813,0.03398639,0.039781444
t_1,-20.37664000000001,63.70531,0.038210172,0.033203814,0.04397137,0.03582869,0.04074995
t_10,-20.399190000000004,63.75077,0.04623128,0.041575488,0.05140845,0.04434357,0.048199356
t_100,-18.008550000000014,63.68907,0.0063548507,0.0051067756,0.00790795,0.0037991554,0.010629765
t_1000,-17.054419999999993,64.4323,0.0026914822,0.002162803,0.0033493927,0.0013158664,0.0055051767
t_1001,-17.325199999999995,64.43269,0.003006638,0.0024160563,0.003741582,0.0015539181,0.0058174706
t_1002,-17.866780000000006,64.43281,0.0041482304,0.0033334396,0.0051621795,0.0023936627,0.0071889055
t_1003,-17.59599,64.43286,0.003586026,0.0028816448,0.0044625835,0.001958684,0.006565419
t_1004,-17.22099,64.44156,0.002857945,0.0022965693,0.003556544,0.001444387,0.0056548896
t_1005,-17.49181999999999,64.44182,0.0034720988,0.002790092,0.0043208143,0.0018545459,0.006500497
t_1006,-17.762640000000005,64.44185,0.003917084,0.0031476847,0.0048745503,0.0022104282,0.006941437
t_1007,-18.512380000000007,64.42279,0.007451222,0.005988107,0.009271828,0.004898609,0.011333973
t_1008,-18.679129999999986,64.43133,0.007820702,0.0062853605,0.009731084,0.0053032595,0.011533166
t_1009,-18.408349999999984,64.43204,0.006071969,0.0048795585,0.007555767,0.0039045908,0.009442425
t_101,-18.78784999999999,63.52258,0.00611622,0.004916672,0.007608428,0.0041492297,0.009015684
t_1010,-18.57512,64.44063,0.0065449863,0.005259877,0.008144077,0.0043418007,0.009866147
t_1011,-18.741929999999996,64.44913,0.008671036,0.006968872,0.010788957,0.005930279,0.01267847
t_1012,-18.471069999999997,64.44989,0.0075585824,0.006074279,0.009405588,0.0049051126,0.011647473
t_1013,-18.637900000000002,64.45845,0.0066759307,0.0053651733,0.008306917,0.004467235,0.009976652
t_1014,-18.533829999999995,64.46773,0.0069867047,0.0056147506,0.008693893,0.004574046,0.01067196
t_1015,-18.700710000000015,64.47625,0.00828546,0.006658769,0.010309539,0.005590503,0.012279546
t_1016,-18.429730000000006,64.47698,0.0063171014,0.0050765206,0.0078608515,0.0040460243,0.009862959
t_1017,-17.116749999999996,64.4504,0.0028186005,0.0022649523,0.0035075836,0.0013929852,0.0057032253
t_1018,-17.387609999999995,64.45074,0.003097646,0.0024891887,0.0038548345,0.0016179723,0.005930516
t_1019,-17.658479999999997,64.45086,0.0037371754,0.0030031072,0.004650676,0.002062383,0.0067720097
t_102,-18.952280000000002,63.53113,0.0069588097,0.005595622,0.008654093,0.0048796637,0.009923847
t_1020,-17.283379999999994,64.45964,0.0029417325,0.0023638993,0.003660812,0.0015025758,0.0057593035
t_1021,-17.825189999999992,64.45982,0.0038488535,0.0030928596,0.0047896365,0.0021938297,0.0067524263
t_1022,-17.554280000000006,64.45984,0.003569887,0.0028686735,0.0044425037,0.0019265938,0.006614831
t_1023,-17.17911000000001,64.46849,0.0029104033,0.0023387228,0.0036218264,0.0014537188,0.0058267447
t_1024,-17.450060000000008,64.46878,0.0032750736,0.002631766,0.004075631,0.0017284893,0.0062054805
t_1025,-17.721000000000004,64.46885,0.003801283,0.003054625,0.0047304505,0.002119015,0.0068190894
t_1026,-17.345799999999997,64.47769,0.0030554212,0.0024552569,0.0038022897,0.0015769745,0.005919942
t_1027,-17.92935,64.45076,0.004228362,0.0033978375,0.005261889,0.0024643817,0.0072549814
t_1028,-18.36699999999999,64.45913,0.0070670135,0.0056791264,0.008794078,0.0044861916,0.011132534
t_1029,-18.096090000000004,64.45959,0.005516317,0.004432851,0.006864601,0.0033192695,0.009167605
t_103,-19.178789999999992,63.55764,0.008878936,0.0071457685,0.011032473,0.0065372954,0.012059346
t_1030,-18.26289,64.46832,0.0053913333,0.0043324707,0.0067089833,0.0033478017,0.008682257
t_1031,-17.991950000000003,64.4687,0.0043779705,0.0035180668,0.0054480564,0.0025765293,0.0074389316
t_1032,-18.158749999999998,64.47749,0.005604931,0.004504073,0.006974854,0.0034044264,0.009227766
t_1033,-18.32561000000001,64.48619,0.0067391978,0.0054156375,0.008386231,0.0042226645,0.01075548
t_1034,-18.05458999999999,64.48662,0.0049398425,0.003969586,0.0061472515,0.0029348717,0.008314518
t_1035,-18.221450000000004,64.49537,0.0058503593,0.0047013117,0.007280246,0.0035860275,0.009544463
t_1036,-17.95039,64.49571,0.0044387355,0.0035668863,0.005523689,0.0025794622,0.00763817
t_1037,-17.88776999999999,64.47778,0.004053237,0.0032571023,0.0050439714,0.002333063,0.0070417007
t_1038,-17.616780000000006,64.47784,0.0036331054,0.002919476,0.0045211725,0.0019806686,0.0066641415
t_1039,-17.241510000000005,64.48657,0.0029372002,0.0023602564,0.0036551727,0.0014824985,0.005819328
t_104,-19.240859999999998,63.57566,0.009505059,0.0076532834,0.011804885,0.0071121464,0.012703075
t_1040,-17.51254,64.4868,0.0033690243,0.0027072635,0.0041925455,0.0017962479,0.0063189077
t_1041,-17.783559999999994,64.48682,0.003963977,0.0031853653,0.0049329083,0.0022315842,0.007041238
t_1042,-17.408259999999984,64.49573,0.0031004173,0.0024914155,0.0038582839,0.0016166186,0.005946107
t_1043,-17.67931999999999,64.49583,0.0037324214,0.002999286,0.0046447623,0.0020550669,0.00677884
t_1044,-17.303949999999986,64.50462,0.002933767,0.002357498,0.0036508997,0.001496019,0.005753262
t_1045,-17.846159999999998,64.50477,0.0039075376,0.0031400148,0.004862668,0.0022210572,0.0068745865
t_1046,-17.575050000000005,64.50481,0.0034607449,0.002780969,0.0043066842,0.001863606,0.006426656
t_1047,-18.59662,64.48555,0.0070006535,0.0056260116,0.008711172,0.004622066,0.0106033
t_1048,-18.763559999999984,64.49403,0.008831448,0.0070976564,0.010988764,0.006006315,0.012985412
t_1049,-18.49251000000001,64.49481,0.0067880997,0.0054550576,0.008446895,0.004385172,0.010507751
t_105,-18.84978000000001,63.54069,0.0072194836,0.0058042263,0.008979826,0.004977141,0.010472064
t_1050,-18.659449999999993,64.50334,0.007674231,0.006167385,0.009549237,0.0051079444,0.011529847
t_1051,-18.555319999999995,64.51263,0.006712641,0.005394455,0.008352938,0.0043722955,0.010305696
t_1052,-18.722319999999996,64.52112,0.00737099,0.005923745,0.009171815,0.004944088,0.0109891845
t_1053,-18.451149999999984,64.52187,0.005690654,0.0045730695,0.007081358,0.0036270847,0.008928257
t_1054,-18.61815999999999,64.53042,0.010546437,0.008475457,0.013123461,0.006923799,0.016064495
t_1055,-18.51397,64.53968,0.0074868966,0.0060165813,0.009316524,0.0048104674,0.011652428
t_1056,-18.681039999999996,64.5482,0.00805584,0.006473983,0.010024209,0.005328551,0.012179025
t_1057,-19.487979999999993,64.31071,0.014190843,0.011431367,0.017616443,0.011515541,0.017487675
t_1058,-19.384289999999993,64.32029,0.012735898,0.010252194,0.015821304,0.01011334,0.016038528
t_1059,-19.55089000000001,64.3284,0.013951856,0.011241241,0.017316082,0.0114085395,0.017062156
t_106,-19.014260000000007,63.54921,0.0074198875,0.0059675984,0.009225609,0.005287541,0.010412161
t_1060,-19.447180000000003,64.33799,0.013469417,0.010844444,0.016729781,0.010781033,0.016828181
t_1061,-19.510099999999994,64.35568,0.014657723,0.011803079,0.018202778,0.011818444,0.018179113
t_1062,-19.40634,64.36526,0.012726438,0.01024197,0.01581358,0.010045548,0.016122786
