# 19970228_M6.1_Golestan median gmf, Stations:None, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
t_0,45.00573,39.28024,0.0027668218,0.0025598702,0.0028467278,0.0029722233
t_1,44.736230000000006,39.34974,0.001567841,0.0013133157,0.0018274282,0.0016154655
t_10,44.826059999999984,39.55782,0.00238782,0.0022567653,0.002396639,0.002579148
t_100,47.88033999999999,39.41917,0.019384084,0.01822626,0.019754684,0.018604383
t_1000,45.63454999999999,37.73383,0.0040131886,0.0034453638,0.0044862772,0.004122446
t_1001,45.90404000000001,37.73383,0.0061107427,0.005528104,0.006442988,0.0063354857
t_1002,45.544719999999984,37.80484,0.0028870588,0.002306565,0.0035556597,0.0028948637
t_1003,45.993870000000015,37.80484,0.008178207,0.007761599,0.008099274,0.008567569
t_1004,46.17354,37.80484,0.0057290215,0.0046812166,0.006875176,0.0055821664
t_1005,45.72438,37.80484,0.0065621184,0.0062865773,0.006408711,0.007006127
t_1006,45.63454999999999,37.80484,0.0058488883,0.0055555413,0.005780117,0.00625099
t_1007,46.26337000000001,37.80484,0.0061450894,0.004994733,0.007452028,0.0059319204
t_1008,45.81421,37.80484,0.006955158,0.0066193016,0.00685575,0.007374415
t_1009,46.083709999999996,37.80484,0.0052604293,0.0043032304,0.0062892535,0.005163419
t_101,47.970169999999996,39.41917,0.018779967,0.017421775,0.019471278,0.01791503
t_1010,45.90404000000001,37.80484,0.008071202,0.007807686,0.007779122,0.008562092
t_1011,45.544719999999984,37.87578,0.00297795,0.0023873316,0.0036488876,0.0029872537
t_1012,45.72438,37.87578,0.0068187625,0.0065654805,0.0066131875,0.007285853
t_1013,45.90404000000001,37.87578,0.0077835848,0.0074187806,0.0076593957,0.008202913
t_1014,46.17354,37.87578,0.005918322,0.0048438706,0.0070879445,0.0057575027
t_1015,46.26337000000001,37.87578,0.0067454884,0.0055681304,0.007988669,0.0065261857
t_1016,46.083709999999996,37.87578,0.005629586,0.00465325,0.0066249385,0.0055331215
t_1017,45.81421,37.87578,0.0070946403,0.0067518074,0.0069939806,0.007513386
t_1018,45.63454999999999,37.87578,0.0060148877,0.005728185,0.005922706,0.0064289505
t_1019,45.993870000000015,37.87578,0.0068933354,0.006211042,0.0073096016,0.00707115
t_102,48.06,39.41917,0.018387577,0.016866555,0.019264907,0.017455315
t_1020,46.17354,37.94666,0.0063268826,0.005233808,0.0074546374,0.0061637443
t_1021,45.81421,37.94666,0.007381673,0.007066523,0.0072177597,0.007825685
t_1022,45.993870000000015,37.94666,0.008897653,0.0085372105,0.008679353,0.009329256
t_1023,45.90404000000001,37.94666,0.007957922,0.0075934557,0.007819334,0.008380105
t_1024,45.544719999999984,37.94666,0.0042783166,0.0037818442,0.0046344413,0.0044585015
t_1025,45.72438,37.94666,0.0067196605,0.006419224,0.006588588,0.0071538496
t_1026,45.63454999999999,37.94666,0.0061772955,0.005900664,0.0060572876,0.0066048354
t_1027,46.083709999999996,37.94666,0.006085041,0.0051022395,0.007009991,0.005999265
t_1028,46.26337000000001,37.94666,0.006846512,0.005640717,0.008137586,0.006606645
t_1029,47.07184999999998,37.37776,0.013143991,0.011547598,0.014556946,0.012467942
t_103,47.88033999999999,39.48853,0.01685262,0.015755733,0.017270345,0.016349897
t_1030,47.25152,37.37776,0.01458531,0.012629661,0.016493186,0.013516557
t_1031,47.70067,37.37776,0.018454203,0.015712257,0.021563755,0.016421663
t_1032,47.341350000000006,37.37776,0.017937485,0.016216993,0.01936867,0.016819643
t_1033,47.16167999999999,37.44911,0.012954501,0.01079427,0.0154396165,0.011801199
t_1034,47.43117999999998,37.44911,0.023293933,0.02154097,0.024565987,0.021599844
t_1035,47.07184999999998,37.44911,0.012009893,0.010021381,0.014231003,0.011046368
t_1036,47.25152,37.44911,0.021332331,0.020022137,0.02187508,0.020222282
t_1037,47.70067,37.44911,0.019740919,0.016537737,0.023836602,0.017209914
t_1038,47.610839999999996,37.44911,0.018532438,0.0154786995,0.02241888,0.016232397
t_1039,47.52100999999999,37.44911,0.021614932,0.019228643,0.024078617,0.019579487
t_104,48.14983000000001,39.48853,0.01630279,0.014907517,0.017019888,0.015648566
t_1040,47.341350000000006,37.44911,0.023593048,0.022272479,0.024028705,0.022218727
t_1041,47.07184999999998,37.52039,0.01296271,0.010793516,0.015469371,0.011801431
t_1042,47.610839999999996,37.52039,0.020948533,0.017469754,0.025624022,0.01807708
t_1043,47.341350000000006,37.52039,0.02092814,0.0186021,0.02330041,0.019014174
t_1044,47.16167999999999,37.52039,0.018744325,0.01695177,0.020267693,0.017492985
t_1045,47.25152,37.52039,0.019301007,0.017165372,0.02138499,0.017707221
t_1046,47.43117999999998,37.52039,0.021878164,0.01924037,0.02476948,0.01960427
t_1047,47.70067,37.52039,0.022523535,0.018853346,0.027495064,0.019339243
t_1048,47.52100999999999,37.52039,0.018897383,0.0156153105,0.023353295,0.016381586
t_1049,47.43117999999998,37.59161,0.028902292,0.026629534,0.030978654,0.026087843
t_105,47.970169999999996,39.48853,0.017268626,0.016164953,0.017619722,0.01674225
t_1050,47.25152,37.59161,0.016957525,0.014106925,0.020553181,0.014958859
t_1051,47.52100999999999,37.59161,0.02203506,0.018340202,0.027151488,0.018883144
t_1052,47.07184999999998,37.59161,0.019975303,0.018406225,0.021058625,0.018792653
t_1053,47.16167999999999,37.59161,0.01973615,0.01765012,0.0217239,0.018142996
t_1054,47.70067,37.59161,0.036980197,0.034274686,0.039422415,0.032710724
t_1055,47.610839999999996,37.59161,0.027871786,0.024303509,0.032443374,0.024156108
t_1056,47.341350000000006,37.59161,0.027384384,0.025443204,0.028845506,0.025034802
t_1057,47.70067,37.66275,0.03922895,0.035608344,0.042128686,0.033964317
t_1058,47.610839999999996,37.66275,0.033813562,0.030053187,0.037845742,0.029189462
t_1059,47.07184999999998,37.66275,0.016395247,0.013900534,0.019174421,0.0147359595
t_106,48.06,39.48853,0.019303048,0.018475201,0.018932886,0.01884706
t_1060,47.52100999999999,37.66275,0.026323326,0.022204401,0.031896025,0.022358816
