# 19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
m_37,48.036100000000005,38.0924,0.16279186,0.15347278,0.15863518,0.17365216
m_38,48.016999999999996,38.036,0.062154725,0.062057815,0.061741587,0.061609473
m_39,47.93299999999999,38.183,0.13171059,0.10308613,0.15206046,0.124496944
m_40,47.715,37.4211,0.015900869,0.01561679,0.016217535,0.01684532
m_41,47.05080000000001,37.4778,0.018147329,0.02180111,0.021736337,0.021130882
m_42,48.0667,38.15,0.31324205,0.3045206,0.29698566,0.5210254
m_43,48.06999999999999,38.09,0.2182902,0.21623795,0.21108265,0.3046869
m_44,47.99610000000001,38.0342,0.0726171,0.070928365,0.07151405,0.07243765
m_45,47.548100000000005,37.9264,0.06325729,0.06620914,0.064460166,0.06324752
m_46,48.02000000000001,38.09,0.13776664,0.12748736,0.1349728,0.13881837
m_47,48.2833,38.25,0.1350258,0.13596155,0.13501222,0.13521498
m_48,48.099999999999994,38.08,0.24289447,0.22547296,0.23808248,0.29281396
m_49,46.83330000000001,37.85,0.017843664,0.021178478,0.021251451,0.020666955
s_0,48.06999999999999,39.02,0.0449,0.0449,0.0449,0.0449
s_1,47.71000000000001,37.43,0.0166,0.0166,0.0166,0.0166
s_10,48.28,38.23,0.11555,0.11555,0.11555,0.11555
s_11,48.870000000000005,38.42,0.04444,0.04444,0.04444,0.04444
s_12,46.43000000000001,37.83,0.01115,0.01115,0.01115,0.01115
s_13,47.120000000000005,38.25,0.01789,0.01789,0.01789,0.01789
s_14,47.370000000000005,38.86,0.06129,0.06129,0.06129,0.06129
s_15,47.71000000000001,37.42,0.01663,0.01663,0.01663,0.01663
s_16,47.72999999999999,39.03,0.02509,0.02509,0.02509,0.02509
s_17,48.06,39.05,0.04522,0.04522,0.04522,0.04522
s_18,48.420000000000016,37.92,0.07719,0.07719,0.07719,0.07719
s_19,48.879999999999995,38.43,0.04398,0.04398,0.04398,0.04398
s_2,48.860000000000014,38.43,0.04527,0.04527,0.04527,0.04527
s_20,48.05000000000001,37.87,0.5602,0.5602,0.5602,0.5602
s_21,48.02000000000001,38.04,0.05702,0.05702,0.05702,0.05702
s_22,46.59,38.15,0.01202,0.01202,0.01202,0.01202
s_23,48.30000000000001,38.25,0.16633,0.16633,0.16633,0.16633
s_24,48.53999999999999,37.61,0.01923,0.01923,0.01923,0.01923
s_25,56.920000000000016,37.56,0.09954,0.09954,0.09954,0.09954
s_26,48.25999999999999,38.22,0.16761,0.16761,0.16761,0.16761
s_27,48.52000000000001,37.62,0.01918,0.01918,0.01918,0.01918
s_28,47.03999999999999,38.86,0.02487,0.02487,0.02487,0.02487
s_29,48.629999999999995,38.26,0.02476,0.02476,0.02476,0.02476
s_3,48.31999999999999,39.36,0.01153,0.01153,0.01153,0.01153
s_30,48.579999999999984,38.32,0.02439,0.02439,0.02439,0.02439
s_31,48.28,38.26,0.11633,0.11633,0.11633,0.11633
s_32,49.129999999999995,37.37,0.01281,0.01281,0.01281,0.01281
s_33,48.25999999999999,38.241,0.17167,0.17167,0.17167,0.17167
s_34,47.120000000000005,38.33,0.01776,0.01776,0.01776,0.01776
s_35,48.34,37.68,0.01783,0.01783,0.01783,0.01783
s_36,47.670000000000016,36.74,0.01062,0.01062,0.01062,0.01062
s_4,47.670000000000016,38.39,0.02328,0.02328,0.02328,0.02328
s_5,48.09,38.63,0.0465,0.0465,0.0465,0.0465
s_6,48.370000000000005,39.38,0.01153,0.01153,0.01153,0.01153
s_7,48.06,37.92,0.58568,0.58568,0.58568,0.58568
s_8,47.53999999999999,37.94,0.06269,0.06269,0.06269,0.06269
s_9,48.47999999999999,38.42,0.10944,0.10944,0.10944,0.10944
t_0,45.00573,39.28024,0.0056165843,0.002998381,0.0029262425,0.0033132995
t_1,44.736230000000006,39.34974,0.0037927218,0.001540495,0.0018811442,0.0026354166
