# 19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:Jackson_et_al_2002
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_37,48.036100000000005,38.0924,0.063503295,0.06344599,0.06323165,0.06365038
m_38,48.016999999999996,38.036,0.13237186,0.112040885,0.1535365,0.13003123
m_39,47.93299999999999,38.183,0.015793761,0.0156139275,0.016156353,0.015681779
m_40,47.715,37.4211,0.024057368,0.025606913,0.024234585,0.023831187
m_41,47.05080000000001,37.4778,0.10609322,0.10150329,0.10460556,0.10421956
m_42,48.0667,38.15,0.08192426,0.079729624,0.08160899,0.08006579
m_43,48.06999999999999,38.09,0.08012733,0.0786691,0.080694646,0.08056349
m_44,47.99610000000001,38.0342,0.069802895,0.07076222,0.06831603,0.06960816
m_45,47.548100000000005,37.9264,0.08255092,0.079746716,0.08250871,0.082082115
m_46,48.02000000000001,38.09,0.13724585,0.13643222,0.13699916,0.13738587
m_47,48.2833,38.25,0.080686696,0.077514276,0.08231011,0.077470526
m_48,48.099999999999994,38.08,0.024340672,0.025612695,0.02476898,0.023822827
s_0,48.06999999999999,39.02,0.0449,0.0449,0.0449,0.0449
s_1,47.71000000000001,37.43,0.0166,0.0166,0.0166,0.0166
s_10,48.28,38.23,0.11555,0.11555,0.11555,0.11555
s_11,48.870000000000005,38.42,0.04444,0.04444,0.04444,0.04444
s_12,46.43000000000001,37.83,0.01115,0.01115,0.01115,0.01115
s_13,47.120000000000005,38.25,0.01789,0.01789,0.01789,0.01789
s_14,47.370000000000005,38.86,0.06129,0.06129,0.06129,0.06129
s_15,47.71000000000001,37.42,0.01663,0.01663,0.01663,0.01663
s_16,47.72999999999999,39.03,0.02509,0.02509,0.02509,0.02509
s_17,48.06,39.05,0.04522,0.04522,0.04522,0.04522
s_18,48.420000000000016,37.92,0.07719,0.07719,0.07719,0.07719
s_19,48.879999999999995,38.43,0.04398,0.04398,0.04398,0.04398
s_2,48.860000000000014,38.43,0.04527,0.04527,0.04527,0.04527
s_20,48.05000000000001,37.87,0.5602,0.5602,0.5602,0.5602
s_21,48.02000000000001,38.04,0.05702,0.05702,0.05702,0.05702
s_22,46.59,38.15,0.01202,0.01202,0.01202,0.01202
s_23,48.30000000000001,38.25,0.16633,0.16633,0.16633,0.16633
s_24,48.53999999999999,37.61,0.01923,0.01923,0.01923,0.01923
s_25,56.920000000000016,37.56,0.16761,0.16761,0.16761,0.16761
s_26,48.25999999999999,38.22,0.01918,0.01918,0.01918,0.01918
s_27,48.52000000000001,37.62,0.02487,0.02487,0.02487,0.02487
s_28,47.03999999999999,38.86,0.02476,0.02476,0.02476,0.02476
s_29,48.629999999999995,38.26,0.02439,0.02439,0.02439,0.02439
s_3,48.31999999999999,39.36,0.01153,0.01153,0.01153,0.01153
s_30,48.579999999999984,38.32,0.11633,0.11633,0.11633,0.11633
s_31,48.28,38.26,0.01281,0.01281,0.01281,0.01281
s_32,49.129999999999995,37.37,0.17167,0.17167,0.17167,0.17167
s_33,48.25999999999999,38.241,0.01776,0.01776,0.01776,0.01776
s_34,47.120000000000005,38.33,0.01783,0.01783,0.01783,0.01783
s_35,48.34,37.68,0.01062,0.01062,0.01062,0.01062
s_36,47.670000000000016,36.74,0.08198384,0.07950009,0.08158003,0.08111716
s_4,47.670000000000016,38.39,0.02328,0.02328,0.02328,0.02328
s_5,48.09,38.63,0.0465,0.0465,0.0465,0.0465
s_6,48.370000000000005,39.38,0.01153,0.01153,0.01153,0.01153
s_7,48.06,37.92,0.58568,0.58568,0.58568,0.58568
s_8,47.53999999999999,37.94,0.06269,0.06269,0.06269,0.06269
s_9,48.47999999999999,38.42,0.10944,0.10944,0.10944,0.10944
t_0,45.00573,39.28024,0.002521661,0.0027690516,0.0024312213,0.0029485268
t_1,44.736230000000006,39.34974,0.0014235048,0.001417981,0.0015533064,0.0015948229
t_10,44.826059999999984,39.55782,0.0021122363,0.0023709412,0.0019886885,0.0024777334
t_100,47.88033999999999,39.41917,0.012395264,0.013556702,0.011734394,0.013464104
