# 19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:Jackson_et_al_2002
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
m_37,48.036100000000005,38.0924,0.06377489,0.06344599,0.06323165,0.062867165
m_38,48.016999999999996,38.036,0.15598366,0.112040885,0.1535365,0.12508301
m_39,47.93299999999999,38.183,0.015897531,0.0156139275,0.016156353,0.016801348
m_40,47.715,37.4211,0.021504344,0.025606913,0.024234585,0.023132846
m_41,47.05080000000001,37.4778,0.10676257,0.10150329,0.10460556,0.10331891
m_42,48.0667,38.15,0.08117474,0.079729624,0.08160899,0.08273832
m_43,48.06999999999999,38.09,0.08304005,0.0786691,0.080694646,0.08039092
m_44,47.99610000000001,38.0342,0.068830766,0.07076222,0.06831603,0.06720258
m_45,47.548100000000005,37.9264,0.08444042,0.079746716,0.08250871,0.081678845
m_46,48.02000000000001,38.09,0.13724013,0.13643222,0.13699916,0.13680956
m_47,48.2833,38.25,0.078974195,0.077514276,0.08231011,0.087053254
m_48,48.099999999999994,38.08,0.021755306,0.025612695,0.02476898,0.023426076
s_0,48.06999999999999,39.02,0.0449,0.0449,0.0449,0.0449
s_1,47.71000000000001,37.43,0.0166,0.0166,0.0166,0.0166
s_10,48.28,38.23,0.11555,0.11555,0.11555,0.11555
s_11,48.870000000000005,38.42,0.04444,0.04444,0.04444,0.04444
s_12,46.43000000000001,37.83,0.01115,0.01115,0.01115,0.01115
s_13,47.120000000000005,38.25,0.01789,0.01789,0.01789,0.01789
s_14,47.370000000000005,38.86,0.06129,0.06129,0.06129,0.06129
s_15,47.71000000000001,37.42,0.01663,0.01663,0.01663,0.01663
s_16,47.72999999999999,39.03,0.02509,0.02509,0.02509,0.02509
s_17,48.06,39.05,0.04522,0.04522,0.04522,0.04522
s_18,48.420000000000016,37.92,0.07719,0.07719,0.07719,0.07719
s_19,48.879999999999995,38.43,0.04398,0.04398,0.04398,0.04398
s_2,48.860000000000014,38.43,0.04527,0.04527,0.04527,0.04527
s_20,48.05000000000001,37.87,0.5602,0.5602,0.5602,0.5602
s_21,48.02000000000001,38.04,0.05702,0.05702,0.05702,0.05702
s_22,46.59,38.15,0.01202,0.01202,0.01202,0.01202
s_23,48.30000000000001,38.25,0.16633,0.16633,0.16633,0.16633
s_24,48.53999999999999,37.61,0.01923,0.01923,0.01923,0.01923
s_25,56.920000000000016,37.56,0.16761,0.16761,0.16761,0.16761
s_26,48.25999999999999,38.22,0.01918,0.01918,0.01918,0.01918
s_27,48.52000000000001,37.62,0.02487,0.02487,0.02487,0.02487
s_28,47.03999999999999,38.86,0.02476,0.02476,0.02476,0.02476
s_29,48.629999999999995,38.26,0.02439,0.02439,0.02439,0.02439
s_3,48.31999999999999,39.36,0.01153,0.01153,0.01153,0.01153
s_30,48.579999999999984,38.32,0.11633,0.11633,0.11633,0.11633
s_31,48.28,38.26,0.01281,0.01281,0.01281,0.01281
s_32,49.129999999999995,37.37,0.17167,0.17167,0.17167,0.17167
s_33,48.25999999999999,38.241,0.01776,0.01776,0.01776,0.01776
s_34,47.120000000000005,38.33,0.01783,0.01783,0.01783,0.01783
s_35,48.34,37.68,0.01062,0.01062,0.01062,0.01062
s_36,47.670000000000016,36.74,0.082836546,0.07950009,0.08158003,0.08111782
s_4,47.670000000000016,38.39,0.02328,0.02328,0.02328,0.02328
s_5,48.09,38.63,0.0465,0.0465,0.0465,0.0465
s_6,48.370000000000005,39.38,0.01153,0.01153,0.01153,0.01153
s_7,48.06,37.92,0.58568,0.58568,0.58568,0.58568
s_8,47.53999999999999,37.94,0.06269,0.06269,0.06269,0.06269
s_9,48.47999999999999,38.42,0.10944,0.10944,0.10944,0.10944
t_0,45.00573,39.28024,0.0050321985,0.0027690516,0.0024312213,0.002912428
t_1,44.736230000000006,39.34974,0.003371306,0.001417981,0.0015533064,0.0023102744
t_10,44.826059999999984,39.55782,0.0048580435,0.0023709412,0.0019886885,0.0022537096
t_100,47.88033999999999,39.41917,0.012882279,0.013556702,0.011734394,0.0120834
t_1000,45.63454999999999,37.73383,0.006085651,0.004571961,0.004704772,0.006365098
t_1001,45.90404000000001,37.73383,0.008369905,0.0074507655,0.0069277817,0.008166664
t_1002,45.544719999999984,37.80484,0.004686218,0.0030233923,0.0036772431,0.0047086435
t_1003,45.993870000000015,37.80484,0.010497408,0.010379552,0.008697905,0.0091052875
t_1004,46.17354,37.80484,0.0073276996,0.006235848,0.0074135587,0.0082772905
t_1005,45.72438,37.80484,0.009127006,0.008310971,0.0067322147,0.007093511
t_1006,45.63454999999999,37.80484,0.00842493,0.00730798,0.006023772,0.0065263445
t_1007,46.26337000000001,37.80484,0.007668855,0.0065528243,0.007965008,0.008749124
t_1008,45.81421,37.80484,0.00943466,0.00879534,0.0072597563,0.00771398
t_1009,46.083709999999996,37.80484,0.006938307,0.005766911,0.0067853862,0.007715015
t_101,47.970169999999996,39.41917,0.012376623,0.012783595,0.011398954,0.012041688
t_1010,45.90404000000001,37.80484,0.010530474,0.010413628,0.008299485,0.008387119
t_1011,45.544719999999984,37.87578,0.004718774,0.0031060649,0.0037485952,0.004756836
t_1012,45.72438,37.87578,0.0093370965,0.00860855,0.006896517,0.0071733464
t_1013,45.90404000000001,37.87578,0.010115028,0.009805762,0.008104571,0.008490131
t_1014,46.17354,37.87578,0.0074331663,0.006362121,0.0075497334,0.008386073
