# 19970228_M6.1_Golestan median gmf, Stations:None, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
t_0,45.00573,39.28024,0.0030231844,0.0025598702,0.0028467278,0.0023297106
t_1,44.736230000000006,39.34974,0.0020372788,0.0013133157,0.0018274282,0.0018509814
t_10,44.826059999999984,39.55782,0.002968524,0.0022567653,0.002396639,0.0018465226
t_100,47.88033999999999,39.41917,0.009699298,0.01822626,0.019754684,0.0135572385
t_1000,45.63454999999999,37.73383,0.0032034705,0.0034453638,0.0044862772,0.004277142
t_1001,45.90404000000001,37.73383,0.004294464,0.005528104,0.006442988,0.005412602
t_1002,45.544719999999984,37.80484,0.0024935172,0.002306565,0.0035556597,0.003198872
t_1003,45.993870000000015,37.80484,0.005368708,0.007761599,0.008099274,0.0060787713
t_1004,46.17354,37.80484,0.00371308,0.0046812166,0.006875176,0.0056340075
t_1005,45.72438,37.80484,0.0047812043,0.0062865773,0.006408711,0.0047711316
t_1006,45.63454999999999,37.80484,0.0044489163,0.0055555413,0.005780117,0.004411278
t_1007,46.26337000000001,37.80484,0.0038983065,0.004994733,0.007452028,0.006141252
t_1008,45.81421,37.80484,0.0049014227,0.0066193016,0.00685575,0.0051660975
t_1009,46.083709999999996,37.80484,0.0035254234,0.0043032304,0.0062892535,0.005176405
t_101,47.970169999999996,39.41917,0.009406643,0.017421775,0.019471278,0.013712999
t_1010,45.90404000000001,37.80484,0.005427713,0.007807686,0.007779122,0.0056003747
t_1011,45.544719999999984,37.87578,0.0025193444,0.0023873316,0.0036488876,0.003251699
t_1012,45.72438,37.87578,0.004910287,0.0065654805,0.0066131875,0.0048577664
t_1013,45.90404000000001,37.87578,0.005236732,0.0074187806,0.0076593957,0.0057132603
t_1014,46.17354,37.87578,0.0037965483,0.0048438706,0.0070879445,0.0057696635
t_1015,46.26337000000001,37.87578,0.0041646473,0.0055681304,0.007988669,0.0062991763
t_1016,46.083709999999996,37.87578,0.0037162101,0.00465325,0.0066249385,0.0052935085
t_1017,45.81421,37.87578,0.0049565067,0.0067518074,0.0069939806,0.0052648066
t_1018,45.63454999999999,37.87578,0.00453003,0.005728185,0.005922706,0.0044875816
t_1019,45.993870000000015,37.87578,0.0045885514,0.006211042,0.0073096016,0.0061404686
t_102,48.06,39.41917,0.009196011,0.016866555,0.019264907,0.013794449
t_1020,46.17354,37.94666,0.0040027727,0.005233808,0.0074546374,0.005885751
t_1021,45.81421,37.94666,0.0051019657,0.007066523,0.0072177597,0.0053487564
t_1022,45.993870000000015,37.94666,0.005708218,0.0085372105,0.008679353,0.006318895
t_1023,45.90404000000001,37.94666,0.005311312,0.0075934557,0.007819334,0.0058093737
t_1024,45.544719999999984,37.94666,0.00343729,0.0037818442,0.0046344413,0.004161487
t_1025,45.72438,37.94666,0.004828419,0.006419224,0.006588588,0.0049313838
t_1026,45.63454999999999,37.94666,0.0046116975,0.005900664,0.0060572876,0.0045523774
t_1027,46.083709999999996,37.94666,0.0039573316,0.0051022395,0.007009991,0.005393517
t_1028,46.26337000000001,37.94666,0.0041986913,0.005640717,0.008137586,0.00643465
t_1029,47.07184999999998,37.37776,0.006960994,0.011547598,0.014556946,0.011927776
t_103,47.88033999999999,39.48853,0.008682643,0.015755733,0.017270345,0.012232871
t_1030,47.25152,37.37776,0.0074870894,0.012629661,0.016493186,0.010783949
t_1031,47.70067,37.37776,0.009024187,0.015712257,0.021563755,0.013908006
t_1032,47.341350000000006,37.37776,0.008991785,0.016216993,0.01936867,0.014473622
t_1033,47.16167999999999,37.44911,0.0067167305,0.01079427,0.0154396165,0.0109778205
t_1034,47.43117999999998,37.44911,0.011228531,0.02154097,0.024565987,0.01692579
t_1035,47.07184999999998,37.44911,0.0063338974,0.010021381,0.014231003,0.010208299
t_1036,47.25152,37.44911,0.010469531,0.020022137,0.02187508,0.014866462
t_1037,47.70067,37.44911,0.009558076,0.016537737,0.023836602,0.015610653
t_1038,47.610839999999996,37.44911,0.009046633,0.0154786995,0.02241888,0.014943882
t_1039,47.52100999999999,37.44911,0.010449639,0.019228643,0.024078617,0.017927093
t_104,48.14983000000001,39.48853,0.008354632,0.014907517,0.017019888,0.012410531
t_1040,47.341350000000006,37.44911,0.011381828,0.022272479,0.024028705,0.015896117
t_1041,47.07184999999998,37.52039,0.0067185736,0.010793516,0.015469371,0.011012417
t_1042,47.610839999999996,37.52039,0.010086144,0.017469754,0.025624022,0.016745267
t_1043,47.341350000000006,37.52039,0.010162499,0.0186021,0.02330041,0.0174634
t_1044,47.16167999999999,37.52039,0.0093188705,0.01695177,0.020267693,0.015035117
t_1045,47.25152,37.52039,0.009493538,0.017165372,0.02138499,0.016227579
t_1046,47.43117999999998,37.52039,0.01053271,0.01924037,0.02476948,0.01871857
t_1047,47.70067,37.52039,0.010763598,0.018853346,0.027495064,0.017595772
t_1048,47.52100999999999,37.52039,0.009206962,0.0156153105,0.023353295,0.01581043
t_1049,47.43117999999998,37.59161,0.013552982,0.026629534,0.030978654,0.020716058
t_105,47.970169999999996,39.48853,0.008845031,0.016164953,0.017619722,0.012357802
t_1050,47.25152,37.59161,0.008378365,0.014106925,0.020553181,0.01401684
t_1051,47.52100999999999,37.59161,0.01056451,0.018340202,0.027151488,0.017635303
t_1052,47.07184999999998,37.59161,0.009875219,0.018406225,0.021058625,0.014965046
t_1053,47.16167999999999,37.59161,0.009688272,0.01765012,0.0217239,0.016284756
t_1054,47.70067,37.59161,0.017014986,0.034274686,0.039422415,0.025150446
t_1055,47.610839999999996,37.59161,0.013099755,0.024303509,0.032443374,0.02376235
t_1056,47.341350000000006,37.59161,0.012915417,0.025443204,0.028845506,0.019180113
t_1057,47.70067,37.66275,0.018160846,0.035608344,0.042128686,0.028609345
t_1058,47.610839999999996,37.66275,0.015755752,0.030053187,0.037845742,0.026789414
t_1059,47.07184999999998,37.66275,0.008166201,0.013900534,0.019174421,0.012723969
t_106,48.06,39.48853,0.009687286,0.018475201,0.018932886,0.012560819
t_1060,47.52100999999999,37.66275,0.012436394,0.022204401,0.031896025,0.019696943
t_1061,47.16167999999999,37.66275,0.0084093185,0.014201492,0.020543676,0.01393712
t_1062,47.25152,37.66275,0.009204314,0.015773924,0.022928437,0.015254667
t_1063,47.43117999999998,37.66275,0.013710067,0.026218537,0.032829396,0.022926176
t_1064,47.341350000000006,37.66275,0.014929459,0.030411195,0.03338336,0.021042386
t_1065,47.70067,37.73383,0.016740134,0.029862398,0.041026708,0.025898257
t_1066,47.610839999999996,37.73383,0.016632712,0.030740345,0.040185,0.023981454
t_1067,47.16167999999999,37.73383,0.010016776,0.017869826,0.024088407,0.01500466
t_1068,47.07184999999998,37.73383,0.009842159,0.017848946,0.022596492,0.017174462
t_1069,47.52100999999999,37.73383,0.015573397,0.02913073,0.037834324,0.027784348
t_107,48.06,39.55782,0.0080025345,0.014129287,0.015585623,0.011228996
t_1070,47.43117999999998,37.73383,0.013901196,0.025789987,0.034481045,0.02534478
t_1071,47.25152,37.73383,0.012215554,0.022979064,0.028984752,0.020895002
t_1072,47.341350000000006,37.73383,0.012436177,0.022840045,0.030843562,0.018246882
t_1073,47.07184999999998,37.80484,0.0109531935,0.020446746,0.025115164,0.018273009
t_1074,47.25152,37.80484,0.013393296,0.025509292,0.032066327,0.022571933
t_1075,47.16167999999999,37.80484,0.011383176,0.020993937,0.027232474,0.020295106
t_1076,47.43117999999998,37.80484,0.017580267,0.03437914,0.041004837,0.027943388
t_1077,47.341350000000006,37.80484,0.015393848,0.029824937,0.03681618,0.025120504
t_1078,47.52100999999999,37.80484,0.02089054,0.041681647,0.046827238,0.03101315
t_1079,47.70067,37.80484,0.021354184,0.03900454,0.049384575,0.029712575
t_108,47.970169999999996,39.55782,0.008894063,0.01649464,0.01677494,0.011299439
t_1080,47.610839999999996,37.80484,0.02059578,0.038954977,0.0472802,0.0342509
t_1081,47.610839999999996,37.87578,0.029633699,0.06083645,0.06134581,0.03913829
t_1082,47.16167999999999,37.87578,0.010490531,0.018344074,0.026614323,0.017118132
t_1083,47.07184999999998,37.87578,0.012667454,0.024707645,0.028564962,0.019322326
t_1084,47.341350000000006,37.87578,0.019916084,0.0415599,0.044440836,0.027538499
t_1085,47.25152,37.87578,0.016780222,0.03410484,0.03865739,0.024233375
t_1086,47.52100999999999,37.87578,0.023817359,0.047414944,0.052008573,0.03449844
t_1087,47.70067,37.87578,0.0324546,0.064112596,0.0661601,0.043133236
t_1088,47.43117999999998,37.87578,0.021769874,0.044457,0.048049994,0.030656422
t_1089,47.16167999999999,37.94666,0.015336939,0.03069759,0.035343096,0.02282802
t_109,45.00573,38.7918,0.0019250899,0.0013996919,0.002222936,0.002069571
t_1090,47.610839999999996,37.94666,0.033583824,0.06708953,0.067694455,0.04402227
t_1091,47.07184999999998,37.94666,0.014628927,0.029921466,0.032348506,0.020503795
t_1092,47.341350000000006,37.94666,0.020192247,0.0408413,0.045333676,0.029287867
t_1093,47.52100999999999,37.94666,0.028339975,0.0573542,0.059322517,0.03853124
t_1094,47.70067,37.94666,0.03134186,0.055560037,0.066402875,0.049545392
t_1095,47.43117999999998,37.94666,0.024420083,0.05014302,0.05263081,0.033734377
t_1096,47.25152,37.94666,0.018344814,0.037766367,0.04163201,0.025804076
t_1097,47.70067,38.01746,0.030123103,0.047284428,0.06607042,0.044732638
t_1098,47.610839999999996,38.01746,0.036338784,0.069146164,0.07223404,0.048448704
t_1099,46.982020000000006,37.37776,0.0076446114,0.013242235,0.014958013,0.011126233
t_11,44.826059999999984,39.62705,0.001709272,0.001001138,0.0015622849,0.0014059616
t_110,45.095560000000006,38.7918,0.002514107,0.0021245105,0.002843506,0.0028067797
t_1100,46.53286,37.37776,0.004226104,0.0056745475,0.007938274,0.006124062
t_1101,46.80235999999999,37.37776,0.006289548,0.010080441,0.011994956,0.009639338
t_1102,46.62270000000001,37.37776,0.004309249,0.0058618253,0.008412887,0.006593821
t_1103,46.44302999999999,37.37776,0.0038092074,0.004860029,0.007044119,0.005687251
t_1104,46.353200000000015,37.37776,0.0037266642,0.004670659,0.006629274,0.005281837
t_1105,46.712530000000015,37.37776,0.0061580054,0.009772147,0.011327453,0.008959812
t_1106,46.80235999999999,37.44911,0.0058986787,0.009197514,0.011898397,0.00813772
t_1107,46.62270000000001,37.44911,0.004451556,0.006153945,0.008901171,0.0069750613
t_1108,46.353200000000015,37.44911,0.0037187706,0.0046827043,0.006811313,0.005537086
t_1109,46.982020000000006,37.44911,0.0059356787,0.009203039,0.013038391,0.00947577
t_111,45.27521999999999,38.7918,0.0038298809,0.004109723,0.004275664,0.003282955
t_1110,46.89219,37.44911,0.0072539593,0.012296542,0.014380989,0.011089842
t_1111,46.712530000000015,37.44911,0.004824709,0.006911994,0.009867423,0.0075347363
t_1112,46.53286,37.44911,0.0041091307,0.0054707015,0.008027084,0.006456987
t_1113,46.44302999999999,37.44911,0.003962758,0.005166237,0.007469646,0.005978486
t_1114,46.44302999999999,37.52039,0.0040538013,0.0053558657,0.007810634,0.0062684403
t_1115,46.53286,37.52039,0.0045082173,0.0062604346,0.008843481,0.0067905486
t_1116,46.353200000000015,37.52039,0.0037317271,0.0047136005,0.007003408,0.005789772
t_1117,46.80235999999999,37.52039,0.005776849,0.008908553,0.012146122,0.008652479
t_1118,46.89219,37.52039,0.005937226,0.009214279,0.012967518,0.009381787
t_1119,46.982020000000006,37.52039,0.008858029,0.016126018,0.017969731,0.0128366295
t_112,45.454890000000006,38.7918,0.0035546704,0.0038571917,0.004454696,0.0037690543
t_1120,46.712530000000015,37.52039,0.0052772225,0.007852002,0.010873795,0.007979291
t_1121,46.62270000000001,37.52039,0.004729407,0.0067169503,0.009595046,0.0073597184
t_1122,46.53286,37.59161,0.0043840255,0.006024165,0.008908193,0.0071204095
t_1123,46.62270000000001,37.59161,0.004661241,0.006516729,0.009725855,0.007742811
t_1124,46.353200000000015,37.59161,0.0038487338,0.0048862104,0.0072992365,0.006036687
t_1125,46.712530000000015,37.59161,0.0051675155,0.0076069823,0.011049822,0.008425566
t_1126,46.80235999999999,37.59161,0.0057449113,0.008806378,0.012509766,0.009173853
