# 20200322_M5.1_Zagreb median gmf, Stations:Seismic, gmlt:USGS, Rupture:Heraketal2021
custom_site_id,lon,lat,AkkarEtAlRjb2014,CauzziEtAl2014,ZhaoEtAl2016Asc
m_14,15.997600000000006,45.8197,0.24044518,0.19464883,0.2577187
m_15,15.984399999999994,45.8018,0.21510631,0.2099106,0.21102239
m_16,16.010699999999986,45.8286,0.24659652,0.18550563,0.2455785
m_17,16.010999999999996,45.8466,0.24894701,0.16753918,0.23323919
m_18,15.9846,45.8108,0.22843625,0.2001881,0.25495875
m_19,15.9589,45.811,0.20298117,0.17290752,0.22166125
m_20,15.997500000000002,45.8107,0.22922295,0.2248033,0.22468396
m_21,15.98490000000001,45.8288,0.24307139,0.18774477,0.24738804
m_22,16.010500000000008,45.8196,0.23943359,0.2007872,0.25126868
m_23,15.971699999999998,45.8109,0.21768016,0.1868045,0.2392117
m_24,15.972499999999997,45.8559,0.22347152,0.15499744,0.22318383
m_25,16.062299999999993,45.8371,0.20964558,0.16242132,0.16309431
m_26,16.07499999999999,45.828,0.18753736,0.15180594,0.14984564
m_27,15.983800000000002,45.7658,0.15717594,0.1591602,0.15592486
m_28,16.11359999999999,45.8276,0.15603282,0.112386964,0.1421161
m_29,15.932799999999986,45.7933,0.14771104,0.15488377,0.14498962
m_30,16.023200000000003,45.8105,0.21455817,0.2039177,0.19976966
m_31,15.89439999999999,45.8026,0.115519,0.12511311,0.11299879
m_32,15.932700000000011,45.7843,0.14106187,0.14287859,0.13677911
m_33,15.958200000000005,45.775,0.15001369,0.16190988,0.16462152
m_34,15.894499999999994,45.8116,0.12304397,0.12212099,0.11693526
m_35,15.997199999999992,45.7927,0.2017368,0.21443696,0.20629428
m_36,15.984100000000012,45.7838,0.18748464,0.19967145,0.20839065
m_37,15.946200000000005,45.8201,0.18795261,0.1513985,0.20705584
m_38,15.8947,45.8206,0.1210281,0.10705543,0.14199242
m_39,15.84299999999999,45.8119,0.08054071,0.07963677,0.09309496
m_40,15.945999999999998,45.8111,0.18630096,0.16021962,0.20338973
m_41,15.996800000000007,45.7747,0.18906206,0.17491335,0.18267716
m_42,15.868899999999996,45.8208,0.09598894,0.0890088,0.11622532
m_43,15.959000000000003,45.82,0.20491609,0.16256283,0.22417884
m_44,15.894200000000012,45.7936,0.11132888,0.118591666,0.10818581
m_45,15.984000000000009,45.7748,0.17528202,0.182705,0.19268624
m_46,16.06219999999999,45.8281,0.20089994,0.15950899,0.16119875
m_47,15.907399999999996,45.8115,0.13599314,0.12104446,0.15278102
m_48,15.945799999999991,45.8021,0.16849174,0.17881107,0.16672814
m_49,15.996700000000004,45.7657,0.16233398,0.15732986,0.15844668
m_50,16.00999999999999,45.7926,0.20097668,0.20349036,0.19939038
m_51,15.919999999999987,45.7933,0.13549669,0.1403504,0.13156305
m_52,15.907100000000014,45.7935,0.123323984,0.12822875,0.11933613
m_53,15.984800000000007,45.8198,0.23535554,0.19024946,0.25257406
m_54,15.95859999999999,45.793,0.17967917,0.17741442,0.1747243
m_55,15.907199999999989,45.8025,0.12938634,0.1335703,0.12472139
m_56,15.945699999999988,45.7931,0.1629414,0.16671896,0.1594332
m_57,15.92009999999999,45.8024,0.13966006,0.1508461,0.13770191
m_58,16.343999999999994,46.3022,0.01529324,0.016542891,0.015050779
m_59,15.658899999999988,46.5602,0.0047312914,0.005225807,0.00759691
m_60,16.0856,45.7109,0.064129025,0.066058256,0.06265705
m_61,16.22909999999999,45.8084,0.060088597,0.052780733,0.06712921
m_62,15.80510000000001,45.8572,0.067989446,0.07196147,0.06305039
m_63,15.66579999999999,46.0561,0.014720045,0.016815348,0.017446121
m_64,15.714200000000005,45.8038,0.029963156,0.031767726,0.038336817
m_65,15.842199999999991,45.7579,0.06422669,0.06516048,0.060905814
m_66,16.83699999999999,45.8993,0.007355802,0.0081331115,0.009120959
m_67,16.543900000000008,46.0206,0.014354409,0.015986202,0.015464107
m_68,16.437000000000012,46.382,0.012396321,0.0132571645,0.01201772
m_69,15.878500000000003,46.4237,0.007870339,0.008844345,0.012193846
m_70,16.7723,45.4863,0.0053019277,0.005932541,0.008709807
m_71,15.1858,45.5629,0.004709918,0.004798903,0.0042145764
m_72,15.265899999999988,46.2378,0.0063564912,0.006935185,0.007613634
m_73,16.83269999999999,46.1604,0.0068914797,0.0075809555,0.008011625
m_74,15.123500000000007,46.355,0.004109875,0.0045269364,0.0068126684
s_0,15.998999999999995,45.808,0.22704,0.22704,0.22704
s_1,15.992999999999995,45.777,0.19119,0.19119,0.19119
s_10,13.5137,46.548,0.00087,0.00087,0.00087
s_11,13.243799999999993,46.234,0.00058,0.00058,0.00058
s_12,13.098399999999998,46.3195,0.00051,0.00051,0.00051
s_13,13.564999999999998,46.4428,0.00027,0.00027,0.00027
s_2,16.250400000000013,46.4481,0.0276,0.0276,0.0276
s_3,15.45689999999999,45.826,0.01073,0.01073,0.01073
s_4,13.633600000000001,45.9875,0.00579,0.00579,0.00579
s_5,14.839300000000009,45.8033,0.00446,0.00446,0.00446
s_6,15.251800000000003,45.5043,0.00342,0.00342,0.00342
