STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE
118,118,37.03616,35.31843,seismic,AFAD,A,0.04923931,0,0.085208106,0,0.099768615,0,0.101784512,0,946,A
119,119,36.568,35.39,seismic,AFAD,B,0.048049922,0,0.150892194,0,0.138601413,0,0.071163123,0,485,B
120,120,36.77006,35.79005,seismic,AFAD,B,0.114878796,0,0.362939336,0,0.252874201,0,0.230727267,0,439,B
122,122,37.4339,35.82021,seismic,AFAD,B,0.056387492,0,0.191940679,0,0.115720337,0,0.045806248,0,501,B
123,123,37.00338,35.34376,seismic,AFAD,B,0.040627078,0,0.127521108,0,0.065681812,0,0.061044816,0,519,B
124,124,37.4087,34.87911,seismic,AFAD,B,0.011052491,0,0.017711143,0,0.022874382,0,0.022481115,0,583,B
125,125,37.01519,35.79577,seismic,AFAD,C,0.128108534,0,0.226016081,0,0.441742631,0,0.516891195,0,208,C
127,127,37.816183,35.92044,seismic,AFAD,B,0.054592593,0,0.151346784,0,0.110703262,0,0.051198394,0,583,B
128,128,37.250287,35.062788,seismic,AFAD,B,0.014070734,0,0.034451614,0,0.027528846,0,0.022938942,0,494,B
129,129,38.259195,36.210863,seismic,AFAD,A,0.048937992,0,0.109181299,0,0.084561991,0,0.050693882,0,965,A
130,130,37.25186,35.67104,seismic,AFAD,unknown,0.080711513,0,0.19220501,0,0.128640165,0,0.127739389,0,None,unknown
131,131,37.856602,36.115347,seismic,AFAD,unknown,0.163672117,0,0.094000558,0,0.063026632,0,0.033042167,0,None,unknown
132,132,37.855892,36.114868,seismic,AFAD,unknown,0.037922689,0,0.101632195,0,0.076538071,0,0.048397241,0,None,unknown
133,133,37.745495,35.864025,seismic,AFAD,unknown,0.077176087,0,0.161057261,0,0.177495696,0,0.057204714,0,None,unknown
134,134,37.74427,35.864475,seismic,AFAD,unknown,0.068255589,0,0.156142611,0,0.161998206,0,0.061604917,0,None,unknown
137,137,37.704858,35.723258,seismic,AFAD,unknown,0.04934684,0,0.146830512,0,0.044454388,0,0.034507937,0,None,unknown
138,138,37.704858,35.723358,seismic,AFAD,unknown,0.027750642,0,0.07384451,0,0.054160892,0,0.029371919,0,None,unknown
139,139,37.400943,35.445322,seismic,AFAD,unknown,0.017585591,0,0.054369418,0,0.056497818,0,0.039470129,0,None,unknown
140,140,37.56261,35.52924,seismic,AFAD,unknown,0.03422132,0,0.173144159,0,0.038189794,0,0.028955627,0,None,unknown
141,141,37.56256,35.52789,seismic,AFAD,unknown,0.016608231,0,0.032575836,0,0.04050712,0,0.030645976,0,None,unknown
142,142,37.62072,35.611148,seismic,AFAD,unknown,0.016436613,0,0.042550115,0,0.030487438,0,0.02496407,0,None,unknown
143,143,37.621415,35.611477,seismic,AFAD,unknown,0.032295668,0,0.086078918,0,0.036181653,0,0.026931077,0,None,unknown
144,144,37.731023,35.45968,seismic,AFAD,unknown,0.015777202,0,0.018536042,0,0.01559399,0,0.015495791,0,None,unknown
201,201,37.76121,38.26742,seismic,AFAD,B,0.37524637,0,0.461653781,0,0.430774297,0,0.20346394,0,391,B
208,208,37.78694,37.65275,seismic,AFAD,B,0.029581975,0,0.023893671,0,0.027267163,0,0.013484415,0,469,B
210,210,37.7672,38.2866,seismic,AFAD,unknown,0.053453143,0,0.037396992,0,0.026882987,0,0.027532641,0,None,unknown
213,213,37.79667,37.92957,seismic,AFAD,unknown,0.23685434,0,0.53117526,0,0.558732798,0,0.390720699,0,None,unknown
214,214,38.028298,38.22594,seismic,AFAD,unknown,0.062466955,0,0.108719372,0,0.048997701,0,0.052511927,0,None,unknown
215,215,38.029958,38.556268,seismic,AFAD,unknown,0.100495813,0,0.124611583,0,0.029207329,0,0.016945717,0,None,unknown
216,216,38.030907,38.557087,seismic,AFAD,unknown,0.036439399,0,0.07016322,0,0.023059931,0,0.014571158,0,None,unknown
217,217,38.029958,38.556268,seismic,AFAD,unknown,0.017578688,0,0.05607132,0,0.021878157,0,0.015096324,0,None,unknown
506,506,40.64382,35.80388,seismic,AFAD,C,0.00352281,0,0.00436705,0,0.012540976,0,0.00534321,0,284,C
507,507,40.87969,35.45884,seismic,AFAD,B,0.003783639,0,0.003885129,0,0.00451228,0,0.005848477,0,368,B
509,509,40.76096,36.32186,seismic,AFAD,B,0.006214617,0,0.006551096,0,0.009563358,0,0.01327791,0,373,B
511,511,40.785226,35.028318,seismic,AFAD,B,0.003331584,0,0.003583122,0,0.004046977,0,0.004945014,0,415,B
512,512,40.815357,35.663114,seismic,AFAD,C,0.0088356,0,0.009270994,0,0.012896311,0,0.022094422,0,201,C
603,603,39.55831,33.11857,seismic,AFAD,B,0.003316409,0,0.003794485,0,0.003761654,0,0.00529245,0,450,B
604,604,38.96246,33.52402,seismic,AFAD,C,0.004940567,0,0.00627852,0,0.010132139,0,0.015080581,0,291,C
1201,1201,38.89708,40.5032,seismic,AFAD,B,0.003490436,0,0.00590037,0,0.006204975,0,0.006374173,0,529,B
1206,1206,39.29345,41.00883,seismic,AFAD,C,0.014833325,0,0.027170323,0,0.029134654,0,0.024662256,0,356,C
1210,1210,38.75008,40.55931,seismic,AFAD,unknown,0.073190691,0,0.084163814,0,0.077746828,0,0.052262675,0,None,unknown
1211,1211,38.96616,41.0504,seismic,AFAD,B,0.027778371,0,0.061188392,0,0.039935582,0,0.050928138,0,463,B
1212,1212,39.4337,40.5477,seismic,AFAD,unknown,0.095896931,0,0.171050419,0,0.055849738,0,0.031231417,0,None,unknown
1213,1213,39.231,40.4774,seismic,AFAD,unknown,0.329274,0,0.736537658,0,0.394941424,0,0.155468448,0,None,unknown
1215,1215,38.83498,40.55687,seismic,AFAD,unknown,0.066385732,0,0.210096815,0,0.177986076,0,0.047096784,0,None,unknown
1904,1904,40.54596,34.93675,seismic,AFAD,C,0.010012083,0,0.010446089,0,0.01248281,0,0.022349926,0,193,C
1906,1906,40.5209,35.29965,seismic,AFAD,unknown,0.00539348,0,0.006376936,0,0.007222312,0,0.011170902,0,None,unknown
1907,1907,40.174458,34.857695,seismic,AFAD,unknown,0.005629711,0,0.006019046,0,0.010016633,0,0.011098982,0,None,unknown
1908,1908,40.157013,34.382448,seismic,AFAD,unknown,0.003328255,0,0.003691954,0,0.004140902,0,0.007550299,0,None,unknown
1910,1910,40.02767,34.60089,seismic,AFAD,unknown,0.005624261,0,0.012080164,0,0.01343989,0,0.012587504,0,None,unknown
1911,1911,40.27218,35.25307,seismic,AFAD,unknown,0.003308548,0,0.003872077,0,0.004463297,0,0.006635118,0,None,unknown
2101,2101,37.93088,40.20278,seismic,AFAD,B,0.077398432,0,0.170814107,0,0.183238183,0,0.188055026,0,519,B
2103,2103,37.94406,40.31274,seismic,AFAD,unknown,0.053560221,0,0.110057362,0,0.168342994,0,0.130125247,0,None,unknown
2104,2104,38.2644,39.759,seismic,AFAD,unknown,0.087535058,0,0.155843409,0,0.138449164,0,0.143972807,0,None,unknown
2106,2106,38.4616,40.647,seismic,AFAD,unknown,0.070577619,0,0.207960291,0,0.136840261,0,0.077059734,0,None,unknown
2107,2107,38.14594,39.48379,seismic,AFAD,unknown,0.112433775,0,0.370946037,0,0.222809559,0,0.209978087,0,None,unknown
2108,2108,38.48776,41.002003,seismic,AFAD,unknown,0.020297971,0,0.059094616,0,0.033290904,0,0.033950189,0,None,unknown
2302,2302,38.39231,39.67541,seismic,AFAD,A,0.222852633,0,0.478186527,0,0.173223619,0,0.051506137,0,907,A
2304,2304,38.72096,39.86293,seismic,AFAD,B,0.045782576,0,0.067288592,0,0.045428171,0,0.029640915,0,489,B
2305,2305,38.72778,40.13103,seismic,AFAD,A,0.055193618,0,0.11522305,0,0.053026161,0,0.028319914,0,907,A
2307,2307,38.69583,39.93199,seismic,AFAD,C,0.037490591,0,0.072482399,0,0.076546919,0,0.058996422,0,329,C
2308,2308,38.45063,39.3102,seismic,AFAD,B,0.353121121,0,0.655062573,0,0.564475291,0,0.356268324,0,450,B
2309,2309,38.79913,38.72728,seismic,AFAD,A,0.033684443,0,0.100599086,0,0.065916331,0,0.054134828,0,860,A
2310,2310,38.57266,38.824528,seismic,AFAD,unknown,0.061020087,0,0.157070341,0,0.162174175,0,0.109445006,0,None,unknown
2401,2401,39.74183,39.51152,seismic,AFAD,C,0.012738979,0,0.022586576,0,0.015390559,0,0.023596862,0,314,C
2404,2404,39.90631,38.77056,seismic,AFAD,B,0.009579329,0,0.011755146,0,0.014162649,0,0.018374115,0,567,B
2407,2407,39.77665,40.39108,seismic,AFAD,C,0.012193329,0,0.025452095,0,0.024258153,0,0.02468471,0,320,C
2408,2408,39.60185,39.03454,seismic,AFAD,B,0.03680506,0,0.036689062,0,0.06854481,0,0.130346826,0,416,B
2409,2409,39.2808,38.49109,seismic,AFAD,A,0.016182451,0,0.059161225,0,0.040986015,0,0.030382072,0,875,A
2411,2411,39.97017,40.02086,seismic,AFAD,C,0.109250723,0,0.475346738,0,0.096657097,0,0.031845012,0,284,C
