# 20171112_M7.3_SarpoleZahab median gmf, Stations:None, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
t_0,43.594210000000004,32.96608,0.007448042,0.005096965,0.008003212,0.010228726
t_1,43.594210000000004,33.04142,0.008883359,0.0063389256,0.0091420645,0.012356199
t_10,43.594210000000004,33.71653,0.019955961,0.016150823,0.018021539,0.02753727
t_100,43.68404000000001,36.58056,0.015464377,0.0118040135,0.014679541,0.021384578
t_1000,45.30100999999999,35.27124,0.13722149,0.10335198,0.15812263,0.14460495
t_1001,45.30100999999999,35.34455,0.1365788,0.10677305,0.14342096,0.14346689
t_1002,45.30100999999999,35.41779,0.12061623,0.09537017,0.12563613,0.12739058
t_1003,45.30100999999999,35.49096,0.09239676,0.07022373,0.10364186,0.09679496
t_1004,45.30100999999999,35.56407,0.11396346,0.096102834,0.10965499,0.124477826
t_1005,45.30100999999999,35.63711,0.08319069,0.06592444,0.089949176,0.09079089
t_1006,45.30100999999999,35.71009,0.07371555,0.058151767,0.08177851,0.081585094
t_1007,45.30100999999999,35.78299,0.053338073,0.039426215,0.06412634,0.058680188
t_1008,45.30100999999999,35.85584,0.047263104,0.03469521,0.05622799,0.052754935
t_1009,45.30100999999999,35.92861,0.042508274,0.031063395,0.049948793,0.04815461
t_101,43.68404000000001,36.65267,0.013259036,0.009815908,0.013066903,0.018274667
t_1010,45.30100999999999,36.00132,0.040658306,0.029990401,0.046157256,0.046883035
t_1011,45.30100999999999,36.07396,0.03472665,0.025134385,0.040021066,0.040450595
t_1012,45.30100999999999,36.14653,0.0357585,0.026564434,0.038834553,0.042549875
t_1013,45.30100999999999,36.21904,0.028674036,0.020543844,0.032597523,0.03424363
t_1014,45.30100999999999,36.29148,0.02650116,0.018948795,0.029823625,0.032036304
t_1015,45.30100999999999,36.36385,0.035764795,0.02850413,0.034537688,0.04536612
t_1016,45.30100999999999,36.43615,0.022668226,0.016124176,0.025094625,0.028011061
t_1017,45.30100999999999,36.50839,0.026982535,0.020650353,0.027025482,0.034657188
t_1018,45.30100999999999,36.58056,0.021780586,0.015899362,0.022826942,0.027757643
t_1019,45.30100999999999,36.65267,0.017957605,0.012639032,0.019592129,0.022807281
t_102,43.77386999999999,32.96608,0.011804837,0.009059177,0.0110761095,0.016741572
t_1020,45.39084,32.96608,0.026341604,0.022043787,0.023199104,0.035734206
t_1021,45.39084,33.04142,0.027900405,0.023356277,0.02473371,0.037531175
t_1022,45.39084,33.11669,0.03007417,0.025307216,0.026669556,0.0401306
t_1023,45.39084,33.1919,0.033212647,0.028287573,0.029196594,0.043983508
t_1024,45.39084,33.26704,0.036339674,0.031243317,0.031795803,0.047722217
t_1025,45.39084,33.34212,0.037636474,0.032124437,0.033530004,0.04888854
t_1026,45.39084,33.41713,0.04031515,0.034503076,0.036101017,0.051848598
t_1027,45.39084,33.49208,0.043269146,0.037145387,0.03893808,0.055078134
t_1028,45.39084,33.56696,0.047830004,0.041532453,0.042746913,0.06026707
t_1029,45.39084,33.64178,0.050927475,0.044235487,0.04596496,0.063447684
t_103,43.77386999999999,33.04142,0.013615657,0.01073509,0.0123652825,0.019344289
t_1030,45.39084,33.71653,0.055360902,0.04836773,0.05007308,0.06817939
