# 20171112_M7.3_SarpoleZahab median gmf, Stations:None, gmlt:GEM, Rupture:JMA
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
t_0,43.594210000000004,32.96608,0.011199652,0.0043985653,0.0074339015,0.011026878
t_1,43.594210000000004,33.04142,0.01276506,0.0054955063,0.00852369,0.011735836
t_10,43.594210000000004,33.71653,0.020855408,0.014997839,0.017810704,0.020717954
t_100,43.68404000000001,36.58056,0.020717973,0.015200916,0.01961125,0.02443613
t_1000,45.30100999999999,35.27124,0.41779712,0.31786293,0.38748398,0.47674212
t_1001,45.30100999999999,35.34455,0.27902338,0.24369293,0.31381118,0.39647537
t_1002,45.30100999999999,35.41779,0.18566085,0.18229224,0.24169695,0.39883867
t_1003,45.30100999999999,35.49096,0.12093023,0.121361196,0.18325214,0.25430703
t_1004,45.30100999999999,35.56407,0.120855495,0.14829473,0.16847825,0.26326522
t_1005,45.30100999999999,35.63711,0.08697442,0.100023136,0.13526572,0.21970503
t_1006,45.30100999999999,35.71009,0.07289368,0.08491544,0.11720981,0.1860831
t_1007,45.30100999999999,35.78299,0.051992353,0.056072,0.0929815,0.1263941
t_1008,45.30100999999999,35.85584,0.04503837,0.04813957,0.082331344,0.109485134
t_1009,45.30100999999999,35.92861,0.039963465,0.042233802,0.07428449,0.0956563
t_101,43.68404000000001,36.65267,0.018597204,0.012631757,0.01742105,0.02304183
t_1010,45.30100999999999,36.00132,0.037738252,0.04008685,0.06761788,0.08418206
t_1011,45.30100999999999,36.07396,0.032525595,0.033113003,0.057503372,0.07454689
t_1012,45.30100999999999,36.14653,0.03317787,0.034551322,0.054674722,0.06637112
t_1013,45.30100999999999,36.21904,0.027353251,0.026440036,0.045298904,0.05936973
t_1014,45.30100999999999,36.29148,0.025621124,0.024154594,0.040877696,0.05332732
t_1015,45.30100999999999,36.36385,0.033624325,0.035825226,0.046320103,0.060690425
t_1016,45.30100999999999,36.43615,0.022733685,0.02022528,0.03359927,0.043484397
t_1017,45.30100999999999,36.50839,0.026994843,0.025673676,0.0356755,0.04979678
t_1018,45.30100999999999,36.58056,0.022617267,0.019676302,0.02994627,0.03587925
t_1019,45.30100999999999,36.65267,0.019392235,0.015559664,0.025528034,0.03271293
t_102,43.77386999999999,32.96608,0.0158492,0.0077786027,0.010234863,0.012087253
t_1020,45.39084,32.96608,0.02224656,0.017413188,0.01979095,0.022322133
t_1021,45.39084,33.04142,0.02293545,0.018520683,0.021148657,0.02420994
t_1022,45.39084,33.11669,0.023884088,0.02016446,0.022870338,0.02628405
t_1023,45.39084,33.1919,0.025189312,0.022680636,0.025132751,0.02856677
t_1024,45.39084,33.26704,0.026460266,0.02521625,0.027481748,0.031082911
t_1025,45.39084,33.34212,0.027220672,0.026053146,0.02907087,0.0338615
t_1026,45.39084,33.41713,0.028455252,0.028179755,0.03144184,0.036934964
t_1027,45.39084,33.49208,0.029839458,0.030582167,0.03409116,0.040341273
t_1028,45.39084,33.56696,0.031794343,0.034553982,0.037681922,0.044122957
t_1029,45.39084,33.64178,0.033390027,0.037133913,0.040759467,0.04833585
t_103,43.77386999999999,33.04142,0.017142842,0.009242111,0.011446392,0.012872041
t_1030,45.39084,33.71653,0.035453137,0.04099944,0.044685405,0.053045828
t_1031,45.39084,33.79122,0.03756194,0.044553667,0.048714723,0.058325972
t_1032,45.39084,33.86585,0.03786535,0.043020688,0.050477393,0.06355789
t_1033,45.39084,33.94041,0.033605877,0.03550658,0.048696537,0.0701718
t_1034,45.39084,34.0149,0.036954843,0.040371217,0.054590955,0.07764154
t_1035,45.39084,34.08933,0.040593814,0.045598134,0.061120532,0.08609567
t_1036,45.39084,34.16369,0.041698374,0.04652491,0.06562231,0.09567479
t_1037,45.39084,34.23799,0.0433254,0.047965273,0.07099832,0.08438864
t_1038,45.39084,34.31222,0.05871974,0.07219719,0.089717224,0.11880752
t_1039,45.39084,34.38638,0.064445324,0.07931284,0.09652019,0.13278215
t_104,43.77386999999999,33.11669,0.017429579,0.009700619,0.012038726,0.0137145845
t_1040,45.39084,34.46048,0.058873575,0.06613611,0.09362939,0.11821577
t_1041,45.39084,34.53452,0.08361441,0.104240775,0.11724373,0.16886474
t_1042,45.39084,34.60849,0.079478,0.08880339,0.11723868,0.15258636
t_1043,45.39084,34.68239,0.09148083,0.09878612,0.13096638,0.17572029
t_1044,45.39084,34.75623,0.12364761,0.135646,0.1588948,0.25815874
t_1045,45.39084,34.83,0.15379155,0.15909679,0.18504892,0.30408984
