# 20120905_M7.6_Nicoya median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,ParkerEtAl2020SInter,ZhaoEtAl2006SInter
t_0,-85.13534,9.5982,0.1965616,0.15797126,0.22612804
t_1,-83.83278,9.24372,0.033906084,0.018618193,0.035731938
t_10,-83.96753,9.33237,0.055412088,0.033382818,0.054646548
t_100,-84.37177,9.5982,0.077145934,0.053250365,0.102576874
t_1000,-83.47345,9.81956,0.02964315,0.015348612,0.02960991
t_1001,-83.42854,9.81956,0.029928079,0.015376101,0.02818675
t_1002,-83.51837,9.81956,0.028951254,0.015024195,0.031118566
t_1003,-83.42854,9.86382,0.034508996,0.01815173,0.035805117
t_1004,-83.51837,9.86382,0.034898177,0.018804701,0.039547157
t_1005,-83.47345,9.86382,0.032638956,0.01722128,0.029801717
t_1006,-83.47345,9.90806,0.03505196,0.018712502,0.037814666
t_1007,-83.42854,9.90806,0.02759917,0.013956793,0.02850413
t_1008,-82.93446,9.5982,0.02544748,0.011026909,0.020461265
t_1009,-82.97938,9.5982,0.021995427,0.009423719,0.016944734
t_101,-84.28194,9.5982,0.07505918,0.050609093,0.09084667
t_1010,-82.88955,9.64248,0.02021548,0.008333965,0.01564441
t_1011,-82.97938,9.64248,0.022002291,0.009451809,0.017101409
t_1012,-82.93446,9.64248,0.022278227,0.009469369,0.020645618
t_1013,-82.93446,9.68676,0.024331255,0.010521349,0.020813549
t_1014,-82.88955,9.68676,0.02263282,0.009542902,0.019905817
t_1015,-82.97938,9.68676,0.025230257,0.01111904,0.021768732
t_1016,-82.93446,9.73103,0.021570265,0.009156207,0.016606973
t_1017,-82.88955,9.73103,0.02464049,0.0105579095,0.020046396
t_1018,-82.66497,9.64248,0.018100256,0.006836698,0.015875682
t_1019,-82.84463,9.68676,0.023120519,0.009653177,0.019042457
t_102,-84.32685,9.5982,0.07455918,0.050886024,0.09647201
t_1020,-82.79972,9.68676,0.023894142,0.009895418,0.018221349
t_1021,-82.7548,9.68676,0.01923969,0.0075707906,0.017439788
t_1022,-82.7548,9.73103,0.019322282,0.007624706,0.017554242
t_1023,-82.79972,9.73103,0.019889375,0.007997344,0.018343829
t_1024,-82.84463,9.73103,0.024280518,0.010240422,0.01917362
t_1025,-82.79972,9.7753,0.019966602,0.008048413,0.018451842
t_1026,-82.84463,9.7753,0.02056267,0.008445103,0.019289311
t_1027,-82.97938,9.73103,0.0247094,0.010876617,0.021930609
t_1028,-82.88955,9.7753,0.030660467,0.01365271,0.020393511
t_1029,-82.93446,9.7753,0.022364257,0.009572274,0.021097388
t_103,-84.28194,9.64248,0.06870043,0.046374436,0.092595
t_1030,-82.97938,9.7753,0.025558699,0.011332438,0.022073478
t_1031,-82.88955,9.81956,0.021260126,0.008914717,0.020277336
t_1032,-82.97938,9.81956,0.027170219,0.012180369,0.022196684
t_1033,-82.93446,9.81956,0.024685608,0.01075944,0.021212114
t_1034,-82.88955,9.86382,0.021322954,0.008957298,0.020366749
t_1035,-82.97938,9.86382,0.03015083,0.01375161,0.02254637
t_1036,-82.93446,9.86382,0.021981658,0.009406387,0.021308051
t_1037,-82.84463,9.81956,0.020633347,0.00849243,0.019389046
t_1038,-83.0243,9.5982,0.02296375,0.010040327,0.022368073
t_1039,-83.11413,9.5982,0.023086006,0.010353603,0.019390168
t_104,-84.32685,9.64248,0.07273542,0.049726184,0.09835238
t_1040,-83.0243,9.64248,0.023352377,0.01026749,0.02258044
t_1041,-83.06921,9.64248,0.023630328,0.010542048,0.023624144
t_1042,-83.11413,9.64248,0.021481952,0.009514816,0.01958461
t_1043,-83.06921,9.68676,0.020453498,0.008882054,0.018878816
t_1044,-83.0243,9.68676,0.02449038,0.010881415,0.02277403
t_1045,-83.11413,9.68676,0.023763428,0.0107677085,0.019762011
t_1046,-83.0243,9.73103,0.029791242,0.013670278,0.022947963
t_1047,-83.11413,9.73103,0.0238966,0.01086185,0.019921513
t_1048,-83.24887,9.5982,0.027510257,0.013181586,0.028078925
t_1049,-83.20396,9.5982,0.02524392,0.01178093,0.021242168
t_105,-84.37177,9.64248,0.084906906,0.058752645,0.104600966
t_1050,-83.15904,9.64248,0.021338124,0.009540853,0.020501442
t_1051,-83.24887,9.64248,0.02743158,0.013174144,0.028386034
t_1052,-83.20396,9.64248,0.023060272,0.010596639,0.021467725
t_1053,-83.24887,9.68676,0.022941966,0.010661165,0.022708392
t_1054,-83.20396,9.68676,0.022192447,0.01013477,0.021673713
t_1055,-83.15904,9.68676,0.023512326,0.010758836,0.02069251
t_1056,-83.15904,9.73103,0.022163669,0.01002875,0.020864367
t_1057,-83.20396,9.73103,0.02527195,0.011881264,0.021859072
t_1058,-83.33871,9.64248,0.03609172,0.01843603,0.031172814
t_1059,-83.38362,9.64248,0.029243642,0.014686647,0.02588965
t_106,-84.28194,9.68676,0.06831784,0.046192657,0.074692234
t_1060,-83.33871,9.68676,0.024800178,0.011949655,0.024953352
t_1061,-83.29379,9.68676,0.025480824,0.012242919,0.023800448
t_1062,-83.38362,9.68676,0.029758332,0.015026254,0.0261708
t_1063,-83.38362,9.73103,0.02765163,0.013810096,0.026424317
t_1064,-83.33871,9.73103,0.026875189,0.013211692,0.025187388
t_1065,-83.29379,9.73103,0.02804131,0.0137381675,0.024016744
t_1066,-83.33871,9.7753,0.024871144,0.012036758,0.025394503
t_1067,-83.29379,9.7753,0.024021745,0.011427611,0.024208074
t_1068,-83.24887,9.73103,0.023086486,0.010763207,0.022908514
t_1069,-83.15904,9.7753,0.02171399,0.009801325,0.021016216
t_107,-84.4616,9.64248,0.091295175,0.06472613,0.1188054
t_1070,-83.20396,9.7753,0.022445848,0.010312197,0.022022905
t_1071,-83.24887,9.7753,0.03419891,0.017057251,0.029142663
t_1072,-83.24887,9.81956,0.031099888,0.015349388,0.02933555
t_1073,-83.20396,9.81956,0.022991112,0.010628061,0.022164335
t_1074,-83.15904,9.81956,0.021809498,0.009867719,0.021147266
t_1075,-83.24887,9.86382,0.0240806,0.011374468,0.02336611
t_1076,-83.20396,9.86382,0.028347922,0.013653933,0.028129214
t_1077,-83.15904,9.86382,0.023216104,0.010663077,0.02125689
t_1078,-83.06921,9.73103,0.022054667,0.00975759,0.01902699
t_1079,-83.06921,9.7753,0.02215955,0.009830472,0.019157832
t_108,-84.50652,9.64248,0.08921581,0.06383539,0.100533046
t_1080,-83.11413,9.7753,0.021016616,0.009319121,0.020062398
t_1081,-83.0243,9.7753,0.02488363,0.01112997,0.02310151
t_1082,-83.06921,9.81956,0.025861075,0.01180877,0.024326982
t_1083,-83.0243,9.81956,0.022283256,0.009791317,0.018404854
t_1084,-83.11413,9.81956,0.022526687,0.010158031,0.020183962
t_1085,-83.06921,9.86382,0.027226709,0.012549381,0.024446154
t_1086,-83.0243,9.86382,0.02540213,0.011433654,0.023344703
t_1087,-83.11413,9.86382,0.026425373,0.012279113,0.025608215
t_1088,-83.38362,9.7753,0.025765084,0.012683312,0.026648782
t_1089,-83.33871,9.81956,0.030139089,0.015167658,0.03228347
t_109,-84.41668,9.64248,0.09153331,0.06388891,0.1113951
t_1090,-83.29379,9.81956,0.024140304,0.011512318,0.024373338
t_1091,-83.38362,9.81956,0.025903031,0.012783559,0.026842806
t_1092,-83.29379,9.86382,0.024239464,0.0115832435,0.024511646
t_1093,-83.33871,9.86382,0.025105838,0.012205977,0.025723267
t_1094,-83.38362,9.86382,0.026806189,0.0133410795,0.027005259
t_1095,-83.29379,9.90806,0.024631368,0.011817848,0.02462216
t_1096,-83.38362,9.90806,0.026110666,0.012934677,0.027135074
t_1097,-83.33871,9.90806,0.025709597,0.0125704,0.025842967
t_1098,-83.06921,9.90806,0.02908145,0.013549239,0.024541395
t_1099,-83.11413,9.90806,0.024730492,0.011375626,0.02036689
t_11,-83.83278,9.33237,0.051416747,0.029865555,0.047523625
t_110,-84.4616,9.68676,0.09261284,0.06587761,0.12107859
t_1100,-83.0243,9.90806,0.03195866,0.014910185,0.023692418
t_1101,-83.0243,9.95231,0.03357316,0.015806962,0.023759093
t_1102,-83.11413,9.95231,0.031463113,0.015025244,0.025787137
t_1103,-83.06921,9.95231,0.029563542,0.013817352,0.024612315
t_1104,-83.0243,9.99654,0.02352701,0.01047789,0.023542194
t_1105,-83.11413,9.99654,0.035658255,0.017359661,0.026122611
t_1106,-83.06921,9.99654,0.029853813,0.0139797125,0.02465853
t_1107,-83.11413,10.04078,0.025107188,0.011597046,0.025859676
t_1108,-83.20396,9.90806,0.030500866,0.014865042,0.028248565
t_1109,-83.24887,9.90806,0.029429728,0.014447355,0.029625904
t_111,-84.41668,9.68676,0.08307869,0.058401138,0.11350343
t_1110,-83.15904,9.90806,0.02495616,0.011636781,0.021344488
t_1111,-83.24887,9.95231,0.033041906,0.016493889,0.0297218
t_1112,-83.15904,9.95231,0.028106814,0.013378854,0.027027171
t_1113,-83.20396,9.95231,0.027136033,0.0130031565,0.028337345
t_1114,-83.15904,9.99654,0.029995358,0.014420915,0.027080677
t_1115,-83.24887,9.99654,0.028019132,0.013666277,0.029784039
t_1116,-83.20396,9.99654,0.030666785,0.014977587,0.028395018
t_1117,-83.20396,10.04078,0.038547136,0.019434249,0.02873568
t_1118,-83.33871,9.95231,0.031757258,0.016162451,0.03273599
t_1119,-83.38362,9.95231,0.027477387,0.013777565,0.027231533
t_112,-84.50652,9.68676,0.09824899,0.07065377,0.1293611
t_1120,-83.29379,9.95231,0.02720957,0.013348525,0.024704315
t_1121,-83.29379,9.99654,0.03440628,0.01748739,0.031253517
t_1122,-83.33871,9.99654,0.03225651,0.016461594,0.032808743
t_1123,-83.38362,9.99654,0.031236313,0.01605102,0.0344554
t_1124,-83.38362,10.04078,0.031093094,0.015969476,0.034490824
t_1125,-83.33871,10.04078,0.041888367,0.02207302,0.03320481
t_1126,-83.29379,10.04078,0.04140824,0.021562112,0.03162998
t_1127,-83.38362,10.085,0.035700373,0.01868383,0.03448262
t_1128,-83.15904,10.04078,0.03699345,0.018325675,0.027404975
t_1129,-83.24887,10.04078,0.03952653,0.020220356,0.030142061
t_113,-84.50652,9.73103,0.11315842,0.079791725,0.13167578
t_1130,-83.24887,10.085,0.040620536,0.020876408,0.030136146
t_1131,-83.15904,10.085,0.02594518,0.012199241,0.027100518
t_1132,-83.20396,10.085,0.03660876,0.018307747,0.028730402
t_1133,-83.15904,10.12922,0.025922446,0.012182829,0.027066756
t_1134,-83.24887,10.12922,0.03885858,0.01981895,0.030095778
t_1135,-83.20396,10.12922,0.026803708,0.012821935,0.028379401
t_1136,-83.24887,10.17343,0.039893806,0.020421965,0.03002121
t_1137,-83.74295,9.7753,0.03876764,0.022223208,0.039782573
t_1138,-83.69803,9.7753,0.045543052,0.02634936,0.047692254
t_1139,-83.74295,9.81956,0.036886413,0.020945853,0.040172037
t_114,-84.4616,9.73103,0.084570155,0.060020503,0.09761992
t_1140,-83.69803,9.81956,0.040593628,0.02325891,0.048140466
t_1141,-83.78786,9.81956,0.036754988,0.02096514,0.04233957
t_1142,-83.74295,9.86382,0.04411706,0.025838722,0.051125515
t_1143,-83.69803,9.86382,0.034037806,0.018872367,0.038432766
t_1144,-83.78786,9.86382,0.04399948,0.02602316,0.0539029
