# 20170919_M7.1_Puebla median gmf, Stations:Seismic, gmlt:USGS, Rupture:SSN
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,AtkinsonBoore2003SSlabCascadia,ZhaoEtAl2016SSlab
m_137,-98.2064,19.0496,0.12931691,0.1294438,0.12944113,0.13534744
m_138,-99.1381,19.3494,0.15043479,0.15073152,0.150731,0.15115215
m_139,-99.2422,18.9788,0.088928,0.21256565,0.20904483,0.12930661
m_140,-98.9477,19.2772,0.14925891,0.15736519,0.15697652,0.13024713
m_141,-99.0999,19.2952,0.16138873,0.15971111,0.15971282,0.15916172
m_142,-99.157,19.2862,0.096000455,0.095700465,0.095690146,0.10114293
m_143,-99.2427,19.3222,0.08062643,0.09096913,0.09086379,0.086265944
m_144,-99.0333,19.3043,0.12474526,0.12838331,0.12840153,0.15420298
m_145,-99.138,19.2862,0.147073,0.14726639,0.14726056,0.16997695
m_146,-99.1571,19.3494,0.12187148,0.12589736,0.12589753,0.118907794
m_147,-99.1667,19.4127,0.10630151,0.10511215,0.10511287,0.10494312
m_148,-99.1667,19.4217,0.10888408,0.10917577,0.10917667,0.10875652
m_149,-99.1572,19.4398,0.110068716,0.111439236,0.11144161,0.11179107
m_150,-99.1667,19.4398,0.10999435,0.109787636,0.109790504,0.11025333
m_151,-98.2445,19.0316,0.12151035,0.13299806,0.13268587,0.09978045
m_152,-99.1856,19.3042,0.08004994,0.09041931,0.09042346,0.07606965
m_153,-99.1857,19.3494,0.08654066,0.099323176,0.09932508,0.08618711
m_154,-99.1952,19.3584,0.081967816,0.083266355,0.083268665,0.08396316
m_155,-99.1572,19.4127,0.12023731,0.12009467,0.12009464,0.12016717
m_156,-99.1667,19.4308,0.11534632,0.11488751,0.11488843,0.11465828
m_157,-99.1666,19.3585,0.10378005,0.10804717,0.108047605,0.10152787
m_158,-99.1571,19.3765,0.13027582,0.12978505,0.12978482,0.13058949
m_159,-99.2422,18.9607,0.09194317,0.22235896,0.21857776,0.13255006
m_160,-99.2809,19.3583,0.0768689,0.08342002,0.0832697,0.08003477
m_161,-99.0998,18.988,0.083469406,0.14693832,0.14465119,0.112035364
m_162,-99.1476,19.3585,0.13255574,0.13369639,0.13369602,0.13437031
m_163,-99.2047,19.3494,0.07892447,0.08607727,0.086077824,0.082200125
m_164,-99.1381,19.4217,0.10799326,0.10903887,0.10903883,0.10903566
m_165,-99.1857,19.4036,0.07215366,0.06821812,0.06821938,0.07645712
m_166,-98.2256,19.0135,0.10313315,0.12191313,0.12170034,0.086930774
m_167,-99.1476,19.3494,0.13933386,0.14101319,0.14101286,0.13911852
m_169,-99.081,19.4308,0.11563655,0.11929386,0.11930028,0.11948332
m_170,-99.1762,19.4036,0.08515602,0.08559042,0.085590854,0.08524834
m_171,-99.1476,19.4308,0.11568835,0.113624945,0.113625,0.11375054
m_172,-99.2618,19.3583,0.084066,0.083122514,0.08308389,0.08168655
m_173,-99.138,19.3404,0.17455563,0.17499448,0.17499408,0.17550918
m_174,-98.2158,19.0767,0.17392807,0.179393,0.17901397,0.1838832
m_175,-99.1571,19.3585,0.11498921,0.11799979,0.11799983,0.11633211
m_176,-99.1476,19.3675,0.14793244,0.1486805,0.14868012,0.14965908
m_177,-99.1476,19.3856,0.1216387,0.12300694,0.12300676,0.123303115
m_178,-99.1857,19.3584,0.08620897,0.094990835,0.09499292,0.08822277
m_179,-99.2232,18.9156,0.10036986,0.24999905,0.24720348,0.14339574
m_180,-99.2326,18.9065,0.10094428,0.25257733,0.24979538,0.14393224
m_181,-99.1858,19.4398,0.07109213,0.07085318,0.07084721,0.06960105
m_182,-99.2714,19.3674,0.07974879,0.08035039,0.08029709,0.0791806
m_183,-98.1969,19.0495,0.16280065,0.16145779,0.16143733,0.17475922
m_184,-99.1856,19.3223,0.07896431,0.08964749,0.08965184,0.07699267
m_185,-99.1952,19.3404,0.07999406,0.088192634,0.08819387,0.07984509
m_186,-99.1762,19.3675,0.08995535,0.09297076,0.09297161,0.096184656
m_187,-99.1762,19.3765,0.08792142,0.0884494,0.08844993,0.08630561
m_188,-99.1667,19.4036,0.095644675,0.09631216,0.09631245,0.09706984
m_189,-99.1381,19.4308,0.103994265,0.10150257,0.101502456,0.101619646
m_190,-99.2523,19.3403,0.08550678,0.08803521,0.087954335,0.08455965
m_191,-99.1572,19.4579,0.09964887,0.09960676,0.099617764,0.100352146
m_192,-99.1762,19.4488,0.09325419,0.0918324,0.09183175,0.09202505
m_193,-99.1761,19.3404,0.09244697,0.10864852,0.1086495,0.090779975
m_194,-99.1572,19.4308,0.10717188,0.10751544,0.10751574,0.107586086
m_195,-99.2523,19.3764,0.07858751,0.0785332,0.07851699,0.0782653
m_196,-99.2143,19.4397,0.062440723,0.061165366,0.061099473,0.06594373
m_197,-98.2066,19.0044,0.08211918,0.099939235,0.099826805,0.06908303
m_198,-99.1761,19.3223,0.08612828,0.10715333,0.10715797,0.08474658
m_199,-99.1666,19.3494,0.106820546,0.11396929,0.11396994,0.100821204
m_200,-99.1666,19.3765,0.101231456,0.10112193,0.10112186,0.10157506
m_201,-99.1571,19.3856,0.110608555,0.11155064,0.111550465,0.11232814
m_202,-99.1571,19.3946,0.0976151,0.09858204,0.09858197,0.09930269
m_203,-99.1667,19.3946,0.09165709,0.092895806,0.092895776,0.09400851
m_204,-99.1857,19.3856,0.07853777,0.08071772,0.080718495,0.08271177
m_205,-99.2327,18.9156,0.100456685,0.2479469,0.24481945,0.14214338
m_206,-99.1572,19.4488,0.100849144,0.10221767,0.102223374,0.10278795
m_207,-99.5348,18.3455,0.091036886,0.207357,0.20364943,0.11709165
m_208,-99.1286,19.3766,0.113508046,0.112787865,0.112787746,0.11303267
m_209,-99.2047,19.3403,0.080177106,0.08760713,0.087605745,0.08076788
m_210,-99.1476,19.4037,0.10565793,0.10593757,0.10593751,0.106033124
m_211,-99.1762,19.3856,0.08454549,0.084451124,0.08445127,0.08396572
m_212,-99.1762,19.3946,0.083500795,0.083878495,0.08387865,0.08373357
m_213,-99.1857,19.3946,0.07412981,0.07833665,0.078337505,0.079699695
m_214,-99.1572,19.4217,0.110993706,0.11135917,0.11135912,0.111381955
