# 20170919_M7.1_Puebla median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,AtkinsonBoore2003SSlabCascadia,ZhaoEtAl2016SSlab
m_137,-98.2064,19.0496,0.12994649,0.12968405,0.12953307,0.13572386
m_138,-99.1381,19.3494,0.15048884,0.15073706,0.15073653,0.15115754
m_139,-99.2422,18.9788,0.092431106,0.18398228,0.1807852,0.11366314
m_140,-98.9477,19.2772,0.1530359,0.16494358,0.1644421,0.13503909
m_141,-99.0999,19.2952,0.16115858,0.15968828,0.15969066,0.15913272
m_142,-99.157,19.2862,0.09620434,0.09571681,0.09570607,0.10115642
m_143,-99.2427,19.3222,0.081106246,0.09096662,0.09085714,0.08622993
m_144,-99.0333,19.3043,0.12600547,0.12807038,0.12809712,0.153981
m_145,-99.138,19.2862,0.1478051,0.14729635,0.14729024,0.17002209
m_146,-99.1571,19.3494,0.1217407,0.12590615,0.12590633,0.118909866
m_147,-99.1667,19.4127,0.106235,0.10510717,0.105107926,0.10493862
m_148,-99.1667,19.4217,0.108902484,0.109170035,0.109170966,0.108751096
m_149,-99.1572,19.4398,0.110176615,0.111414924,0.11141739,0.11178291
m_150,-99.1667,19.4398,0.10998278,0.109759316,0.109762296,0.11023444
m_151,-98.2445,19.0316,0.12235487,0.14332479,0.14551228,0.10688168
m_152,-99.1856,19.3042,0.07981763,0.0904387,0.09044304,0.07608064
m_153,-99.1857,19.3494,0.08626369,0.09933547,0.09933747,0.08619396
m_154,-99.1952,19.3584,0.08186339,0.08327701,0.08327943,0.08397252
m_155,-99.1572,19.4127,0.120228805,0.120094866,0.12009484,0.1201671
m_156,-99.1667,19.4308,0.11531675,0.1148818,0.114882745,0.11465306
m_157,-99.1666,19.3585,0.10369891,0.10805405,0.10805451,0.101528786
m_158,-99.1571,19.3765,0.13027537,0.12978601,0.12978579,0.1305898
m_159,-99.2422,18.9607,0.09525049,0.1896204,0.18623766,0.11501954
m_160,-99.2809,19.3583,0.077609,0.08371363,0.08355684,0.080221854
m_161,-99.0998,18.988,0.09076275,0.13823044,0.13591135,0.10511164
m_162,-99.1476,19.3585,0.13268279,0.13369988,0.13369949,0.1343747
m_163,-99.2047,19.3494,0.078867696,0.08608544,0.08608603,0.0822034
m_164,-99.1381,19.4217,0.10808288,0.109039195,0.10903916,0.10903675
m_165,-99.1857,19.4036,0.0721984,0.06821022,0.06821153,0.076456495
m_166,-98.2256,19.0135,0.10294842,0.12719785,0.13036506,0.09117976
m_167,-99.1476,19.3494,0.13934247,0.14102016,0.14101984,0.13912304
m_169,-99.081,19.4308,0.11597388,0.11916812,0.1191749,0.11941101
m_170,-99.1762,19.4036,0.08517666,0.085587315,0.08558776,0.08524543
m_171,-99.1476,19.4308,0.11550625,0.11362436,0.11362441,0.11373242
m_172,-99.2618,19.3583,0.08419206,0.08313673,0.083096586,0.08168604
m_173,-99.138,19.3404,0.1746279,0.17499803,0.17499763,0.17551239
m_174,-98.2158,19.0767,0.18219177,0.19535221,0.19391845,0.19693199
m_175,-99.1571,19.3585,0.115084425,0.11800214,0.118002184,0.11633261
m_176,-99.1476,19.3675,0.14805461,0.14868344,0.14868306,0.14966454
m_177,-99.1476,19.3856,0.12177547,0.12300826,0.12300808,0.12331013
m_178,-99.1857,19.3584,0.08605112,0.09500215,0.09500433,0.08823394
m_179,-99.2232,18.9156,0.10343781,0.20796594,0.20406434,0.120954685
m_180,-99.2326,18.9065,0.10350328,0.20760159,0.2036709,0.120162666
m_181,-99.1858,19.4398,0.07110958,0.07089238,0.07088617,0.06962888
m_182,-99.2714,19.3674,0.08001097,0.08048588,0.08043039,0.07927397
m_183,-98.1969,19.0495,0.1636976,0.1625369,0.16219656,0.17617016
m_184,-99.1856,19.3223,0.07862978,0.08966324,0.08966779,0.076995976
m_185,-99.1952,19.3404,0.07975991,0.08820491,0.088206224,0.07984814
m_186,-99.1762,19.3675,0.089907825,0.09297593,0.092976816,0.09619951
m_187,-99.1762,19.3765,0.08787921,0.0884519,0.08845245,0.08630657
m_188,-99.1667,19.4036,0.095712334,0.09630978,0.096310094,0.09706796
m_189,-99.1381,19.4308,0.10377064,0.1015036,0.10150349,0.10159392
m_190,-99.2523,19.3403,0.08581893,0.08804685,0.08796279,0.08454325
m_191,-99.1572,19.4579,0.09961235,0.09948615,0.09949759,0.100263186
m_192,-99.1762,19.4488,0.09318463,0.09182053,0.09181987,0.09201705
m_193,-99.1761,19.3404,0.092024386,0.10865916,0.10866019,0.09078265
m_194,-99.1572,19.4308,0.10720328,0.10751253,0.10751285,0.10758909
m_195,-99.2523,19.3764,0.078702964,0.07866689,0.07865002,0.07836819
m_196,-99.2143,19.4397,0.062964715,0.061615523,0.061546553,0.06631646
m_197,-98.2066,19.0044,0.07961004,0.10107609,0.10435403,0.070836395
m_198,-99.1761,19.3223,0.085781306,0.107171446,0.10717628,0.08475175
m_199,-99.1666,19.3494,0.106553845,0.11398047,0.11398116,0.1008211
m_200,-99.1666,19.3765,0.10124255,0.101122215,0.10112214,0.101575226
m_201,-99.1571,19.3856,0.11069935,0.11155136,0.11155118,0.11232915
m_202,-99.1571,19.3946,0.09770427,0.098582216,0.09858214,0.09930261
m_203,-99.1667,19.3946,0.09175661,0.09289535,0.09289532,0.094008386
m_204,-99.1857,19.3856,0.078510836,0.08072303,0.080723844,0.08272469
m_205,-99.2327,18.9156,0.1032614,0.20513807,0.20128705,0.11953368
m_206,-99.1572,19.4488,0.10094248,0.10215678,0.10216271,0.10274751
m_207,-99.5348,18.3455,0.07484934,0.12896511,0.12656848,0.079004176
m_208,-99.1286,19.3766,0.11344385,0.112789154,0.112789035,0.11302686
m_209,-99.2047,19.3403,0.08003195,0.087618895,0.08761747,0.080771156
m_210,-99.1476,19.4037,0.10568891,0.10593806,0.105938,0.10603373
m_211,-99.1762,19.3856,0.084526435,0.084451735,0.0844519,0.083966
m_212,-99.1762,19.3946,0.083516635,0.08387761,0.083877765,0.08373278
m_213,-99.1857,19.3946,0.07418111,0.07833587,0.07833675,0.079707064
m_214,-99.1572,19.4217,0.11102019,0.11135953,0.11135948,0.1113819
m_215,-99.2714,19.3583,0.07858642,0.08308841,0.08300185,0.080872044
m_216,-98.2825,19.0499,0.13472444,0.1796411,0.18177652,0.12389316
m_217,-98.197,19.0405,0.14724088,0.15075897,0.15117626,0.15659773
m_218,-99.1475,19.2952,0.1334388,0.14092752,0.14092608,0.12761463
m_219,-99.1571,19.3314,0.12923342,0.14463142,0.14463367,0.13965504
m_220,-99.1381,19.3585,0.13782156,0.1387067,0.13870603,0.1396912
m_221,-99.1857,19.4307,0.067527644,0.06662465,0.06662391,0.06361212
m_222,-99.1762,19.4398,0.08737442,0.087211706,0.087213464,0.087486215
m_223,-99.2619,19.3674,0.08068437,0.08025132,0.080246635,0.079982795
m_224,-99.2048,19.4307,0.058859702,0.056694586,0.056664053,0.061414998
m_225,-99.281,19.4306,0.066775076,0.073478095,0.07314598,0.069189675
m_226,-99.0999,19.3133,0.12079949,0.12546057,0.12546179,0.12313636
m_227,-98.2254,19.0496,0.12686995,0.1203112,0.119924314,0.13012607
m_228,-99.1666,19.2952,0.07655786,0.07706205,0.07706369,0.07805856
m_229,-99.6042,19.2491,0.09806727,0.11948349,0.11878348,0.10746032
m_230,-99.0714,19.4399,0.10624471,0.10904795,0.10905513,0.1092736
m_231,-99.1857,19.3765,0.08208118,0.084892556,0.0848939,0.08580261
m_232,-99.1476,19.4127,0.11574202,0.11644,0.116439946,0.116461545
m_233,-99.1286,19.4308,0.08620992,0.08667997,0.086679965,0.086678594
m_234,-99.1762,19.4127,0.08840723,0.08714281,0.08714499,0.08459896
m_235,-99.1762,19.4217,0.08663305,0.086965576,0.08696867,0.08442986
m_236,-98.2158,19.0677,0.19032396,0.1942255,0.1934009,0.18609823
m_237,-99.1571,19.3404,0.1296236,0.13732436,0.1373251,0.124704845
m_238,-99.1761,19.3313,0.08785199,0.1093927,0.10939387,0.08480122
m_239,-99.1,19.4308,0.08909433,0.08887331,0.08887357,0.08890686
m_240,-99.1857,19.3675,0.08274698,0.0897559,0.0897578,0.087870665
m_241,-99.1382,19.4669,0.09970074,0.10087919,0.10089429,0.10149183
m_242,-99.2619,19.3764,0.076489195,0.078224696,0.07819833,0.07782528
m_243,-99.2048,19.4398,0.06289144,0.06030644,0.0602641,0.066938706
m_244,-99.1763,19.503,0.082138605,0.08328785,0.083257854,0.08245093
m_245,-98.2541,19.0226,0.11790209,0.15047115,0.15363601,0.106000654
m_246,-99.2335,19.503,0.062703885,0.07258123,0.072243795,0.074604996
m_247,-99.1571,19.3042,0.1076634,0.12158841,0.12159356,0.114544265
m_248,-99.1095,19.3766,0.1182166,0.11970882,0.11970879,0.11907948
m_249,-99.1666,19.3313,0.10511678,0.12336806,0.123370476,0.1073408
m_250,-99.2332,19.2861,0.08440878,0.09323447,0.09304145,0.088985614
m_251,-99.2048,19.4036,0.06355923,0.06318063,0.06317001,0.06335888
m_252,-99.1762,19.4307,0.08668891,0.08712702,0.08712991,0.085919194
m_253,-99.2049,19.5392,0.06819754,0.08355302,0.08308019,0.06948599
m_254,-98.1971,19.0224,0.099502094,0.11400015,0.116142616,0.10052267
m_255,-99.1856,19.3313,0.07889235,0.090961136,0.09096241,0.07599157
m_256,-99.1761,19.3585,0.09330942,0.099438384,0.099439636,0.088671975
m_257,-99.576,19.3395,0.08396309,0.105790384,0.10465487,0.074889846
m_258,-99.2142,19.3313,0.082127735,0.088824295,0.08881131,0.08233248
m_259,-99.1667,19.4488,0.10168735,0.1018958,0.10190145,0.10260357
m_260,-99.1477,19.4669,0.099444985,0.0997294,0.099746324,0.10053907
m_261,-99.2524,19.3855,0.075828485,0.076036915,0.07599067,0.07543663
m_262,-99.224,19.5301,0.06872057,0.08239229,0.081904694,0.06743737
m_263,-99.1856,19.3404,0.08259304,0.10191259,0.10191407,0.081669375
m_264,-99.1953,19.4398,0.06808456,0.06756559,0.06754208,0.06345373
m_267,-99.2621,19.512,0.06102215,0.0737844,0.0732525,0.069656506
m_268,-99.2237,19.3042,0.09031512,0.09234287,0.09227591,0.08930015
m_269,-99.1953,19.4127,0.06185269,0.05946399,0.059459925,0.06217362
m_270,-99.1953,19.4307,0.0625642,0.061304227,0.061291084,0.056017157
m_271,-99.2327,18.9788,0.093001924,0.18595332,0.18272881,0.11479151
m_272,-99.2335,19.5301,0.062087305,0.07364788,0.0731673,0.07233033
m_273,-99.2809,19.3674,0.077574946,0.08156268,0.08142291,0.078705564
m_274,-99.262,19.4849,0.056659624,0.07260647,0.07218715,0.070127696
m_275,-99.2146,19.6476,0.05813738,0.08852101,0.087265246,0.05732263
m_276,-99.1953,19.4488,0.0759377,0.07594788,0.07591228,0.07225481
m_277,-99.2241,19.5934,0.064723805,0.08734538,0.08638158,0.061800078
m_278,-99.6519,19.2851,0.083351836,0.10836989,0.10736118,0.08683735
m_279,-99.2904,19.3583,0.07855714,0.08460038,0.08436635,0.079707526
m_280,-99.2239,19.4759,0.07374685,0.08108427,0.08086972,0.077899374
m_281,-99.2145,19.5482,0.056748435,0.075121045,0.07459594,0.07345365
m_283,-99.2048,19.4217,0.057634678,0.056428548,0.05640631,0.05933054
m_285,-95.8675,18.099,0.020174773,0.02045165,0.020014808,0.015777148
