# 20170919_M7.1_Puebla median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,Kanno2006Deep,ParkerEtAl2020SSlab
t_0,-97.41356,21.28735,0.018058812,0.006562155,0.012575575
t_1,-97.50339,21.37103,0.018363424,0.0066175596,0.012785982
t_10,-97.59322,20.65826,0.024184931,0.01193629,0.01860405
t_100,-97.50339,20.44797,0.028058397,0.015446639,0.022539133
t_1000,-96.9644,18.79806,0.037463773,0.027328283,0.037563007
t_10000,-100.55766,21.53825,0.00822792,0.0017312693,0.0048554684
t_10001,-100.64749,21.53825,0.007867434,0.0015946496,0.0045872056
t_10002,-100.46783,21.62178,0.0083906315,0.0017606028,0.004963718
t_10003,-100.73733,21.62178,0.008299577,0.0016247326,0.0048366752
t_10004,-100.64749,21.62178,0.0074664685,0.0014420917,0.00429366
t_10005,-100.55766,21.62178,0.008949942,0.0018806482,0.0053272746
t_10006,-100.46783,21.70527,0.0071443296,0.0013754052,0.0040900107
t_10007,-100.64749,21.70527,0.008790032,0.0017412351,0.00516712
t_10008,-100.73733,21.70527,0.008190523,0.0015475452,0.0047389455
t_10009,-100.82716,21.70527,0.0065020183,0.001109392,0.0036007415
t_1001,-97.18898,18.79806,0.058075085,0.050608456,0.06438667
t_10010,-100.55766,21.70527,0.007861501,0.0015307292,0.004557329
t_10011,-100.46783,21.78871,0.0073882677,0.0013926545,0.004233126
t_10012,-100.82716,21.78871,0.007227329,0.0012381009,0.004057163
t_10013,-100.64749,21.78871,0.0081300065,0.0015180436,0.004694527
t_10014,-100.73733,21.78871,0.0067895236,0.0011655238,0.003787062
t_10015,-100.55766,21.78871,0.00877308,0.0017191196,0.005150393
t_10016,-100.46783,21.8721,0.007024919,0.0012594656,0.003969094
t_10017,-100.82716,21.8721,0.007127513,0.0011766886,0.0039718193
t_10018,-100.64749,21.8721,0.006318338,0.0010480664,0.0034766633
