# 20170919_M7.1_Puebla median gmf, Stations:None, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,AtkinsonBoore2003SSlabCascadia,ZhaoEtAl2016SSlab
t_0,-97.41356,21.28735,0.018058812,0.0058229775,0.0036498508,0.018818581
t_1,-97.50339,21.37103,0.018363424,0.005510999,0.0034543022,0.018146584
t_10,-97.59322,20.65826,0.024184931,0.012404664,0.007775262,0.0356518
t_100,-97.50339,20.44797,0.028058397,0.015361311,0.009628492,0.04175654
t_1000,-96.9644,18.79806,0.037463773,0.02485879,0.015581526,0.07258046
t_10000,-100.55766,21.53825,0.00822792,0.0026630987,0.0016692342,0.012755359
t_10001,-100.64749,21.53825,0.007867434,0.0025405039,0.0015923915,0.012335444
t_10002,-100.46783,21.62178,0.0083906315,0.0026002678,0.0016298515,0.012540822
t_10003,-100.73733,21.62178,0.008299577,0.00226676,0.0014208084,0.011377117
t_10004,-100.64749,21.62178,0.0074664685,0.0023754505,0.0014889358,0.011761227
t_10005,-100.55766,21.62178,0.008949942,0.0024867172,0.001558678,0.0121494755
t_10006,-100.46783,21.70527,0.0071443296,0.0024250366,0.0015200165,0.0094638495
t_10007,-100.64749,21.70527,0.008790032,0.0024921414,0.0015620779,0.011214334
t_10008,-100.73733,21.70527,0.008190523,0.0021222308,0.0013302173,0.010858378
t_10009,-100.82716,21.70527,0.0065020183,0.0020257367,0.0012697348,0.008331276
t_1001,-97.18898,18.79806,0.058075085,0.055048667,0.034504585,0.120987855
t_10010,-100.55766,21.70527,0.007861501,0.0023221506,0.0014555274,0.011573484
t_10011,-100.46783,21.78871,0.0073882677,0.002261949,0.001417793,0.01136
t_10012,-100.82716,21.78871,0.007227329,0.0018988905,0.0011902273,0.010036994
t_10013,-100.64749,21.78871,0.0081300065,0.0020769027,0.0013018056,0.010693695
t_10014,-100.73733,21.78871,0.0067895236,0.0019868915,0.0012453864,0.010363682
t_10015,-100.55766,21.78871,0.00877308,0.0024332928,0.0015251915,0.011026107
t_10016,-100.46783,21.8721,0.007024919,0.0021101853,0.0013226672,0.010814712
t_10017,-100.82716,21.8721,0.007127513,0.00177993,0.0011156627,0.00958856
t_10018,-100.64749,21.8721,0.006318338,0.0019421704,0.0012173553,0.008086703
t_10019,-100.73733,21.8721,0.0064577456,0.0018602107,0.0011659827,0.009892071
t_1002,-96.87457,18.79806,0.036236778,0.021708762,0.013607084,0.06534754
t_10020,-100.55766,21.8721,0.006156609,0.0020255754,0.0012696336,0.008330805
t_10021,-100.46783,21.95544,0.007293359,0.0019689712,0.001234154,0.010297488
t_10022,-100.82716,21.95544,0.006867875,0.0016684126,0.0010457635,0.009160494
t_10023,-100.64749,21.95544,0.006090147,0.0018163361,0.0011384821,0.007712803
t_10024,-100.73733,21.95544,0.0063000214,0.0017416757,0.0010916848,0.009442591
t_10025,-100.55766,21.95544,0.006868811,0.0018921754,0.0011860183,0.010011894
t_10026,-100.55766,22.03873,0.0061306856,0.0017678321,0.0011080797,0.009542493
t_10027,-100.46783,22.03873,0.007455254,0.0018375779,0.0011517965,0.009806883
t_10028,-100.73733,22.03873,0.00756309,0.0018297811,0.0011469094,0.009014296
t_10029,-100.82716,22.03873,0.007584368,0.0017547363,0.0010998714,0.008012369
t_1003,-97.05423,18.84058,0.047750372,0.043711126,0.027398199,0.0801331
t_10030,-100.64749,22.03873,0.005166504,0.0010968604,0.00068751373,0.007357068
t_10031,-100.64749,22.12197,0.0058193123,0.0015891339,0.0009960714,0.008851277
t_10032,-100.46783,22.12197,0.0057643955,0.0017153211,0.0010751657,0.0074073845
t_10033,-100.73733,22.12197,0.0064431797,0.0015270953,0.0009571856,0.008606259
t_10034,-100.55766,22.12197,0.0050415937,0.0010665812,0.00066853466,0.007213172
t_10035,-100.82716,22.12197,0.006374468,0.0014660115,0.00091889815,0.008362245
t_10036,-100.73733,22.20517,0.005570189,0.0014301199,0.00089640124,0.008217525
t_10037,-100.55766,22.20517,0.00588901,0.0015439118,0.0009677261,0.008672948
t_10038,-100.64749,22.20517,0.006239372,0.0014867117,0.00093187304,0.008445254
t_10039,-100.46783,22.20517,0.006244724,0.0016015467,0.0010038518,0.008899974
t_1004,-97.00932,18.84058,0.03900645,0.026321601,0.016498417,0.07588485
t_10040,-100.82716,22.20517,0.0053292364,0.0013743105,0.0008614198,0.007990424
t_10041,-100.73733,22.28831,0.0046030236,0.0008648315,0.00054207764,0.006222531
t_10042,-100.55766,22.28831,0.0059646163,0.0014432402,0.00090462505,0.008270546
t_10043,-100.64749,22.28831,0.0060087983,0.0013911148,0.0008719528,0.008059075
t_10044,-100.82716,22.28831,0.0058096163,0.0012884524,0.0008076039,0.0076358397
t_10045,-100.46783,22.28831,0.005606259,0.0014956828,0.00093749614,0.008481126
t_10046,-100.73733,22.37141,0.005560325,0.0012547071,0.00078645226,0.0074946433
t_10047,-100.46783,22.37141,0.0047261356,0.0009020723,0.00056542025,0.006409948
t_10048,-100.64749,22.37141,0.0058569578,0.001301869,0.00081601343,0.007691683
t_10049,-100.55766,22.37141,0.005767558,0.0013493967,0.0008458038,0.0078882
t_1005,-96.91949,18.84058,0.047610193,0.035569135,0.022294786,0.08600261
t_10050,-100.82716,22.37141,0.0072735697,0.0013554636,0.0008496066,0.0066809473
t_10051,-100.82716,22.45445,0.004908895,0.0011328068,0.00071004493,0.0069752056
t_10052,-100.55766,22.45445,0.0056426316,0.0012619325,0.00079098117,0.0075249663
t_10053,-100.46783,22.45445,0.004607471,0.0013054343,0.00081824814,0.006110877
t_10054,-100.64749,22.45445,0.005986629,0.00136726,0.0008570006,0.0073422366
t_10055,-100.73733,22.45445,0.0047901063,0.0011754847,0.00073679554,0.0071588065
t_10056,-100.82716,22.53745,0.0045068325,0.0010623577,0.0006658873,0.006667708
t_10057,-100.55766,22.53745,0.007127346,0.0013244154,0.0008301455,0.006573028
t_10058,-100.64749,22.53745,0.005779758,0.0012800039,0.0008023083,0.007009762
t_10059,-100.46783,22.53745,0.0046479637,0.0012200446,0.0007647257,0.0058269794
t_1006,-97.09915,18.84058,0.05818431,0.04691741,0.0294079,0.1066867
t_10060,-100.73733,22.53745,0.0051414007,0.0011014204,0.0006903719,0.0068389107
t_1007,-97.14406,18.84058,0.05453899,0.05041187,0.031598233,0.11287778
t_1008,-96.82965,18.84058,0.04511282,0.031154754,0.019527845,0.07765483
t_1009,-96.9644,18.84058,0.050656565,0.038060263,0.02385623,0.09063031
t_101,-97.59322,20.44797,0.029661331,0.01598487,0.01001934,0.04300899
t_1010,-97.18898,18.84058,0.048288237,0.035011332,0.021945156,0.09495846
t_1011,-96.87457,18.84058,0.041295778,0.033273038,0.020855589,0.081685714
t_1012,-96.82965,18.88308,0.04463771,0.030786837,0.019297235,0.076949656
t_1013,-97.05423,18.88308,0.05138748,0.04305383,0.026986204,0.09975231
t_10131,-101.18648,21.20363,0.007261692,0.0023722863,0.0014869525,0.009317355
t_10132,-101.09665,21.28735,0.008792967,0.0023689442,0.0014848576,0.011738372
t_10133,-101.18648,21.28735,0.008221361,0.0022389987,0.0014034075,0.011278203
t_10134,-101.00682,21.28735,0.008885767,0.0025048293,0.0015700306,0.01221222
t_10135,-100.91699,21.28735,0.011532276,0.0029695884,0.0018613423,0.011626045
t_10136,-100.82716,21.28735,0.010477624,0.0031353058,0.0019652143,0.013199116
t_10137,-101.09665,21.37103,0.007830357,0.0022317385,0.001398857,0.011252278
t_10138,-100.91699,21.37103,0.010098295,0.0027896243,0.0017485406,0.0111212125
t_10139,-101.00682,21.37103,0.008919754,0.0026439505,0.0016572321,0.01169434
t_1014,-97.00932,18.88308,0.048088137,0.040184602,0.025187768,0.094534695
t_10140,-101.18648,21.37103,0.009346857,0.002369968,0.0014854994,0.009907554
t_10141,-100.82716,21.37103,0.009532714,0.0029409789,0.0018434098,0.01261228
t_10142,-100.91699,21.45466,0.0096185515,0.0026198684,0.0016421373,0.010636781
t_10143,-101.00682,21.45466,0.0062317844,0.0014308437,0.0008968549,0.008878279
t_10144,-100.82716,21.45466,0.008929097,0.002458162,0.0015407794,0.012050298
t_10145,-101.18648,21.45466,0.009152648,0.0022349008,0.0014008391,0.009504603
t_10146,-101.09665,21.45466,0.0071367854,0.0021017275,0.0013173658,0.0107840095
t_10147,-101.18648,21.53825,0.0067560948,0.0018776668,0.0011769243,0.009957577
t_10148,-101.00682,21.53825,0.006919659,0.0020835872,0.0013059955,0.010718044
t_10149,-100.91699,21.53825,0.00765952,0.002192371,0.0013741814,0.011111302
t_1015,-97.09915,18.88308,0.056274176,0.04617426,0.028942095,0.10536051
t_10150,-100.82716,21.53825,0.008975974,0.0025861373,0.0016209946,0.011512459
t_10151,-101.09665,21.53825,0.008399114,0.002220094,0.0013915581,0.010333301
t_10152,-100.82716,21.62178,0.00714421,0.0021609236,0.0013544702,0.010998185
t_10153,-100.91699,21.62178,0.006938865,0.0020581358,0.0012900425,0.010625223
t_10154,-101.18648,21.62178,0.0076433625,0.0019854016,0.0012444527,0.009548816
t_10155,-101.09665,21.62178,0.006416572,0.001862315,0.0011673018,0.009899978
t_10156,-101.00682,21.62178,0.0087890765,0.002197539,0.0013774206,0.009391958
t_10157,-101.18648,21.70527,0.006810804,0.00166709,0.0010449344,0.00915537
t_10158,-100.91699,21.70527,0.007994068,0.0021675504,0.0013586237,0.010159764
t_10159,-101.09665,21.70527,0.00605568,0.0017523977,0.0010984055,0.0094835935
t_1016,-96.91949,18.88308,0.048318103,0.035108063,0.022005783,0.08513988
t_10160,-101.00682,21.70527,0.008562447,0.0020652725,0.0012945158,0.008988793
t_10161,-101.00682,21.78871,0.008449354,0.0019406737,0.0012164172,0.008602343
t_10162,-100.91699,21.78871,0.006666192,0.0018130828,0.001136443,0.009714353
t_10163,-101.18648,21.78871,0.005726472,0.0015702529,0.0009842368,0.008776999
t_10164,-101.09665,21.78871,0.0064562657,0.0016486513,0.001033377,0.009083813
t_10165,-100.91699,21.8721,0.007895486,0.0019091181,0.001196638,0.008503378
t_10166,-101.18648,21.8721,0.006540572,0.0014787505,0.00092688296,0.008413368
t_10167,-101.00682,21.8721,0.004863195,0.0010492429,0.000657667,0.0071302583
t_10168,-101.09665,21.8721,0.006647482,0.0015508005,0.0009720441,0.008700208
t_10169,-100.91699,21.95544,0.007048821,0.0017915412,0.0011229407,0.008881023
t_1017,-97.14406,18.88308,0.059487734,0.049569696,0.031070359,0.11139227
t_10170,-101.18648,21.95544,0.0073851794,0.0015622423,0.0009792157,0.007382629
t_10171,-101.00682,21.95544,0.0053896313,0.0015267243,0.00095695304,0.006823189
t_10172,-101.09665,21.95544,0.0052508726,0.00145857,0.0009142338,0.0066071358
t_10173,-101.09665,22.03873,0.0051282365,0.0013716863,0.000859775,0.006327504
t_10174,-100.91699,22.03873,0.0057433196,0.001498341,0.00093916233,0.008491744
t_10175,-101.18648,22.03873,0.0065332633,0.0014707625,0.0009218761,0.0077288416
t_10176,-101.00682,22.03873,0.004510413,0.0009260145,0.00058042724,0.0065292763
t_10177,-101.00682,22.12197,0.0056703333,0.0013472805,0.0008444774,0.007879492
t_10178,-101.18648,22.12197,0.005461294,0.0012339251,0.000773426,0.0074071474
t_10179,-100.91699,22.12197,0.007815225,0.0015775902,0.0009888358,0.007433617
t_1018,-96.9644,18.88308,0.049278673,0.037542496,0.02353169,0.08967298
t_10180,-101.09665,22.12197,0.0053425473,0.0012898807,0.0008084991,0.0076417923
t_10181,-101.00682,22.20517,0.0066407025,0.0014199974,0.0008900565,0.0069030235
t_10182,-101.18648,22.20517,0.0053374064,0.0011614335,0.0007279882,0.007098573
t_10183,-100.91699,22.20517,0.007423599,0.0014804136,0.0009279254,0.0071083275
t_10184,-101.09665,22.20517,0.005534301,0.0012128811,0.00076023565,0.007318118
t_10185,-101.09665,22.28831,0.0053169904,0.0011404505,0.000714836,0.0070082326
t_10186,-101.00682,22.28831,0.006418598,0.0013338947,0.0008360871,0.0066060526
t_10187,-101.18648,22.28831,0.0049327747,0.0010931384,0.0006851807,0.0068027605
t_10188,-100.91699,22.28831,0.0074242023,0.0013892867,0.0008708069,0.006797709
t_10189,-100.91699,22.37141,0.0055300496,0.0011620404,0.00072836864,0.0071011786
t_1019,-97.18898,18.88308,0.06222036,0.05326941,0.03338934,0.1178891
t_10190,-101.00682,22.37141,0.006713128,0.0012530291,0.0007854005,0.0063220975
t_10191,-101.18648,22.37141,0.0048859515,0.001028806,0.0006448571,0.006519206
t_10192,-101.09665,22.37141,0.005581215,0.0012031673,0.00075414695,0.006711558
t_10193,-100.91699,22.45445,0.0058757234,0.0012237261,0.00076703326,0.0067918706
t_10194,-101.00682,22.45445,0.0051545566,0.0010491076,0.0006575822,0.0066092266
t_10196,-101.09665,22.45445,0.0049475427,0.0010082794,0.00063199096,0.006427664
t_10197,-100.91699,22.53745,0.0052266857,0.0010237171,0.0006416674,0.0064965608
t_102,-97.27881,20.44797,0.024750602,0.012204969,0.0076500927,0.038350694
t_1020,-96.87457,18.88308,0.04594759,0.032861594,0.020597694,0.08090655
t_10201,-99.30002,21.11985,0.014800737,0.0068743946,0.004308881,0.025190143
t_10202,-99.56952,21.11985,0.011401813,0.0040313606,0.0025268628,0.01863003
t_10203,-99.38985,21.20363,0.013032877,0.006101144,0.003824206,0.018320872
t_10204,-99.47968,21.20363,0.011664716,0.0038201883,0.0023944997,0.01791872
t_10205,-99.56952,21.20363,0.01280644,0.0057239057,0.0035877523,0.022061639
t_10206,-99.30002,21.20363,0.014728452,0.0062751155,0.0039332514,0.023578351
t_10207,-99.38985,21.28735,0.014363963,0.005582876,0.003499355,0.021667784
t_10208,-99.56952,21.28735,0.012722079,0.005251984,0.0032919513,0.020733632
t_10209,-99.47968,21.28735,0.012283861,0.005421345,0.003398107,0.021213569
t_1021,-96.87457,18.92558,0.037320275,0.03239245,0.020303635,0.06349503
t_10210,-99.30002,21.28735,0.016626121,0.006434736,0.0040333015,0.020224804
t_10211,-99.38985,21.37103,0.0103771435,0.0033018733,0.002069619,0.016129041
t_10212,-99.56952,21.37103,0.012266704,0.0048231315,0.0030231457,0.019500231
t_10213,-99.47968,21.37103,0.013007229,0.00497216,0.0031165571,0.019931909
t_10214,-99.30002,21.37103,0.010966145,0.005247273,0.0032889985,0.016430834
t_10215,-99.56952,21.45466,0.011087812,0.0044330917,0.0027786682,0.01835375
t_10216,-99.38985,21.45466,0.012544083,0.0046893074,0.0029392648,0.019109666
t_10217,-99.47968,21.45466,0.010671409,0.0045644944,0.0028610316,0.0148626305
t_10218,-99.30002,21.45466,0.009494282,0.0031032537,0.001945124,0.015424639
t_10219,-99.56952,21.53825,0.010976442,0.00407797,0.0025560777,0.017286936
t_1022,-97.18898,18.92558,0.046617568,0.033697646,0.021121735,0.09212725
t_10220,-99.38985,21.53825,0.010205941,0.004304118,0.0026978273,0.014248956
t_10221,-99.47968,21.53825,0.0115029495,0.004194056,0.0026288405,0.017638238
t_10222,-99.30002,21.53825,0.010178219,0.004407168,0.0027624194,0.014492953
t_10223,-99.56952,21.62178,0.010253137,0.0037544074,0.002353268,0.016293563
t_10224,-99.38985,21.62178,0.009629992,0.0039544087,0.0024786291,0.013409258
t_10225,-99.30002,21.62178,0.009494682,0.0040453183,0.0025356116,0.013629349
t_10226,-99.47968,21.62178,0.0109645035,0.0038571574,0.002417672,0.016611371
t_10227,-99.38985,21.70527,0.00906638,0.0036364556,0.0022793356,0.012628741
t_10228,-99.47968,21.70527,0.007821599,0.0022923038,0.0014368194,0.0124143325
t_10229,-99.30002,21.70527,0.010884655,0.0037168188,0.0023297074,0.01617673
t_1023,-96.82965,18.92558,0.03186932,0.019606438,0.012289343,0.060417242
t_10230,-99.56952,21.70527,0.00914399,0.003459247,0.0021682612,0.0153675
t_10231,-99.38985,21.78871,0.0087657105,0.0033470744,0.002097951,0.0119025195
t_10232,-99.30002,21.78871,0.013730221,0.0038353447,0.0024039997,0.013949417
t_10233,-99.47968,21.78871,0.0078975875,0.0021117472,0.0013236462,0.011708129
t_10234,-99.56952,21.78871,0.00936483,0.0031897759,0.001999356,0.014503513
t_10235,-99.38985,21.8721,0.0086916145,0.0030833993,0.0019326791,0.014157121
t_10236,-99.30002,21.8721,0.008663636,0.003146565,0.0019722716,0.014363186
t_10237,-99.47968,21.8721,0.008649438,0.0030155438,0.0018901473,0.013934488
t_10238,-99.56952,21.8721,0.0077942084,0.0029435288,0.0018450082,0.010861001
t_10239,-99.56952,21.95544,0.0074393936,0.002718299,0.0017038338,0.010263065
t_1024,-97.14406,18.92558,0.050309177,0.048618857,0.03047437,0.087114714
t_10240,-99.30002,21.95544,0.009395051,0.0028990381,0.0018171213,0.013549056
t_10241,-99.47968,21.95544,0.007202499,0.0027824838,0.0017440649,0.010434784
t_10242,-99.38985,21.95544,0.0090757385,0.0028428822,0.0017819226,0.013361787
t_10243,-99.30002,22.03873,0.0066306535,0.0017260056,0.0010818628,0.010141928
t_10244,-99.47968,22.03873,0.0074778283,0.0025694042,0.0016105063,0.009860399
t_10245,-99.38985,22.03873,0.007583491,0.0026232551,0.0016442601,0.010006746
t_10246,-99.56952,22.03873,0.008058812,0.0025121074,0.0015745925,0.012237398
t_10247,-99.56952,22.12197,0.0074392133,0.0023231786,0.0014561717,0.011577116
t_10248,-99.47968,22.12197,0.0066350615,0.0023744055,0.0014882808,0.009323258
t_10249,-99.38985,22.12197,0.007858619,0.0024224957,0.0015184238,0.0119259795
t_1025,-96.91949,18.92558,0.041956827,0.034583066,0.021676715,0.084155045
t_10250,-99.30002,22.12197,0.008463007,0.0024671094,0.0015463877,0.012081408
t_10251,-99.30002,22.20517,0.006938779,0.0022786402,0.001428255,0.00905506
t_10252,-99.47968,22.20517,0.0073943567,0.0021957657,0.0013763092,0.011123487
t_10253,-99.38985,22.20517,0.005949535,0.0014454763,0.0009060267,0.008942513
t_10254,-99.56952,22.20517,0.006243918,0.0021498988,0.0013475597,0.008689557
t_10255,-99.30002,22.28831,0.0064189257,0.0021062046,0.0013201721,0.008564143
t_10256,-99.47968,22.28831,0.0056849574,0.0013119717,0.0008223458,0.0083495015
t_10257,-99.56952,22.28831,0.0077245594,0.0019908762,0.0012478841,0.010378378
t_10258,-99.38985,22.28831,0.0060800086,0.0020705315,0.0012978122,0.008461218
t_10259,-99.30002,22.37141,0.006813347,0.0019482429,0.0012211615,0.010220713
t_1026,-96.9644,18.92558,0.048270278,0.03695381,0.023162702,0.08858171
t_10260,-99.38985,22.37141,0.0058878446,0.0019162716,0.0012011218,0.008010314
t_10261,-99.47968,22.37141,0.0052768383,0.0012149346,0.0007615228,0.007907927
t_10262,-99.56952,22.37141,0.0057687033,0.001844783,0.0011563126,0.0077979458
t_10263,-99.30002,22.45445,0.0076878252,0.0020234878,0.0012683251,0.009677814
t_10264,-99.47968,22.45445,0.006479417,0.0017436945,0.0010929503,0.009450317
t_10265,-99.56952,22.45445,0.0060316375,0.0017104924,0.0010721391,0.009322938
t_10266,-99.38985,22.45445,0.0059660603,0.00177474,0.0011124096,0.0075876294
t_10267,-99.30002,22.53745,0.005780215,0.0016705309,0.0010470912,0.007270355
t_10268,-99.47968,22.53745,0.0048160776,0.0010439038,0.0006543204,0.0071046483
t_10269,-99.56952,22.53745,0.006390322,0.0015869251,0.000994687,0.0088426005
t_1027,-97.09915,18.92558,0.044631816,0.029269831,0.018346373,0.08245442
t_10270,-99.38985,22.53745,0.0048653972,0.0010619336,0.0006656215,0.0071909837
t_10271,-97.95255,21.11985,0.019938264,0.008214793,0.005149044,0.024140364
t_10272,-97.86272,21.11985,0.015173425,0.0071622,0.0044892775,0.025951777
t_10273,-97.77288,21.20363,0.01603428,0.0063719074,0.003993921,0.02384118
t_10274,-97.68305,21.20363,0.013982983,0.0062049697,0.003889284,0.023387248
t_10275,-97.95255,21.20363,0.015133922,0.0066635204,0.004176704,0.024627112
t_10276,-97.86272,21.20363,0.015193853,0.006525391,0.0040901243,0.024255922
t_10277,-97.86272,21.28735,0.011366348,0.0038437105,0.0024092435,0.01799843
t_10278,-97.77288,21.28735,0.014550436,0.0058194436,0.0036476357,0.02232706
t_10279,-97.68305,21.28735,0.0141841,0.00567368,0.003556271,0.021921657
t_1028,-97.00932,18.92558,0.04971923,0.039523106,0.024773141,0.09332284
t_10280,-97.95255,21.28735,0.0160477,0.006073373,0.0038067992,0.023027265
t_10281,-97.77288,21.37103,0.012672181,0.0053211926,0.003335331,0.020930223
t_10282,-97.68305,21.37103,0.013198816,0.0051936,0.003255356,0.020567276
t_10283,-97.95255,21.37103,0.016132353,0.0062192446,0.0038982315,0.021555709
t_10284,-97.86272,21.37103,0.014739231,0.0054380707,0.0034085906,0.021260757
