STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE
0CAN,CANTIANO,43.472301,12.630800,seismic,INGV,C (inferred from geology),0.020087111,0,0.03456824118418216,0,0.018976234792271462,0,0.006022658282246536,0,,C (inferred from geology)
0MBT,CITTA' DI CASTELLO (OPERA PIA MUZI BETTI),43.462101,12.248800,seismic,INGV,C (inferred from geology),0.014105988,0,0.039196429320382205,0,0.028806589848656992,0,0.026984918708599225,0,,C (inferred from geology)
0PIO,PIOBBICO,43.587299,12.512700,seismic,INGV,C (inferred from geology),0.020007727,0,0.03706597142179975,0,0.012955397938576717,0,0.004519932142527102,0,,C (inferred from geology)
ACC,ACCUMOLI,42.695999,13.242000,seismic,INGV,A (inferred from geology),0.08831992300000001,0,0.16986631866696678,0,0.06352803296871255,0,0.06823441907756347,0,,A (inferred from geology)
ACER,ACERENZA,40.786700,15.942700,seismic,INGV,B,0.0005008129999999999,0,0.00066441890086694,0,0.0015455356607057234,0,0.0012434224990331083,0,523,B
ACOM,ACOMIZZA  ITALY,46.548000,13.513700,seismic,INGV,A (inferred from geology),0.000584079,0,0.0022845310686754757,0,0.0010953460945824101,0,0.001212272176807504,0,,A (inferred from geology)
ACT,ACQUASANTA TERME,42.771301,13.412500,seismic,INGV,D (inferred from geology),0.09884236900000001,0,0.09326935908157989,0,0.03540257825839188,0,0.03689242888659318,0,,D (inferred from geology)
AGOR,AGORDO  ITALY,46.282900,12.047200,seismic,INGV,B (inferred from geology),0.000331611,0,0.0007373830215850579,0,0.0009430163194593044,0,0.0006594569298097013,0,,B (inferred from geology)
AM05,AMANDOLA  FM  CAMPO SPORTIVO,42.977404,13.352786,seismic,INGV,B (inferred from geology),0.201817368,0,0.1706318255545216,0,0.055980906900221825,0,0.04051406041728975,0,,B (inferred from geology)
AMT,AMATRICE,42.632460,13.286176,seismic,INGV,B,0.09074185900000001,0,0.34616355146829864,0,0.15116881489545203,0,0.04626497843693532,0,670,B
ANB,ANCONA 2,43.592290,13.507411,seismic,INGV,B (inferred from geology),0.025995436000000004,0,0.05547924841814804,0,0.04629926101146955,0,0.02035280606810711,0,,B (inferred from geology)
ANT,ANTRODOCO,42.418110,13.078598,seismic,INGV,A,0.008566104,0,0.017671016972666986,0,0.021975572178460072,0,0.011223558379731536,0,912,A
