calc_id,description,cal_time,gmpe,imt,nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations,abs_bias
59,"Median gmf - 20210907_M7.1_Guerrero (Rupture:AUST, GMPEs:GEM, Recording Stations:seismic)",570,YoungsEtAl1997SInter,PGA,0.005,0.4385387,AUST,GEM,seismic,0.005
65,"Median gmf - 20210907_M7.1_Guerrero (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",575,AbrahamsonEtAl2015SInter,PGA,0.006,0.38923252,GCMT,USGS,seismic,0.006
73,"Median gmf - 20210907_M7.1_Guerrero (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",549,AbrahamsonEtAl2015SInter,PGA,0.011,0.39325598,USGS,USGS,seismic,0.011
68,"Median gmf - 20210907_M7.1_Guerrero (Rupture:SSN, GMPEs:GEM, Recording Stations:all)",620,YoungsEtAl1997SInter,SA(0.3),0.039,0.9916857,SSN,GEM,all,0.039
64,"Median gmf - 20210907_M7.1_Guerrero (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",585,YoungsEtAl1997SInter,SA(0.3),0.04,0.90261275,GCMT,GEM,all,0.04
60,"Median gmf - 20210907_M7.1_Guerrero (Rupture:AUST, GMPEs:GEM, Recording Stations:all)",559,MontalvaEtAl2017SInter,SA(0.3),0.05,1.2340076,AUST,GEM,all,0.05
72,"Median gmf - 20210907_M7.1_Guerrero (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",593,YoungsEtAl1997SInter,SA(0.3),0.053,0.9385257,USGS,GEM,all,0.053
64,"Median gmf - 20210907_M7.1_Guerrero (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",585,MontalvaEtAl2017SInter,PGA,-0.053,0.7125029,GCMT,GEM,all,0.053
72,"Median gmf - 20210907_M7.1_Guerrero (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",593,MontalvaEtAl2017SInter,PGA,-0.066,0.8995503,USGS,GEM,all,0.066
69,"Median gmf - 20210907_M7.1_Guerrero (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",595,AbrahamsonEtAl2015SInter,SA(0.3),0.081,1.1064811,SSN,USGS,seismic,0.081
59,"Median gmf - 20210907_M7.1_Guerrero (Rupture:AUST, GMPEs:GEM, Recording Stations:seismic)",570,YoungsEtAl1997SInter,SA(0.3),-0.085,0.7460888,AUST,GEM,seismic,0.085
67,"Median gmf - 20210907_M7.1_Guerrero (Rupture:SSN, GMPEs:GEM, Recording Stations:seismic)",646,ZhaoEtAl2006SInter,SA(0.3),0.094,1.8023453,SSN,GEM,seismic,0.094
63,"Median gmf - 20210907_M7.1_Guerrero (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",577,ZhaoEtAl2006SInter,SA(0.3),0.098,0.94324636,GCMT,GEM,seismic,0.098
71,"Median gmf - 20210907_M7.1_Guerrero (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",594,ZhaoEtAl2006SInter,SA(0.3),0.133,1.0026954,USGS,GEM,seismic,0.133
69,"Median gmf - 20210907_M7.1_Guerrero (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",595,AbrahamsonEtAl2015SInter,PGA,-0.156,0.47980246,SSN,USGS,seismic,0.156
63,"Median gmf - 20210907_M7.1_Guerrero (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",577,MontalvaEtAl2017SInter,SA(1.0),-0.173,0.32351902,GCMT,GEM,seismic,0.173
71,"Median gmf - 20210907_M7.1_Guerrero (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",594,MontalvaEtAl2017SInter,SA(1.0),-0.176,0.35842392,USGS,GEM,seismic,0.176
71,"Median gmf - 20210907_M7.1_Guerrero (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",594,YoungsEtAl1997SInter,PGA,-0.186,0.42834514,USGS,GEM,seismic,0.186
67,"Median gmf - 20210907_M7.1_Guerrero (Rupture:SSN, GMPEs:GEM, Recording Stations:seismic)",646,ZhaoEtAl2006SInter,PGA,0.189,0.8500438,SSN,GEM,seismic,0.189
59,"Median gmf - 20210907_M7.1_Guerrero (Rupture:AUST, GMPEs:GEM, Recording Stations:seismic)",570,MontalvaEtAl2017SInter,SA(1.0),0.191,0.47552943,AUST,GEM,seismic,0.191
69,"Median gmf - 20210907_M7.1_Guerrero (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",595,ZhaoEtAl2016SInter,SA(0.3),0.191,2.9177496,SSN,USGS,seismic,0.191
