calc_id,description,cal_time,gmpe,imt,nominal_bias,abs_nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
1003,"Median gmf - DRAFT_19980627_M6.28_AdanaCeyhan (Rupture:ESM, GMPEs:USGS, Recording Stations:all)",101,ZhaoEtAl2016Asc,PGA,1.114,1.114,0.64789337,ESM,USGS,all
1002,"Median gmf - DRAFT_19980627_M6.28_AdanaCeyhan (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",109,ZhaoEtAl2016Asc,PGA,1.122,1.122,0.71356946,USGS,USGS,all
1000,"Median gmf - DRAFT_19980627_M6.28_AdanaCeyhan (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",92,ZhaoEtAl2016Asc,PGA,1.154,1.154,0.6243765,EFEHR,USGS,all
1006,"Median gmf - DRAFT_19980627_M6.28_AdanaCeyhan (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",159,KothaEtAl2020ESHM20SlopeGeology,PGA,1.186,1.186,0.71064925,USGS,GEM,all
1001,"Median gmf - DRAFT_19980627_M6.28_AdanaCeyhan (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",113,ZhaoEtAl2016Asc,PGA,1.222,1.222,0.67902994,GCMT,USGS,all
1007,"Median gmf - DRAFT_19980627_M6.28_AdanaCeyhan (Rupture:ESM, GMPEs:GEM, Recording Stations:all)",159,KothaEtAl2020ESHM20SlopeGeology,PGA,1.226,1.226,0.7104109,ESM,GEM,all
1004,"Median gmf - DRAFT_19980627_M6.28_AdanaCeyhan (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",161,KothaEtAl2020ESHM20SlopeGeology,PGA,1.283,1.283,0.65482396,EFEHR,GEM,all
1005,"Median gmf - DRAFT_19980627_M6.28_AdanaCeyhan (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",160,KothaEtAl2020ESHM20SlopeGeology,PGA,1.319,1.319,0.76246214,GCMT,GEM,all
1006,"Median gmf - DRAFT_19980627_M6.28_AdanaCeyhan (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",159,KothaEtAl2020ESHM20SlopeGeology,PGA,1.384,1.384,0.71064925,USGS,GEM,all
1002,"Median gmf - DRAFT_19980627_M6.28_AdanaCeyhan (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",109,CauzziEtAl2014,PGA,1.389,1.389,0.6705066,USGS,USGS,all
