# 20120905_M7.6_Nicoya median gmf, Stations:None, gmlt:GEM, Rupture:RSN_2012
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,ParkerEtAl2020SInter,ZhaoEtAl2006SInter
t_0,-85.13534,9.5982,0.32578543,0.2782292,0.27188936
t_1,-83.83278,9.24372,0.039016023,0.022598939,0.032202885
t_10,-83.96753,9.33237,0.06348627,0.03983052,0.049107406
t_100,-84.37177,9.5982,0.087076284,0.06163229,0.08858456
t_1000,-83.47345,9.81956,0.028605312,0.014571849,0.021281764
t_1001,-83.42854,9.81956,0.028883906,0.014593829,0.020251248
t_1002,-83.51837,9.81956,0.027935034,0.014270257,0.022375356
t_1003,-83.42854,9.86382,0.032958098,0.016969956,0.025344513
t_1004,-83.51837,9.86382,0.03328747,0.017565915,0.027984757
t_1005,-83.47345,9.86382,0.031145306,0.01608548,0.02109178
t_1006,-83.47345,9.90806,0.03308203,0.017203655,0.026355932
t_1007,-83.42854,9.90806,0.02605422,0.012825078,0.019880189
t_1008,-82.93446,9.5982,0.025492262,0.011058072,0.01546812
t_1009,-82.97938,9.5982,0.022058828,0.009467219,0.012830324
t_101,-84.28194,9.5982,0.08330799,0.057458058,0.07735495
t_1010,-82.88955,9.64248,0.020090884,0.008250684,0.011686796
t_1011,-82.97938,9.64248,0.021902993,0.009383689,0.012808146
t_1012,-82.93446,9.64248,0.02215901,0.00938788,0.015442194
t_1013,-82.93446,9.68676,0.024029614,0.010312579,0.015402329
t_1014,-82.88955,9.68676,0.022338916,0.009342802,0.014716195
t_1015,-82.97938,9.68676,0.024932632,0.010910781,0.016125778
t_1016,-82.93446,9.73103,0.02114796,0.008869253,0.012158535
t_1017,-82.88955,9.73103,0.02415502,0.01022362,0.014666391
t_1018,-82.66497,9.64248,0.017929725,0.006728455,0.011795217
t_1019,-82.84463,9.68676,0.022809362,0.0094420845,0.014064833
t_102,-84.32685,9.5982,0.08347629,0.05837848,0.08271764
t_1020,-82.79972,9.68676,0.023562621,0.009671049,0.013446452
t_1021,-82.7548,9.68676,0.018961132,0.007389634,0.012858848
t_1022,-82.7548,9.73103,0.018922549,0.007364627,0.012818742
t_1023,-82.79972,9.73103,0.019482754,0.0077297227,0.0134033775
t_1024,-82.84463,9.73103,0.023795564,0.009909331,0.014018534
t_1025,-82.79972,9.7753,0.01943117,0.0076959273,0.013349341
t_1026,-82.84463,9.7753,0.020012377,0.00807872,0.013960485
t_1027,-82.97938,9.73103,0.024237085,0.010547062,0.016068
t_1028,-82.88955,9.7753,0.02986881,0.013091416,0.014765512
t_1029,-82.93446,9.7753,0.02176983,0.009166114,0.015281558
t_103,-84.28194,9.64248,0.07475229,0.051453132,0.07685783
t_1030,-82.97938,9.7753,0.024886316,0.010861436,0.015995681
t_1031,-82.88955,9.81956,0.020549165,0.008436068,0.014529243
t_1032,-82.97938,9.81956,0.02626494,0.011542018,0.01590916
t_1033,-82.93446,9.81956,0.023862168,0.010189006,0.015201178
t_1034,-82.88955,9.86382,0.020467509,0.0083814785,0.014442464
t_1035,-82.97938,9.86382,0.028946407,0.012892969,0.015983649
t_1036,-82.93446,9.86382,0.021091534,0.008800677,0.015107892
t_1037,-82.84463,9.81956,0.01994647,0.0080350945,0.013890935
t_1038,-83.0243,9.5982,0.02305693,0.010105066,0.016965462
t_1039,-83.11413,9.5982,0.023240311,0.01046196,0.014760734
t_104,-84.32685,9.64248,0.079649106,0.05554795,0.082146
t_1040,-83.0243,9.64248,0.023268385,0.010208989,0.016935205
t_1041,-83.06921,9.64248,0.023568321,0.01049855,0.017743958
t_1042,-83.11413,9.64248,0.021447908,0.009491304,0.014732659
t_1043,-83.06921,9.68676,0.020236377,0.008734418,0.014016231
t_1044,-83.0243,9.68676,0.024216045,0.0106890295,0.016888805
t_1045,-83.11413,9.68676,0.023530204,0.0106032295,0.0146897165
t_1046,-83.0243,9.73103,0.029241025,0.013275915,0.01682649
t_1047,-83.11413,9.73103,0.02346626,0.010558221,0.014632133
t_1048,-83.24887,9.5982,0.027821282,0.013409144,0.021510111
t_1049,-83.20396,9.5982,0.025488168,0.0119565865,0.016236681
t_105,-84.37177,9.64248,0.09337373,0.06580991,0.087923944
t_1050,-83.15904,9.64248,0.021328487,0.009534193,0.015447578
t_1051,-83.24887,9.64248,0.027488321,0.013215633,0.02146484
t_1052,-83.20396,9.64248,0.02307801,0.010609152,0.016203664
t_1053,-83.24887,9.68676,0.022776386,0.010544465,0.016948799
t_1054,-83.20396,9.68676,0.022011125,0.01000816,0.016153289
t_1055,-83.15904,9.68676,0.023300176,0.0106088985,0.015401093
t_1056,-83.15904,9.73103,0.021773627,0.009757373,0.015338806
t_1057,-83.20396,9.73103,0.02484279,0.011573013,0.01608584
t_1058,-83.33871,9.64248,0.036268283,0.01856943,0.023666834
t_1059,-83.38362,9.64248,0.029438354,0.014832028,0.019699005
t_106,-84.28194,9.68676,0.072564766,0.04975429,0.06030018
t_1060,-83.33871,9.68676,0.024674665,0.011859432,0.018683216
t_1061,-83.29379,9.68676,0.025323644,0.012129053,0.01779105
