# 20120905_M7.6_Nicoya median gmf, Stations:Seismic, gmlt:USGS, Rupture:RSN_2012
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_104,-84.127,9.9839,0.05135402,0.050520796,0.052788794,0.051155746
m_105,-84.1278,9.8936,0.05549983,0.05288237,0.060215157,0.05489738
m_106,-84.0359,9.983,0.094118156,0.093600914,0.0954539,0.09451051
m_109,-84.0367,9.8927,0.07489835,0.080237366,0.06840931,0.07655393
m_113,-84.2205,9.7136,0.05172234,0.05639368,0.061157152,0.057744645
m_114,-84.1262,10.0742,0.08672997,0.08654874,0.0936512,0.08944261
m_120,-84.219,9.8943,0.074611254,0.072511904,0.081115834,0.07470074
m_123,-84.3975,10.3475,0.06497125,0.06977422,0.06720456,0.070151955
m_131,-84.1317,9.4419,0.044698276,0.044775818,0.044902854,0.04522839
m_133,-85.8548,11.2602,0.033601783,0.04827128,0.038047202,0.048810646
m_139,-83.9457,9.892,0.057585053,0.05831545,0.05659914,0.057760645
m_143,-86.3106,12.166,0.010473284,0.014289649,0.011935833,0.01723541
m_145,-86.2195,11.8944,0.016045123,0.023330549,0.017360542,0.026286112
m_74,-85.4938,10.1737,0.2512824,0.2621842,0.27476564,0.2622205
m_75,-85.5846,10.2645,0.49312454,0.537505,0.51353824,0.5150849
m_76,-85.6748,10.5361,0.10920734,0.15424019,0.12230976,0.13654634
m_80,-85.6774,9.9032,0.3489486,0.75778615,0.5116958,0.49945125
m_81,-85.7665,10.4461,0.16424975,0.2447718,0.16111693,0.20302838
m_83,-84.2174,10.075,0.13005228,0.12735637,0.13534321,0.13064907
m_84,-85.4951,9.9024,0.28487328,0.45343804,0.35887194,0.39984173
m_94,-84.9445,10.4419,0.084609024,0.101795375,0.09224003,0.10026489
m_95,-84.4909,10.0771,0.2396355,0.24320465,0.24034208,0.2422208
m_96,-85.3118,10.0824,0.11874976,0.14672413,0.14965098,0.13920924
m_97,-84.2182,9.9847,0.11622583,0.118874244,0.1129221,0.11674695
m_98,-84.4005,9.9861,0.122988425,0.1263315,0.13112856,0.12876944
m_99,-83.6778,9.3476,0.025697617,0.027546741,0.02631876,0.028281804
s_0,-85.648,9.979,1.58,1.58,1.58,1.58
s_1,-85.59,10.286,0.563,0.563,0.563,0.563
