STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE
1754/01,Qasem Abad,34.353,59.862,seismic,Stations_BHRC,0.195016,0.387241956,0.257200414,0.139398986,0.0,0.0,0.0,0.0,0.129011,0.204168283,0.211847542,0.139398986,0.0757338,0.10448231,0.039438097,0.026022725,0.195016,0.387241956,0.257200414,0.129306183,,,,,,,,
1753,Sangan,34.404,60.252,seismic,Stations_BHRC,0.130426,0.141392987,0.061260103,0.030179307,0.0,0.0,0.0,0.0,0.120624,0.10856136,0.058912864,0.028009226,0.0864081,0.049487184,0.035894215,0.019844892,0.130426,0.141392987,0.061260103,0.030179307,,,,,,,,
1759,Khaf,34.571,60.136,seismic,Stations_BHRC,0.111652,0.2394235,0.116655023,0.116107136,0.0,0.0,0.0,0.0,0.111652,0.197396611,0.09778331,0.065007832,0.0576413,0.098324651,0.106439486,0.033459114,0.0899806,0.2394235,0.116655023,0.116107136,,,,,,,,
1750/02,Marak,32.921,59.427,seismic,Stations_BHRC,0.056661,0.157317077,0.142485304,0.089817346,0.0,0.0,0.0,0.0,0.056661,0.157317077,0.142485304,0.081912069,0.0280758,0.0415824,0.065138706,0.060134194,0.0416409,0.11244515,0.073126752,0.089817346,,,,,,,,
1758,Torbate Heiydaryeh,35.274,59.221,seismic,Stations_BHRC,0.0525483,0.152318318,0.066776478,0.03903849,0.0,0.0,0.0,0.0,0.0372674,0.121721979,0.066776478,0.03903849,0.0183174,0.038386919,0.032600382,0.022842329,0.0525483,0.152318318,0.066519568,0.028804122,,,,,,,,
1737,Birjand,32.876,59.208,seismic,Stations_BHRC,0.0496727,0.086924466,0.10561353,0.092003019,0.0,0.0,0.0,0.0,0.0388025,0.086924466,0.096267959,0.072245671,0.0322184,0.069255789,0.061925589,0.077824767,0.0496727,0.086155497,0.10561353,0.092003019,,,,,,,,
1771,Shahid Yaqoobi Dam1,35.16,59.406,seismic,Stations_BHRC,0.0473224,0.092356139,0.062079872,0.0370633,0.0,0.0,0.0,0.0,0.0340812,0.089034182,0.062079872,0.02914137,0.0182295,0.028541932,0.028705427,0.024132632,0.0473224,0.092356139,0.041965935,0.0370633,,,,,,,,
1763,Roshtkhar,34.97,59.62,seismic,Stations_BHRC,0.0463072,0.082202564,0.069243159,0.060575987,0.0,0.0,0.0,0.0,0.0463072,0.082202564,0.068601428,0.060575987,0.0255697,0.058238154,0.03805807,0.033388338,0.0350971,0.064637115,0.069243159,0.038400633,,,,,,,,
1751,Mood,32.706,59.521,seismic,Stations_BHRC,0.0408472,0.063549713,0.084316856,0.086567041,0.0,0.0,0.0,0.0,0.0408472,0.058655594,0.084316856,0.078258728,0.0192708,0.063549713,0.044043511,0.027625141,0.029689,0.059778626,0.076170699,0.086567041,,,,,,,,
1752/03,Rivash,35.478,58.465,seismic,Stations_BHRC,0.0365735,0.092429171,0.038695911,0.028094726,0.0,0.0,0.0,0.0,0.0365735,0.083952812,0.029007918,0.019237898,0.0166824,0.023016296,0.027482157,0.021259095,0.0338372,0.092429171,0.038695911,0.028094726,,,,,,,,
1742,Gonabad,34.365,58.679,seismic,Stations_BHRC,0.0351575,0.064123004,0.058388951,0.060489782,0.0,0.0,0.0,0.0,0.0311112,0.064123004,0.058388951,0.046682422,0.0237809,0.047907536,0.027586194,0.023943148,0.0351575,0.061051589,0.04960556,0.060489782,,,,,,,,
1761,Bajestan,34.521,58.182,seismic,Stations_BHRC,0.034634,0.042068038,0.025511702,0.02087795,0.0,0.0,0.0,0.0,0.034634,0.042068038,0.025511702,0.02087795,0.01970965,0.017790927,0.01167233,0.013881697,0.03405799,0.0315091,0.02487317,0.019255714,,,,,,,,
1739,Bosk Abad,34.028,58.722,seismic,Stations_BHRC,0.0274837,0.047724412,0.052101117,0.04225878,0.0,0.0,0.0,0.0,0.0191874,0.047724412,0.052101117,0.039744651,0.0117434,0.027557688,0.025999562,0.021393613,0.0274837,0.039940103,0.049495884,0.04225878,,,,,,,,
1741,Feyz Abad,35.013,58.781,seismic,Stations_BHRC,0.0270494,0.047082932,0.029887436,0.02338601,0.0,0.0,0.0,0.0,0.0270494,0.047082932,0.029887436,0.015272592,0.022617,0.041607178,0.024509309,0.009642966,0.0255602,0.042175249,0.028691822,0.02338601,,,,,,,,
1770,Moosaviyeh,33.294,58.906,seismic,Stations_BHRC,0.0253229,0.048952998,0.053433351,0.060847666,0.0,0.0,0.0,0.0,0.0213843,0.035442327,0.044806115,0.037927622,0.0198441,0.025527212,0.037714734,0.05279821,0.0253229,0.048952998,0.053433351,0.060847666,,,,,,,,
1740,Khezri,34.022,58.811,seismic,Stations_BHRC,0.0219698,0.059914555,0.047724959,0.037977529,0.0,0.0,0.0,0.0,0.0195785,0.059914555,0.047578838,0.026983037,0.0187215,0.036945821,0.0271594,0.027053708,0.0219698,0.043742535,0.047724959,0.037977529,,,,,,,,
1748,Sarayan,33.859,58.525,seismic,Stations_BHRC,0.0199828,0.039587748,0.043421281,0.044364372,0.0,0.0,0.0,0.0,0.0157531,0.034743065,0.042595554,0.044364372,0.0141593,0.039587748,0.033522157,0.028483258,0.0199828,0.03330287,0.043421281,0.039433539,,,,,,,,
1897,Zabol,31.032,61.497,seismic,Stations_BHRC,0.0173667,0.02485744,0.035400653,0.047627656,0.0,0.0,0.0,0.0,0.0164622,0.02485744,0.031592075,0.038511978,0.00826479,0.009740908,0.009665676,0.015861722,0.0173667,0.02121637,0.035400653,0.047627656,,,,,,,,
1747,Neyshaboor,36.2,58.78,seismic,Stations_BHRC,0.0168137,0.017021796,0.022533213,0.032960455,0.0,0.0,0.0,0.0,0.0168137,0.017021796,0.022245543,0.026947977,0.00723725,0.009614965,0.009974782,0.017366,0.012056,0.014019183,0.022533213,0.032960455,,,,,,,,
1744,Mohammad Abad,30.88,61.45,seismic,Stations_BHRC,0.0160841,0.035965925,0.034728765,0.067739652,0.0,0.0,0.0,0.0,0.0154259,0.027019138,0.034728765,0.042315512,0.00462917,0.006476079,0.010816581,0.010297687,0.0160841,0.035965925,0.032042859,0.067739652,,,,,,,,
1855/02,Fath Abad,34.116,58.388,seismic,Stations_BHRC,0.015625,0.021980389,0.021325694,0.025357271,0.0,0.0,0.0,0.0,0.0112305,0.015185921,0.016485848,0.017253729,0.015625,0.021980389,0.021325694,0.025357271,0.0121643,0.017193652,0.019715903,0.023240621,,,,,,,,
1736,Baghestan,34.091,58.281,seismic,Stations_BHRC,0.0133838,0.024647703,0.035103599,0.038657265,0.0,0.0,0.0,0.0,0.0133838,0.023794932,0.035103599,0.028623282,0.0123334,0.024330889,0.027990826,0.02275213,0.01186,0.024647703,0.031483243,0.038657265,,,,,,,,
1746,Mashhad2,36.284,59.594,seismic,Stations_BHRC,0.0131232,0.019812788,0.038744197,0.047118272,0.0,0.0,0.0,0.0,0.0131232,0.019812788,0.030535233,0.033955938,0.00515704,0.010421205,0.022471513,0.006607492,0.0108283,0.019604793,0.038744197,0.047118272,,,,,,,,
1738,Bardeskan,35.271,57.966,seismic,Stations_BHRC,0.0119961,0.025932927,0.018015069,0.019432168,0.0,0.0,0.0,0.0,0.0103458,0.023349101,0.018015069,0.016895307,0.00639234,0.016524085,0.010929735,0.011395198,0.0119961,0.025932927,0.016403967,0.019432168,,,,,,,,
1743,Khosf,32.779,58.886,seismic,Stations_BHRC,0.0114899,0.02333741,0.023030611,0.023923902,0.0,0.0,0.0,0.0,0.0114899,0.021846,0.020536333,0.023923902,0.00612336,0.014950863,0.017369125,0.015313218,0.00867859,0.02333741,0.023030611,0.023776729,,,,,,,,
1745,Mashhad1,36.315,59.561,seismic,Stations_BHRC,0.0109347,0.02262501,0.03306413,0.027630848,0.0,0.0,0.0,0.0,0.0109211,0.014314685,0.03306413,0.013803126,0.00473617,0.009238509,0.009507757,0.010849038,0.0109347,0.02262501,0.028807672,0.027630848,,,,,,,,
1757,Kerman 2,30.288,57.072,seismic,Stations_BHRC,0.0103706,0.010666301,0.012711565,0.019341405,0.0,0.0,0.0,0.0,0.0103706,0.010666301,0.012711565,0.019341405,0.00233226,0.002608881,0.003800329,0.005944551,0.00676714,0.007297986,0.011500545,0.014934948,,,,,,,,
MZOBS_1,Ardekul (Intensity X),33.48,60.05,macroseismic,Stations_USGS,2.060662,2.594945,,2.145035,0.8059,1.0131,,1.0822,,,,,,,,,,,,,489.27,9.5,0.3,0.875,167.0263,1.4737,0.369375,inferred
MZOBS_6,Hajiabad (Intensity X),33.6,60.0,macroseismic,Stations_USGS,2.060662,2.594945,,2.145035,0.8059,1.0131,,1.0822,,,,,,,,,,,,,389.77,9.5,0.3,0.875,167.0263,1.4737,0.369375,inferred
MWOBS_1,Ardekul (Intensity IX),33.3711,60.0865,macroseismic,Stations_USGS,1.509634,1.964966,,1.442184,0.8059,1.0131,,1.0822,,,,,,,,,,,,,686.14,9.0,0.3,0.875,116.0264,1.4737,0.251973,inferred
MZOBS_7,Khatibi (Intensity IX),33.5736,59.7769,macroseismic,Stations_USGS,1.265603,1.791013,,1.606771,0.8059,1.0131,,1.0822,,,,,,,,,,,,,344.3,9.0,0.3,0.875,116.0264,1.4737,0.284417,inferred
MWOBS_2,Abiz (Intensity IX),33.5985,59.8736,macroseismic,Stations_USGS,1.105952,1.487929,,0.969632,0.8059,1.0131,,1.0822,,,,,,,,,,,,,335.93,8.5,0.3,0.875,80.5989,1.4737,0.171886,inferred
MZOBS_11,Avaz (Intensity IX),32.9492,60.26,macroseismic,Stations_USGS,0.937338,1.364,,1.073097,0.8059,1.0131,,1.0822,,,,,,,,,,,,,369.32,8.5,0.3,0.875,80.5989,1.4737,0.192571,inferred
OBS_18,Ahangaran (Intensity VIII),33.4153,60.1706,macroseismic,Stations_USGS,0.810217,1.126702,,0.651918,0.8059,1.0131,,1.0822,,,,,,,,,,,,,449.55,8.0,0.3,0.875,55.9888,1.4737,0.117254,inferred
OBS_3,Pishbar (Intensity VIII),33.3886,59.9789,macroseismic,Stations_USGS,0.810217,1.126702,,0.651918,0.8059,1.0131,,1.0822,,,,,,,,,,,,,572.32,8.0,0.3,0.875,55.9888,1.4737,0.117254,inferred
MZOBS_8,Garmab (Intensity VIII),33.8817,59.7047,macroseismic,Stations_USGS,0.810217,1.126702,,0.651918,0.8059,1.0131,,1.0822,,,,,,,,,,,,,393.32,8.0,0.3,0.875,55.9888,1.4737,0.117254,inferred
OBS_2,Abiz (Intensity VIII),33.7,59.95,macroseismic,Stations_USGS,0.810217,1.126702,,0.651918,0.8059,1.0131,,1.0822,,,,,,,,,,,,,589.1,8.0,0.3,0.875,55.9888,1.4737,0.117254,inferred
HOBS_1,Esfeden (Intensity VIII),33.6456,59.7778,macroseismic,Stations_USGS,0.701042,1.044153,,0.712392,0.8059,1.0131,,1.0822,,,,,,,,,,,,,263.63,8.0,0.3,0.875,55.9888,1.4737,0.129511,inferred
MZOBS_9,Baymargh (Intensity VIII),33.33,59.801,macroseismic,Stations_USGS,0.61692,0.97629,,0.770451,0.8059,1.0131,,1.0822,,,,,,,,,,,,,375.7,8.0,0.3,0.875,55.9888,1.4737,0.141397,inferred
OBS_5,Estand (Intensity VII),33.85,59.85,macroseismic,Stations_USGS,0.434842,0.646046,,0.29469,0.8059,1.0131,,1.0822,,,,,,,,,,,,,451.03,7.0,0.3,0.875,27.0175,1.4737,0.054564,inferred
OBS_4,Garmab (Intensity VII),33.88,59.71,macroseismic,Stations_USGS,0.434842,0.646046,,0.29469,0.8059,1.0131,,1.0822,,,,,,,,,,,,,536.26,7.0,0.3,0.875,27.0175,1.4737,0.054564,inferred
OBS_7,Afin (Intensity VII),33.62,59.76,macroseismic,Stations_USGS,0.363239,0.587739,,0.329047,0.8059,1.0131,,1.0822,,,,,,,,,,,,,325.97,7.0,0.3,0.875,27.0175,1.4737,0.061742,inferred
OBS_6,Gazik (Intensity VII),33.03,59.48,macroseismic,Stations_USGS,0.255069,0.488054,,0.40866,0.8059,1.0131,,1.0822,,,,,,,,,,,,,621.75,7.0,0.3,0.875,27.0175,1.4737,0.078713,inferred
mz1754/01,Qasem Abad,34.35,59.86,seismic,Stations_USGS,0.18725,,,,0.0,,,,,,,,,,,,,,,,292.72,6.1,0.63,0.0,13.71,,,inferred
OBS_17,Qasem Abad (Intensity VI),34.3651,59.8529,macroseismic,Stations_USGS,0.159394,0.303155,,0.168279,0.8059,1.0131,,1.0822,,,,,,,,,,,,,304.52,6.0,0.3,0.875,13.0374,1.4737,0.032993,inferred
MZOBS_2,Ghaen (Intensity VI),33.7267,59.1844,macroseismic,Stations_USGS,0.142881,0.286217,,0.179945,0.8059,1.0131,,1.0822,,,,,,,,,,,,,301.01,6.0,0.3,0.875,13.0374,1.4737,0.035567,inferred
OBS_16,Sangan (Intensity VI),34.4024,60.245,macroseismic,Stations_USGS,0.142174,0.285471,,0.180494,0.8059,1.0131,,1.0822,,,,,,,,,,,,,329.48,6.0,0.3,0.875,13.0374,1.4737,0.035689,inferred
OBS_8,Yazdan (Intensity VI),33.5,60.91,macroseismic,Stations_USGS,0.135128,0.277944,,0.186205,0.8059,1.0131,,1.0822,,,,,,,,,,,,,264.19,6.0,0.3,0.875,13.0374,1.4737,0.036957,inferred
mz1753,Sangan,34.4,60.25,seismic,Stations_USGS,0.12083,,,,0.0,,,,,,,,,,,,,,,,329.48,4.1,0.63,0.0,3.03,,,inferred
mz1759,Khaf,34.57,60.14,seismic,Stations_USGS,0.10624,,,,0.0,,,,,,,,,,,,,,,,422.05,4.4,0.63,0.0,4.01,,,inferred
MWOBS_3,Qain (Intensity VI),33.5488,59.0817,macroseismic,Stations_USGS,0.09798,0.20933,,0.125985,0.8059,1.0131,,1.0822,,,,,,,,,,,,,455.56,5.5,0.3,0.875,9.0565,1.4737,0.02539,inferred
MZOBS_12,Birjand (Intensity VI),32.8667,59.2,macroseismic,Stations_USGS,0.090392,0.200645,,0.132366,0.8059,1.0131,,1.0822,,,,,,,,,,,,,377.42,5.5,0.3,0.875,9.0565,1.4737,0.026835,inferred
OBS_9,Mood (Intensity V),32.7088,59.513,macroseismic,Stations_USGS,0.069637,0.144306,,0.086292,0.8059,1.0131,,1.0822,,,,,,,,,,,,,381.69,5.0,0.3,0.875,6.2912,1.4737,0.017684,inferred
OBS_14,Khezri (Intensity V),34.0591,58.7731,macroseismic,Stations_USGS,0.067481,0.138577,,0.087972,0.8059,1.0131,,1.0822,,,,,,,,,,,,,562.35,5.0,0.3,0.875,6.2912,1.4737,0.01807,inferred
OBS_10,Birjand (Intensity V),32.8841,59.2206,macroseismic,Stations_USGS,0.066704,0.136525,,0.088599,0.8059,1.0131,,1.0822,,,,,,,,,,,,,377.44,5.0,0.3,0.875,6.2912,1.4737,0.018215,inferred
OBS_13,Bosk Abad (Intensity V),34.0223,58.7078,macroseismic,Stations_USGS,0.066361,0.135623,,0.088879,0.8059,1.0131,,1.0822,,,,,,,,,,,,,560.0,5.0,0.3,0.875,6.2912,1.4737,0.018279,inferred
OBS_12,Moosieh (Intensity V),33.3083,58.884,macroseismic,Stations_USGS,0.065493,0.133343,,0.089599,0.8059,1.0131,,1.0822,,,,,,,,,,,,,239.67,5.0,0.3,0.875,6.2912,1.4737,0.018445,inferred
OBS_15,Gonabad (Intensity V),34.3666,58.6808,macroseismic,Stations_USGS,0.064695,0.131254,,0.090275,0.8059,1.0131,,1.0822,,,,,,,,,,,,,296.47,5.0,0.3,0.875,6.2912,1.4737,0.018601,inferred
MZOBS_5,Taibad (Intensity V),34.74,60.7756,macroseismic,Stations_USGS,0.062928,0.126655,,0.09182,0.8059,1.0131,,1.0822,,,,,,,,,,,,,292.21,5.0,0.3,0.875,6.2912,1.4737,0.018959,inferred
MWOBS_4,Birjand (Intensity V),32.7035,59.0347,macroseismic,Stations_USGS,0.062663,0.125969,,0.092058,0.8059,1.0131,,1.0822,,,,,,,,,,,,,440.84,5.0,0.3,0.875,6.2912,1.4737,0.019014,inferred
OBS_11,Khoosf (Intensity V),32.7625,58.868,macroseismic,Stations_USGS,0.061286,0.122414,,0.093321,0.8059,1.0131,,1.0822,,,,,,,,,,,,,288.43,5.0,0.3,0.875,6.2912,1.4737,0.019306,inferred
mz1750/02,Marak,32.92,59.43,seismic,Stations_USGS,0.0564,,,,0.0,,,,,,,,,,,,,,,,471.8,5.7,0.63,0.0,7.33,,,inferred
mz1758,Torbate Heiydaryeh,35.27,59.22,seismic,Stations_USGS,0.05235,,,,0.0,,,,,,,,,,,,,,,,366.75,4.4,0.63,0.0,4.01,,,inferred
mz1737,Birjand,32.88,59.21,seismic,Stations_USGS,0.04967,,,,0.0,,,,,,,,,,,,,,,,377.44,5.5,0.63,0.0,7.85,,,inferred
MZOBS_3,Gonabad (Intensity V),34.3666,56.6808,macroseismic,Stations_USGS,0.049531,0.093053,,0.106331,0.8059,1.0131,,1.0822,,,,,,,,,,,,,237.48,5.0,0.3,0.875,6.2912,1.4737,0.022347,inferred
mz1751,Mood,32.71,59.52,seismic,Stations_USGS,0.04076,,,,0.0,,,,,,,,,,,,,,,,381.69,5.3,0.63,0.0,6.68,,,inferred
mz1742,Gonabad,34.37,58.68,seismic,Stations_USGS,0.03501,,,,0.0,,,,,,,,,,,,,,,,296.47,4.9,0.63,0.0,5.65,,,inferred
mz1761,Bajestan,34.52,58.18,seismic,Stations_USGS,0.03112,,,,0.0,,,,,,,,,,,,,,,,365.18,3.6,0.63,0.0,1.42,,,inferred
mz1739,Bosk Abad,34.03,58.72,seismic,Stations_USGS,0.02759,,,,0.0,,,,,,,,,,,,,,,,478.79,4.7,0.63,0.0,5.03,,,inferred
mz1770,Moosaviyeh,33.29,58.91,seismic,Stations_USGS,0.02529,,,,0.0,,,,,,,,,,,,,,,,246.54,5.4,0.63,0.0,8.22,,,inferred
mz1740,Khezri,34.02,58.81,seismic,Stations_USGS,0.02181,,,,0.0,,,,,,,,,,,,,,,,354.81,4.2,0.63,0.0,3.52,,,inferred
mz1748,Sarayan,33.86,58.53,seismic,Stations_USGS,0.01996,,,,0.0,,,,,,,,,,,,,,,,413.34,4.5,0.63,0.0,4.38,,,inferred
mz1897,Zabol,31.03,61.5,seismic,Stations_USGS,0.01749,,,,0.0,,,,,,,,,,,,,,,,190.95,5.0,0.63,0.0,6.07,,,inferred
MWOBS_5,Mashad (Intensity IV),36.3245,59.4362,macroseismic,Stations_USGS,0.017394,0.024788,,0.047167,0.8059,1.0131,,1.0822,,,,,,,,,,,,,465.16,4.0,0.3,0.875,2.6996,1.4737,0.010181,inferred
mz1741,Feyz Abad,35.01,58.78,seismic,Stations_USGS,0.01513,,,,0.0,,,,,,,,,,,,,,,,281.16,3.6,0.63,0.0,0.99,,,inferred
mz1771,Shahid Yaqoobi Dam1,35.16,59.41,seismic,Stations_USGS,0.01367,,,,0.0,,,,,,,,,,,,,,,,290.6,2.9,0.63,0.0,0.67,,,inferred
mz1855/01,Fath Abad,34.12,58.39,seismic,Stations_USGS,0.01333,,,,0.0,,,,,,,,,,,,,,,,448.46,4.2,0.63,0.0,3.46,,,inferred
mz1736,Baghestan,34.09,58.28,seismic,Stations_USGS,0.01323,,,,0.0,,,,,,,,,,,,,,,,399.08,4.1,0.63,0.0,2.83,,,inferred
mz1746,Mashhad2,36.28,59.59,seismic,Stations_USGS,0.01292,,,,0.0,,,,,,,,,,,,,,,,318.22,3.9,0.63,0.0,2.42,,,inferred
mz1752/02,Rivash,35.48,58.47,seismic,Stations_USGS,0.01241,,,,0.0,,,,,,,,,,,,,,,,419.14,2.9,0.63,0.0,0.47,,,inferred
mz1738,Bardeskan,35.27,57.97,seismic,Stations_USGS,0.01208,,,,0.0,,,,,,,,,,,,,,,,389.45,3.9,0.63,0.0,1.79,,,inferred
mz1743,Khosf,32.78,58.89,seismic,Stations_USGS,0.01149,,,,0.0,,,,,,,,,,,,,,,,304.41,4.1,0.63,0.0,3.04,,,inferred
mz1745,Mashhad1,36.31,59.56,seismic,Stations_USGS,0.01088,,,,0.0,,,,,,,,,,,,,,,,279.32,3.8,0.63,0.0,1.96,,,inferred
mz1757,Kerman 2,30.29,57.07,seismic,Stations_USGS,0.01025,,,,0.0,,,,,,,,,,,,,,,,216.28,4.0,0.63,0.0,2.65,,,inferred
