STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V
1736,Baghestan,34.091,58.281,seismic,Stations_BHRC,0.0133838,0.024647703,0.035103599,0.038657265,0,0,0,0,0.0133838,0.023794932,0.035103599,0.028623282,0.0123334,0.024330889,0.027990826,0.02275213,0.01186,0.024647703,0.031483243,0.038657265
1737,Birjand,32.876,59.208,seismic,Stations_BHRC,0.0388025,0.086924466,0.10561353,0.092003019,0,0,0,0,0.0388025,0.086924466,0.096267959,0.072245671,0.0322184,0.069255789,0.061925589,0.077824767,0.0496727,0.086155497,0.10561353,0.092003019
1738,Bardeskan,35.271,57.966,seismic,Stations_BHRC,0.0103458,0.025932927,0.018015069,0.019432168,0,0,0,0,0.0103458,0.023349101,0.018015069,0.016895307,0.00639234,0.016524085,0.010929735,0.011395198,0.0119961,0.025932927,0.016403967,0.019432168
1739,Bosk Abad,34.028,58.722,seismic,Stations_BHRC,0.0191874,0.047724412,0.052101117,0.04225878,0,0,0,0,0.0191874,0.047724412,0.052101117,0.039744651,0.0117434,0.027557688,0.025999562,0.021393613,0.0274837,0.039940103,0.049495884,0.04225878
1740,Khezri,34.022,58.811,seismic,Stations_BHRC,0.0195785,0.059914555,0.047724959,0.037977529,0,0,0,0,0.0195785,0.059914555,0.047578838,0.026983037,0.0187215,0.036945821,0.0271594,0.027053708,0.0219698,0.043742535,0.047724959,0.037977529
1741,Feyz Abad,35.013,58.781,seismic,Stations_BHRC,0.0270494,0.047082932,0.029887436,0.02338601,0,0,0,0,0.0270494,0.047082932,0.029887436,0.015272592,0.022617,0.041607178,0.024509309,0.009642966,0.0255602,0.042175249,0.028691822,0.02338601
1742,Gonabad,34.365,58.679,seismic,Stations_BHRC,0.0311112,0.064123004,0.058388951,0.060489782,0,0,0,0,0.0311112,0.064123004,0.058388951,0.046682422,0.0237809,0.047907536,0.027586194,0.023943148,0.0351575,0.061051589,0.04960556,0.060489782
1743,Khosf,32.779,58.886,seismic,Stations_BHRC,0.0114899,0.02333741,0.023030611,0.023923902,0,0,0,0,0.0114899,0.021846,0.020536333,0.023923902,0.00612336,0.014950863,0.017369125,0.015313218,0.00867859,0.02333741,0.023030611,0.023776729
1744,Mohammad Abad,30.88,61.45,seismic,Stations_BHRC,0.0154259,0.035965925,0.034728765,0.067739652,0,0,0,0,0.0154259,0.027019138,0.034728765,0.042315512,0.00462917,0.006476079,0.010816581,0.010297687,0.0160841,0.035965925,0.032042859,0.067739652
1745,Mashhad1,36.315,59.561,seismic,Stations_BHRC,0.0109211,0.02262501,0.03306413,0.027630848,0,0,0,0,0.0109211,0.014314685,0.03306413,0.013803126,0.00473617,0.009238509,0.009507757,0.010849038,0.0109347,0.02262501,0.028807672,0.027630848
1746,Mashhad2,36.284,59.594,seismic,Stations_BHRC,0.0131232,0.019812788,0.038744197,0.047118272,0,0,0,0,0.0131232,0.019812788,0.030535233,0.033955938,0.00515704,0.010421205,0.022471513,0.006607492,0.0108283,0.019604793,0.038744197,0.047118272
1747,Neyshaboor,36.2,58.78,seismic,Stations_BHRC,0.0168137,0.017021796,0.022533213,0.032960455,0,0,0,0,0.0168137,0.017021796,0.022245543,0.026947977,0.00723725,0.009614965,0.009974782,0.017366,0.012056,0.014019183,0.022533213,0.032960455
1748,Sarayan,33.859,58.525,seismic,Stations_BHRC,0.0157531,0.039587748,0.043421281,0.044364372,0,0,0,0,0.0157531,0.034743065,0.042595554,0.044364372,0.0141593,0.039587748,0.033522157,0.028483258,0.0199828,0.03330287,0.043421281,0.039433539
1750/02,Marak,32.921,59.427,seismic,Stations_BHRC,0.056661,0.157317077,0.142485304,0.089817346,0,0,0,0,0.056661,0.157317077,0.142485304,0.081912069,0.0280758,0.0415824,0.065138706,0.060134194,0.0416409,0.11244515,0.073126752,0.089817346
1751,Mood,32.706,59.521,seismic,Stations_BHRC,0.0408472,0.063549713,0.084316856,0.086567041,0,0,0,0,0.0408472,0.058655594,0.084316856,0.078258728,0.0192708,0.063549713,0.044043511,0.027625141,0.029689,0.059778626,0.076170699,0.086567041
1752/02,Rivash,35.478,58.465,seismic,Stations_BHRC,0.0191194,0.028211477,0.015922087,0.014630534,0,0,0,0,0.0126509,0.028211477,0.010932772,0.003247513,0.0191194,0.021235401,0.015922087,0.014630534,0.0107422,0.022277172,0.006291726,0.004022729
1752/03,Rivash,35.478,58.465,seismic,Stations_BHRC,0.0365735,0.092429171,0.038695911,0.028094726,0,0,0,0,0.0365735,0.083952812,0.029007918,0.019237898,0.0166824,0.023016296,0.027482157,0.021259095,0.0338372,0.092429171,0.038695911,0.028094726
1753,Sangan,34.404,60.252,seismic,Stations_BHRC,0.120624,0.141392987,0.061260103,0.030179307,0,0,0,0,0.120624,0.10856136,0.058912864,0.028009226,0.0864081,0.049487184,0.035894215,0.019844892,0.130426,0.141392987,0.061260103,0.030179307
1754/01,Qasem Abad,34.353,59.862,seismic,Stations_BHRC,0.129011,0.387241956,0.257200414,0.139398986,0,0,0,0,0.129011,0.204168283,0.211847542,0.139398986,0.0757338,0.10448231,0.039438097,0.026022725,0.195016,0.387241956,0.257200414,0.129306183
1757,Kerman 2,30.288,57.072,seismic,Stations_BHRC,0.0103706,0.010666301,0.012711565,0.019341405,0,0,0,0,0.0103706,0.010666301,0.012711565,0.019341405,0.00233226,0.002608881,0.003800329,0.005944551,0.00676714,0.007297986,0.011500545,0.014934948
1758,Torbate Heiydaryeh,35.274,59.221,seismic,Stations_BHRC,0.0372674,0.152318318,0.066776478,0.03903849,0,0,0,0,0.0372674,0.121721979,0.066776478,0.03903849,0.0183174,0.038386919,0.032600382,0.022842329,0.0525483,0.152318318,0.066519568,0.028804122
1759,Khaf,34.571,60.136,seismic,Stations_BHRC,0.111652,0.2394235,0.116655023,0.116107136,0,0,0,0,0.111652,0.197396611,0.09778331,0.065007832,0.0576413,0.098324651,0.106439486,0.033459114,0.0899806,0.2394235,0.116655023,0.116107136
1761,Bajestan,34.521,58.182,seismic,Stations_BHRC,0.034634,0.042068038,0.025511702,0.02087795,0,0,0,0,0.034634,0.042068038,0.025511702,0.02087795,0.01970965,0.017790927,0.01167233,0.013881697,0.03405799,0.0315091,0.02487317,0.019255714
1763,Roshtkhar,34.97,59.62,seismic,Stations_BHRC,0.0463072,0.082202564,0.069243159,0.060575987,0,0,0,0,0.0463072,0.082202564,0.068601428,0.060575987,0.0255697,0.058238154,0.03805807,0.033388338,0.0350971,0.064637115,0.069243159,0.038400633
