# 19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,ZhaoEtAl2016SSlab
s_0,27.626000000000005,46.266,0.015868,0.015868,0.015868
s_1,28.03200000000001,44.314,0.011895,0.011895,0.011895
s_2,26.7277,45.8657,0.018983,0.018983,0.018983
t_0,26.343760000000003,44.01169,0.011682045,0.0075301416,0.008382984
t_1,26.471689999999995,44.03154,0.011581677,0.007884348,0.008664055
t_10,26.901610000000005,44.11686,0.011575839,0.00905339,0.009664098
t_100,26.23383000000001,44.11046,0.011606944,0.008344311,0.009061182
t_1000,25.369910000000004,44.47597,0.012945215,0.008935267,0.009565878
t_1001,25.28721999999999,44.48205,0.01184864,0.0085695,0.00925422
t_1002,25.41552999999999,44.50251,0.013352173,0.009437918,0.009990692
t_1003,25.332819999999998,44.50861,0.01304857,0.009048099,0.009661579
t_1004,25.250100000000003,44.51468,0.012284232,0.008677423,0.009346409
t_1005,25.46117000000001,44.52904,0.013806098,0.009973674,0.010439359
t_1006,25.378440000000012,44.53516,0.013886283,0.009558022,0.010091632
t_1007,25.24163999999999,44.45548,0.012204418,0.008120079,0.008868149
t_1008,25.204520000000002,44.4881,0.01210836,0.00822155,0.0089556305
t_1009,25.167360000000002,44.52071,0.012157889,0.008324528,0.0090442225
t_101,26.279499999999985,44.13688,0.012504278,0.008722763,0.009385025
t_1010,25.212950000000006,44.5473,0.011884643,0.008787172,0.009439956
t_1011,25.13019,44.55331,0.012096763,0.008422075,0.009127967
t_1012,25.175780000000003,44.5799,0.012016443,0.008893405,0.00953032
t_1013,25.092989999999986,44.58589,0.011999725,0.008509669,0.009203027
t_1014,25.221389999999985,44.60646,0.013113069,0.00939491,0.009954495
t_1015,25.13857999999999,44.61248,0.011709751,0.008988861,0.009611361
t_1016,25.055759999999992,44.61846,0.012220125,0.008586858,0.009269061
t_1017,25.62661,44.5167,0.0151651865,0.010819761,0.011139991
t_1018,25.543900000000008,44.52289,0.014331019,0.01039877,0.010792533
t_1019,25.589580000000012,44.54938,0.015071471,0.010992852,0.011282213
t_102,26.19713999999999,44.14335,0.0118948165,0.008623256,0.00930013
t_1020,25.50684000000001,44.55555,0.014652142,0.010544423,0.010912999
t_1021,25.635289999999998,44.57586,0.01592963,0.011625263,0.011798851
t_1022,25.55252999999999,44.58205,0.015364241,0.011152365,0.0114129605
t_1023,25.469760000000008,44.5882,0.014652056,0.010681062,0.011025764
t_1024,25.598240000000004,44.60853,0.015709262,0.011799924,0.011940745
t_1025,25.515449999999987,44.6147,0.015491499,0.011299372,0.011533193
t_1026,25.643969999999996,44.635,0.016248632,0.012489915,0.012498126
t_1027,25.29570000000001,44.54125,0.013311041,0.009162939,0.009758778
t_1028,25.424090000000007,44.56169,0.014347711,0.010101537,0.010545843
t_1029,25.34133,44.56779,0.013635112,0.009680133,0.010194043
t_103,26.599670000000003,44.0513,0.009846038,0.0082106525,0.009772163
t_1030,25.25855999999999,44.57386,0.0131512685,0.009279597,0.009857305
t_1031,25.386979999999994,44.59433,0.01364559,0.010231595,0.010653929
t_1032,25.304190000000006,44.60041,0.01389158,0.00980434,0.010297992
t_1033,25.432649999999995,44.62084,0.015266313,0.010819524,0.011139796
t_1034,25.34984,44.62695,0.014042692,0.01036379,0.010763562
t_1035,25.267030000000005,44.63301,0.013886111,0.009928959,0.0104020685
t_1036,25.395520000000005,44.65346,0.014939648,0.010960343,0.01125553
t_1037,25.184200000000004,44.63905,0.0130891735,0.009499202,0.010042224
t_1038,25.10136,44.64505,0.012489317,0.009073053,0.009682718
t_1039,25.018519999999995,44.65101,0.012317901,0.008653182,0.0093257185
