STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
ITM,Stasrv: unknown station,21.92522,37.17872,seismic,760.0,1.6,0.63,0.0,9.9e-05,0.0,0.0517,0.0,0.000146,0.0,0.000165,0.0,0.000185,inferred,Stations_USGS
ISP,"Isparta, Turkey",30.5093,37.8433,seismic,760.0,1.8,0.63,0.0,0.000191,0.0,0.0687,0.0,0.000215,0.0,0.000236,0.0,0.000377,inferred,Stations_USGS
VTS,Stasrv: unknown station,23.235,42.618,seismic,760.0,1.8,0.63,0.0,0.000137,0.0,0.0663,0.0,0.000225,0.0,0.000339,0.0,0.000557,inferred,Stations_USGS
ARG,Stasrv: unknown station,28.12122,36.21356,seismic,760.0,2.6,0.63,0.0,0.000499,0.0,0.2133,0.0,0.00073,0.0,0.001356,0.0,0.001141,inferred,Stations_USGS
SANT,"NOA/GEOFON Station Santorini, Greece",25.45926,36.37052,seismic,760.0,2.2,0.63,0.0,0.000546,0.0,0.1174,0.0,0.001184,0.0,0.001244,0.0,0.000823,inferred,Stations_USGS
RDO,Stasrv: unknown station,25.53553,41.14503,seismic,760.0,2.2,0.63,0.0,0.000554,0.0,0.1139,0.0,0.00178,0.0,0.00071,0.0,0.00043,inferred,Stations_USGS
UTM:(34S 074 421 10000),,23.7921,38.0496,macroseismic,760.0,3.2,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(35T 066 455 10000),,28.9657,41.1295,macroseismic,760.0,2.0,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(35T 067 453 10000),,29.0791,40.9474,macroseismic,760.0,2.2,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(35S 042 424 10000),,26.1417,38.35,macroseismic,331.63,4.0,0.3,0.8059,0.036124,0.875,2.0363,1.0131,0.042135,1.0822,0.019088,1.4737,0.003376,inferred,Stations_USGS
UTM:(35S 044 423 10000),,26.3713,38.2613,macroseismic,434.82,5.0,0.3,0.8059,0.068104,0.875,5.5179,1.0131,0.160696,1.0822,0.065123,1.4737,0.01422,inferred,Stations_USGS
UTM:(35S 052 418 10000),,27.284,37.812,macroseismic,361.5,3.3,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(35S 035 414 10000),,25.3609,37.4405,macroseismic,533.63,2.0,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(35T 065 453 10000),,28.8416,40.9514,macroseismic,760.0,3.6,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(35T 066 454 10000),,28.963,41.0395,macroseismic,760.0,2.8,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(35S 050 425 10000),,27.0573,38.4432,macroseismic,600.0,4.8,0.3,0.8059,0.059004,0.875,4.7696,1.0131,0.119414,1.0822,0.056211,1.4737,0.012362,inferred,Stations_USGS
UTM:(35S 048 424 10000),,26.8283,38.353,macroseismic,468.25,4.8,0.3,0.8059,0.060551,0.875,4.7696,1.0131,0.123461,1.0822,0.055326,1.4737,0.012145,inferred,Stations_USGS
UTM:(35S 050 426 10000),,27.0574,38.5334,macroseismic,724.55,5.0,0.3,0.8059,0.068412,0.875,5.5179,1.0131,0.161632,1.0822,0.064944,1.4737,0.014176,inferred,Stations_USGS
UTM:(35S 052 419 10000),,27.2844,37.9022,macroseismic,799.05,3.9,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(35T 031 466 10000),,24.7622,42.1153,macroseismic,760.0,2.4,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(35T 069 452 10000),,29.3134,40.8528,macroseismic,760.0,2.5,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(34S 073 420 10000),,23.675,37.9622,macroseismic,760.0,2.0,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(35T 068 452 10000),,29.1948,40.8552,macroseismic,760.0,2.7,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(35S 051 425 10000),,27.1719,38.4431,macroseismic,238.96,4.5,0.3,0.8059,0.047452,0.875,3.833,1.0131,0.076224,1.0822,0.044361,1.4737,0.01004,inferred,Stations_USGS
UTM:(35S 044 431 10000),,26.365,38.9822,macroseismic,672.07,9.1,0.3,0.8059,1.445282,0.875,109.4562,1.0131,2.07735,1.0822,1.240233,1.4737,0.231638,inferred,Stations_USGS
UTM:(35T 065 454 10000),,28.8441,41.0415,macroseismic,760.0,2.6,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(35S 046 432 10000),,26.5954,39.0734,macroseismic,600.0,4.5,0.3,0.8059,0.068866,0.875,3.833,1.0131,0.12314,1.0822,0.028616,1.4737,0.00528,inferred,Stations_USGS
UTM:(34T 069 472 10000),,23.379,42.6527,macroseismic,760.0,2.1,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(35S 053 427 10000),,27.4021,38.6228,macroseismic,362.95,3.6,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(35T 064 454 10000),,28.7252,41.0433,macroseismic,760.0,3.6,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(35T 067 454 10000),,29.0819,41.0374,macroseismic,760.0,2.0,0.3,,,,,,,,,,,inferred,Stations_USGS
