STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
BET,Embalse de Betania,-75.417833,2.7225,seismic,760.0,3.8,0.63,0.0,0.006112,0.0,0.7617,0.0,0.008952,0.0,0.008042,0.0,0.005187,inferred,Stations_USGS
BOG,"Bogota, SGC",-74.08,4.641,seismic,241.28,4.6,0.63,0.0,0.029385,0.0,4.2524,0.0,0.050048,0.0,0.045557,0.0,0.009595,inferred,Stations_USGS
CBOC,"Ciudad Bolivar, Antioquia, Colombia",-76.012167,5.864333,seismic,760.0,2.0,0.63,0.0,0.00074,0.0,0.0847,0.0,0.002228,0.0,0.000718,0.0,0.000209,inferred,Stations_USGS
CCALA,"Calarca, Quindio, Colombia",-75.62762,4.50898,seismic,760.0,2.7,0.63,0.0,0.004663,0.0,0.2602,0.0,0.007901,0.0,0.00242,0.0,0.0004,inferred,Stations_USGS
CLEJA,"Lejanias, Meta, Colombia",-74.041429,3.536269,seismic,630.68,4.0,0.63,0.0,0.039999,0.0,1.9812,0.0,0.075608,0.0,0.02206,0.0,0.002659,inferred,Stations_USGS
CPRAD,"Embalse Prado, Tolima, Colombia",-74.89055,3.755118,seismic,588.6,3.4,0.63,0.0,0.004701,0.0,0.782,0.0,0.010881,0.0,0.005695,0.0,0.002389,inferred,Stations_USGS
GUA,"San Jose del Guaviare, Guaviare, Colombia",-72.627,2.545,seismic,760.0,3.3,0.63,0.0,0.0134,0.0,0.666,0.0,0.052535,0.0,0.004282,0.0,0.000674,inferred,Stations_USGS
HEL,"Santa Helena, Medellin, Colombia",-75.529,6.1909,seismic,760.0,2.8,0.63,0.0,0.020887,0.0,0.2955,0.0,0.003585,0.0,0.001328,0.0,0.000186,inferred,Stations_USGS
MAN1C,"Manizales, Caldas, Colombia",-75.524345,5.071374,seismic,760.0,3.4,0.63,0.0,0.006511,0.0,0.8069,0.0,0.019817,0.0,0.018725,0.0,0.000653,inferred,Stations_USGS
MEDEC,"Medellin, Antioquia, Colombia",-75.5893,6.276,seismic,760.0,2.1,0.63,0.0,0.001636,0.0,0.1042,0.0,0.00694,0.0,0.000676,0.0,0.000145,inferred,Stations_USGS
NIZA,"Barrio Niza, Manizales",-75.47075,5.057778,seismic,760.0,2.4,0.63,0.0,0.00309,0.0,0.1705,0.0,0.003733,0.0,0.00204,0.0,0.0003,inferred,Stations_USGS
NOR,"Norcasia, Caldas, Colombia",-74.869167,5.5635,seismic,441.95,2.6,0.63,0.0,0.005644,0.0,0.2253,0.0,0.012963,0.0,0.001632,0.0,0.000351,inferred,Stations_USGS
PAL,"San Jose del Palmar, Choco, Colombia",-76.283,4.905,seismic,760.0,2.3,0.63,0.0,0.002617,0.0,0.1433,0.0,0.011043,0.0,0.001495,0.0,0.000459,inferred,Stations_USGS
PDSC,"Piedecuesta, Santander, Colombia",-73.064184,6.992156,seismic,760.0,3.3,0.63,0.0,0.010882,0.0,0.6342,0.0,0.03476,0.0,0.006261,0.0,0.001548,inferred,Stations_USGS
PGA4,"Puerto Gaitan, Meta, Colombia",-71.42125,3.86362,seismic,760.0,3.1,0.63,0.0,0.004314,0.0,0.4796,0.0,0.010838,0.0,0.004429,0.0,0.001669,inferred,Stations_USGS
PGA6,"Puerto Gaitan, Meta, Colombia",-71.33064,3.77526,seismic,760.0,3.9,0.63,0.0,0.023769,0.0,1.0285,0.0,0.049706,0.0,0.011987,0.0,0.0012,inferred,Stations_USGS
