# 20090108_M6.1_Cinchona median gmf, Stations:None, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarEtAlRjb2014,CauzziEtAl2014
t_0,-85.14306,9.61058,0.010922948,0.0070419735,0.00919243
t_1,-85.05323,9.65487,0.011990542,0.00747341,0.009981283
t_10,-85.14306,9.65487,0.01282807,0.008093036,0.0103097595
t_100,-85.00832,10.00891,0.017108977,0.009989545,0.013491548
t_1000,-83.84051,9.83194,0.042444427,0.024265112,0.033630196
t_1001,-83.88542,9.87619,0.05576403,0.032374717,0.04306954
t_1002,-83.84051,9.87619,0.056596592,0.032169797,0.04257262
t_1003,-83.93034,9.87619,0.07304382,0.042519826,0.053669002
t_1004,-83.84051,9.92044,0.053316455,0.031283043,0.0426003
t_1005,-84.55916,9.61058,0.02130336,0.012130729,0.016395787
t_1006,-84.60407,9.61058,0.01967261,0.011277623,0.015328504
t_1007,-84.37949,9.522,0.031825386,0.017263206,0.022060243
t_1008,-84.51424,9.5663,0.021915372,0.012463135,0.016674217
t_1009,-84.46933,9.5663,0.027162923,0.015144866,0.019621119
t_101,-85.05323,10.00891,0.015820585,0.009347841,0.012601882
t_1010,-84.42441,9.5663,0.027393185,0.015290514,0.01994902
t_1011,-84.37949,9.5663,0.027962979,0.01560554,0.020449754
t_1012,-84.51424,9.61058,0.02320131,0.01312758,0.017622493
t_1013,-84.42441,9.61058,0.025729848,0.014466398,0.019423766
t_1014,-84.37949,9.61058,0.027203854,0.015257311,0.020442126
t_1015,-84.46933,9.61058,0.025785573,0.01448522,0.01922615
t_1016,-84.46933,9.65487,0.0237078,0.013407772,0.018435974
t_1017,-84.64899,9.65487,0.023256157,0.013167227,0.017305985
t_1018,-84.60407,9.65487,0.020785395,0.0118460255,0.016163245
t_1019,-84.55916,9.65487,0.018810991,0.010866442,0.015359609
t_102,-84.9634,10.00891,0.018533805,0.010706848,0.014480777
t_1020,-84.64899,9.69914,0.024498437,0.013806635,0.018219512
t_1021,-84.60407,9.69914,0.01980002,0.011371621,0.015944367
t_1022,-84.55916,9.69914,0.025570365,0.014379437,0.019256327
t_1023,-84.55916,9.74341,0.027086727,0.01519889,0.020413443
t_1024,-84.60407,9.74341,0.02235641,0.012709564,0.017612198
t_1025,-84.64899,9.74341,0.02338591,0.013219224,0.017892962
t_1026,-84.42441,9.65487,0.028289627,0.015843654,0.021176638
t_1027,-84.37949,9.65487,0.034558326,0.019088129,0.024776185
t_1028,-84.51424,9.65487,0.022508543,0.01275791,0.017531028
t_1029,-84.37949,9.69914,0.027028263,0.015356373,0.021324288
t_103,-85.00832,10.05314,0.017513495,0.010192167,0.013771817
t_1030,-84.51424,9.69914,0.02861199,0.015987152,0.02114676
t_1031,-84.46933,9.69914,0.036511604,0.019912604,0.025583865
t_1032,-84.42441,9.69914,0.029111791,0.016326932,0.02203732
t_1033,-84.42441,9.74341,0.027574824,0.015675263,0.02175799
t_1034,-84.51424,9.74341,0.03058208,0.017066056,0.02259116
t_1035,-84.46933,9.74341,0.024715113,0.014130245,0.019864207
t_1036,-84.42441,9.78768,0.028716104,0.016452711,0.022977127
t_1037,-84.51424,9.78768,0.02736905,0.01548011,0.021335246
t_1038,-84.46933,9.78768,0.037106562,0.020626018,0.026927192
t_1039,-84.42441,9.83194,0.041621346,0.023352748,0.030486135
t_104,-84.87357,10.05314,0.03339337,0.017918106,0.02294869
t_1040,-84.51424,9.83194,0.03316187,0.018602245,0.024933828
t_1041,-84.46933,9.83194,0.029276967,0.016785398,0.023416927
t_1042,-84.46933,9.87619,0.040157326,0.022635553,0.029850768
t_1043,-84.42441,9.87619,0.03460618,0.020019647,0.02759474
t_1044,-84.51424,9.87619,0.042528234,0.023640985,0.030563207
t_1045,-84.42441,9.92044,0.041341368,0.023886424,0.032050386
t_1046,-84.55916,9.78768,0.033498824,0.018567227,0.024223357
t_1047,-84.60407,9.78768,0.026419353,0.014848349,0.020118892
t_1048,-84.64899,9.78768,0.02505685,0.014109289,0.019083438
t_1049,-84.60407,9.83194,0.032349106,0.018002149,0.023677235
t_105,-84.82865,10.09737,0.030025855,0.016652854,0.021772036
t_1050,-84.55916,9.83194,0.030335369,0.017019654,0.022991117
t_1051,-84.64899,9.83194,0.03375714,0.018577648,0.024005346
t_1052,-84.64899,9.87619,0.033834696,0.018737927,0.024426976
t_1053,-84.55916,9.87619,0.036999546,0.020635856,0.02707747
t_1054,-84.60407,9.87619,0.04119235,0.02241132,0.02876377
t_1055,-84.55916,9.92044,0.04661216,0.025585135,0.032769598
t_1056,-84.64899,9.92044,0.03531489,0.01959007,0.025595346
t_1057,-84.60407,9.92044,0.040153082,0.02219446,0.028706182
t_1058,-84.60407,9.96468,0.04133235,0.022984877,0.029831551
t_1059,-84.64899,9.96468,0.037212495,0.020665538,0.026996046
t_106,-84.87357,10.09737,0.029068751,0.016096529,0.020838106
t_1060,-84.55916,9.96468,0.04238078,0.023816425,0.031113317
t_1061,-84.64899,10.00891,0.036111392,0.020200148,0.026795775
t_1062,-84.60407,10.00891,0.041684322,0.02334916,0.03051807
t_1063,-84.55916,10.00891,0.04558833,0.025733825,0.033464026
t_1064,-84.55916,10.05314,0.041197896,0.023613198,0.0316887
t_1065,-84.64899,10.05314,0.036810983,0.020646973,0.027533075
t_1066,-84.46933,9.92044,0.04619443,0.026146917,0.03392833
t_1067,-84.51424,9.92044,0.04844706,0.0269023,0.034439504
t_1068,-84.42441,9.96468,0.053437807,0.030906161,0.039694503
t_1069,-84.51424,9.96468,0.044364825,0.025174139,0.032961383
t_107,-84.91848,10.09737,0.026218463,0.014652036,0.018993251
t_1070,-84.46933,9.96468,0.040045485,0.023311486,0.031581208
t_1071,-84.46933,10.00891,0.04726743,0.027547875,0.03636287
t_1072,-84.42441,10.00891,0.048027556,0.028707754,0.03811009
t_1073,-84.51424,10.00891,0.039145987,0.022789668,0.031028138
t_1074,-84.51424,10.05314,0.04830044,0.027891966,0.036617555
t_1075,-84.46933,10.05314,0.052190606,0.03072398,0.040063802
t_1076,-84.42441,10.05314,0.07260871,0.04302457,0.053073984
t_1077,-84.51424,10.09737,0.055589814,0.032256573,0.041452155
t_1078,-84.42441,10.09737,0.072463185,0.044033248,0.054258298
t_1079,-84.46933,10.09737,0.067199916,0.039661862,0.04953369
t_108,-84.91848,10.14158,0.025834506,0.014464192,0.018869415
t_1080,-84.46933,10.14158,0.07325795,0.04364531,0.053972594
t_1081,-84.51424,10.14158,0.06300601,0.036656022,0.046337128
t_1082,-84.42441,10.14158,0.07678788,0.04749375,0.05799879
t_1083,-84.46933,10.1858,0.07442708,0.04480471,0.055414144
t_1084,-84.51424,10.1858,0.064098634,0.03751637,0.04752342
t_1085,-84.42441,10.1858,0.08186258,0.051293552,0.062034745
t_1086,-84.60407,10.05314,0.04546979,0.025480658,0.033044342
t_1087,-84.55916,10.09737,0.05239672,0.029830078,0.03839917
t_1088,-84.64899,10.09737,0.039023854,0.021893358,0.029070478
t_1089,-84.60407,10.09737,0.03643112,0.020917825,0.028687706
t_109,-84.87357,10.14158,0.02688716,0.015023801,0.019800996
t_1090,-84.60407,10.14158,0.03660218,0.021156864,0.029226141
t_1091,-84.55916,10.14158,0.049699984,0.028538328,0.03740385
t_1092,-84.64899,10.14158,0.032564417,0.01866432,0.026009943
t_1093,-84.64899,10.1858,0.04580762,0.025541225,0.03328368
t_1094,-84.60407,10.1858,0.038271766,0.02209644,0.030436656
t_1095,-84.55916,10.1858,0.06398439,0.03617787,0.04585244
t_1096,-83.66084,9.78768,0.03561347,0.019439282,0.026427235
t_1097,-83.57101,9.83194,0.0318935,0.01737321,0.023860458
t_1098,-83.61593,9.83194,0.027939964,0.015534629,0.022369847
t_1099,-83.66084,9.83194,0.04242306,0.022963895,0.030657321
t_11,-85.18798,9.65487,0.009994567,0.006509828,0.00862578
t_110,-84.82865,10.14158,0.028228803,0.015749177,0.020943657
t_1100,-83.66084,9.87619,0.043068957,0.023422642,0.031633664
t_1101,-83.57101,9.87619,0.02734124,0.015192265,0.021902466
t_1102,-83.61593,9.87619,0.030054867,0.016691603,0.024001272
t_1103,-83.66084,9.92044,0.040858153,0.022411395,0.031032661
t_1104,-83.57101,9.92044,0.033288464,0.0181811,0.025380768
t_1105,-83.61593,9.92044,0.03762407,0.020545123,0.028448176
t_1106,-83.75067,9.92044,0.04943345,0.027630221,0.0377502
t_1107,-83.70576,9.92044,0.04223339,0.023498474,0.032833524
t_1108,-83.75067,9.96468,0.047492206,0.027179006,0.038025018
t_1109,-83.79559,9.96468,0.053273983,0.031046616,0.042742528
t_111,-84.82865,10.1858,0.030520096,0.016912524,0.022232886
t_1110,-83.70576,9.96468,0.047820933,0.026622519,0.03663066
t_1111,-83.79559,10.00891,0.058937307,0.03480117,0.047377333
t_1112,-83.75067,10.00891,0.051697426,0.029911283,0.04145424
t_1113,-83.70576,10.00891,0.045529608,0.02593088,0.03642919
t_1114,-83.75067,10.05314,0.05568623,0.03257605,0.04471565
t_1115,-83.70576,10.05314,0.048424605,0.027777644,0.038784303
t_1116,-83.61593,9.96468,0.0406698,0.02223561,0.030596377
t_1117,-83.66084,9.96468,0.043738566,0.02408508,0.033232708
t_1118,-83.57101,9.96468,0.039160658,0.021279601,0.028952528
t_1119,-83.61593,10.00891,0.03999063,0.022031248,0.030716537
t_112,-84.91848,10.1858,0.025233978,0.014158624,0.018612562
t_1120,-83.57101,10.00891,0.038285997,0.020893207,0.028821386
t_1121,-83.66084,10.00891,0.04673214,0.025835993,0.03547231
t_1122,-83.66084,10.05314,0.05049112,0.028014593,0.03809715
t_1123,-83.57101,10.05314,0.037856042,0.020743955,0.028898539
t_1124,-83.61593,10.05314,0.041475415,0.022930091,0.031946346
