STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA
HIST_5,Germy,48.07,39.02,seismic,0.0449,0.0
20,Miyaneh,47.71,37.43,seismic,0.0166,0.0
1695,AstaraStation,48.86,38.43,seismic,0.04527,0.0
5,Bile-Savar,48.32,39.36,seismic,0.01153,0.0
19,Meshkin Shahr,47.67,38.39,seismic,0.02328,0.0
24,Razi-Khorasan,48.09,38.63,seismic,0.0465,0.0
HIST_4,Bilehsavar,48.37,39.38,seismic,0.01153,0.0
12,Kariq,48.06,37.92,seismic,0.58568,0.0
25,Sarab,47.54,37.94,seismic,0.06269,0.0
21,Namin,48.48,38.42,seismic,0.10944,0.0
1,Ardebil 1,48.28,38.23,seismic,0.11555,0.0
4,Astara,48.87,38.42,seismic,0.04444,0.0
15,Liqvan,46.43,37.83,seismic,0.01115,0.0
8,Haris,47.12,38.25,seismic,0.01789,0.0
10,Hoorand,47.37,38.86,seismic,0.06129,0.0
HIST_14,Miyaneh,47.71,37.42,seismic,0.01663,0.0
26,Tazeh Kandi,47.73,39.03,seismic,0.02509,0.0
6,Germi,48.06,39.05,seismic,0.04522,0.0
9,Helabad,48.42,37.92,seismic,0.07719,0.0
HIST_3,Astara,48.88,38.43,seismic,0.04398,0.0
HIST_9,Kariq,48.05,37.87,seismic,0.5602,0.0
22,Nir,48.02,38.04,seismic,0.05702,0.0
13,Khajeh,46.59,38.15,seismic,0.01202,0.0
HIST_2,Ardebil 2,48.3,38.25,seismic,0.16633,0.0
14,Khalkhal,48.54,37.61,seismic,0.01923,0.0
3,Ashkhaneh,56.92,37.56,seismic,0.09954,0.0
2,Ardebil 2,48.26,38.22,seismic,0.16761,0.0
HIST_10,Khalkhal,48.52,37.62,seismic,0.01918,0.0
11,Kaleibar,47.04,38.86,seismic,0.02487,0.0
23,Niyaraq,48.63,38.26,seismic,0.02476,0.0
HIST_17,Niyaraq,48.58,38.32,seismic,0.02439,0.0
HIST_1,Ardebil,48.28,38.26,seismic,0.11633,0.0
17,Masal,49.13,37.37,seismic,0.01281,0.0
1701-1,Ardebil2Station,48.26,38.241,seismic,0.17167,0.0
HIST_7,Heris,47.12,38.33,seismic,0.01776,0.0
7,Givi,48.34,37.68,seismic,0.01783,0.0
16,Mah-Neshan,47.67,36.74,seismic,0.01062,0.0
MZOBS_1,Golestan (Intensity IX),48.0361,38.0924,macroseismic,0.9741,0.8059
OBS_5,Nir (Intensity VI),48.017,38.036,macroseismic,0.20555,0.8059
MZOBS_8,Alvares (Intensity VII),47.933,38.183,macroseismic,0.36995,0.8059
MZOBS_5,Mianeh (Intensity V),47.715,37.4211,macroseismic,0.04528,0.8059
MZOBS_6,Hashtrud (Intensity IV),47.0508,37.4778,macroseismic,0.02204,0.8059
MZOBS_9,Sarein (Intensity VII),48.0667,38.15,macroseismic,0.383,0.8059
OBS_1,Jurab (Intensity VIII),48.07,38.09,macroseismic,0.71362,0.8059
MZOBS_10,Nir (Intensity VII),47.9961,38.0342,macroseismic,0.37946,0.8059
MZOBS_4,Sarab (Intensity V),47.5481,37.9264,macroseismic,0.07055,0.8059
OBS_2,Golestan (Intensity VIII),48.02,38.09,macroseismic,0.71362,0.8059
MZOBS_2,Ardebil (Intensity VI),48.2833,38.25,macroseismic,0.16948,0.8059
OBS_3,Shiran (Intensity VIII),48.1,38.08,macroseismic,0.71362,0.8059
MZOBS_7,Bostanabad (Intensity IV),46.8333,37.85,macroseismic,0.02215,0.8059
