# 19810000_Sequence_GulfOfCorinth/19810225_M6.4_GulfofCorinth median gmf, Stations:None, gmlt:USGS, Rupture:EFEHR
custom_site_id,lon,lat,AkkarEtAlRjb2014,CauzziEtAl2014,ZhaoEtAl2016Asc
t_0,22.469850000000008,36.47754,0.005900234,0.008764959,0.018013412
t_1,22.39285000000001,36.48266,0.006063835,0.00890678,0.017665477
t_10,22.447239999999994,36.63551,0.005589037,0.008783881,0.016163047
t_100,22.520990000000012,36.97445,0.0111572705,0.016517928,0.03426736
t_1000,22.79791,38.4812,0.043674085,0.06357448,0.14041002
t_1001,22.840419999999995,38.50937,0.04795937,0.070076086,0.13356896
t_1002,22.76205999999999,38.5146,0.041259855,0.06035268,0.12644064
t_1003,22.882959999999997,38.53752,0.03502655,0.05268461,0.09458793
t_1004,22.804570000000012,38.54277,0.03659038,0.054288737,0.12113253
t_1005,22.847109999999986,38.57093,0.033223167,0.04989449,0.115136445
t_1006,22.768699999999995,38.57616,0.038134106,0.056470964,0.110136054
t_1007,22.889669999999995,38.59907,0.025653474,0.040529814,0.081611715
t_1008,22.811239999999998,38.60432,0.034991547,0.051821884,0.105344646
t_1009,21.928499999999985,38.07176,0.013412086,0.021907467,0.04521494
t_101,22.562880000000007,37.00289,0.010689869,0.016195402,0.03623968
t_1010,21.970640000000003,38.10019,0.015766814,0.02509628,0.047921162
t_1011,21.89251999999999,38.10506,0.013932884,0.02222022,0.042895835
t_1012,22.01281,38.1286,0.014899326,0.02443081,0.050744962
t_1013,21.93467000000001,38.13349,0.017381715,0.026670428,0.060440253
t_1014,21.976830000000007,38.16191,0.01387822,0.022807786,0.04778741
t_1015,21.89867000000001,38.16678,0.013223408,0.021357019,0.042791735
t_1016,22.019020000000012,38.19031,0.015537952,0.02514391,0.050333183
t_1017,21.94084000000001,38.1952,0.013054478,0.0214443,0.044981215
t_1018,21.983029999999985,38.22361,0.014101102,0.023000423,0.047202438
t_1019,22.13942,38.21377,0.020564118,0.032438632,0.079572834
t_102,22.604780000000005,37.03132,0.010460052,0.016159436,0.038364645
t_1020,22.061229999999995,38.21871,0.01620952,0.026295628,0.05290897
t_1021,22.103459999999984,38.24708,0.023802266,0.036008924,0.07399851
t_1022,22.272580000000005,38.36045,0.020703753,0.032927386,0.065265544
t_1023,22.194289999999995,38.36545,0.01811523,0.029006224,0.057990447
