# 19810000_Sequence_GulfOfCorinth/19810225_M6.4_GulfofCorinth median gmf, Stations:None, gmlt:USGS, Rupture:ESM
custom_site_id,lon,lat,AkkarEtAlRjb2014,CauzziEtAl2014,ZhaoEtAl2016Asc
t_0,22.469850000000008,36.47754,0.0049039996,0.0072849696,0.018228156
t_1,22.39285000000001,36.48266,0.005046854,0.007413916,0.017912809
t_10,22.447239999999994,36.63551,0.0046430794,0.0072846245,0.016312027
t_100,22.520990000000012,36.97445,0.009205428,0.013481589,0.0339817
t_1000,22.79791,38.4812,0.030930333,0.03763695,0.10537753
t_1001,22.840419999999995,38.50937,0.035527024,0.042915016,0.10314126
t_1002,22.76205999999999,38.5146,0.029685281,0.036865823,0.097122274
t_1003,22.882959999999997,38.53752,0.026619533,0.03362025,0.07560446
t_1004,22.804570000000012,38.54277,0.0269306,0.03409892,0.0952897
t_1005,22.847109999999986,38.57093,0.025183896,0.032390807,0.09319877
t_1006,22.768699999999995,38.57616,0.028527029,0.036361963,0.08828473
t_1007,22.889669999999995,38.59907,0.020152867,0.027375102,0.06838166
t_1008,22.811239999999998,38.60432,0.026681509,0.034270808,0.08644143
t_1009,21.928499999999985,38.07176,0.009620411,0.014822374,0.03697527
t_101,22.562880000000007,37.00289,0.008812678,0.013198586,0.03589015
t_1010,21.970640000000003,38.10019,0.01126128,0.016815322,0.038900167
t_1011,21.89251999999999,38.10506,0.010085123,0.015179796,0.03535115
t_1012,22.01281,38.1286,0.010595492,0.01621134,0.040895782
t_1013,21.93467000000001,38.13349,0.012559162,0.018072778,0.049520086
t_1014,21.976830000000007,38.16191,0.00998067,0.01533379,0.038925435
t_1015,21.89867000000001,38.16678,0.009629241,0.014642295,0.03539776
t_1016,22.019020000000012,38.19031,0.011149615,0.016778365,0.04078581
t_1017,21.94084000000001,38.1952,0.009487899,0.014610086,0.037049245
t_1018,21.983029999999985,38.22361,0.01023631,0.015580414,0.03873369
t_1019,22.13942,38.21377,0.014528576,0.020962982,0.06296301
t_102,22.604780000000005,37.03132,0.008614976,0.013140668,0.037917055
t_1020,22.061229999999995,38.21871,0.01161685,0.017427728,0.04267936
t_1021,22.103459999999984,38.24708,0.017171016,0.02372607,0.059492085
t_1022,22.272580000000005,38.36045,0.014689459,0.021308567,0.051944412
t_1023,22.194289999999995,38.36545,0.013069073,0.019278798,0.047131695
t_1024,22.350869999999986,38.35543,0.016513303,0.023506885,0.05739412
t_1025,22.35727,38.41706,0.015206956,0.021992322,0.055010136
t_1026,22.477990000000005,38.44026,0.017679024,0.024810713,0.061690815
t_1027,22.39965000000001,38.44534,0.016302513,0.023199506,0.05626202
t_1028,22.442049999999995,38.4736,0.021834947,0.029137308,0.076396964
t_1029,22.36368999999999,38.47867,0.018951416,0.025909858,0.06991153
t_103,22.527420000000006,37.03649,0.008659674,0.01311174,0.036937777
t_1030,22.484469999999988,38.50186,0.016346307,0.02330655,0.058020864
t_1031,22.115999999999985,38.37041,0.01203844,0.017871106,0.04287035
t_1032,22.158299999999997,38.39875,0.011843665,0.017752048,0.044291113
t_1033,22.079980000000006,38.40369,0.010346575,0.015812077,0.04038554
t_1034,22.12227999999999,38.43204,0.011004481,0.016638687,0.041636456
t_1035,22.04392999999999,38.43697,0.010057942,0.01531533,0.038052946
t_1036,22.164600000000007,38.46037,0.014428664,0.020493615,0.057114735
t_1037,22.086240000000004,38.46532,0.010120137,0.015468025,0.039157342
t_1038,22.128569999999996,38.49365,0.0113251675,0.016890442,0.040186226
t_1039,22.05018000000001,38.49858,0.009420982,0.014503101,0.036844473
t_104,22.569320000000005,37.06492,0.008735961,0.013372859,0.03908189
t_1040,22.31492,38.38876,0.014720084,0.021412916,0.05355876
t_1041,22.236609999999985,38.39377,0.013755045,0.020113999,0.048658296
t_1042,22.27895000000001,38.42208,0.013811673,0.020253766,0.050069053
t_1043,22.200620000000015,38.42708,0.012582231,0.018651795,0.045627214
t_1044,22.32131000000001,38.45038,0.014818111,0.021405848,0.05132982
t_1045,22.24296000000001,38.45539,0.012152984,0.018254492,0.04685362
t_1046,22.285320000000013,38.4837,0.012697049,0.018918859,0.047943704
t_1047,22.206950000000006,38.48869,0.01485075,0.02102553,0.058540553
t_1048,22.327709999999996,38.51198,0.0129999835,0.019304043,0.04887391
t_1049,22.24931000000001,38.517,0.012068021,0.01803471,0.044822965
t_105,22.491929999999996,37.07007,0.009033549,0.013620601,0.037948076
