# 19810000_Sequence_GulfOfCorinth/19810225_M6.4_GulfofCorinth median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
s_0,22.930499999999995,37.9386,0.12071,0.12071,0.12071,0.12071,0.12071
s_1,23.045000000000016,38.059,0.1933463,0.1989377,0.18791206,0.14928317,0.25041533
s_10,23.204999999999984,38.315,0.11602061,0.11785144,0.11421823,0.08138584,0.16539465
s_100,22.638000000000005,38.751,0.021257756,0.019469135,0.023210697,0.014762672,0.03061046
s_101,23.074000000000012,38.847,0.018527519,0.016903609,0.020307437,0.0128645785,0.026683267
s_102,22.449000000000012,38.666,0.01632547,0.014920733,0.01786246,0.011338304,0.023506248
s_103,23.973000000000013,37.728,0.02481581,0.023322843,0.02640435,0.017233318,0.03573453
s_104,22.417,37.448,0.017987331,0.016060222,0.020145677,0.012511624,0.025859479
s_105,23.90299999999999,38.614,0.01728951,0.015832946,0.018880071,0.012003579,0.024903167
s_106,24.050999999999988,38.431,0.022854833,0.020932185,0.024954079,0.015867533,0.032919
s_107,21.920000000000016,38.284,0.012689303,0.011160566,0.014427441,0.00881168,0.018273292
s_108,21.833,38.05,0.010087706,0.008758417,0.011618745,0.0070049968,0.014527032
s_109,21.802999999999997,37.667,0.008576314,0.00726832,0.010119692,0.005954814,0.012351883
s_11,23.50800000000001,38.35,0.07974927,0.079308145,0.08019285,0.055495996,0.114601895
s_110,21.716000000000008,38.353,0.00887043,0.007531066,0.010447996,0.006158383,0.012776818
s_111,21.85300000000001,38.649,0.0075144134,0.0063786646,0.008852388,0.0052168034,0.010823948
s_112,22.99000000000001,37.685,0.04202525,0.040642,0.043455575,0.030488953,0.057926606
s_113,21.528999999999996,38.361,0.008235432,0.0067831166,0.009998701,0.00571725,0.011862758
s_114,23.655,37.989,0.05785311,0.05688676,0.058835875,0.040295772,0.083060384
s_115,22.74000000000001,37.688,0.0438905,0.04199341,0.045873288,0.031499244,0.061156254
s_116,22.775000000000006,37.667,0.043854877,0.04190967,0.045890372,0.031425305,0.06120069
s_117,23.050999999999988,38.584,0.038977668,0.03750786,0.04050507,0.027105786,0.056049235
s_118,22.757000000000005,38.515,0.043609664,0.042059712,0.045216728,0.030360488,0.06264071
s_119,21.308999999999997,37.814,0.006481952,0.00513064,0.008189173,0.0044998787,0.009337074
s_12,23.289999999999992,38.216,0.16659102,0.17160074,0.16172756,0.11730083,0.23659311
s_120,23.138000000000005,38.614,0.03516677,0.033685356,0.03671333,0.024443118,0.050595086
s_121,23.730999999999995,37.948,0.048012983,0.046544038,0.04952829,0.033399988,0.069019385
s_122,23.086000000000013,37.566,0.027844653,0.026306538,0.0294727,0.019615171,0.039526787
s_123,22.771000000000015,38.567,0.039517015,0.037792724,0.041319977,0.0274856,0.056815006
s_124,23.02199999999999,38.648,0.03309629,0.031422846,0.034858856,0.023000078,0.04762438
s_125,23.786,37.973,0.03615023,0.0348227,0.037528366,0.025131984,0.051999036
s_126,23.795999999999992,37.957,0.030692909,0.029489346,0.031945594,0.021336215,0.044152852
s_127,23.77199999999999,37.884,0.03916124,0.0379628,0.040397514,0.027228363,0.056323722
s_128,22.701999999999998,37.569,0.030890092,0.02886356,0.033058908,0.02171456,0.043942764
s_129,23.818000000000012,37.962,0.03095403,0.029651685,0.032313578,0.021513844,0.04453653
s_13,23.173000000000002,38.303,0.15542929,0.15812157,0.15278284,0.1092617,0.22110459
s_130,23.833,38.073,0.038678363,0.03713745,0.04028321,0.026876925,0.05566171
s_131,23.019000000000005,38.683,0.030821448,0.0290538,0.032696642,0.021413598,0.044362545
s_132,23.835000000000008,38.067,0.035761937,0.034322407,0.037261844,0.024850255,0.05146491
s_133,23.84299999999999,38.108,0.031723984,0.030421603,0.033082116,0.022042006,0.04565878
s_134,22.406000000000006,37.769,0.021221668,0.01981464,0.022728607,0.014870205,0.03028601
s_135,22.905,38.715,0.027115744,0.025341416,0.029014302,0.018835835,0.039035354
s_136,22.25399999999999,38.133,0.024894759,0.023169491,0.026748493,0.017342681,0.035735477
s_137,23.634000000000015,38.628,0.027252782,0.025616612,0.028993458,0.018924108,0.039246988
s_138,22.437000000000012,38.55,0.01938028,0.017994532,0.020872746,0.013467002,0.027890045
s_139,22.324000000000012,38.454,0.020555012,0.01902316,0.022210214,0.014286014,0.029574972
s_14,23.254999999999995,38.271,0.16128185,0.16508774,0.15756372,0.1132875,0.22960907
s_140,23.292,37.446,0.02406088,0.0221123,0.026181173,0.016760603,0.034540877
s_141,23.939999999999998,38.212,0.03214018,0.030299662,0.034092497,0.022320338,0.046280265
s_142,23.501000000000005,38.733,0.027443584,0.025529152,0.029501578,0.019055558,0.039523914
s_143,22.236999999999995,37.851,0.019983126,0.018352063,0.02175915,0.013926489,0.028673796
s_144,23.901999999999987,38.395,0.030652145,0.028784426,0.032641053,0.021284308,0.044143036
s_145,22.317000000000007,37.68,0.019807784,0.018087722,0.021691414,0.013806473,0.028417705
s_146,23.899,38.43,0.029821942,0.027927509,0.03184488,0.020707186,0.04294877
s_147,23.170000000000016,37.382,0.021903139,0.019907707,0.024098579,0.015250236,0.031458363
s_148,22.269000000000005,37.717,0.018134622,0.016524414,0.019901738,0.012633172,0.026031826
s_149,23.768,38.611,0.026984222,0.025106123,0.029002817,0.018735787,0.038864035
s_15,23.355999999999995,38.17,0.18549617,0.190722,0.18041351,0.130454,0.26376215
s_150,22.355999999999995,38.582,0.017252995,0.015793612,0.01884723,0.011984178,0.024838237
s_151,22.158999999999992,37.897,0.015827017,0.014405446,0.017388873,0.011014324,0.022742612
s_152,23.437000000000012,38.82,0.020682305,0.018960387,0.022560604,0.014359759,0.029788643
s_153,22.12100000000001,38.083,0.019092789,0.017382108,0.020971827,0.013277167,0.027455749
s_154,22.792,37.35,0.013902804,0.012514904,0.0154446205,0.00967754,0.01997284
s_155,24.001000000000005,37.794,0.024017578,0.022623772,0.025497254,0.01667864,0.034585793
s_156,22.451999999999998,37.464,0.01937621,0.01740544,0.02157013,0.013485085,0.027840948
s_157,22.76599999999999,37.336,0.013103531,0.011749845,0.014613174,0.009117839,0.018831493
s_158,22.204000000000008,37.666,0.013238437,0.011887847,0.014742467,0.009208621,0.019031752
s_159,22.086000000000013,37.851,0.015676377,0.014067444,0.01746933,0.010898793,0.022548258
s_16,23.117999999999995,38.359,0.08682424,0.08739212,0.08626005,0.060847897,0.12389005
s_160,22.056999999999988,37.938,0.015735293,0.014121159,0.017533932,0.01093768,0.02263729
s_161,23.087999999999994,38.936,0.018277653,0.016376648,0.020399326,0.012689753,0.02632617
s_162,22.019000000000005,38.168,0.016501121,0.014782322,0.018419772,0.011463936,0.023751615
s_163,22.033999999999992,37.949,0.01440978,0.012889708,0.016109113,0.010014525,0.02073406
s_164,22.24000000000001,37.551,0.015482097,0.0137674,0.017410355,0.01076406,0.022268115
s_165,22.474999999999994,38.829,0.022626346,0.02017222,0.025379037,0.015709639,0.03258837
s_166,22.820999999999998,38.968,0.01181281,0.010460912,0.013339417,0.0082012,0.017014887
s_167,21.954999999999984,37.949,0.013288039,0.0117362,0.015045073,0.009230837,0.019128492
s_168,24.158000000000015,38.398,0.01585747,0.014324383,0.017554637,0.011009042,0.022841163
s_169,22.894000000000005,37.167,0.009932683,0.008638601,0.011420621,0.0068998593,0.01429858
s_17,23.339,38.318,0.11598132,0.11757591,0.11440836,0.08101623,0.1660367
s_170,21.888000000000005,38.23,0.010749341,0.009418873,0.012267744,0.007464465,0.015479787
s_171,21.920000000000016,38.398,0.013754402,0.012034286,0.015720384,0.009550328,0.019809118
s_172,24.13499999999999,38.579,0.015251869,0.013607911,0.017094433,0.010588331,0.021969423
s_173,22.388000000000005,37.287,0.010933899,0.009471066,0.012622671,0.007595037,0.015740562
s_174,24.11699999999999,38.628,0.013508773,0.012015926,0.01518709,0.009378181,0.019458672
s_175,22.158999999999992,37.403,0.011363141,0.009798209,0.013178019,0.007892104,0.016360782
s_176,24.337999999999994,38.044,0.012006521,0.010618736,0.013575679,0.008335374,0.01729455
s_177,21.956999999999994,37.612,0.009621057,0.008297206,0.011156132,0.0066816127,0.0138536515
s_178,21.855999999999995,37.682,0.010107577,0.008645595,0.011816782,0.007018565,0.014556125
s_179,21.781000000000006,37.913,0.008385871,0.0071919933,0.009777933,0.005822809,0.012077131
s_18,23.367999999999995,38.411,0.06772441,0.06745402,0.06799588,0.047157906,0.09726037
s_180,22.170000000000016,37.313,0.009682019,0.00824467,0.011369951,0.0067233425,0.013942692
s_181,22.212999999999994,37.252,0.007904419,0.0066948184,0.009332566,0.0054886704,0.011383418
s_182,21.802999999999997,37.699,0.008245881,0.007006694,0.009704227,0.0057254606,0.011875821
s_183,22.288999999999987,39.0,0.008886793,0.0075653177,0.010439096,0.006169448,0.012800995
s_184,21.74600000000001,37.797,0.0096051525,0.008145197,0.011326793,0.006669039,0.013833921
s_185,21.701999999999998,37.881,0.007345314,0.0062118606,0.008685585,0.005099841,0.010579476
s_186,21.675999999999988,37.933,0.010176654,0.008586803,0.012060867,0.0070655094,0.014657725
s_187,24.542,38.006,0.009522088,0.008139774,0.011139149,0.006610399,0.013716291
s_188,21.622000000000014,37.895,0.00799026,0.0066743908,0.009565554,0.0055473424,0.011508979
s_189,21.685000000000002,37.58,0.007533694,0.0062250593,0.00911743,0.00523032,0.0108514475
s_19,22.60300000000001,38.053,0.06324857,0.062072877,0.06444653,0.04552135,0.08787924
s_190,21.608000000000004,38.48,0.006458476,0.0053557768,0.00778821,0.0044836486,0.009303119
s_191,22.562000000000012,36.938,0.0069449847,0.0056977095,0.008465299,0.0048216195,0.010003447
s_192,21.59299999999999,38.454,0.007332949,0.006075685,0.008850384,0.005090732,0.010562752
s_193,21.718999999999994,37.467,0.0061900723,0.0050819814,0.0075397748,0.0042974567,0.008916203
s_194,21.671999999999997,37.51,0.0069646067,0.0057052504,0.008501949,0.0048351437,0.010031914
s_195,21.56899999999999,37.663,0.008557399,0.0069958307,0.010467532,0.0059408727,0.012326317
s_196,21.605999999999995,37.56,0.006322583,0.0051539475,0.0077562016,0.0043893736,0.009107235
s_197,22.021000000000015,37.1,0.007033472,0.0056974352,0.008682806,0.0048829117,0.010131194
s_198,22.873999999999995,36.804,0.006762144,0.0054532187,0.0083852485,0.0046945033,0.009740455
s_199,22.042,37.054,0.008395658,0.006763734,0.010421325,0.005828549,0.012093416
s_2,23.054000000000002,38.045,0.15957186,0.16397507,0.15528688,0.12389705,0.20551884
s_20,23.478999999999985,38.364,0.075124994,0.07478797,0.07546355,0.052285463,0.10794138
s_200,21.48599999999999,38.512,0.0052564517,0.004268464,0.00647312,0.0036491202,0.007571765
s_201,21.477000000000004,38.514,0.0050371685,0.0040841573,0.006212558,0.003496888,0.007255899
s_202,21.375,37.797,0.006207672,0.0049621346,0.0077658496,0.00430949,0.008941938
s_203,21.318000000000012,38.428,0.0056626764,0.004496799,0.007130829,0.003931107,0.0081569655
s_204,21.276999999999987,37.843,0.006408099,0.005052058,0.008128121,0.0044486015,0.009230706
s_205,23.738,38.037,0.05479079,0.053348,0.0562726,0.038107198,0.07877857
s_206,21.266999999999996,38.47,0.0055525606,0.004365425,0.0070625264,0.003854656,0.007998361
s_207,21.61099999999999,37.147,0.0075666113,0.005715853,0.010016633,0.005252857,0.010899516
s_208,23.744,37.95,0.043428034,0.042026382,0.044876434,0.030205453,0.062438864
s_209,23.77600000000001,38.023,0.042448964,0.041064158,0.04388047,0.029512221,0.06105655
s_21,22.556999999999988,37.998,0.04738385,0.046088535,0.048715565,0.033934124,0.06616435
s_210,21.076999999999998,38.561,0.0029563035,0.0022449808,0.003893009,0.002052297,0.0042585116
s_211,23.819999999999993,38.093,0.038239505,0.03680191,0.039733257,0.026573293,0.055027414
s_212,23.839,38.055,0.037114117,0.03558781,0.03870589,0.025789628,0.05341131
s_213,23.86099999999999,38.064,0.032418683,0.030983092,0.033920787,0.022523858,0.046660345
s_214,21.97200000000001,38.556,0.009954299,0.0086734295,0.011424323,0.0069112363,0.014337241
s_215,21.760999999999996,38.481,0.008045931,0.006832312,0.009475125,0.00558589,0.011589383
s_216,21.75399999999999,38.649,0.0069824215,0.0058432193,0.0083437245,0.0048473924,0.010057823
s_217,21.480999999999995,38.62,0.0057728994,0.004650006,0.0071669514,0.004007632,0.008315726
s_218,21.451999999999998,38.607,0.006112737,0.00490675,0.007615134,0.004243549,0.008805261
s_219,21.057999999999993,38.866,0.0027343181,0.002026019,0.0036902397,0.0018981912,0.0039387476
s_22,23.603999999999985,38.35,0.061748464,0.060706224,0.062808596,0.042930573,0.088814855
s_220,21.824000000000012,38.392,0.010371239,0.008941428,0.01202969,0.0072006634,0.014937874
s_221,21.651999999999987,38.418,0.0074077877,0.0062069255,0.008840982,0.0051427637,0.010670395
