calc_id,description,cal_time,gmpe,imt,nominal_bias,abs_nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
682,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",7,ZhaoEtAl2016Asc,PGA,0.669,0.669,0.34832737,GCMT,USGS,all
680,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",7,ZhaoEtAl2016Asc,PGA,0.712,0.712,0.38275132,EFEHR,USGS,all
690,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",10,KothaEtAl2020ESHM20SlopeGeology,PGA,0.786,0.786,0.34073594,GCMT,GEM,all
678,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:INGV, GMPEs:USGS, Recording Stations:all)",6,ZhaoEtAl2016Asc,PGA,0.873,0.873,0.37648517,INGV,USGS,all
686,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",11,KothaEtAl2020ESHM20SlopeGeology,PGA,0.991,0.991,0.36303034,INGV,GEM,all
684,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",8,ZhaoEtAl2016Asc,PGA,1.005,1.005,0.39118207,USGS,USGS,all
692,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",10,KothaEtAl2020ESHM20SlopeGeology,PGA,1.155,1.155,0.38384467,USGS,GEM,all
688,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",12,KothaEtAl2020ESHM20SlopeGeology,PGA,1.157,1.157,0.37505147,EFEHR,GEM,all
690,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",10,KothaEtAl2020ESHM20SlopeGeology,PGA,1.168,1.168,0.34073594,GCMT,GEM,all
690,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",10,KothaEtAl2020ESHM20SlopeGeology,PGA,1.215,1.215,0.34073594,GCMT,GEM,all
690,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",10,KothaEtAl2020ESHM20SlopeGeology,PGA,1.263,1.263,0.34073594,GCMT,GEM,all
682,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",7,CauzziEtAl2014,PGA,1.339,1.339,0.3430435,GCMT,USGS,all
686,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",11,KothaEtAl2020ESHM20SlopeGeology,PGA,1.359,1.359,0.36303034,INGV,GEM,all
686,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",11,KothaEtAl2020ESHM20SlopeGeology,PGA,1.42,1.42,0.36303034,INGV,GEM,all
686,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",11,KothaEtAl2020ESHM20SlopeGeology,PGA,1.481,1.481,0.36303034,INGV,GEM,all
682,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",7,AkkarEtAlRjb2014,PGA,1.492,1.492,0.33833784,GCMT,USGS,all
678,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:INGV, GMPEs:USGS, Recording Stations:all)",6,CauzziEtAl2014,PGA,1.496,1.496,0.36869216,INGV,USGS,all
692,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",10,KothaEtAl2020ESHM20SlopeGeology,PGA,1.515,1.515,0.38384467,USGS,GEM,all
688,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",12,KothaEtAl2020ESHM20SlopeGeology,PGA,1.516,1.516,0.37505147,EFEHR,GEM,all
692,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",10,KothaEtAl2020ESHM20SlopeGeology,PGA,1.585,1.585,0.38384467,USGS,GEM,all
688,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",12,KothaEtAl2020ESHM20SlopeGeology,PGA,1.586,1.586,0.37505147,EFEHR,GEM,all
680,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",7,CauzziEtAl2014,PGA,1.589,1.589,0.37402672,EFEHR,USGS,all
690,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",10,KothaEtAl2020ESHM20SlopeGeology,PGA,1.645,1.645,0.34073594,GCMT,GEM,all
692,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",10,KothaEtAl2020ESHM20SlopeGeology,PGA,1.655,1.655,0.38384467,USGS,GEM,all
688,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",12,KothaEtAl2020ESHM20SlopeGeology,PGA,1.657,1.657,0.37505147,EFEHR,GEM,all
684,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",8,CauzziEtAl2014,PGA,1.679,1.679,0.38227677,USGS,USGS,all
678,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:INGV, GMPEs:USGS, Recording Stations:all)",6,AkkarEtAlRjb2014,PGA,1.693,1.693,0.36911562,INGV,USGS,all
680,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",7,AkkarEtAlRjb2014,PGA,1.846,1.846,0.37566265,EFEHR,USGS,all
686,"Median gmf - DRAFT_19901213_M5.61_Augusta (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",11,KothaEtAl2020ESHM20SlopeGeology,PGA,1.85,1.85,0.36303034,INGV,GEM,all
