# 19950513_M6.5_KozaniGrevena median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
t_0,21.582899999999995,37.11114,0.0025310556,0.001356202,0.0047236644,0.0015636289,0.004097035
t_1,21.624599999999987,37.13978,0.0026546724,0.0014319627,0.0049214168,0.0016399964,0.0042971345
t_10,21.72005999999999,37.32101,0.00073708803,0.0004407999,0.0012325293,0.00045535632,0.001193129
t_100,21.486070000000012,38.14406,0.0033297949,0.002365581,0.004687024,0.0020570718,0.0053899596
t_1000,20.718259999999987,40.10226,0.02546309,0.024205253,0.026786292,0.01573052,0.04121726
t_1001,20.638679999999994,40.10655,0.02376652,0.022395581,0.025221378,0.014682418,0.03847101
t_1002,20.76087000000001,40.13066,0.028710034,0.02742252,0.030057998,0.017736409,0.04647311
t_1003,20.68126000000001,40.13496,0.022805693,0.021592516,0.024087032,0.014088841,0.036915716
t_1004,20.723870000000005,40.16337,0.025181044,0.023950584,0.02647472,0.01555628,0.04076071
t_1005,20.644239999999996,40.16765,0.023049844,0.021731412,0.024448266,0.014239673,0.037310924
t_1006,20.79220000000001,40.03682,0.026539912,0.025410479,0.027719548,0.016395757,0.04296032
t_1007,20.914350000000013,40.06085,0.03460921,0.033597335,0.035651565,0.021380786,0.05602214
t_1008,20.8348,40.06522,0.03106482,0.029898368,0.03227678,0.019191142,0.050284814
t_1009,20.87742,40.09359,0.03471573,0.0335813,0.035888482,0.021446591,0.056194566
t_101,21.40789000000001,38.14872,0.0034655416,0.002462619,0.004876913,0.0021409332,0.0056096935
t_1010,20.797840000000008,40.09795,0.0297749,0.028552324,0.031049825,0.01839426,0.048196815
t_1011,20.920060000000007,40.12196,0.034590803,0.03362297,0.035586502,0.021369416,0.05599235
t_1012,20.84047000000001,40.12633,0.030112354,0.029015124,0.031251077,0.01860273,0.04874305
t_1013,20.883109999999988,40.15469,0.034646094,0.033537034,0.03579183,0.021403572,0.056081846
t_1014,20.80349000000001,40.15905,0.02999357,0.0287798,0.031258527,0.018529348,0.048550773
t_1015,20.925780000000003,40.18305,0.041070588,0.03992781,0.042246073,0.02537248,0.06648121
t_1016,20.596119999999985,40.07812,0.024095884,0.022822712,0.02544008,0.014885892,0.039004155
t_1017,20.96271999999999,40.15031,0.039640415,0.038708773,0.04059448,0.02448895,0.06416618
t_1018,21.005410000000012,40.17864,0.049946778,0.04898262,0.050929915,0.03085599,0.080849156
t_1019,21.04811000000001,40.20696,0.046148736,0.045435343,0.04687333,0.028509645,0.07470124
t_102,21.449929999999995,38.17726,0.0027622727,0.0019754828,0.003862423,0.0017064695,0.0044713076
t_1020,20.968459999999993,40.21139,0.038541015,0.037618496,0.039486162,0.023809768,0.06238658
t_1021,21.011169999999993,40.23971,0.04230316,0.041439824,0.04318448,0.026133934,0.06847639
t_1022,21.053910000000002,40.26802,0.042434204,0.041699413,0.04318194,0.02621489,0.068688504
t_1023,20.97421,40.27244,0.037462965,0.03650629,0.038444705,0.02314377,0.06064153
t_1024,21.01695000000001,40.30075,0.04381005,0.04281479,0.044828445,0.027064858,0.0709156
