STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
ARG2,Prefecture Argostoli Cephalonia Ionian Islands,38.1783,20.4878,seismic,ESM,B (inferred from topography),0.256891327,0.0,0.4671217407875069,0.0,0.3538361369199087,0.0,0.3029226559500638,0.0,,B (inferred from topography),,,,,,
VAS2,HealthCenter Vassiliki Lefkas Island,38.630558,20.608081,seismic,ESM,C (inferred from topography),0.057042183,0.0,0.1560933352096323,0.0,0.1087497531779608,0.0,0.1113748330171859,0.0,,C (inferred from topography),,,,,,
VLMS,VOLIMES,37.87659,20.66284,seismic,ESM,B (inferred from topography),0.038035694,0.0,0.0912754766838125,0.0,0.0584302266277191,0.0,0.0150204467791792,0.0,,B (inferred from topography),,,,,,
MGNA,MEGANISSI,38.65606,20.79116,seismic,ESM,B (inferred from topography),0.019440508,0.0,0.0390104858075403,0.0,0.0136180662956275,0.0,0.0074667667995735,0.0,,B (inferred from topography),,,,,,
MSL1,Prefecture Mesologgi Western Greece,38.3727,21.4243,seismic,ESM,C (inferred from topography),0.015481298,0.0,0.0457128694503672,0.0,0.0374519672757739,0.0,0.0292637350478695,0.0,,C (inferred from topography),,,,,,
KRI1,Town Hall Keri Zakynthos Ionian Islands,37.6621,20.8172,seismic,ESM,A (inferred from topography),0.013620416,0.0,0.0295742213461431,0.0,0.0334718920381034,0.0,0.0187445870850826,0.0,,A (inferred from topography),,,,,,
KLV1,Health Center Kalavryta Achaea Peloponnese,38.03256,22.10797,seismic,ESM,B (inferred from topography),0.00514926,0.0,0.0128480953262811,0.0,0.0067624543918867,0.0,0.0039713411085341,0.0,,B (inferred from topography),,,,,,
RIOA,Rio Greece,38.29585,21.79118,seismic,ESM,B (inferred from topography),0.0047532949999999,0.0,0.0120239544086109,0.0,0.0109071259363935,0.0,0.0095947123090844,0.0,,B (inferred from topography),,,,,,
KRK1,Prefecture Veterinary Corfu Ionian Islands,39.618861,19.9202,seismic,ESM,B (inferred from topography),0.003273193,0.0,0.00740837133166,0.0,0.0042382875629727,0.0,0.0023792604551805,0.0,,B (inferred from topography),,,,,,
ART2,Hospital Arta Epirus,39.1474,20.9937,seismic,ESM,A (inferred from topography),0.002309222,0.0,0.0067850432217696,0.0,0.0033542600589346,0.0,0.0018382202990283,0.0,,A (inferred from topography),,,,,,
JAN,Ioannina  Greece,39.65616,20.84874,seismic,ESM,B (inferred from topography),0.001779848,0.0,0.0038786087569418,0.0,0.0030094859724528,0.0,0.0026680377921412,0.0,,B (inferred from topography),,,,,,
