STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA
MTDJ,MTDJ,-77.5249,18.2259,seismic,0.0031,0.0
GRTK,GRTK,-71.1338,21.5111,seismic,0.00131,0.0
GTBY,GTBY,-75.1108,19.9268,seismic,0.005,0.0
SDDR,SDDR,-71.288,18.9817,seismic,0.01153,0.0
OBS_94,Saniago de los Caballeros DR,-70.667,19.417,macroseismic,0.0523,0.8059
MMI_10,Aquin (Intensity VI),-73.395,18.28,macroseismic,0.14473,0.8059
OBS_63,San Pedro de Macoris DR,-69.3,18.467,macroseismic,0.01463,0.8059
OBS_130,Malpasse Haiti,-71.9,18.5,macroseismic,0.2602,0.8059
OBS_58,Puerto Plata DR,-70.683,19.8,macroseismic,0.0173,0.8059
OBS_124,Bainet Haiti,-72.85,18.25,macroseismic,0.34566,0.8059
MMI_16,Jean Rabel (Intensity VI),-73.196,19.869,macroseismic,0.10618,0.8059
OBS_150,Leogane Haiti,-72.63389,18.51083,macroseismic,0.78491,0.8059
MMI_7,Mirebalais (Intensity VI),-72.105,18.835,macroseismic,0.14351,0.8059
OBS_109,Bois Verna Gonave Haiti,-73.036,18.75918,macroseismic,0.15884,0.8059
OBS_68,Oracabessa Jamaica,-76.95,18.4,macroseismic,0.01463,0.8059
OBS_52,Jarabacoa DR,-70.65,19.15,macroseismic,0.01898,0.8059
OBS_114,Port Salut Haiti,-73.91667,18.07639,macroseismic,0.11673,0.8059
MMI_18,Desdunes (Intensity V),-72.642,19.289,macroseismic,0.06696,0.8059
OBS_108,Anse a Pitre Haiti,-71.75,18.05,macroseismic,0.12446,0.8059
OBS_74,Matthew Town T/C/B,-73.67185,20.95306,macroseismic,0.01523,0.8059
OBS_129,Latanier Haiti,-72.82387,19.51583,macroseismic,0.21613,0.8059
OBS_158,Croix-des-Bouquets Haiti,-72.23058,18.58128,macroseismic,0.60896,0.8059
OBS_75,azua DR,-70.733,18.45,macroseismic,0.05464,0.8059
OBS_81,Jaquimeyes DR,-71.16667,18.31667,macroseismic,0.05909,0.8059
MMI_2,Tiburon (Intensity VI),-74.4,18.33,macroseismic,0.10634,0.8059
OBS_156,Canape Vert Haiti,-72.31705,18.53591,macroseismic,0.70464,0.8059
OBS_138,Desarmes Haiti,-72.38333,19.0,macroseismic,0.4905,0.8059
OBS_53,Laguna Salada DR,-69.817,18.55,macroseismic,0.01541,0.8059
MMI_11,Cavillon (Intensity VI),-73.655,18.3,macroseismic,0.12902,0.8059
OBS_65,Sosua DR,-70.5,19.76667,macroseismic,0.01667,0.8059
OBS_105,Neyba DR,-71.417,18.467,macroseismic,0.11721,0.8059
OBS_83,Las Matas de Farfan DR,-71.52139,18.87361,macroseismic,0.06329,0.8059
OBS_66,Tamboril DR,-70.6,19.48333,macroseismic,0.01787,0.8059
OBS_101,Mombin-Crchu Haiti,-71.98333,19.36667,macroseismic,0.06341,0.8059
OBS_162,Pacot Haiti,-72.33851,18.53296,macroseismic,0.73601,0.8059
MMI_3,Port-au-Prince  Hotel Montana (Intensity VIII),-72.297,18.527,macroseismic,0.685,0.8059
MMI_22,San Souci Palace (Milot) (Intensity VI),-72.219,19.605,macroseismic,0.11364,0.8059
1,"Baní, Dominican Republic (Intensity IV, 4 responses)",-70.33,18.29,macroseismic,0.03725,0.8059
OBS_142,La Source Haiti,-71.96533,18.49964,macroseismic,0.50221,0.8059
OBS_127,Hinche Haiti,-72.01667,19.15,macroseismic,0.23448,0.8059
OBS_61,San Jose de las Matas DR,-70.93333,19.33333,macroseismic,0.02026,0.8059
OBS_153,Bois Patate Haiti,-72.32001,18.5319,macroseismic,0.71085,0.8059
OBS_51,Imbert DR,-70.83333,19.75,macroseismic,0.01812,0.8059
OBS_160,Turgeau Haiti,-72.32996,18.53214,macroseismic,0.72424,0.8059
OBS_151,Pettionville Montana Haiti,-72.29951,18.53088,macroseismic,0.68621,0.8059
OBS_64,Santo Domingo DR,-69.9,18.483,macroseismic,0.01574,0.8059
OBS_77,Barahona DR,-71.1,18.2,macroseismic,0.05803,0.8059
OBS_148,Saint-Marc Haiti,-72.7,19.11667,macroseismic,0.46096,0.8059
OBS_59,Rincon La Vega DR,-70.41332,19.08961,macroseismic,0.01775,0.8059
OBS_126,Ennery Haiti,-72.48333,19.48333,macroseismic,0.21991,0.8059
OBS_95,Tamayo DR,-71.2,18.4,macroseismic,0.05963,0.8059
OBS_144,Petit Goave Haiti,-72.86144,18.4335,macroseismic,0.78491,0.8059
OBS_119,Jimani DR,-71.85083,18.49083,macroseismic,0.2541,0.8059
