calc_id,description,cal_time,gmpe,imt,nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations,abs_bias
53,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",440,AbrahamsonEtAl2015SInter,PGA,0.005,0.3225269,SSN,USGS,seismic,0.005
49,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:seismic)",446,AbrahamsonEtAl2015SInter,PGA,-0.006,0.331643,SCARDEC,USGS,seismic,0.006
44,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",474,YoungsEtAl1997SInter,SA(0.3),-0.01,0.7075137,GCMT,GEM,all,0.01
52,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SSN, GMPEs:GEM, Recording Stations:all)",447,MontalvaEtAl2017SInter,PGA,-0.024,0.6545924,SSN,GEM,all,0.024
48,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:all)",457,YoungsEtAl1997SInter,SA(0.3),0.038,0.7463894,SCARDEC,GEM,all,0.038
48,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:all)",457,MontalvaEtAl2017SInter,PGA,-0.041,0.74689454,SCARDEC,GEM,all,0.041
45,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",468,AbrahamsonEtAl2015SInter,SA(0.3),0.047,0.7116405,GCMT,USGS,seismic,0.047
56,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",442,MontalvaEtAl2017SInter,PGA,0.054,0.8365154,USGS,GEM,all,0.054
52,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SSN, GMPEs:GEM, Recording Stations:all)",447,YoungsEtAl1997SInter,SA(0.3),0.055,0.74895036,SSN,GEM,all,0.055
45,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",468,AbrahamsonEtAl2015SInter,PGA,-0.06,0.31455818,GCMT,USGS,seismic,0.06
55,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",443,YoungsEtAl1997SInter,PGA,-0.064,0.3079828,USGS,GEM,seismic,0.064
57,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",441,AbrahamsonEtAl2015SInter,PGA,0.081,0.34494978,USGS,USGS,seismic,0.081
44,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",474,MontalvaEtAl2017SInter,PGA,-0.109,0.7157806,GCMT,GEM,all,0.109
43,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",469,YoungsEtAl1997SInter,SA(1.0),0.109,0.2407163,GCMT,GEM,seismic,0.109
56,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",442,YoungsEtAl1997SInter,SA(0.3),0.111,0.79918134,USGS,GEM,all,0.111
49,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:seismic)",446,AbrahamsonEtAl2015SInter,SA(0.3),0.111,0.75822246,SCARDEC,USGS,seismic,0.111
53,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",440,AbrahamsonEtAl2015SInter,SA(0.3),0.123,0.73619586,SSN,USGS,seismic,0.123
51,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SSN, GMPEs:GEM, Recording Stations:seismic)",445,YoungsEtAl1997SInter,PGA,-0.131,0.2874682,SSN,GEM,seismic,0.131
47,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:seismic)",465,YoungsEtAl1997SInter,SA(1.0),0.139,0.24501166,SCARDEC,GEM,seismic,0.139
47,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:seismic)",465,YoungsEtAl1997SInter,PGA,-0.143,0.2902877,SCARDEC,GEM,seismic,0.143
51,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SSN, GMPEs:GEM, Recording Stations:seismic)",445,YoungsEtAl1997SInter,SA(1.0),0.148,0.24295697,SSN,GEM,seismic,0.148
43,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",469,YoungsEtAl1997SInter,PGA,-0.181,0.27693397,GCMT,GEM,seismic,0.181
45,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",468,AtkinsonBoore2003SInter,SA(0.3),0.189,0.7167496,GCMT,USGS,seismic,0.189
56,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",442,MontalvaEtAl2017SInter,SA(0.3),-0.193,1.129181,USGS,GEM,all,0.193
55,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",443,YoungsEtAl1997SInter,SA(1.0),0.207,0.25839555,USGS,GEM,seismic,0.207
57,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",441,AbrahamsonEtAl2015SInter,SA(0.3),0.221,0.8077307,USGS,USGS,seismic,0.221
49,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:seismic)",446,AtkinsonBoore2003SInter,SA(0.3),0.23,0.7346975,SCARDEC,USGS,seismic,0.23
53,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",440,AtkinsonBoore2003SInter,SA(0.3),0.244,0.72936696,SSN,USGS,seismic,0.244
45,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",468,AtkinsonBoore2003SInter,SA(1.0),0.248,0.26584768,GCMT,USGS,seismic,0.248
45,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",468,AtkinsonBoore2003SInter,PGA,0.255,0.28075236,GCMT,USGS,seismic,0.255
43,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",469,ZhaoEtAl2006SInter,SA(0.3),0.267,1.3389859,GCMT,GEM,seismic,0.267
52,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SSN, GMPEs:GEM, Recording Stations:all)",447,MontalvaEtAl2017SInter,SA(0.3),-0.272,0.9386158,SSN,GEM,all,0.272
49,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:seismic)",446,AtkinsonBoore2003SInter,SA(1.0),0.273,0.26278493,SCARDEC,USGS,seismic,0.273
53,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",440,AtkinsonBoore2003SInter,SA(1.0),0.283,0.25957695,SSN,USGS,seismic,0.283
48,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:all)",457,MontalvaEtAl2017SInter,SA(0.3),-0.288,1.0306448,SCARDEC,GEM,all,0.288
49,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:seismic)",446,AtkinsonBoore2003SInter,PGA,0.288,0.29653156,SCARDEC,USGS,seismic,0.288
44,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",474,MontalvaEtAl2017SInter,SA(1.0),0.293,0.63120914,GCMT,GEM,all,0.293
53,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",440,AtkinsonBoore2003SInter,PGA,0.302,0.2940726,SSN,USGS,seismic,0.302
47,"Median gmf - 20200623_M7.4_Oaxaca (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:seismic)",465,ZhaoEtAl2006SInter,SA(0.3),0.314,1.4246638,SCARDEC,GEM,seismic,0.314
